cells,sc3-Initial,Monocle-Initial,Seurat-Initial,sc3-33,Monocle-33,Seurat-33,sc3-66,Monocle-66,Seurat-66,sc3-90,Monocle-90,Seurat-90,sc3-Final,Monocle-Final,Seurat-Final
human1_lib1.final_cell_0041,23,4,8,23,4,8,23,4,8,23,1,8,23,1,8
human1_lib1.final_cell_0042,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0043,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0044,23,4,8,23,4,8,23,4,8,23,1,8,23,1,8
human1_lib1.final_cell_0045,23,4,8,23,4,8,23,4,8,23,1,8,23,1,8
human1_lib1.final_cell_0046,23,4,8,23,4,8,23,4,8,23,1,8,23,1,8
human1_lib1.final_cell_0047,28,15,14,28,14,14,28,14,14,27,14,14,27,14,14
human1_lib1.final_cell_0048,23,4,8,23,4,8,23,4,8,23,1,8,23,1,8
human1_lib1.final_cell_0049,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0050,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0051,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0052,7,3,3,7,3,3,7,3,3,7,3,3,7,3,3
human1_lib1.final_cell_0053,28,15,14,28,14,14,28,14,14,27,14,14,27,14,14
human1_lib1.final_cell_0054,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0055,7,9,3,7,9,3,7,9,3,7,9,3,7,9,3
human1_lib1.final_cell_0056,23,4,8,23,4,8,23,4,8,23,1,8,23,1,8
human1_lib1.final_cell_0057,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0058,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0059,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3
human1_lib1.final_cell_0060,21,9,17,21,9,17,21,9,17,21,9,17,21,9,17
human1_lib1.final_cell_0061,17,21,9,17,21,9,17,21,9,17,18,9,17,18,9
human1_lib1.final_cell_0062,3,22,7,3,22,7,3,6,4,1,6,4,1,6,4
human1_lib1.final_cell_0063,21,9,17,21,9,17,21,9,17,21,9,17,21,9,17
human1_lib1.final_cell_0064,17,12,9,17,12,9,17,12,9,17,12,9,17,12,9
human1_lib1.final_cell_0065,25,21,3,25,21,3,25,21,3,23,18,3,23,18,3
human1_lib1.final_cell_0066,28,15,14,28,14,14,28,14,14,27,14,14,27,14,14
human1_lib1.final_cell_0067,6,16,7,6,8,7,4,8,4,2,8,4,2,8,4
human1_lib1.final_cell_0068,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0069,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0070,6,8,7,6,8,7,4,8,4,2,8,4,2,8,4
human1_lib1.final_cell_0071,21,9,17,21,9,17,21,9,17,21,9,17,21,9,17
human1_lib1.final_cell_0072,21,9,17,21,9,17,21,9,17,21,9,17,21,9,17
human1_lib1.final_cell_0073,21,9,3,21,9,3,21,9,3,21,9,3,21,9,3
human1_lib1.final_cell_0074,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0075,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0076,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3
human1_lib1.final_cell_0077,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0078,7,9,3,7,9,3,7,9,3,7,9,3,7,9,3
human1_lib1.final_cell_0079,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0080,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0081,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0082,7,9,3,7,9,3,7,9,3,7,9,3,7,9,3
human1_lib1.final_cell_0083,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0084,28,15,14,28,14,14,28,14,14,27,14,14,27,14,14
human1_lib1.final_cell_0085,23,4,8,23,4,8,23,4,8,23,1,8,23,1,8
human1_lib1.final_cell_0086,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0087,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0088,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0089,21,9,17,21,9,17,21,9,17,21,9,17,21,9,17
human1_lib1.final_cell_0090,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0091,7,9,3,7,9,3,7,9,3,7,9,3,7,9,3
human1_lib1.final_cell_0092,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0093,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0094,8,9,3,8,9,3,8,9,3,8,9,3,8,9,3
human1_lib1.final_cell_0095,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0096,21,9,17,21,9,17,21,9,17,21,9,17,21,9,17
human1_lib1.final_cell_0097,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0098,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0099,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0100,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0101,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0102,6,8,7,6,8,7,4,8,4,2,8,4,2,8,4
human1_lib1.final_cell_0103,3,6,7,3,6,7,3,6,4,1,6,4,1,6,4
human1_lib1.final_cell_0104,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0105,7,3,3,7,3,3,7,3,3,7,3,3,7,3,3
human1_lib1.final_cell_0106,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0107,21,9,17,21,9,17,21,9,17,21,9,17,21,9,17
human1_lib1.final_cell_0108,7,9,3,7,9,3,7,9,3,7,9,3,7,9,3
human1_lib1.final_cell_0109,28,15,2,28,14,2,28,14,2,27,14,2,27,14,2
human1_lib1.final_cell_0110,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0111,7,3,3,7,3,3,7,3,3,7,3,3,7,3,3
human1_lib1.final_cell_0112,21,9,17,21,9,17,21,9,17,21,9,17,21,9,17
human1_lib1.final_cell_0113,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0114,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0115,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0116,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0117,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0118,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0119,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0120,8,11,3,8,11,3,8,11,3,8,11,3,8,11,3
human1_lib1.final_cell_0121,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0122,7,9,3,7,9,3,7,9,3,7,9,3,7,9,3
human1_lib1.final_cell_0123,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0124,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0125,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0126,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0127,6,16,1,6,8,1,4,8,1,2,8,1,2,8,1
human1_lib1.final_cell_0128,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0129,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0130,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0131,1,22,7,1,22,7,1,6,4,1,6,4,1,6,4
human1_lib1.final_cell_0132,6,8,7,6,8,7,4,8,4,2,8,4,2,8,4
human1_lib1.final_cell_0133,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0134,28,15,14,28,14,14,28,14,14,27,14,14,27,14,14
human1_lib1.final_cell_0135,6,16,7,6,8,7,4,8,4,2,8,4,2,8,4
human1_lib1.final_cell_0136,7,3,3,7,3,3,7,3,3,7,3,3,7,3,3
human1_lib1.final_cell_0137,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0138,3,6,7,3,6,7,3,6,4,1,6,4,1,6,4
human1_lib1.final_cell_0139,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0140,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0141,21,9,17,21,9,17,21,9,17,21,9,17,21,9,17
human1_lib1.final_cell_0142,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0143,7,3,3,7,3,3,7,3,3,7,3,3,7,3,3
human1_lib1.final_cell_0144,8,9,3,8,9,3,8,9,3,8,9,3,8,9,3
human1_lib1.final_cell_0145,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0146,25,13,5,25,13,5,25,13,5,23,13,5,23,13,5
human1_lib1.final_cell_0147,8,9,3,8,9,3,8,9,3,8,9,3,8,9,3
human1_lib1.final_cell_0148,16,21,9,16,21,9,16,21,9,16,18,9,16,18,9
human1_lib1.final_cell_0149,16,12,11,16,12,11,16,12,11,16,12,11,16,12,11
human1_lib1.final_cell_0150,7,9,3,7,9,3,7,9,3,7,9,3,7,9,3
human1_lib1.final_cell_0151,21,9,17,21,9,17,21,9,17,21,9,17,21,9,17
human1_lib1.final_cell_0152,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0153,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0154,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0155,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0156,23,4,8,23,4,8,23,4,8,23,1,8,23,1,8
human1_lib1.final_cell_0157,7,3,3,7,3,3,7,3,3,7,3,3,7,3,3
human1_lib1.final_cell_0158,7,10,3,7,10,3,7,10,3,7,10,3,7,10,3
human1_lib1.final_cell_0159,6,16,7,6,8,7,4,8,4,2,8,4,2,8,4
human1_lib1.final_cell_0160,7,9,3,7,9,3,7,9,3,7,9,3,7,9,3
human1_lib1.final_cell_0161,3,16,7,3,8,7,3,8,4,1,8,4,1,8,4
human1_lib1.final_cell_0162,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0163,18,24,16,18,24,16,18,24,16,18,24,16,18,24,16
human1_lib1.final_cell_0164,7,9,3,7,9,3,7,9,3,7,9,3,7,9,3
human1_lib1.final_cell_0165,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0166,21,9,17,21,9,17,21,9,17,21,9,17,21,9,17
human1_lib1.final_cell_0167,21,9,17,21,9,17,21,9,17,21,9,17,21,9,17
human1_lib1.final_cell_0168,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0169,7,3,3,7,3,3,7,3,3,7,3,3,7,3,3
human1_lib1.final_cell_0170,7,23,3,7,23,3,7,23,3,7,23,3,7,23,3
human1_lib1.final_cell_0171,28,15,14,28,14,14,28,14,14,27,14,14,27,14,14
human1_lib1.final_cell_0172,21,9,17,21,9,17,21,9,17,21,9,17,21,9,17
human1_lib1.final_cell_0173,28,15,14,28,14,14,28,14,14,27,14,14,27,14,14
human1_lib1.final_cell_0174,7,3,3,7,3,3,7,3,3,7,3,3,7,3,3
human1_lib1.final_cell_0175,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0176,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0177,28,15,14,28,14,14,28,14,14,27,14,14,27,14,14
human1_lib1.final_cell_0178,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0179,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0180,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0181,7,23,3,7,23,3,7,23,3,7,23,3,7,23,3
human1_lib1.final_cell_0182,28,15,14,28,14,14,28,14,14,27,14,14,27,14,14
human1_lib1.final_cell_0183,6,16,7,6,8,7,4,8,4,2,8,4,2,8,4
human1_lib1.final_cell_0184,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0185,6,16,7,6,8,7,4,8,4,2,8,4,2,8,4
human1_lib1.final_cell_0186,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0187,3,16,7,3,8,7,3,8,4,1,8,4,1,8,4
human1_lib1.final_cell_0188,22,1,15,22,1,15,22,1,15,17,1,8,17,1,8
human1_lib1.final_cell_0189,8,9,3,8,9,3,8,9,3,8,9,3,8,9,3
human1_lib1.final_cell_0190,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0191,3,22,7,3,22,7,3,6,4,1,6,4,1,6,4
human1_lib1.final_cell_0192,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0193,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0194,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0195,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0196,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0197,18,24,16,18,24,16,18,24,16,18,24,16,18,24,16
human1_lib1.final_cell_0198,6,16,7,6,8,7,4,8,4,2,8,4,2,8,4
human1_lib1.final_cell_0199,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0200,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0201,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0202,6,16,7,6,8,7,4,8,4,2,8,4,2,8,4
human1_lib1.final_cell_0203,17,18,9,17,18,9,17,18,9,17,18,9,17,18,9
human1_lib1.final_cell_0204,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0205,6,8,7,6,8,7,4,8,4,2,8,4,2,8,4
human1_lib1.final_cell_0206,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0207,17,21,9,17,21,9,17,21,9,17,18,9,17,18,9
human1_lib1.final_cell_0208,6,16,7,6,8,7,4,8,4,2,8,4,2,8,4
human1_lib1.final_cell_0209,17,21,9,17,21,9,17,21,9,17,18,9,17,18,9
human1_lib1.final_cell_0210,7,11,6,7,11,6,7,11,6,7,11,6,7,11,6
human1_lib1.final_cell_0211,7,3,3,7,3,3,7,3,3,7,3,3,7,3,3
human1_lib1.final_cell_0212,3,16,7,3,8,7,3,8,4,1,8,4,1,8,4
human1_lib1.final_cell_0213,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0214,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0215,25,5,8,25,5,8,25,5,8,23,1,8,23,1,8
human1_lib1.final_cell_0216,17,21,9,17,21,9,17,21,9,17,18,9,17,18,9
human1_lib1.final_cell_0217,25,12,11,25,12,11,25,12,11,23,12,11,23,12,11
human1_lib1.final_cell_0218,25,5,8,25,5,8,25,5,8,23,1,8,23,1,8
human1_lib1.final_cell_0219,23,4,8,23,4,8,23,4,8,23,1,8,23,1,8
human1_lib1.final_cell_0220,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0221,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0222,18,24,16,18,24,16,18,24,16,18,24,16,18,24,16
human1_lib1.final_cell_0223,7,3,3,7,3,3,7,3,3,7,3,3,7,3,3
human1_lib1.final_cell_0224,7,9,3,7,9,3,7,9,3,7,9,3,7,9,3
human1_lib1.final_cell_0225,7,3,3,7,3,3,7,3,3,7,3,3,7,3,3
human1_lib1.final_cell_0226,3,16,7,3,8,7,3,8,4,1,8,4,1,8,4
human1_lib1.final_cell_0227,7,3,3,7,3,3,7,3,3,7,3,3,7,3,3
human1_lib1.final_cell_0228,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0229,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0230,16,12,11,16,12,11,16,12,11,16,12,11,16,12,11
human1_lib1.final_cell_0231,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3
human1_lib1.final_cell_0232,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0233,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0234,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3
human1_lib1.final_cell_0235,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0236,7,9,3,7,9,3,7,9,3,7,9,3,7,9,3
human1_lib1.final_cell_0237,23,4,8,23,4,8,23,4,8,23,1,8,23,1,8
human1_lib1.final_cell_0238,7,23,3,7,23,3,7,23,3,7,23,3,7,23,3
human1_lib1.final_cell_0239,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0240,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0241,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0242,25,5,8,25,5,8,25,5,8,23,1,8,23,1,8
human1_lib1.final_cell_0243,7,3,3,7,3,3,7,3,3,7,3,3,7,3,3
human1_lib1.final_cell_0244,28,15,14,28,14,14,28,14,14,27,14,14,27,14,14
human1_lib1.final_cell_0245,3,16,7,3,8,7,3,8,4,1,8,4,1,8,4
human1_lib1.final_cell_0246,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0247,7,3,3,7,3,3,7,3,3,7,3,3,7,3,3
human1_lib1.final_cell_0248,6,16,7,6,8,7,4,8,4,2,8,4,2,8,4
human1_lib1.final_cell_0249,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0250,25,1,15,25,1,15,25,1,15,23,1,8,23,1,8
human1_lib1.final_cell_0251,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0252,25,13,5,25,13,5,25,13,5,23,13,5,23,13,5
human1_lib1.final_cell_0253,7,11,6,7,11,6,7,11,6,7,11,6,7,11,6
human1_lib1.final_cell_0254,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0255,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0256,18,24,16,18,24,16,18,24,16,18,24,16,18,24,16
human1_lib1.final_cell_0257,6,16,7,6,8,7,4,8,4,2,8,4,2,8,4
human1_lib1.final_cell_0258,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0259,7,20,3,7,20,3,7,20,3,7,20,3,7,20,3
human1_lib1.final_cell_0260,7,9,3,7,9,3,7,9,3,7,9,3,7,9,3
human1_lib1.final_cell_0261,16,12,11,16,12,11,16,12,11,16,12,11,16,12,11
human1_lib1.final_cell_0262,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0263,6,22,7,6,22,7,4,6,4,2,6,4,2,6,4
human1_lib1.final_cell_0264,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0265,18,24,16,18,24,16,18,24,16,18,24,16,18,24,16
human1_lib1.final_cell_0266,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0267,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0268,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0269,25,5,8,25,5,8,25,5,8,23,1,8,23,1,8
human1_lib1.final_cell_0270,6,8,7,6,8,7,4,8,4,2,8,4,2,8,4
human1_lib1.final_cell_0271,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0272,3,8,7,3,8,7,3,8,4,1,8,4,1,8,4
human1_lib1.final_cell_0273,25,24,15,25,24,15,25,24,15,23,24,8,23,24,8
human1_lib1.final_cell_0274,6,16,7,6,8,7,4,8,4,2,8,4,2,8,4
human1_lib1.final_cell_0275,20,13,5,20,13,5,20,13,5,20,13,5,20,13,5
human1_lib1.final_cell_0276,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0277,18,24,16,18,24,16,18,24,16,18,24,16,18,24,16
human1_lib1.final_cell_0278,17,21,9,17,21,9,17,21,9,17,18,9,17,18,9
human1_lib1.final_cell_0279,6,16,7,6,8,7,4,8,4,2,8,4,2,8,4
human1_lib1.final_cell_0280,6,16,7,6,8,7,4,8,4,2,8,4,2,8,4
human1_lib1.final_cell_0281,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0282,7,3,3,7,3,3,7,3,3,7,3,3,7,3,3
human1_lib1.final_cell_0283,7,3,3,7,3,3,7,3,3,7,3,3,7,3,3
human1_lib1.final_cell_0284,16,21,9,16,21,9,16,21,9,16,18,9,16,18,9
human1_lib1.final_cell_0285,6,16,7,6,8,7,4,8,4,2,8,4,2,8,4
human1_lib1.final_cell_0286,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0287,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
human1_lib1.final_cell_0288,25,2,19,25,2,19,25,2,19,23,1,8,23,1,8
human1_lib1.final_cell_0289,25,1,15,25,1,15,25,1,15,23,1,8,23,1,8
human1_lib1.final_cell_0290,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0291,7,3,3,7,3,3,7,3,3,7,3,3,7,3,3
human1_lib1.final_cell_0292,21,9,17,21,9,17,21,9,17,21,9,17,21,9,17
human1_lib1.final_cell_0293,21,9,17,21,9,17,21,9,17,21,9,17,21,9,17
human1_lib1.final_cell_0294,7,3,3,7,3,3,7,3,3,7,3,3,7,3,3
human1_lib1.final_cell_0295,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0296,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0297,21,9,17,21,9,17,21,9,17,21,9,17,21,9,17
human1_lib1.final_cell_0298,7,3,3,7,3,3,7,3,3,7,3,3,7,3,3
human1_lib1.final_cell_0299,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0300,8,23,3,8,23,3,8,23,3,8,23,3,8,23,3
human1_lib1.final_cell_0301,18,24,16,18,24,16,18,24,16,18,24,16,18,24,16
human1_lib1.final_cell_0302,25,1,15,25,1,15,25,1,15,23,1,8,23,1,8
human1_lib1.final_cell_0303,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0304,7,11,3,7,11,3,7,11,3,7,11,3,7,11,3
human1_lib1.final_cell_0305,21,9,17,21,9,17,21,9,17,21,9,17,21,9,17
human1_lib1.final_cell_0306,26,7,5,26,7,5,26,7,5,26,7,5,26,7,5
