cells,sc3-Initial,Monocle-Initial,Seurat-Initial,sc3-33,Monocle-33,Seurat-33,sc3-66,Monocle-66,Seurat-66,sc3-90,Monocle-90,Seurat-90,sc3-Final,Monocle-Final,Seurat-Final
human1_lib1.final_cell_0082,7,8,3,7,8,3,7,8,3,7,8,3,7,8,3
human1_lib1.final_cell_0083,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0084,28,6,17,28,6,17,28,6,17,27,6,2,27,6,2
human1_lib1.final_cell_0085,23,31,12,23,31,12,23,31,12,23,31,12,23,31,12
human1_lib1.final_cell_0086,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0087,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0088,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0089,21,8,19,21,8,19,21,8,19,21,8,19,21,8,19
human1_lib1.final_cell_0090,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0091,7,8,3,7,8,3,7,8,3,7,8,3,7,8,3
human1_lib1.final_cell_0092,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0093,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0094,8,8,3,8,8,3,8,8,3,8,8,3,8,8,3
human1_lib1.final_cell_0095,7,21,3,7,21,3,7,21,3,7,21,3,7,15,3
human1_lib1.final_cell_0096,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19
human1_lib1.final_cell_0097,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0098,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0099,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0100,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0101,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0102,6,19,16,6,10,16,6,10,16,4,10,1,2,10,1
human1_lib1.final_cell_0103,3,4,16,3,4,16,3,4,16,3,4,1,3,4,1
human1_lib1.final_cell_0104,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0105,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0106,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0107,21,8,19,21,8,19,21,8,19,21,8,19,21,8,19
human1_lib1.final_cell_0108,7,8,3,7,8,3,7,8,3,7,8,3,7,8,3
human1_lib1.final_cell_0109,28,6,2,28,6,2,28,6,2,27,6,2,27,6,2
human1_lib1.final_cell_0110,26,27,5,26,27,5,26,27,5,26,22,5,26,22,5
human1_lib1.final_cell_0111,7,23,3,7,23,3,7,23,3,7,23,3,7,23,3
human1_lib1.final_cell_0112,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19
human1_lib1.final_cell_0113,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0114,7,21,3,7,21,3,7,21,3,7,21,3,7,15,3
human1_lib1.final_cell_0115,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0116,7,21,3,7,21,3,7,21,3,7,21,3,7,15,3
human1_lib1.final_cell_0117,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0118,7,21,3,7,21,3,7,21,3,7,21,3,7,15,3
human1_lib1.final_cell_0119,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0120,8,36,3,8,36,3,8,36,3,8,36,3,8,36,3
human1_lib1.final_cell_0121,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0122,7,8,3,7,8,3,7,8,3,7,8,3,7,8,3
human1_lib1.final_cell_0123,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0124,7,9,3,7,9,3,7,9,3,7,9,3,7,9,3
human1_lib1.final_cell_0125,7,33,3,7,33,3,7,33,3,7,33,3,7,33,3
human1_lib1.final_cell_0126,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0127,6,19,16,6,10,16,6,10,16,4,10,1,2,10,1
human1_lib1.final_cell_0128,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0129,26,34,5,26,34,5,26,34,5,26,22,5,26,22,5
human1_lib1.final_cell_0130,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0131,1,30,13,1,30,13,1,4,4,1,4,4,1,4,4
human1_lib1.final_cell_0132,6,19,16,6,10,16,6,10,16,4,10,1,2,10,1
human1_lib1.final_cell_0133,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0134,28,6,17,28,6,17,28,6,17,27,6,2,27,6,2
human1_lib1.final_cell_0135,6,19,16,6,10,16,6,10,16,4,10,1,2,10,1
human1_lib1.final_cell_0136,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0137,7,21,3,7,21,3,7,21,3,7,21,3,7,15,3
human1_lib1.final_cell_0138,3,4,16,3,4,16,3,4,16,3,4,1,3,4,1
human1_lib1.final_cell_0139,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0140,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0141,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19
human1_lib1.final_cell_0142,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0143,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0144,8,8,3,8,8,3,8,8,3,8,8,3,8,8,3
human1_lib1.final_cell_0145,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0146,25,20,5,25,20,5,25,20,5,25,20,5,25,20,5
human1_lib1.final_cell_0147,8,1,3,8,1,3,8,1,3,8,1,3,8,1,3
human1_lib1.final_cell_0148,16,24,8,16,24,8,16,24,8,16,24,8,16,5,8
human1_lib1.final_cell_0149,16,18,10,16,18,10,16,18,10,16,18,10,16,18,10
human1_lib1.final_cell_0150,7,8,3,7,8,3,7,8,3,7,8,3,7,8,3
human1_lib1.final_cell_0151,21,8,19,21,8,19,21,8,19,21,8,19,21,8,19
human1_lib1.final_cell_0152,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0153,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0154,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0155,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0156,23,31,12,23,31,12,23,31,12,23,31,12,23,31,12
human1_lib1.final_cell_0157,7,23,3,7,23,3,7,23,3,7,23,3,7,23,3
human1_lib1.final_cell_0158,7,9,3,7,9,3,7,9,3,7,9,3,7,9,3
human1_lib1.final_cell_0159,6,10,16,6,10,16,6,10,16,4,10,1,2,10,1
human1_lib1.final_cell_0160,7,33,3,7,33,3,7,33,3,7,33,3,7,33,3
human1_lib1.final_cell_0161,3,10,16,3,10,16,3,10,16,3,10,1,3,10,1
human1_lib1.final_cell_0162,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0163,18,2,15,18,2,15,18,2,15,18,2,15,18,2,15
human1_lib1.final_cell_0164,7,8,3,7,8,3,7,8,3,7,8,3,7,8,3
human1_lib1.final_cell_0165,7,21,3,7,21,3,7,21,3,7,21,3,7,15,3
human1_lib1.final_cell_0166,21,8,19,21,8,19,21,8,19,21,8,19,21,8,19
human1_lib1.final_cell_0167,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19
human1_lib1.final_cell_0168,7,33,3,7,33,3,7,33,3,7,33,3,7,33,3
human1_lib1.final_cell_0169,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0170,7,33,3,7,33,3,7,33,3,7,33,3,7,33,3
human1_lib1.final_cell_0171,28,6,17,28,6,17,28,6,17,27,6,2,27,6,2
human1_lib1.final_cell_0172,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19
human1_lib1.final_cell_0173,28,6,17,28,6,17,28,6,17,27,6,2,27,6,2
human1_lib1.final_cell_0174,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0175,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0176,7,21,3,7,21,3,7,21,3,7,21,3,7,15,3
human1_lib1.final_cell_0177,28,6,17,28,6,17,28,6,17,27,6,2,27,6,2
human1_lib1.final_cell_0178,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0179,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0180,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0181,7,33,3,7,33,3,7,33,3,7,33,3,7,33,3
human1_lib1.final_cell_0182,28,6,17,28,6,17,28,6,17,27,6,2,27,6,2
human1_lib1.final_cell_0183,6,19,16,6,10,16,6,10,16,4,10,1,2,10,1
human1_lib1.final_cell_0184,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0185,6,19,16,6,10,16,6,10,16,4,10,1,2,10,1
human1_lib1.final_cell_0186,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0187,3,10,16,3,10,16,3,10,16,3,10,1,3,10,1
human1_lib1.final_cell_0188,22,14,14,22,14,14,22,14,14,22,14,14,17,3,14
human1_lib1.final_cell_0189,8,1,3,8,1,3,8,1,3,8,1,3,8,1,3
human1_lib1.final_cell_0190,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0191,3,30,16,3,30,16,3,4,16,3,4,1,3,4,1
human1_lib1.final_cell_0192,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0193,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0194,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0195,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0196,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0197,18,2,15,18,2,15,18,2,15,18,2,15,18,2,15
human1_lib1.final_cell_0198,6,19,16,6,10,16,6,10,16,4,10,1,2,10,1
human1_lib1.final_cell_0199,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0200,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0201,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0202,6,19,16,6,10,16,6,10,16,4,10,1,2,10,1
human1_lib1.final_cell_0203,17,28,8,17,28,8,17,28,8,17,28,8,17,5,8
human1_lib1.final_cell_0204,7,21,3,7,21,3,7,21,3,7,21,3,7,15,3
human1_lib1.final_cell_0205,6,19,16,6,10,16,6,10,16,4,10,1,2,10,1
human1_lib1.final_cell_0206,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0207,17,24,8,17,24,8,17,24,8,17,24,8,17,5,8
human1_lib1.final_cell_0208,6,19,16,6,10,16,6,10,16,4,10,1,2,10,1
human1_lib1.final_cell_0209,17,24,8,17,24,8,17,24,8,17,24,8,17,5,8
human1_lib1.final_cell_0210,7,33,6,7,33,6,7,33,6,7,33,6,7,33,6
human1_lib1.final_cell_0211,7,23,3,7,23,3,7,23,3,7,23,3,7,23,3
human1_lib1.final_cell_0212,3,10,16,3,10,16,3,10,16,3,10,1,3,10,1
human1_lib1.final_cell_0213,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0214,7,33,3,7,33,3,7,33,3,7,33,3,7,33,3
human1_lib1.final_cell_0215,25,3,18,25,3,18,25,3,18,25,3,18,25,3,14
human1_lib1.final_cell_0216,17,24,8,17,24,8,17,24,8,17,24,8,17,5,8
human1_lib1.final_cell_0217,25,18,24,25,18,24,25,18,24,25,18,24,25,18,14
human1_lib1.final_cell_0218,25,3,18,25,3,18,25,3,18,25,3,18,25,3,14
human1_lib1.final_cell_0219,23,31,12,23,31,12,23,31,12,23,31,12,23,31,12
human1_lib1.final_cell_0220,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0221,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0222,18,2,15,18,2,15,18,2,15,18,2,15,18,2,15
human1_lib1.final_cell_0223,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0224,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6
human1_lib1.final_cell_0225,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0226,3,10,16,3,10,16,3,10,16,3,10,1,3,10,1
human1_lib1.final_cell_0227,7,23,3,7,23,3,7,23,3,7,23,3,7,23,3
human1_lib1.final_cell_0228,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0229,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0230,16,18,10,16,18,10,16,18,10,16,18,10,16,18,10
human1_lib1.final_cell_0231,7,21,3,7,21,3,7,21,3,7,21,3,7,15,3
human1_lib1.final_cell_0232,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0233,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0234,7,15,3,7,15,3,7,15,3,7,15,3,7,15,3
human1_lib1.final_cell_0235,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0236,7,8,3,7,8,3,7,8,3,7,8,3,7,8,3
human1_lib1.final_cell_0237,23,31,12,23,31,12,23,31,12,23,31,12,23,31,12
human1_lib1.final_cell_0238,7,8,3,7,8,3,7,8,3,7,8,3,7,8,3
human1_lib1.final_cell_0239,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0240,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0241,7,33,3,7,33,3,7,33,3,7,33,3,7,33,3
human1_lib1.final_cell_0242,25,3,18,25,3,18,25,3,18,25,3,18,25,3,14
human1_lib1.final_cell_0243,7,23,3,7,23,3,7,23,3,7,23,3,7,23,3
human1_lib1.final_cell_0244,28,6,17,28,6,17,28,6,17,27,6,2,27,6,2
human1_lib1.final_cell_0245,3,10,13,3,10,13,3,10,4,3,10,4,3,10,4
human1_lib1.final_cell_0246,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0247,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0248,6,19,16,6,10,16,6,10,16,4,10,1,2,10,1
human1_lib1.final_cell_0249,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0250,25,14,14,25,14,14,25,14,14,25,14,14,25,3,14
human1_lib1.final_cell_0251,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0252,25,20,5,25,20,5,25,20,5,25,20,5,25,20,5
human1_lib1.final_cell_0253,7,21,6,7,21,6,7,21,6,7,21,6,7,15,6
human1_lib1.final_cell_0254,7,36,11,7,36,11,7,36,11,7,36,11,7,36,11
human1_lib1.final_cell_0255,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0256,18,2,15,18,2,15,18,2,15,18,2,15,18,2,15
human1_lib1.final_cell_0257,6,19,16,6,10,16,6,10,16,4,10,1,2,10,1
human1_lib1.final_cell_0258,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0259,7,9,3,7,9,3,7,9,3,7,9,3,7,9,3
human1_lib1.final_cell_0260,7,8,3,7,8,3,7,8,3,7,8,3,7,8,3
human1_lib1.final_cell_0261,16,18,10,16,18,10,16,18,10,16,18,10,16,18,10
human1_lib1.final_cell_0262,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0263,6,30,16,6,30,16,6,4,16,4,4,1,2,4,1
human1_lib1.final_cell_0264,7,21,3,7,21,3,7,21,3,7,21,3,7,15,3
human1_lib1.final_cell_0265,18,2,15,18,2,15,18,2,15,18,2,15,18,2,15
human1_lib1.final_cell_0266,7,21,3,7,21,3,7,21,3,7,21,3,7,15,3
human1_lib1.final_cell_0267,7,21,3,7,21,3,7,21,3,7,21,3,7,15,3
human1_lib1.final_cell_0268,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0269,25,3,18,25,3,18,25,3,18,25,3,18,25,3,14
human1_lib1.final_cell_0270,6,19,16,6,10,16,6,10,16,4,10,1,2,10,1
human1_lib1.final_cell_0271,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
human1_lib1.final_cell_0272,3,35,16,3,10,16,3,10,16,3,10,1,3,10,1
human1_lib1.final_cell_0273,25,2,14,25,2,14,25,2,14,25,2,14,25,2,14
human1_lib1.final_cell_0274,6,19,16,6,10,16,6,10,16,4,10,1,2,10,1
human1_lib1.final_cell_0275,20,20,5,20,20,5,20,20,5,20,20,5,20,20,5
human1_lib1.final_cell_0276,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0277,18,2,15,18,2,15,18,2,15,18,2,15,18,2,15
human1_lib1.final_cell_0278,17,24,8,17,24,8,17,24,8,17,24,8,17,5,8
human1_lib1.final_cell_0279,6,10,16,6,10,16,6,10,16,4,10,1,2,10,1
human1_lib1.final_cell_0280,6,19,16,6,10,16,6,10,16,4,10,1,2,10,1
human1_lib1.final_cell_0281,26,34,5,26,34,5,26,34,5,26,22,5,26,22,5
human1_lib1.final_cell_0282,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0283,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0284,16,24,8,16,24,8,16,24,8,16,24,8,16,5,8
human1_lib1.final_cell_0285,6,10,16,6,10,16,6,10,16,4,10,1,2,10,1
human1_lib1.final_cell_0286,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0287,26,27,5,26,27,5,26,27,5,26,22,5,26,22,5
human1_lib1.final_cell_0288,25,25,25,25,25,25,25,25,25,25,25,25,25,3,14
human1_lib1.final_cell_0289,25,14,14,25,14,14,25,14,14,25,14,14,25,3,14
human1_lib1.final_cell_0290,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0291,7,23,3,7,23,3,7,23,3,7,23,3,7,23,3
human1_lib1.final_cell_0292,21,8,19,21,8,19,21,8,19,21,8,19,21,8,19
human1_lib1.final_cell_0293,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19
human1_lib1.final_cell_0294,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0295,7,21,3,7,21,3,7,21,3,7,21,3,7,15,3
human1_lib1.final_cell_0296,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0297,21,8,3,21,8,3,21,8,3,21,8,3,21,8,3
human1_lib1.final_cell_0298,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0299,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0300,8,33,3,8,33,3,8,33,3,8,33,3,8,33,3
human1_lib1.final_cell_0301,18,2,15,18,2,15,18,2,15,18,2,15,18,2,15
human1_lib1.final_cell_0302,25,14,14,25,14,14,25,14,14,25,14,14,25,3,14
human1_lib1.final_cell_0303,7,36,3,7,36,3,7,36,3,7,36,3,7,36,3
human1_lib1.final_cell_0304,7,21,3,7,21,3,7,21,3,7,21,3,7,15,3
human1_lib1.final_cell_0305,21,8,19,21,8,19,21,8,19,21,8,19,21,8,19
human1_lib1.final_cell_0306,26,22,5,26,22,5,26,22,5,26,22,5,26,22,5
