sc3.sc3_0,sc3.sc3_0.05,sc3.sc3_0.1,sc3.sc3_0.15,sc3.sc3_0.2,sc3.sc3_0.25,sc3.sc3_0.3,sc3.sc3_0.35,sc3.sc3_0.4,sc3.sc3_0.45,sc3.sc3_0.5,sc3.sc3_0.55,sc3.sc3_0.6,sc3.sc3_0.65,sc3.sc3_0.7,sc3.sc3_0.75,sc3.sc3_0.8,sc3.sc3_0.85,sc3.sc3_0.9,sc3.sc3_0.95,sc3.sc3_1,Monocle.Monocle_0,Monocle.Monocle_0.05,Monocle.Monocle_0.1,Monocle.Monocle_0.15,Monocle.Monocle_0.2,Monocle.Monocle_0.25,Monocle.Monocle_0.3,Monocle.Monocle_0.35,Monocle.Monocle_0.4,Monocle.Monocle_0.45,Monocle.Monocle_0.5,Monocle.Monocle_0.55,Monocle.Monocle_0.6,Monocle.Monocle_0.65,Monocle.Monocle_0.7,Monocle.Monocle_0.75,Monocle.Monocle_0.8,Monocle.Monocle_0.85,Monocle.Monocle_0.9,Monocle.Monocle_0.95,Monocle.Monocle_1,Seurat.Seurat_0,Seurat.Seurat_0.05,Seurat.Seurat_0.1,Seurat.Seurat_0.15,Seurat.Seurat_0.2,Seurat.Seurat_0.25,Seurat.Seurat_0.3,Seurat.Seurat_0.35,Seurat.Seurat_0.4,Seurat.Seurat_0.45,Seurat.Seurat_0.5,Seurat.Seurat_0.55,Seurat.Seurat_0.6,Seurat.Seurat_0.65,Seurat.Seurat_0.7,Seurat.Seurat_0.75,Seurat.Seurat_0.8,Seurat.Seurat_0.85,Seurat.Seurat_0.9,Seurat.Seurat_0.95,Seurat.Seurat_1,cells
21,17,14,14,12,10,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,13,12,11,10,5,5,5,4,2,1,1,1,1,1,1,1,1,1,14,14,14,14,13,11,10,2,2,2,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0011
21,17,14,14,12,10,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,14,14,14,13,12,11,10,5,5,5,4,2,1,1,1,1,1,1,1,1,1,14,14,14,14,13,11,10,2,2,2,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0012
19,15,13,13,11,9,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,6,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0013
19,15,13,13,11,9,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,6,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0014
14,5,19,19,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,8,7,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,17,17,17,17,16,8,8,7,5,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0015
16,12,11,11,9,7,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,6,6,6,4,2,1,1,1,1,1,1,1,1,1,8,8,8,8,8,6,6,5,7,2,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0016
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,8,7,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0017
21,17,14,14,12,10,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,13,12,11,10,5,5,5,4,2,1,1,1,1,1,1,1,1,1,14,14,14,14,13,11,10,2,2,2,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0018
8,6,5,5,3,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,12,12,12,11,10,9,8,6,6,6,4,2,1,1,1,1,1,1,1,1,1,11,11,11,11,11,9,7,6,7,2,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0019
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,3,3,3,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0020
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,3,3,3,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0021
25,18,15,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,8,8,7,6,5,2,2,2,2,2,1,1,1,1,1,1,1,1,1,7,7,7,7,7,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0022
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,12,12,12,11,10,9,8,6,6,6,4,2,1,1,1,1,1,1,1,1,1,9,9,9,9,9,7,7,6,7,2,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0023
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0024
19,15,13,13,11,9,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,6,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0025
22,18,15,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,8,8,7,6,5,2,2,2,2,2,1,1,1,1,1,1,1,1,1,7,7,7,7,7,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0026
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,3,3,3,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0027
21,17,14,14,12,10,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,13,12,11,10,5,5,5,4,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0028
21,17,14,14,12,10,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,13,12,11,10,5,5,5,4,2,1,1,1,1,1,1,1,1,1,14,14,14,14,13,11,10,2,2,2,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0029
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,3,3,3,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0030
19,15,13,13,11,9,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,6,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0031
19,15,13,13,11,9,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,6,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0032
19,15,13,13,11,9,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,6,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0033
19,15,13,13,11,9,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,6,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0034
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,3,3,3,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0035
21,17,14,14,12,10,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,13,12,11,10,5,5,5,4,2,1,1,1,1,1,1,1,1,1,14,14,14,14,13,11,10,2,2,2,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0036
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,3,3,3,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0037
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,3,3,3,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0038
14,5,19,19,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,8,7,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,17,17,17,17,16,8,8,7,5,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0039
19,15,13,13,11,9,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,6,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0040
16,12,11,11,9,7,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,6,6,6,4,2,1,1,1,1,1,1,1,1,1,8,8,8,8,8,6,6,5,7,2,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0041
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,3,3,3,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0042
19,15,13,13,11,9,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,6,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0043
16,12,11,11,9,7,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,6,6,6,4,2,1,1,1,1,1,1,1,1,1,8,8,8,8,8,6,6,5,7,2,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0044
16,12,11,11,9,7,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,6,6,6,4,2,1,1,1,1,1,1,1,1,1,8,8,8,8,8,6,6,5,7,2,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0045
16,12,11,11,9,7,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,6,6,6,4,2,1,1,1,1,1,1,1,1,1,8,8,8,8,8,6,6,5,7,2,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0046
21,17,14,14,12,10,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,13,12,11,10,5,5,5,4,2,1,1,1,1,1,1,1,1,1,14,14,14,14,13,11,10,2,2,2,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0047
16,12,11,11,9,7,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,6,6,6,4,2,1,1,1,1,1,1,1,1,1,8,8,8,8,8,6,6,5,7,2,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0048
19,15,13,13,11,9,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,6,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0049
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,3,3,3,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0050
19,15,13,13,11,9,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,6,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0051
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0052
21,17,14,14,12,10,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,13,12,11,10,5,5,5,4,2,1,1,1,1,1,1,1,1,1,14,14,14,14,13,11,10,2,2,2,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0053
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,3,3,3,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0054
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,8,7,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0055
16,12,11,11,9,7,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,6,6,6,4,2,1,1,1,1,1,1,1,1,1,8,8,8,8,8,6,6,5,7,2,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0056
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,3,3,3,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0057
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,3,3,3,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0058
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,20,20,18,16,15,14,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0059
14,5,19,19,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,8,7,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,17,17,17,17,16,8,8,7,5,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0060
9,7,6,6,4,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,21,21,19,17,16,9,8,6,6,6,4,2,1,1,1,1,1,1,1,1,1,9,9,9,9,9,7,7,6,7,2,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0061
22,18,15,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,22,6,6,5,6,5,2,2,2,2,2,1,1,1,1,1,1,1,1,1,7,7,7,7,7,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0062
14,5,19,19,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,8,7,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,17,17,17,17,16,8,8,7,5,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0063
9,7,6,6,4,4,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,12,12,12,11,10,9,8,6,6,6,4,2,1,1,1,1,1,1,1,1,1,9,9,9,9,9,7,7,6,7,2,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0064
18,14,10,10,8,11,9,8,1,1,1,1,1,1,1,1,1,1,1,1,1,21,21,19,17,16,9,8,6,6,6,4,2,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0065
21,17,14,14,12,10,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,13,12,11,10,5,5,5,4,2,1,1,1,1,1,1,1,1,1,14,14,14,14,13,11,10,2,2,2,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0066
25,18,15,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,8,8,7,6,5,2,2,2,2,2,1,1,1,1,1,1,1,1,1,7,7,7,7,7,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0067
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,3,3,3,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0068
19,15,13,13,11,9,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,6,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0069
25,18,15,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,7,6,5,2,2,2,2,2,1,1,1,1,1,1,1,1,1,7,7,7,7,7,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0070
14,5,19,19,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,8,7,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,17,17,17,17,16,8,8,7,5,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0071
14,5,19,19,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,8,7,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,17,17,17,17,16,8,8,7,5,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0072
14,5,19,19,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,8,7,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0073
19,15,13,13,11,9,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,6,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0074
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,3,3,3,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0075
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,20,20,18,16,15,14,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0076
19,15,13,13,11,9,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,6,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0077
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,8,7,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0078
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,3,3,3,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0079
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,3,3,3,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0080
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,3,3,3,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0081
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,8,7,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0082
26,21,18,18,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,3,3,3,6,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,3,3,5,5,4,4,4,3,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0083
21,17,14,14,12,10,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,15,13,12,11,10,5,5,5,4,2,1,1,1,1,1,1,1,1,1,14,14,14,14,13,11,10,2,2,2,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0084
16,12,11,11,9,7,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,6,6,6,4,2,1,1,1,1,1,1,1,1,1,8,8,8,8,8,6,6,5,7,2,1,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0085
19,15,13,13,11,9,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,6,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0086
19,15,13,13,11,9,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,6,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,4,3,3,3,2,1,1,1,1,1,1,1,1,1,1,human1_lib1.final_cell_0087
