cells,sc3-Initial,Monocle-Initial,Seurat-Initial,sc3-33,Monocle-33,Seurat-33,sc3-66,Monocle-66,Seurat-66,sc3-90,Monocle-90,Seurat-90,sc3-Final,Monocle-Final,Seurat-Final
AZ_E4,19,1,2,19,1,2,19,1,2,19,1,2,19,1,2
AZ_E5,19,1,19,19,1,19,19,1,19,19,1,19,19,1,19
AZ_E6,9,9,6,9,9,6,9,9,6,9,9,6,9,9,6
AZ_E7,6,1,20,6,1,20,6,1,20,6,1,20,6,1,19
AZ_E8,19,1,19,19,1,19,19,1,19,19,1,19,19,1,19
AZ_E9,19,1,19,19,1,19,19,1,19,19,1,19,19,1,19
AZ_F1,6,1,20,6,1,20,6,1,20,6,1,20,6,1,19
AZ_F10,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6
AZ_F11,9,21,6,9,21,6,9,21,6,9,21,6,9,2,6
AZ_F12,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6
AZ_F2,6,1,19,6,1,19,6,1,19,6,1,19,6,1,19
AZ_F3,9,9,6,9,9,6,9,9,6,9,9,6,9,9,6
AZ_F4,19,1,19,19,1,19,19,1,19,19,1,19,19,1,19
AZ_F5,10,13,21,10,13,21,10,13,21,10,13,21,10,13,21
AZ_F6,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8
AZ_F7,6,1,7,6,1,7,6,1,7,6,1,7,6,1,7
AZ_F8,19,1,19,19,1,19,19,1,19,19,1,19,19,1,19
AZ_F9,2,11,3,2,11,3,2,11,3,1,11,3,1,11,3
AZ_G1,19,1,19,19,1,19,19,1,19,19,1,19,19,1,19
AZ_G10,19,1,19,19,1,19,19,1,19,19,1,19,19,1,19
AZ_G11,13,9,6,13,9,6,13,9,6,13,9,6,13,9,6
AZ_G12,9,21,6,9,21,6,9,21,6,9,21,6,9,2,6
AZ_G2,6,1,19,6,1,19,6,1,19,6,1,19,6,1,19
AZ_G3,19,1,19,19,1,19,19,1,19,19,1,19,19,1,19
AZ_G4,19,1,19,19,1,19,19,1,19,19,1,19,19,1,19
AZ_G5,7,1,10,7,1,10,7,1,10,7,1,10,7,1,10
AZ_G6,6,1,11,6,1,11,6,1,11,6,1,11,6,1,11
AZ_G7,9,21,6,9,21,6,9,21,6,9,21,6,9,2,6
AZ_G8,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6
AZ_G9,9,21,6,9,21,6,9,21,6,9,21,6,9,2,6
AZ_H1,6,1,6,6,1,6,6,1,6,6,1,6,6,1,6
AZ_H10,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8
AZ_H11,6,1,19,6,1,19,6,1,19,6,1,19,6,1,19
AZ_H12,7,1,10,7,1,10,7,1,10,7,1,10,7,1,10
AZ_H2,6,1,19,6,1,19,6,1,19,6,1,19,6,1,19
AZ_H3,7,1,10,7,1,10,7,1,10,7,1,10,7,1,10
AZ_H4,10,13,24,10,13,24,10,13,24,10,13,24,10,13,21
AZ_H5,7,1,10,7,1,10,7,1,10,7,1,10,7,1,10
AZ_H6,6,1,19,6,1,19,6,1,19,6,1,19,6,1,19
AZ_H7,9,21,6,9,21,6,9,21,6,9,21,6,9,2,6
AZ_H8,9,21,6,9,21,6,9,21,6,9,21,6,9,2,6
AZ_H9,19,1,19,19,1,19,19,1,19,19,1,19,19,1,19
HP1502401_A1,9,6,13,9,5,13,9,5,13,9,5,13,9,5,13
HP1502401_A10,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_A11,13,21,7,13,21,7,13,21,7,13,21,7,13,2,7
HP1502401_A12,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_A14,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8
HP1502401_A15,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_A16,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_A17,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_A18,6,22,7,6,22,7,6,22,7,6,22,7,6,22,7
HP1502401_A19,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_A2,6,22,7,6,22,7,6,22,7,6,22,7,6,22,7
HP1502401_A20,13,21,7,13,21,7,13,21,7,13,21,7,13,2,7
HP1502401_A21,13,21,7,13,21,7,13,21,7,13,21,7,13,2,7
HP1502401_A22,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8
HP1502401_A23,13,21,11,13,21,11,13,21,11,13,21,11,13,2,11
HP1502401_A24,6,22,7,6,22,7,6,22,7,6,22,7,6,22,7
HP1502401_A3,9,9,7,9,9,7,9,9,7,9,9,7,9,9,7
HP1502401_A4,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_A5,13,21,7,13,21,7,13,21,7,13,21,7,13,2,7
HP1502401_A6,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_A7,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_A8,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_A9,13,9,7,13,9,7,13,9,7,13,9,7,13,9,7
HP1502401_B1,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_B10,18,6,23,18,5,23,18,5,23,18,5,23,18,5,21
HP1502401_B11,7,4,10,7,4,10,7,4,10,7,4,10,7,4,10
HP1502401_B12,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_B13,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8
HP1502401_B14,6,3,16,6,3,16,6,3,16,6,3,16,6,1,16
HP1502401_B15,7,4,10,7,4,10,7,4,10,7,4,10,7,4,10
HP1502401_B16,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_B17,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8
HP1502401_B18,7,4,10,7,4,10,7,4,10,7,4,10,7,4,10
HP1502401_B19,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_B2,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_B20,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_B21,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_B22,6,21,11,6,21,11,6,21,11,6,21,11,6,2,11
HP1502401_B23,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_B24,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_B3,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_B4,5,21,7,5,21,7,5,21,7,5,21,7,5,2,7
HP1502401_B5,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_B6,13,21,7,13,21,7,13,21,7,13,21,7,13,2,7
HP1502401_B7,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_B8,6,22,7,6,22,7,6,22,7,6,22,7,6,22,7
HP1502401_B9,13,21,7,13,21,7,13,21,7,13,21,7,13,2,7
HP1502401_C1,2,11,8,2,11,8,2,11,8,1,11,8,1,11,8
HP1502401_C10,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_C11,13,21,7,13,21,7,13,21,7,13,21,7,13,2,7
HP1502401_C12,2,17,4,2,17,4,2,10,3,1,10,3,1,10,3
HP1502401_C14,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_C15,11,9,12,11,9,12,11,9,12,11,9,12,4,9,12
HP1502401_C16,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_C17,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_C18,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_C19,5,6,6,5,5,6,5,5,6,5,5,6,5,5,6
HP1502401_C2,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_C20,6,22,13,6,22,13,6,22,13,6,22,13,6,22,13
HP1502401_C21,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_C22,11,9,12,11,9,12,11,9,12,11,9,12,4,9,12
HP1502401_C23,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_C24,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_C3,13,2,12,13,2,12,13,2,12,13,2,12,13,2,12
HP1502401_C4,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_C5,6,22,7,6,22,7,6,22,7,6,22,7,6,22,7
HP1502401_C6,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_C7,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_C8,6,22,13,6,22,13,6,22,13,6,22,13,6,22,13
HP1502401_C9,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_D1,11,9,12,11,9,12,11,9,12,11,9,12,4,9,12
HP1502401_D10,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8
HP1502401_D11,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8
HP1502401_D12,6,22,13,6,22,13,6,22,13,6,22,13,6,22,13
HP1502401_D13,6,3,16,6,3,16,6,3,16,6,3,16,6,1,16
HP1502401_D14,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_D15,13,21,7,13,21,7,13,21,7,13,21,7,13,2,7
HP1502401_D16,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_D17,6,22,11,6,22,11,6,22,11,6,22,11,6,22,11
HP1502401_D18,2,17,4,2,17,4,2,10,3,1,10,3,1,10,3
HP1502401_D19,13,21,7,13,21,7,13,21,7,13,21,7,13,2,7
HP1502401_D2,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8
HP1502401_D20,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_D21,13,21,7,13,21,7,13,21,7,13,21,7,13,2,7
HP1502401_D22,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_D23,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_D24,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_D3,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_D4,2,17,3,2,17,3,2,10,3,1,10,3,1,10,3
HP1502401_D5,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_D6,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_D7,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_D8,18,15,13,18,15,13,18,15,13,18,15,13,18,15,13
HP1502401_D9,13,21,7,13,21,7,13,21,7,13,21,7,13,2,7
HP1502401_E1,19,2,5,19,2,5,19,2,5,19,2,5,19,2,5
HP1502401_E10,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_E11,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_E12,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_E14,7,4,10,7,4,10,7,4,10,7,4,10,7,4,10
HP1502401_E15,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_E16,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_E17,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_E18,13,21,7,13,21,7,13,21,7,13,21,7,13,2,7
HP1502401_E19,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_E2,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8
HP1502401_E20,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8
HP1502401_E21,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_E22,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_E23,8,11,5,8,11,5,8,11,5,8,11,5,8,11,5
HP1502401_E24,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8
HP1502401_E3,6,22,7,6,22,7,6,22,7,6,22,7,6,22,7
HP1502401_E4,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_E5,7,4,10,7,4,10,7,4,10,7,4,10,7,4,10
HP1502401_E6,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_E7,7,4,10,7,4,10,7,4,10,7,4,10,7,4,10
HP1502401_E8,13,21,7,13,21,7,13,21,7,13,21,7,13,2,7
HP1502401_E9,6,22,13,6,22,13,6,22,13,6,22,13,6,22,13
HP1502401_F1,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_F10,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_F11,6,22,13,6,22,13,6,22,13,6,22,13,6,22,13
HP1502401_F12,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_F13,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8
HP1502401_F14,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_F15,7,4,10,7,4,10,7,4,10,7,4,10,7,4,10
HP1502401_F16,6,21,20,6,21,20,6,21,20,6,21,20,6,2,19
HP1502401_F17,7,21,10,7,21,10,7,21,10,7,21,10,7,2,10
HP1502401_F18,7,4,10,7,4,10,7,4,10,7,4,10,7,4,10
HP1502401_F19,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_F2,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_F20,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_F21,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_F22,6,3,11,6,3,11,6,3,11,6,3,11,6,1,11
HP1502401_F23,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_F24,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_F3,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_F4,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_F5,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_F6,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_F7,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_F8,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_F9,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_G1,5,7,6,5,7,6,5,7,6,5,7,6,5,7,6
HP1502401_G10,18,6,23,18,5,23,18,5,23,18,5,23,18,5,21
HP1502401_G11,7,4,10,7,4,10,7,4,10,7,4,10,7,4,10
HP1502401_G12,7,4,10,7,4,10,7,4,10,7,4,10,7,4,10
HP1502401_G14,6,3,16,6,3,16,6,3,16,6,3,16,6,1,16
HP1502401_G15,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_G16,13,21,7,13,21,7,13,21,7,13,21,7,13,2,7
HP1502401_G17,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_G18,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8
HP1502401_G19,13,21,7,13,21,7,13,21,7,13,21,7,13,2,7
HP1502401_G2,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_G20,6,22,13,6,22,13,6,22,13,6,22,13,6,22,13
HP1502401_G21,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_G22,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_G23,2,17,3,2,17,3,2,10,3,1,10,3,1,10,3
HP1502401_G24,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_G3,6,22,13,6,22,13,6,22,13,6,22,13,6,22,13
HP1502401_G4,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_G5,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_G6,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_G7,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_G8,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_G9,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_H1,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_H10,4,21,12,4,21,12,4,21,12,4,21,12,4,2,12
HP1502401_H11,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_H12,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_H13,7,4,10,7,4,10,7,4,10,7,4,10,7,4,10
HP1502401_H14,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_H15,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_H16,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_H17,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_H18,10,13,21,10,13,21,10,13,21,10,13,21,10,13,21
HP1502401_H19,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_H2,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_H20,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_H21,18,6,4,18,5,4,18,5,3,18,5,3,18,5,3
HP1502401_H22,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_H23,2,17,4,2,17,4,2,10,3,1,10,3,1,10,3
HP1502401_H24,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_H3,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_H4,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_H5,18,6,12,18,5,12,18,5,12,18,5,12,18,5,12
HP1502401_H6,6,22,13,6,22,13,6,22,13,6,22,13,6,22,13
HP1502401_H7,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_H8,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_H9,13,21,7,13,21,7,13,21,7,13,21,7,13,2,7
HP1502401_I1,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_I10,9,9,6,9,9,6,9,9,6,9,9,6,9,9,6
HP1502401_I11,9,21,5,9,21,5,9,21,5,9,21,5,9,2,5
HP1502401_I12,10,13,24,10,13,24,10,13,24,10,13,24,10,13,21
HP1502401_I14,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8
HP1502401_I15,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_I16,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_I17,13,21,7,13,21,7,13,21,7,13,21,7,13,2,7
HP1502401_I18,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_I19,19,18,6,19,15,6,19,15,6,19,15,6,19,15,6
HP1502401_I2,2,17,4,2,17,4,2,10,3,1,10,3,1,10,3
HP1502401_I20,13,2,15,13,2,15,13,2,15,13,2,7,13,2,7
HP1502401_I21,1,17,3,1,17,3,1,10,3,1,10,3,1,10,3
HP1502401_I22,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_I23,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_I24,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_I3,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_I4,18,6,5,18,5,5,18,5,5,18,5,5,18,5,5
HP1502401_I5,13,21,7,13,21,7,13,21,7,13,21,7,13,2,7
HP1502401_I6,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_I7,6,22,13,6,22,13,6,22,13,6,22,13,6,22,13
HP1502401_I8,7,4,10,7,4,10,7,4,10,7,4,10,7,4,10
HP1502401_I9,6,22,13,6,22,13,6,22,13,6,22,13,6,22,13
HP1502401_J1,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_J10,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_J11,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_J12,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_J13,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_J14,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_J15,2,17,4,2,17,4,2,10,3,1,10,3,1,10,3
HP1502401_J16,5,21,23,5,21,23,5,21,23,5,21,23,5,2,21
HP1502401_J17,2,17,4,2,17,4,2,10,3,1,10,3,1,10,3
HP1502401_J18,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_J19,2,17,4,2,17,4,2,10,3,1,10,3,1,10,3
HP1502401_J2,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8
HP1502401_J20,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_J21,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_J22,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_J23,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_J24,2,17,4,2,17,4,2,10,3,1,10,3,1,10,3
HP1502401_J3,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_J4,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_J5,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_J6,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_J7,10,13,23,10,13,23,10,13,23,10,13,23,10,13,21
HP1502401_J8,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_J9,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_K1,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_K10,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8
HP1502401_K11,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_K12,8,11,8,8,11,8,8,11,8,8,11,8,8,11,8
HP1502401_K14,7,4,10,7,4,10,7,4,10,7,4,10,7,4,10
HP1502401_K15,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_K16,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_K17,5,15,6,5,15,6,5,15,6,5,15,6,5,15,6
HP1502401_K18,13,21,7,13,21,7,13,21,7,13,21,7,13,2,7
HP1502401_K19,6,14,11,6,14,11,6,14,11,6,14,11,6,1,11
HP1502401_K2,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_K20,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_K21,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_K22,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_K23,7,4,11,7,4,11,7,4,11,7,4,11,7,4,11
HP1502401_K24,7,4,10,7,4,10,7,4,10,7,4,10,7,4,10
HP1502401_K3,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_K4,13,2,7,13,2,7,13,2,7,13,2,7,13,2,7
HP1502401_K5,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_K6,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_K7,13,21,7,13,21,7,13,21,7,13,21,7,13,2,7
HP1502401_K8,13,21,7,13,21,7,13,21,7,13,21,7,13,2,7
HP1502401_K9,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_L1,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_L10,6,3,20,6,3,20,6,3,20,6,3,20,6,1,19
HP1502401_L11,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
HP1502401_L12,18,6,2,18,5,2,18,5,2,18,5,2,18,5,2
