cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,Garbage2-00,Garbage3-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,Garbage2-05,Garbage3-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,Garbage2-10,Garbage3-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,Garbage2-15,Garbage3-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,Garbage2-20,Garbage3-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,Garbage2-25,Garbage3-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,Garbage2-30,Garbage3-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,Garbage2-35,Garbage3-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,Garbage2-40,Garbage3-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,Garbage2-45,Garbage3-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,Garbage2-50,Garbage3-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,Garbage2-55,Garbage3-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,Garbage2-60,Garbage3-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,Garbage2-65,Garbage3-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,Garbage2-70,Garbage3-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,Garbage2-75,Garbage3-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,Garbage2-80,Garbage3-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,Garbage2-85,Garbage3-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,Garbage2-90,Garbage3-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,Garbage2-95,Garbage3-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100,Garbage2-100,Garbage3-100
HP1502401_A23,32,5,13,7,18,30,32,5,13,7,18,30,32,5,13,7,18,30,32,5,13,7,18,30,32,5,13,7,18,30,32,5,13,7,18,30,32,5,13,7,18,30,32,5,13,7,18,30,32,5,13,7,18,30,32,5,13,7,18,30,32,5,13,7,18,30,32,5,13,7,18,30,32,5,13,7,18,30,32,5,13,7,18,30,32,5,13,7,18,30,32,5,13,7,18,30,32,5,13,7,18,30,32,5,13,7,18,30,32,5,13,7,18,30,32,5,13,7,18,30,32,5,13,7,1,30
HP1502401_A24,17,20,7,1,15,34,17,20,7,1,15,34,17,20,7,1,15,34,17,20,7,1,15,34,17,20,7,1,15,34,17,20,7,1,15,34,17,20,7,1,15,34,17,20,7,1,15,34,17,20,7,1,15,34,17,20,7,1,15,34,17,20,7,1,15,34,17,20,7,1,15,34,17,20,7,1,15,34,17,20,7,1,15,34,17,20,7,1,15,34,17,20,7,1,15,34,17,20,7,1,15,34,17,20,7,1,15,34,17,20,7,1,15,2,17,20,7,1,15,1,17,20,7,1,15,1
HP1502401_A4,16,9,3,1,8,8,16,9,3,1,8,8,16,9,3,1,8,8,16,9,3,1,8,8,16,9,3,1,8,8,16,9,3,1,8,8,16,9,3,1,8,8,16,9,3,1,8,8,16,9,3,1,8,8,16,9,3,1,8,8,16,9,3,1,8,8,16,9,3,1,8,8,16,9,3,1,8,8,16,9,3,1,8,8,16,9,3,1,8,8,16,9,3,1,8,8,16,9,3,1,8,8,16,9,3,1,8,8,16,9,3,1,8,8,16,9,3,1,8,8,16,9,3,1,8,8
HP1502401_A6,28,6,11,31,17,25,28,6,11,31,17,25,28,6,11,31,17,25,28,6,11,31,17,25,28,6,11,31,17,25,28,6,11,31,17,25,28,6,11,31,17,25,28,6,11,31,17,25,28,6,11,31,17,25,28,6,11,31,17,25,28,6,11,31,17,25,28,6,11,31,17,25,28,6,11,31,17,25,2,6,11,31,17,25,2,6,11,31,17,25,2,6,11,31,17,25,2,6,11,31,17,25,2,6,11,31,17,25,2,6,11,31,17,25,2,6,11,31,17,25,2,6,11,1,17,25
HP1502401_A7,28,6,11,5,16,32,28,6,11,5,16,32,28,6,11,5,16,32,28,6,11,5,16,32,28,6,11,5,16,32,28,6,11,5,16,32,28,6,11,5,16,32,28,6,11,5,16,32,28,6,11,5,16,32,28,6,11,5,16,32,28,6,11,5,16,32,28,6,11,5,16,32,28,6,11,5,16,32,2,6,11,5,16,32,2,6,11,5,16,32,2,6,11,5,16,32,2,6,11,5,16,32,2,6,11,5,16,32,2,6,11,5,16,32,2,6,11,5,16,1,2,6,11,5,16,1
HP1502401_B1,28,6,11,30,27,18,28,6,11,30,27,18,28,6,11,30,27,18,28,6,11,30,27,18,28,6,11,30,27,18,28,6,11,30,27,18,28,6,11,30,27,18,28,6,11,30,27,18,28,6,11,30,27,18,28,6,11,30,27,18,28,6,11,30,27,18,28,6,11,30,27,18,28,6,11,30,27,18,2,6,11,30,27,18,2,6,11,1,27,18,2,6,11,1,27,18,2,6,11,1,27,18,2,6,11,1,27,18,2,6,11,1,27,18,2,6,11,1,27,18,2,6,11,1,1,18
HP1502401_B10,31,10,14,27,10,32,31,10,14,27,10,32,31,10,14,27,10,32,31,10,14,27,10,32,31,10,14,27,10,32,31,10,14,27,10,32,31,10,14,27,10,32,31,10,14,27,10,32,31,10,14,27,10,32,31,10,14,27,10,32,31,10,14,27,10,32,31,10,14,27,10,32,31,10,8,27,10,32,31,10,8,27,10,32,31,10,8,27,10,32,31,10,8,27,10,32,31,10,8,27,10,32,31,10,8,27,10,32,31,10,8,27,10,32,31,10,8,1,10,1,31,10,8,1,1,1
HP1502401_B11,13,3,6,15,13,23,13,2,6,15,13,23,13,2,6,15,13,23,13,2,6,15,13,23,13,2,6,15,13,23,13,2,6,15,13,23,13,2,6,15,13,23,13,2,6,15,13,23,13,2,6,15,13,23,13,2,6,15,13,23,13,2,6,15,13,23,13,2,6,15,13,23,13,2,6,15,13,23,13,2,6,15,13,23,13,2,6,1,13,23,13,2,6,1,13,23,13,2,6,1,13,23,13,2,6,1,13,23,13,2,6,1,13,2,13,2,6,1,13,1,12,2,6,1,13,1
HP1502401_B14,28,6,11,21,18,18,28,6,11,21,18,18,28,6,11,21,18,18,28,6,11,21,18,18,28,6,11,21,18,18,28,6,11,21,18,18,28,6,11,21,18,18,28,6,11,21,18,18,28,6,11,21,18,18,28,6,11,21,18,18,28,6,11,21,18,18,28,6,11,21,18,18,28,6,11,21,18,18,2,6,11,21,18,18,2,6,11,21,18,18,2,6,11,21,18,18,2,6,11,21,18,18,2,6,11,21,18,18,2,6,11,21,18,18,2,6,11,21,18,18,2,6,11,21,1,18
HP1502401_B15,13,3,6,2,26,21,13,2,6,2,26,21,13,2,6,2,26,21,13,2,6,2,26,21,13,2,6,2,26,21,13,2,6,2,26,21,13,2,6,2,26,21,13,2,6,2,26,21,13,2,6,2,26,21,13,2,6,2,26,21,13,2,6,2,26,21,13,2,6,2,26,21,13,2,6,2,26,21,13,2,6,2,26,21,13,2,6,2,26,21,13,2,6,2,26,21,13,2,6,2,26,21,13,2,6,2,26,21,13,2,6,2,26,21,13,2,6,2,26,21,12,2,6,2,26,1
HP1502401_B16,16,4,1,20,10,7,16,4,1,20,10,7,16,4,1,20,10,7,16,4,1,20,10,7,16,4,1,20,10,7,16,4,1,20,10,7,16,4,1,20,10,7,16,4,1,20,10,7,16,4,1,20,10,7,16,4,1,20,10,7,16,4,1,20,10,7,16,4,1,20,10,7,16,4,1,20,10,7,16,4,1,20,10,7,16,4,1,20,10,7,16,4,1,20,10,7,16,4,1,20,10,7,16,4,1,20,10,7,16,4,1,20,10,7,16,4,1,20,10,7,16,4,1,20,1,7
HP1502401_B17,19,8,14,25,13,35,19,8,14,25,13,35,19,8,14,25,13,35,19,8,14,25,13,35,19,8,14,25,13,35,19,8,14,25,13,35,19,8,14,25,13,35,19,8,14,25,13,35,19,8,14,25,13,35,19,8,14,25,13,35,19,8,14,25,13,35,19,8,14,25,13,35,19,8,8,25,13,35,19,8,8,25,13,35,19,8,8,25,13,35,19,8,8,25,13,35,19,8,8,25,13,35,19,8,8,25,13,35,19,8,8,25,13,35,19,8,8,25,13,35,19,8,8,25,13,35
HP1502401_B18,13,2,6,28,24,33,13,2,6,28,24,33,13,2,6,28,24,33,13,2,6,28,24,33,13,2,6,28,24,33,13,2,6,28,24,33,13,2,6,28,24,33,13,2,6,28,24,33,13,2,6,28,24,33,13,2,6,28,24,33,13,2,6,28,24,33,13,2,6,28,24,33,13,2,6,28,24,33,13,2,6,28,24,33,13,2,6,28,24,33,13,2,6,28,3,33,13,2,6,28,3,33,13,2,6,28,3,33,13,2,6,28,3,33,13,2,6,28,1,33,12,2,6,28,1,33
HP1502401_B20,16,10,10,18,33,4,16,10,10,18,33,4,16,10,10,18,33,4,16,10,10,18,33,4,16,10,10,18,33,4,16,10,10,18,33,4,16,10,10,18,33,4,16,10,10,18,33,4,16,10,10,18,33,4,16,10,10,18,33,4,16,10,10,18,33,4,16,10,10,18,33,4,16,10,10,18,33,4,16,10,10,18,33,4,16,10,10,18,33,4,16,10,10,18,33,4,16,10,10,18,33,4,16,10,10,18,33,4,16,10,10,18,33,4,16,10,10,18,33,4,16,10,10,18,33,4
HP1502401_B21,28,6,11,15,5,3,28,6,11,15,5,3,28,6,11,15,5,3,28,6,11,15,5,3,28,6,11,15,5,3,28,6,11,15,5,3,28,6,11,15,5,3,28,6,11,15,5,3,28,6,11,15,5,3,28,6,11,15,5,3,28,6,11,15,5,3,28,6,11,15,5,3,28,6,11,15,5,3,2,6,11,15,5,3,2,6,11,1,5,3,2,6,11,1,3,3,2,6,11,1,3,3,2,6,11,1,3,3,2,6,11,1,3,2,2,6,11,1,1,1,2,6,11,1,1,1
HP1502401_B22,32,6,13,28,5,18,32,6,13,28,5,18,32,6,13,28,5,18,32,6,13,28,5,18,32,6,13,28,5,18,32,6,13,28,5,18,32,6,13,28,5,18,32,6,13,28,5,18,32,6,13,28,5,18,32,6,13,28,5,18,32,6,13,28,5,18,32,6,13,28,5,18,32,6,13,28,5,18,32,6,13,28,5,18,32,6,13,28,5,18,32,6,13,28,3,18,32,6,13,28,3,18,32,6,13,28,3,18,32,6,13,28,3,18,32,6,13,28,1,18,32,6,13,28,1,18
HP1502401_B23,28,6,11,2,12,26,28,6,11,2,12,26,28,6,11,2,12,26,28,6,11,2,12,26,28,6,11,2,12,26,28,6,11,2,12,26,28,6,11,2,12,26,28,6,11,2,12,26,28,6,11,2,12,26,28,6,11,2,12,26,28,6,11,2,12,26,28,6,11,2,12,26,28,6,11,2,12,26,2,6,11,2,12,26,2,6,11,2,12,26,2,6,11,2,12,26,2,6,11,2,12,26,2,6,11,2,12,26,2,6,11,2,12,26,2,6,11,2,12,26,2,6,11,2,12,26
HP1502401_B24,28,6,11,14,19,7,28,6,11,14,19,7,28,6,11,14,19,7,28,6,11,14,19,7,28,6,11,14,19,7,28,6,11,14,19,7,28,6,11,14,19,7,28,6,11,14,19,7,28,6,11,14,19,7,28,6,11,14,19,7,28,6,11,14,19,7,28,6,11,14,19,7,28,6,11,14,19,7,2,6,11,14,19,7,2,6,11,1,19,7,2,6,11,1,19,7,2,6,11,1,19,7,2,6,11,1,19,7,2,6,11,1,19,7,2,6,11,1,19,7,2,6,11,1,19,7
HP1502401_B5,16,17,1,21,19,2,16,17,1,21,19,2,16,17,1,21,19,2,16,17,1,21,19,2,16,17,1,21,19,2,16,17,1,21,19,2,16,17,1,21,19,2,16,17,1,21,19,2,16,17,1,21,19,2,16,17,1,21,19,2,16,17,1,21,19,2,16,17,1,21,19,2,16,17,1,21,19,2,16,17,1,21,19,2,16,17,1,21,19,2,16,17,1,21,19,2,16,17,1,21,19,2,16,17,1,21,19,2,16,17,1,21,19,2,16,17,1,21,19,1,16,17,1,21,19,1
HP1502401_B7,28,6,11,11,25,30,28,6,11,11,25,30,28,6,11,11,25,30,28,6,11,11,25,30,28,6,11,11,25,30,28,6,11,11,25,30,28,6,11,11,25,30,28,6,11,11,25,30,28,6,11,11,25,30,28,6,11,11,25,30,28,6,11,11,25,30,28,6,11,11,25,30,28,6,11,11,25,30,2,6,11,11,25,30,2,6,11,1,25,30,2,6,11,1,3,30,2,6,11,1,3,30,2,6,11,1,3,30,2,6,11,1,3,30,2,6,11,1,1,30,2,6,11,1,1,30
HP1502401_B8,17,20,7,7,35,13,17,20,7,7,35,13,17,20,7,7,35,13,17,20,7,7,35,13,17,20,7,7,35,13,17,20,7,7,35,13,17,20,7,7,35,13,17,20,7,7,35,13,17,20,7,7,35,13,17,20,7,7,35,13,17,20,7,7,35,13,17,20,7,7,35,13,17,20,7,7,35,13,17,20,7,7,35,13,17,20,7,7,35,13,17,20,7,7,35,13,17,20,7,7,35,13,17,20,7,7,3,13,17,20,7,7,3,13,17,20,7,7,1,1,17,20,7,7,1,1
HP1502401_C1,19,8,14,15,11,17,19,8,14,15,11,17,19,8,14,15,11,17,19,8,14,15,11,17,19,8,14,15,11,17,19,8,14,15,11,17,19,8,14,15,11,17,19,8,14,15,11,17,19,8,14,15,11,17,19,8,14,15,11,17,19,8,14,15,11,17,19,8,14,15,11,17,19,8,8,15,11,17,19,8,8,15,11,17,19,8,8,1,11,17,19,8,8,1,11,17,19,8,8,1,11,17,19,8,8,1,11,17,19,8,8,1,11,17,19,8,8,1,11,17,19,8,8,1,11,17
HP1502401_C10,28,6,11,27,13,31,28,6,11,27,13,31,28,6,11,27,13,31,28,6,11,27,13,31,28,6,11,27,13,31,28,6,11,27,13,31,28,6,11,27,13,31,28,6,11,27,13,31,28,6,11,27,13,31,28,6,11,27,13,31,28,6,11,27,13,31,28,6,11,27,13,31,28,6,11,27,13,31,2,6,11,27,13,31,2,6,11,27,13,31,2,6,11,27,13,31,2,6,11,27,13,31,2,6,11,27,13,31,2,6,11,27,13,31,2,6,11,1,13,31,2,6,11,1,13,31
HP1502401_C12,9,1,2,11,34,33,9,1,2,11,34,33,9,1,2,11,34,33,9,1,2,11,34,33,9,1,2,11,34,33,9,1,2,11,34,33,9,1,2,11,34,33,9,1,2,11,34,33,9,1,2,11,34,33,9,1,2,11,34,33,9,1,2,11,34,33,9,1,2,11,34,33,9,1,2,11,34,33,9,1,2,11,34,33,9,1,2,1,34,33,9,1,2,1,34,33,4,1,2,1,34,33,4,1,2,1,34,33,4,1,2,1,34,33,4,1,2,1,34,33,4,1,2,1,34,33
HP1502401_C14,16,4,1,2,11,20,16,4,1,2,11,20,16,4,1,2,11,20,16,4,1,2,11,20,16,4,1,2,11,20,16,4,1,2,11,20,16,4,1,2,11,20,16,4,1,2,11,20,16,4,1,2,11,20,16,4,1,2,11,20,16,4,1,2,11,20,16,4,1,2,11,20,16,4,1,2,11,20,16,4,1,2,11,20,16,4,1,2,11,20,16,4,1,2,11,20,16,4,1,2,11,20,16,4,1,2,11,20,16,4,1,2,11,20,16,4,1,2,11,20,16,4,1,2,11,1
HP1502401_C16,16,17,1,3,26,15,16,17,1,3,26,15,16,17,1,3,26,15,16,17,1,3,26,15,16,17,1,3,26,15,16,17,1,3,26,15,16,17,1,3,26,15,16,17,1,3,26,15,16,17,1,3,26,15,16,17,1,3,26,15,16,17,1,3,26,15,16,17,1,3,26,15,16,17,1,3,26,15,16,17,1,3,26,15,16,17,1,3,26,15,16,17,1,3,26,15,16,17,1,3,26,15,16,17,1,3,26,15,16,17,1,3,26,15,16,17,1,3,26,15,16,17,1,3,26,15
HP1502401_C18,28,6,11,16,31,28,28,6,11,16,31,28,28,6,11,16,31,28,28,6,11,16,31,28,28,6,11,16,31,28,28,6,11,16,31,28,28,6,11,16,31,28,28,6,11,16,31,28,28,6,11,16,31,28,28,6,11,16,31,28,28,6,11,16,31,28,28,6,11,16,31,28,28,6,11,16,31,28,2,6,11,16,31,28,2,6,11,16,5,28,2,6,11,16,3,28,2,6,11,16,3,28,2,6,11,16,3,28,2,6,11,16,3,28,2,6,11,16,1,1,2,6,11,1,1,1
HP1502401_C2,32,5,13,33,3,34,32,5,13,33,3,34,32,5,13,33,3,34,32,5,13,33,3,34,32,5,13,33,3,34,32,5,13,33,3,34,32,5,13,33,3,34,32,5,13,33,3,34,32,5,13,33,3,34,32,5,13,33,3,34,32,5,13,33,3,34,32,5,13,33,3,34,32,5,13,33,3,34,32,5,13,33,3,34,32,5,13,33,3,34,32,5,13,33,3,34,32,5,13,33,3,34,32,5,13,33,3,34,32,5,13,33,3,2,32,5,13,33,1,1,32,5,13,1,1,1
HP1502401_C20,17,20,7,5,26,34,17,20,7,5,26,34,17,20,7,5,26,34,17,20,7,5,26,34,17,20,7,5,26,34,17,20,7,5,26,34,17,20,7,5,26,34,17,20,7,5,26,34,17,20,7,5,26,34,17,20,7,5,26,34,17,20,7,5,26,34,17,20,7,5,26,34,17,20,7,5,26,34,17,20,7,5,26,34,17,20,7,5,26,34,17,20,7,5,26,34,17,20,7,5,26,34,17,20,7,5,26,34,17,20,7,5,26,2,17,20,7,5,26,1,17,20,7,5,26,1
HP1502401_C21,28,6,11,10,4,3,28,6,11,10,4,3,28,6,11,10,4,3,28,6,11,10,4,3,28,6,11,10,4,3,28,6,11,10,4,3,28,6,11,10,4,3,28,6,11,10,4,3,28,6,11,10,4,3,28,6,11,10,4,3,28,6,11,10,4,3,28,6,11,10,4,3,28,6,11,10,4,3,2,6,11,10,4,3,2,6,11,10,4,3,2,6,11,10,4,3,2,6,11,10,4,3,2,6,11,10,4,3,2,6,11,10,4,2,2,6,11,10,4,1,2,6,11,10,4,1
HP1502401_C22,32,5,13,2,4,3,32,5,13,2,4,3,32,5,13,2,4,3,32,5,13,2,4,3,32,5,13,2,4,3,32,5,13,2,4,3,32,5,13,2,4,3,32,5,13,2,4,3,32,5,13,2,4,3,32,5,13,2,4,3,32,5,13,2,4,3,32,5,13,2,4,3,32,5,13,2,4,3,32,5,13,2,4,3,32,5,13,2,4,3,32,5,13,2,4,3,32,5,13,2,4,3,32,5,13,2,4,3,32,5,13,2,4,2,32,5,13,2,4,1,32,5,13,2,4,1
HP1502401_C4,16,11,1,9,24,13,16,11,1,9,24,13,16,11,1,9,24,13,16,11,1,9,24,13,16,11,1,9,24,13,16,11,1,9,24,13,16,11,1,9,24,13,16,11,1,9,24,13,16,11,1,9,24,13,16,11,1,9,24,13,16,11,1,9,24,13,16,11,1,9,24,13,16,11,1,9,24,13,16,11,1,9,24,13,16,11,1,9,24,13,16,11,1,9,3,13,16,11,1,9,3,13,16,11,1,1,3,13,16,11,1,1,3,13,16,11,1,1,1,1,16,11,1,1,1,1
HP1502401_C5,17,20,7,33,9,10,17,20,7,33,9,10,17,20,7,33,9,10,17,20,7,33,9,10,17,20,7,33,9,10,17,20,7,33,9,10,17,20,7,33,9,10,17,20,7,33,9,10,17,20,7,33,9,10,17,20,7,33,9,10,17,20,7,33,9,10,17,20,7,33,9,10,17,20,7,33,9,10,17,20,7,33,9,10,17,20,7,33,9,10,17,20,7,33,9,10,17,20,7,33,9,10,17,20,7,33,9,10,17,20,7,33,9,10,17,20,7,33,9,10,17,20,7,1,9,10
HP1502401_C6,28,6,11,31,10,15,28,6,11,31,10,15,28,6,11,31,10,15,28,6,11,31,10,15,28,6,11,31,10,15,28,6,11,31,10,15,28,6,11,31,10,15,28,6,11,31,10,15,28,6,11,31,10,15,28,6,11,31,10,15,28,6,11,31,10,15,28,6,11,31,10,15,28,6,11,31,10,15,2,6,11,31,10,15,2,6,11,31,10,15,2,6,11,31,10,15,2,6,11,31,10,15,2,6,11,31,10,15,2,6,11,31,10,15,2,6,11,31,10,15,2,6,11,1,1,15
HP1502401_C7,28,6,11,12,19,33,28,6,11,12,19,33,28,6,11,12,19,33,28,6,11,12,19,33,28,6,11,12,19,33,28,6,11,12,19,33,28,6,11,12,19,33,28,6,11,12,19,33,28,6,11,12,19,33,28,6,11,12,19,33,28,6,11,12,19,33,28,6,11,12,19,33,28,6,11,12,19,33,2,6,11,12,19,33,2,6,11,12,19,33,2,6,11,12,19,33,2,6,11,12,19,33,2,6,11,12,19,33,2,6,11,12,19,33,2,6,11,12,19,33,2,6,11,12,19,33
HP1502401_C8,17,20,7,34,30,21,17,20,7,34,30,21,17,20,7,34,30,21,17,20,7,34,30,21,17,20,7,34,30,21,17,20,7,34,30,21,17,20,7,34,30,21,17,20,7,34,30,21,17,20,7,34,30,21,17,20,7,34,30,21,17,20,7,34,30,21,17,20,7,34,30,21,17,20,7,34,30,21,17,20,7,34,30,21,17,20,7,34,30,21,17,20,7,34,3,21,17,20,7,34,3,21,17,20,7,34,3,21,17,20,7,34,3,21,17,20,7,34,1,21,17,20,7,1,1,1
