cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,Garbage2-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,Garbage2-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,Garbage2-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,Garbage2-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,Garbage2-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,Garbage2-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,Garbage2-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,Garbage2-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,Garbage2-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,Garbage2-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,Garbage2-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,Garbage2-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,Garbage2-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,Garbage2-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,Garbage2-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,Garbage2-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,Garbage2-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,Garbage2-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,Garbage2-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,Garbage2-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100,Garbage2-100
HP1502401_A6,16,8,11,9,22,16,8,11,9,22,16,8,11,9,22,16,8,11,9,22,16,8,11,9,22,16,8,11,9,22,16,8,11,9,22,16,8,11,9,22,16,8,11,9,22,16,8,11,9,22,16,8,11,9,22,16,8,11,9,22,16,8,11,9,22,16,8,11,9,22,16,8,11,9,22,16,8,11,9,22,16,8,11,9,22,16,8,11,9,22,16,8,11,9,22,16,8,11,9,22,16,8,11,9,22
HP1502401_A7,16,8,11,22,19,16,8,11,22,19,16,8,11,22,19,16,8,11,22,19,16,8,11,22,19,16,8,11,22,19,16,8,11,22,19,16,8,11,22,19,16,8,11,22,19,16,8,11,22,19,16,8,11,22,19,16,8,11,22,19,16,8,11,22,19,16,8,11,22,19,16,8,11,22,19,16,8,11,22,19,16,8,11,22,19,16,8,11,22,19,16,8,11,22,19,16,8,11,22,19,16,8,11,1,2
HP1502401_B1,16,8,11,6,12,16,8,11,6,12,16,8,11,6,12,16,8,11,6,12,16,8,11,6,12,16,8,11,6,12,16,8,11,6,12,16,8,11,6,12,16,8,11,6,12,16,8,11,6,12,16,8,11,6,12,16,8,11,6,12,16,8,11,6,12,16,8,11,6,12,16,8,11,6,12,16,8,11,6,12,16,8,11,6,12,16,8,11,6,12,16,8,11,1,12,16,8,11,1,12,16,8,11,1,2
HP1502401_B10,6,10,12,8,9,6,10,12,8,9,6,10,12,8,9,6,10,12,8,9,6,10,12,8,9,6,10,12,8,9,6,10,12,8,9,6,10,12,8,9,6,10,12,8,9,6,10,12,8,9,6,10,12,8,9,6,10,12,8,9,6,10,12,8,9,6,10,12,8,9,6,10,8,8,9,6,10,8,8,9,6,10,8,8,9,6,10,8,8,9,6,10,8,8,2,6,10,8,1,2,6,10,8,1,2
HP1502401_B11,9,2,6,11,16,9,2,6,11,16,9,2,6,11,16,9,2,6,11,16,9,2,6,11,16,9,2,6,11,16,9,2,6,11,16,9,2,6,11,16,9,2,6,11,16,9,2,6,11,16,9,2,6,11,16,9,2,6,11,16,9,2,6,11,16,9,2,6,11,16,9,2,6,11,16,9,2,6,11,16,9,2,6,11,16,9,2,6,11,9,9,2,6,11,2,9,2,6,1,2,9,2,6,1,2
HP1502401_B14,16,8,11,23,18,16,8,11,23,18,16,8,11,23,18,16,8,11,23,18,16,8,11,23,18,16,8,11,23,18,16,8,11,23,18,16,8,11,23,18,16,8,11,23,18,16,8,11,23,18,16,8,11,23,18,16,8,11,23,18,16,8,11,23,18,16,8,11,23,18,16,8,11,23,18,16,8,11,23,18,16,8,11,23,18,16,8,11,23,9,16,8,11,23,2,16,8,11,23,2,16,8,11,23,2
HP1502401_B15,9,2,6,2,3,9,2,6,2,3,9,2,6,2,3,9,2,6,2,3,9,2,6,2,3,9,2,6,2,3,9,2,6,2,3,9,2,6,2,3,9,2,6,2,3,9,2,6,2,3,9,2,6,2,3,9,2,6,2,3,9,2,6,2,3,9,2,6,2,3,9,2,6,2,3,9,2,6,2,3,9,2,6,2,3,9,2,6,2,3,9,2,6,2,3,9,2,6,2,3,9,2,6,1,3
HP1502401_B16,6,12,1,2,22,6,12,1,2,22,6,12,1,2,22,6,12,1,2,22,6,12,1,2,22,6,12,1,2,22,6,12,1,2,22,6,12,1,2,22,6,12,1,2,22,6,12,1,2,22,6,12,1,2,22,6,12,1,2,22,6,12,1,2,22,6,12,1,2,22,6,12,1,2,22,6,12,1,2,22,6,12,1,2,22,6,12,1,2,22,6,12,1,2,22,6,12,1,2,22,6,12,1,1,22
HP1502401_B17,12,13,12,15,11,12,13,12,15,11,12,13,12,15,11,12,13,12,15,11,12,13,12,15,11,12,13,12,15,11,12,13,12,15,11,12,13,12,15,11,12,13,12,15,11,12,13,12,15,11,12,13,12,15,11,12,13,12,15,11,12,13,12,15,11,12,13,12,15,11,11,13,8,15,11,11,13,8,15,11,11,13,8,15,11,11,13,8,15,9,11,13,8,15,2,11,13,8,15,2,3,13,8,15,2
HP1502401_B18,9,2,6,22,10,9,2,6,22,10,9,2,6,22,10,9,2,6,22,10,9,2,6,22,10,9,2,6,22,10,9,2,6,22,10,9,2,6,22,10,9,2,6,22,10,9,2,6,22,10,9,2,6,22,10,9,2,6,22,10,9,2,6,22,10,9,2,6,22,10,9,2,6,22,10,9,2,6,22,10,9,2,6,22,10,9,2,6,22,10,9,2,6,22,10,9,2,6,22,10,9,2,6,1,10
HP1502401_B20,6,10,10,16,20,6,10,10,16,20,6,10,10,16,20,6,10,10,16,20,6,10,10,16,20,6,10,10,16,20,6,10,10,16,20,6,10,10,16,20,6,10,10,16,20,6,10,10,16,20,6,10,10,16,20,6,10,10,16,20,6,10,10,16,20,6,10,10,16,20,6,10,10,16,20,6,10,10,16,20,6,10,10,16,20,6,10,10,16,20,6,10,10,16,20,6,10,10,16,20,6,10,10,16,2
HP1502401_B21,16,8,11,2,15,16,8,11,2,15,16,8,11,2,15,16,8,11,2,15,16,8,11,2,15,16,8,11,2,15,16,8,11,2,15,16,8,11,2,15,16,8,11,2,15,16,8,11,2,15,16,8,11,2,15,16,8,11,2,15,16,8,11,2,15,16,8,11,2,15,16,8,11,2,15,16,8,11,2,15,16,8,11,2,15,16,8,11,2,15,16,8,11,2,15,16,8,11,2,15,16,8,11,1,15
HP1502401_B22,18,8,14,17,1,18,8,14,17,1,18,8,14,17,1,18,8,14,17,1,18,8,14,17,1,18,8,14,17,1,18,8,14,17,1,18,8,14,17,1,18,8,14,17,1,18,8,14,17,1,18,8,14,17,1,18,8,14,17,1,18,8,14,17,1,18,8,14,17,1,18,8,14,17,1,18,8,14,17,1,18,8,14,17,1,18,8,14,17,1,18,8,14,17,1,18,8,6,17,1,18,8,6,17,1
HP1502401_B23,16,8,11,19,7,16,8,11,19,7,16,8,11,19,7,16,8,11,19,7,16,8,11,19,7,16,8,11,19,7,16,8,11,19,7,16,8,11,19,7,16,8,11,19,7,16,8,11,19,7,16,8,11,19,7,16,8,11,19,7,16,8,11,19,7,16,8,11,19,7,16,8,11,19,7,16,8,11,19,7,16,8,11,19,7,16,8,11,19,7,16,8,11,19,7,16,8,11,1,2,16,8,11,1,2
HP1502401_B24,16,8,11,11,15,16,8,11,11,15,16,8,11,11,15,16,8,11,11,15,16,8,11,11,15,16,8,11,11,15,16,8,11,11,15,16,8,11,11,15,16,8,11,11,15,16,8,11,11,15,16,8,11,11,15,16,8,11,11,15,16,8,11,11,15,16,8,11,11,15,16,8,11,11,15,16,8,11,11,15,16,8,11,11,15,16,8,11,11,15,16,8,11,11,15,16,8,11,1,15,16,8,11,1,15
HP1502401_B5,6,11,1,23,23,6,11,1,23,23,6,11,1,23,23,6,11,1,23,23,6,11,1,23,23,6,11,1,23,23,6,11,1,23,23,6,11,1,23,23,6,11,1,23,23,6,11,1,23,23,6,11,1,23,23,6,11,1,23,23,6,11,1,23,23,6,11,1,23,23,6,11,1,23,23,6,11,1,23,23,6,11,1,23,23,6,11,1,23,23,6,11,1,23,23,6,11,1,23,23,6,11,1,23,23
HP1502401_B7,16,8,11,25,9,16,8,11,25,9,16,8,11,25,9,16,8,11,25,9,16,8,11,25,9,16,8,11,25,9,16,8,11,25,9,16,8,11,25,9,16,8,11,25,9,16,8,11,25,9,16,8,11,25,9,16,8,11,25,9,16,8,11,25,9,16,8,11,25,9,16,8,11,25,9,16,8,11,25,9,16,8,11,25,9,16,8,11,25,9,16,8,11,1,2,16,8,11,1,2,16,8,11,1,2
HP1502401_B8,13,6,7,9,2,13,6,7,9,2,13,6,7,9,2,13,6,7,9,2,13,6,7,9,2,13,6,7,9,2,13,6,7,9,2,13,6,7,9,2,13,6,7,9,2,13,6,7,9,2,13,6,7,9,2,13,6,7,9,2,13,6,7,9,2,13,6,7,9,2,13,6,7,9,2,13,6,7,9,2,13,6,7,9,2,13,6,7,9,2,13,6,7,9,2,13,6,7,9,2,13,6,7,9,2
HP1502401_C1,12,13,12,23,2,12,13,12,23,2,12,13,12,23,2,12,13,12,23,2,12,13,12,23,2,12,13,12,23,2,12,13,12,23,2,12,13,12,23,2,12,13,12,23,2,12,13,12,23,2,12,13,12,23,2,12,13,12,23,2,12,13,12,23,2,12,13,12,23,2,11,13,8,23,2,11,13,8,23,2,11,13,8,23,2,11,13,8,23,2,11,13,8,23,2,11,13,8,23,2,3,13,8,23,2
HP1502401_C10,16,8,11,20,13,16,8,11,20,13,16,8,11,20,13,16,8,11,20,13,16,8,11,20,13,16,8,11,20,13,16,8,11,20,13,16,8,11,20,13,16,8,11,20,13,16,8,11,20,13,16,8,11,20,13,16,8,11,20,13,16,8,11,20,13,16,8,11,20,13,16,8,11,20,13,16,8,11,20,13,16,8,11,20,13,16,8,11,20,9,16,8,11,20,2,16,8,11,20,2,16,8,11,20,2
HP1502401_C12,2,5,2,3,5,2,5,2,3,5,2,5,2,3,5,2,5,2,3,5,2,5,2,3,5,2,5,2,3,5,2,5,2,3,5,2,5,2,3,5,2,5,2,3,5,2,5,2,3,5,2,5,2,3,5,2,5,2,3,5,1,5,2,3,5,1,5,2,3,5,1,5,2,3,5,1,5,2,3,5,1,5,2,3,5,1,5,2,3,5,1,5,2,1,2,1,5,2,1,2,1,5,2,1,2
HP1502401_C14,6,12,1,15,11,6,12,1,15,11,6,12,1,15,11,6,12,1,15,11,6,12,1,15,11,6,12,1,15,11,6,12,1,15,11,6,12,1,15,11,6,12,1,15,11,6,12,1,15,11,6,12,1,15,11,6,12,1,15,11,6,12,1,15,11,6,12,1,15,11,6,12,1,15,11,6,12,1,15,11,6,12,1,15,11,6,12,1,15,9,6,12,1,15,2,6,12,1,15,2,6,12,1,15,2
HP1502401_C16,6,3,1,6,3,6,3,1,6,3,6,3,1,6,3,6,3,1,6,3,6,3,1,6,3,6,3,1,6,3,6,3,1,6,3,6,3,1,6,3,6,3,1,6,3,6,3,1,6,3,6,3,1,6,3,6,3,1,6,3,6,3,1,6,3,6,3,1,6,3,6,3,1,6,3,6,3,1,6,3,6,3,1,6,3,6,3,1,6,3,6,3,1,1,3,6,3,1,1,3,6,3,1,1,3
HP1502401_C18,16,8,11,8,17,16,8,11,8,17,16,8,11,8,17,16,8,11,8,17,16,8,11,8,17,16,8,11,8,17,16,8,11,8,17,16,8,11,8,17,16,8,11,8,17,16,8,11,8,17,16,8,11,8,17,16,8,11,8,17,16,8,11,8,17,16,8,11,8,17,16,8,11,8,17,16,8,11,8,17,16,8,11,8,17,16,8,11,8,17,16,8,11,8,17,16,8,11,1,17,16,8,11,1,17
HP1502401_C2,18,12,14,4,8,18,12,14,4,8,18,12,14,4,8,18,12,14,4,8,18,12,14,4,8,18,12,14,4,8,18,12,14,4,8,18,12,14,4,8,18,12,14,4,8,18,12,14,4,8,18,12,14,4,8,18,12,14,4,8,18,12,14,4,8,18,12,14,4,8,18,12,14,4,8,18,12,14,4,8,18,12,14,4,8,18,12,14,4,8,18,12,14,4,8,18,12,6,4,8,18,12,6,1,8
HP1502401_C20,13,6,7,2,8,13,6,7,2,8,13,6,7,2,8,13,6,7,2,8,13,6,7,2,8,13,6,7,2,8,13,6,7,2,8,13,6,7,2,8,13,6,7,2,8,13,6,7,2,8,13,6,7,2,8,13,6,7,2,8,13,6,7,2,8,13,6,7,2,8,13,6,7,2,8,13,6,7,2,8,13,6,7,2,8,13,6,7,2,8,13,6,7,2,8,13,6,7,2,8,13,6,7,1,8
HP1502401_C21,16,8,11,23,4,16,8,11,23,4,16,8,11,23,4,16,8,11,23,4,16,8,11,23,4,16,8,11,23,4,16,8,11,23,4,16,8,11,23,4,16,8,11,23,4,16,8,11,23,4,16,8,11,23,4,16,8,11,23,4,16,8,11,23,4,16,8,11,23,4,16,8,11,23,4,16,8,11,23,4,16,8,11,23,4,16,8,11,23,4,16,8,11,23,4,16,8,11,23,4,16,8,11,23,4
HP1502401_C22,18,12,14,8,19,18,12,14,8,19,18,12,14,8,19,18,12,14,8,19,18,12,14,8,19,18,12,14,8,19,18,12,14,8,19,18,12,14,8,19,18,12,14,8,19,18,12,14,8,19,18,12,14,8,19,18,12,14,8,19,18,12,14,8,19,18,12,14,8,19,18,12,14,8,19,18,12,14,8,19,18,12,14,8,19,18,12,14,8,19,18,12,14,8,19,18,12,6,1,19,18,12,6,1,2
HP1502401_C4,6,10,1,13,6,6,10,1,13,6,6,10,1,13,6,6,10,1,13,6,6,10,1,13,6,6,10,1,13,6,6,10,1,13,6,6,10,1,13,6,6,10,1,13,6,6,10,1,13,6,6,10,1,13,6,6,10,1,13,6,6,10,1,13,6,6,10,1,13,6,6,10,1,13,6,6,10,1,13,6,6,10,1,13,6,6,10,1,13,6,6,10,1,1,6,6,10,1,1,6,6,10,1,1,2
HP1502401_C5,13,6,7,5,3,13,6,7,5,3,13,6,7,5,3,13,6,7,5,3,13,6,7,5,3,13,6,7,5,3,13,6,7,5,3,13,6,7,5,3,13,6,7,5,3,13,6,7,5,3,13,6,7,5,3,13,6,7,5,3,13,6,7,5,3,13,6,7,5,3,13,6,7,5,3,13,6,7,5,3,13,6,7,5,3,13,6,7,5,3,13,6,7,5,3,13,6,7,5,3,13,6,7,1,3
HP1502401_C6,16,8,11,25,8,16,8,11,25,8,16,8,11,25,8,16,8,11,25,8,16,8,11,25,8,16,8,11,25,8,16,8,11,25,8,16,8,11,25,8,16,8,11,25,8,16,8,11,25,8,16,8,11,25,8,16,8,11,25,8,16,8,11,25,8,16,8,11,25,8,16,8,11,25,8,16,8,11,25,8,16,8,11,25,8,16,8,11,25,8,16,8,11,1,8,16,8,11,1,8,16,8,11,1,8
HP1502401_C7,16,8,11,10,13,16,8,11,10,13,16,8,11,10,13,16,8,11,10,13,16,8,11,10,13,16,8,11,10,13,16,8,11,10,13,16,8,11,10,13,16,8,11,10,13,16,8,11,10,13,16,8,11,10,13,16,8,11,10,13,16,8,11,10,13,16,8,11,10,13,16,8,11,10,13,16,8,11,10,13,16,8,11,10,13,16,8,11,10,9,16,8,11,10,2,16,8,11,1,2,16,8,11,1,2
HP1502401_C8,13,6,7,10,17,13,6,7,10,17,13,6,7,10,17,13,6,7,10,17,13,6,7,10,17,13,6,7,10,17,13,6,7,10,17,13,6,7,10,17,13,6,7,10,17,13,6,7,10,17,13,6,7,10,17,13,6,7,10,17,13,6,7,10,17,13,6,7,10,17,13,6,7,10,17,13,6,7,10,17,13,6,7,10,17,13,6,7,10,17,13,6,7,10,17,13,6,7,1,17,13,6,7,1,17
HP1502401_D10,12,13,12,6,2,12,13,12,6,2,12,13,12,6,2,12,13,12,6,2,12,13,12,6,2,12,13,12,6,2,12,13,12,6,2,12,13,12,6,2,12,13,12,6,2,12,13,12,6,2,12,13,12,6,2,12,13,12,6,2,12,13,12,6,2,12,13,12,6,2,11,13,8,6,2,11,13,8,6,2,11,13,8,6,2,11,13,8,6,2,11,13,8,1,2,11,13,8,1,2,3,13,8,1,2
HP1502401_D12,13,6,7,16,3,13,6,7,16,3,13,6,7,16,3,13,6,7,16,3,13,6,7,16,3,13,6,7,16,3,13,6,7,16,3,13,6,7,16,3,13,6,7,16,3,13,6,7,16,3,13,6,7,16,3,13,6,7,16,3,13,6,7,16,3,13,6,7,16,3,13,6,7,16,3,13,6,7,16,3,13,6,7,16,3,13,6,7,16,3,13,6,7,16,3,13,6,7,16,3,13,6,7,16,3
HP1502401_D13,16,8,11,18,24,16,8,11,18,24,16,8,11,18,24,16,8,11,18,24,16,8,11,18,24,16,8,11,18,24,16,8,11,18,24,16,8,11,18,24,16,8,11,18,24,16,8,11,18,24,16,8,11,18,24,16,8,11,18,24,16,8,11,18,24,16,8,11,18,24,16,8,11,18,24,16,8,11,18,24,16,8,11,18,24,16,8,11,18,24,16,8,11,18,24,16,8,11,18,24,16,8,11,1,2
HP1502401_D16,6,10,1,8,24,6,10,1,8,24,6,10,1,8,24,6,10,1,8,24,6,10,1,8,24,6,10,1,8,24,6,10,1,8,24,6,10,1,8,24,6,10,1,8,24,6,10,1,8,24,6,10,1,8,24,6,10,1,8,24,6,10,1,8,24,6,10,1,8,24,6,10,1,8,24,6,10,1,8,24,6,10,1,8,24,6,10,1,8,24,6,10,1,8,24,6,10,1,1,24,6,10,1,1,2
HP1502401_D17,13,6,7,12,5,13,6,7,12,5,13,6,7,12,5,13,6,7,12,5,13,6,7,12,5,13,6,7,12,5,13,6,7,12,5,13,6,7,12,5,13,6,7,12,5,13,6,7,12,5,13,6,7,12,5,13,6,7,12,5,13,6,7,12,5,13,6,7,12,5,13,6,7,12,5,13,6,7,12,5,13,6,7,12,5,13,6,7,12,5,13,6,7,12,2,13,6,7,12,2,13,6,7,12,2
HP1502401_D18,2,5,2,9,13,2,5,2,9,13,2,5,2,9,13,2,5,2,9,13,2,5,2,9,13,2,5,2,9,13,2,5,2,9,13,2,5,2,9,13,2,5,2,9,13,2,5,2,9,13,2,5,2,9,13,2,5,2,9,13,1,5,2,9,13,1,5,2,9,13,1,5,2,9,13,1,5,2,9,13,1,5,2,9,13,1,5,2,9,9,1,5,2,9,2,1,5,2,9,2,1,5,2,9,2
HP1502401_D2,12,13,12,25,8,12,13,12,25,8,12,13,12,25,8,12,13,12,25,8,12,13,12,25,8,12,13,12,25,8,12,13,12,25,8,12,13,12,25,8,12,13,12,25,8,12,13,12,25,8,12,13,12,25,8,12,13,12,25,8,12,13,12,25,8,12,13,12,25,8,11,13,8,25,8,11,13,8,25,8,11,13,8,25,8,11,13,8,25,8,11,13,8,1,8,11,13,8,1,8,3,13,8,1,8
HP1502401_D20,6,12,1,9,14,6,12,1,9,14,6,12,1,9,14,6,12,1,9,14,6,12,1,9,14,6,12,1,9,14,6,12,1,9,14,6,12,1,9,14,6,12,1,9,14,6,12,1,9,14,6,12,1,9,14,6,12,1,9,14,6,12,1,9,14,6,12,1,9,14,6,12,1,9,14,6,12,1,9,14,6,12,1,9,14,6,12,1,9,14,6,12,1,9,14,6,12,1,9,14,6,12,1,9,14
HP1502401_D22,16,8,11,5,12,16,8,11,5,12,16,8,11,5,12,16,8,11,5,12,16,8,11,5,12,16,8,11,5,12,16,8,11,5,12,16,8,11,5,12,16,8,11,5,12,16,8,11,5,12,16,8,11,5,12,16,8,11,5,12,16,8,11,5,12,16,8,11,5,12,16,8,11,5,12,16,8,11,5,12,16,8,11,5,12,16,8,11,5,12,16,8,11,5,12,16,8,11,5,12,16,8,11,1,2
HP1502401_D23,18,12,14,10,18,18,12,14,10,18,18,12,14,10,18,18,12,14,10,18,18,12,14,10,18,18,12,14,10,18,18,12,14,10,18,18,12,14,10,18,18,12,14,10,18,18,12,14,10,18,18,12,14,10,18,18,12,14,10,18,18,12,14,10,18,18,12,14,10,18,18,12,14,10,18,18,12,14,10,18,18,12,14,10,18,18,12,14,10,9,18,12,14,10,2,18,12,6,1,2,18,12,6,1,2
