cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,Garbage2-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,Garbage2-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,Garbage2-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,Garbage2-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,Garbage2-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,Garbage2-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,Garbage2-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,Garbage2-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,Garbage2-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,Garbage2-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,Garbage2-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,Garbage2-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,Garbage2-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,Garbage2-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,Garbage2-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,Garbage2-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,Garbage2-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,Garbage2-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,Garbage2-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,Garbage2-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100,Garbage2-100
HP1502401_A23,32,5,13,21,33,32,5,13,21,33,32,5,13,21,33,32,5,13,21,33,32,5,13,21,33,32,5,13,21,33,32,5,13,21,33,32,5,13,21,33,32,5,13,21,33,32,5,13,21,33,32,5,13,21,33,32,5,13,21,33,32,5,13,21,33,32,5,13,21,33,32,5,13,21,33,32,5,13,21,33,32,5,13,21,33,32,5,13,21,33,32,5,13,21,33,32,5,13,21,33,32,5,13,1,33
HP1502401_A24,17,20,7,4,3,17,20,7,4,3,17,20,7,4,3,17,20,7,4,3,17,20,7,4,3,17,20,7,4,3,17,20,7,4,3,17,20,7,4,3,17,20,7,4,3,17,20,7,4,3,17,20,7,4,3,17,20,7,4,3,17,20,7,4,3,17,20,7,4,3,17,20,7,4,3,17,20,7,4,3,17,20,7,4,3,17,20,7,4,3,17,20,7,4,3,17,20,7,4,3,17,20,7,4,3
HP1502401_A4,16,9,3,19,25,16,9,3,19,25,16,9,3,19,25,16,9,3,19,25,16,9,3,19,25,16,9,3,19,25,16,9,3,19,25,16,9,3,19,25,16,9,3,19,25,16,9,3,19,25,16,9,3,19,25,16,9,3,19,25,16,9,3,19,25,16,9,3,19,25,16,9,3,19,25,16,9,3,19,25,10,9,3,19,25,10,9,3,19,1,10,9,3,19,1,10,9,3,19,1,10,9,3,19,1
HP1502401_A6,28,6,11,22,34,28,6,11,22,34,28,6,11,22,34,28,6,11,22,34,28,6,11,22,34,28,6,11,22,34,28,6,11,22,34,28,6,11,22,34,28,6,11,22,34,28,6,11,22,34,28,6,11,22,34,28,6,11,22,34,28,6,11,22,34,28,6,11,22,34,28,6,11,22,34,2,6,11,22,34,2,6,11,22,34,2,6,11,22,34,2,6,11,22,1,2,6,11,22,1,2,6,11,22,1
HP1502401_A7,28,6,11,32,26,28,6,11,32,26,28,6,11,32,26,28,6,11,32,26,28,6,11,32,26,28,6,11,32,26,28,6,11,32,26,28,6,11,32,26,28,6,11,32,26,28,6,11,32,26,28,6,11,32,26,28,6,11,32,26,28,6,11,32,26,28,6,11,32,26,28,6,11,32,26,2,6,11,32,26,2,6,11,32,26,2,6,11,32,1,2,6,11,32,1,2,6,11,32,1,2,6,11,32,1
HP1502401_B1,28,6,11,10,30,28,6,11,10,30,28,6,11,10,30,28,6,11,10,30,28,6,11,10,30,28,6,11,10,30,28,6,11,10,30,28,6,11,10,30,28,6,11,10,30,28,6,11,10,30,28,6,11,10,30,28,6,11,10,30,28,6,11,10,30,28,6,11,10,30,28,6,11,10,30,2,6,11,10,30,2,6,11,10,30,2,6,11,10,30,2,6,11,10,30,2,6,11,10,30,2,6,11,10,30
HP1502401_B10,31,10,14,14,21,31,10,14,14,21,31,10,14,14,21,31,10,14,14,21,31,10,14,14,21,31,10,14,14,21,31,10,14,14,21,31,10,14,14,21,31,10,14,14,21,31,10,14,14,21,31,10,14,14,21,31,10,14,14,21,31,10,14,14,21,31,10,14,14,21,31,10,8,14,21,31,10,8,14,21,31,10,8,9,21,31,10,8,2,21,31,10,8,2,21,31,10,8,2,21,31,10,8,1,21
HP1502401_B11,13,3,6,16,10,13,2,6,16,10,13,2,6,16,10,13,2,6,16,10,13,2,6,16,10,13,2,6,16,10,13,2,6,16,10,13,2,6,16,10,13,2,6,16,10,13,2,6,16,10,13,2,6,16,10,13,2,6,16,10,13,2,6,16,10,13,2,6,16,10,13,2,6,16,10,12,2,6,16,10,12,2,6,9,10,12,2,6,2,1,12,2,6,2,1,12,2,6,2,1,12,2,6,1,1
HP1502401_B14,28,6,11,22,7,28,6,11,22,7,28,6,11,22,7,28,6,11,22,7,28,6,11,22,7,28,6,11,22,7,28,6,11,22,7,28,6,11,22,7,28,6,11,22,7,28,6,11,22,7,28,6,11,22,7,28,6,11,22,7,28,6,11,22,7,28,6,11,22,7,28,6,11,22,7,2,6,11,22,7,2,6,11,22,7,2,6,11,22,7,2,6,11,22,7,2,6,11,22,7,2,6,11,22,7
HP1502401_B15,13,3,6,31,21,13,2,6,31,21,13,2,6,31,21,13,2,6,31,21,13,2,6,31,21,13,2,6,31,21,13,2,6,31,21,13,2,6,31,21,13,2,6,31,21,13,2,6,31,21,13,2,6,31,21,13,2,6,31,21,13,2,6,31,21,13,2,6,31,21,13,2,6,31,21,12,2,6,31,21,12,2,6,31,21,12,2,6,31,21,12,2,6,31,21,12,2,6,31,21,12,2,6,31,21
HP1502401_B16,16,4,1,32,16,16,4,1,32,16,16,4,1,32,16,16,4,1,32,16,16,4,1,32,16,16,4,1,32,16,16,4,1,32,16,16,4,1,32,16,16,4,1,32,16,16,4,1,32,16,16,4,1,32,16,16,4,1,32,16,16,4,1,32,16,16,4,1,32,16,16,4,1,32,16,16,4,1,32,16,10,4,1,32,10,10,4,1,32,1,10,4,1,32,1,10,4,1,32,1,10,4,1,32,1
HP1502401_B17,19,8,14,34,4,19,8,14,34,4,19,8,14,34,4,19,8,14,34,4,19,8,14,34,4,19,8,14,34,4,19,8,14,34,4,19,8,14,34,4,19,8,14,34,4,19,8,14,34,4,19,8,14,34,4,19,8,14,34,4,19,8,14,34,4,19,8,14,34,4,19,8,8,34,4,19,8,8,34,4,19,8,8,9,4,19,8,8,2,1,19,8,8,2,1,19,8,8,2,1,19,8,8,1,1
HP1502401_B18,13,2,6,10,11,13,2,6,10,11,13,2,6,10,11,13,2,6,10,11,13,2,6,10,11,13,2,6,10,11,13,2,6,10,11,13,2,6,10,11,13,2,6,10,11,13,2,6,10,11,13,2,6,10,11,13,2,6,10,11,13,2,6,10,11,13,2,6,10,11,13,2,6,10,11,12,2,6,10,11,12,2,6,10,10,12,2,6,10,1,12,2,6,10,1,12,2,6,10,1,12,2,6,10,1
HP1502401_B20,16,10,10,3,2,16,10,10,3,2,16,10,10,3,2,16,10,10,3,2,16,10,10,3,2,16,10,10,3,2,16,10,10,3,2,16,10,10,3,2,16,10,10,3,2,16,10,10,3,2,16,10,10,3,2,16,10,10,3,2,16,10,10,3,2,16,10,10,3,2,16,10,10,3,2,16,10,10,3,2,10,10,10,3,2,10,10,10,3,2,10,10,10,2,1,10,10,10,2,1,10,10,10,1,1
HP1502401_B21,28,6,11,26,14,28,6,11,26,14,28,6,11,26,14,28,6,11,26,14,28,6,11,26,14,28,6,11,26,14,28,6,11,26,14,28,6,11,26,14,28,6,11,26,14,28,6,11,26,14,28,6,11,26,14,28,6,11,26,14,28,6,11,26,14,28,6,11,26,14,28,6,11,26,14,2,6,11,26,14,2,6,11,26,14,2,6,11,26,14,2,6,11,2,14,2,6,11,2,14,2,6,11,1,14
HP1502401_B22,32,6,13,16,4,32,6,13,16,4,32,6,13,16,4,32,6,13,16,4,32,6,13,16,4,32,6,13,16,4,32,6,13,16,4,32,6,13,16,4,32,6,13,16,4,32,6,13,16,4,32,6,13,16,4,32,6,13,16,4,32,6,13,16,4,32,6,13,16,4,32,6,13,16,4,32,6,13,16,4,32,6,13,9,4,32,6,13,2,1,32,6,13,2,1,32,6,13,2,1,32,6,13,1,1
HP1502401_B23,28,6,11,17,19,28,6,11,17,19,28,6,11,17,19,28,6,11,17,19,28,6,11,17,19,28,6,11,17,19,28,6,11,17,19,28,6,11,17,19,28,6,11,17,19,28,6,11,17,19,28,6,11,17,19,28,6,11,17,19,28,6,11,17,19,28,6,11,17,19,28,6,11,17,19,2,6,11,17,19,2,6,11,17,19,2,6,11,17,19,2,6,11,17,1,2,6,11,2,1,2,6,11,1,1
HP1502401_B24,28,6,11,19,3,28,6,11,19,3,28,6,11,19,3,28,6,11,19,3,28,6,11,19,3,28,6,11,19,3,28,6,11,19,3,28,6,11,19,3,28,6,11,19,3,28,6,11,19,3,28,6,11,19,3,28,6,11,19,3,28,6,11,19,3,28,6,11,19,3,28,6,11,19,3,2,6,11,19,3,2,6,11,19,3,2,6,11,19,3,2,6,11,19,3,2,6,11,19,3,2,6,11,19,3
HP1502401_B5,16,17,1,15,19,16,17,1,15,19,16,17,1,15,19,16,17,1,15,19,16,17,1,15,19,16,17,1,15,19,16,17,1,15,19,16,17,1,15,19,16,17,1,15,19,16,17,1,15,19,16,17,1,15,19,16,17,1,15,19,16,17,1,15,19,16,17,1,15,19,16,17,1,15,19,16,17,1,15,19,10,17,1,9,19,10,17,1,2,19,10,17,1,2,1,10,17,1,2,1,10,17,1,1,1
HP1502401_B7,28,6,11,28,29,28,6,11,28,29,28,6,11,28,29,28,6,11,28,29,28,6,11,28,29,28,6,11,28,29,28,6,11,28,29,28,6,11,28,29,28,6,11,28,29,28,6,11,28,29,28,6,11,28,29,28,6,11,28,29,28,6,11,28,29,28,6,11,28,29,28,6,11,28,29,2,6,11,28,29,2,6,11,28,29,2,6,11,28,29,2,6,11,28,29,2,6,11,28,29,2,6,11,28,29
HP1502401_B8,17,20,7,12,30,17,20,7,12,30,17,20,7,12,30,17,20,7,12,30,17,20,7,12,30,17,20,7,12,30,17,20,7,12,30,17,20,7,12,30,17,20,7,12,30,17,20,7,12,30,17,20,7,12,30,17,20,7,12,30,17,20,7,12,30,17,20,7,12,30,17,20,7,12,30,17,20,7,12,30,17,20,7,12,30,17,20,7,12,30,17,20,7,12,30,17,20,7,12,30,17,20,7,12,30
HP1502401_C1,19,8,14,25,13,19,8,14,25,13,19,8,14,25,13,19,8,14,25,13,19,8,14,25,13,19,8,14,25,13,19,8,14,25,13,19,8,14,25,13,19,8,14,25,13,19,8,14,25,13,19,8,14,25,13,19,8,14,25,13,19,8,14,25,13,19,8,14,25,13,19,8,8,25,13,19,8,8,25,13,19,8,8,25,13,19,8,8,25,13,19,8,8,25,13,19,8,8,25,13,19,8,8,25,13
HP1502401_C10,28,6,11,32,13,28,6,11,32,13,28,6,11,32,13,28,6,11,32,13,28,6,11,32,13,28,6,11,32,13,28,6,11,32,13,28,6,11,32,13,28,6,11,32,13,28,6,11,32,13,28,6,11,32,13,28,6,11,32,13,28,6,11,32,13,28,6,11,32,13,28,6,11,32,13,2,6,11,32,13,2,6,11,32,13,2,6,11,32,13,2,6,11,32,13,2,6,11,32,13,2,6,11,32,13
HP1502401_C12,9,1,2,22,2,9,1,2,22,2,9,1,2,22,2,9,1,2,22,2,9,1,2,22,2,9,1,2,22,2,9,1,2,22,2,9,1,2,22,2,9,1,2,22,2,9,1,2,22,2,9,1,2,22,2,9,1,2,22,2,9,1,2,22,2,9,1,2,22,2,9,1,2,22,2,9,1,2,22,2,9,1,2,22,2,9,1,2,22,2,9,1,2,22,1,4,1,2,22,1,4,1,2,22,1
HP1502401_C14,16,4,1,17,19,16,4,1,17,19,16,4,1,17,19,16,4,1,17,19,16,4,1,17,19,16,4,1,17,19,16,4,1,17,19,16,4,1,17,19,16,4,1,17,19,16,4,1,17,19,16,4,1,17,19,16,4,1,17,19,16,4,1,17,19,16,4,1,17,19,16,4,1,17,19,16,4,1,17,19,10,4,1,17,19,10,4,1,17,19,10,4,1,17,1,10,4,1,2,1,10,4,1,1,1
HP1502401_C16,16,17,1,1,35,16,17,1,1,35,16,17,1,1,35,16,17,1,1,35,16,17,1,1,35,16,17,1,1,35,16,17,1,1,35,16,17,1,1,35,16,17,1,1,35,16,17,1,1,35,16,17,1,1,35,16,17,1,1,35,16,17,1,1,35,16,17,1,1,35,16,17,1,1,35,16,17,1,1,35,10,17,1,1,35,10,17,1,1,35,10,17,1,1,35,10,17,1,1,35,10,17,1,1,35
HP1502401_C18,28,6,11,30,34,28,6,11,30,34,28,6,11,30,34,28,6,11,30,34,28,6,11,30,34,28,6,11,30,34,28,6,11,30,34,28,6,11,30,34,28,6,11,30,34,28,6,11,30,34,28,6,11,30,34,28,6,11,30,34,28,6,11,30,34,28,6,11,30,34,28,6,11,30,34,2,6,11,30,34,2,6,11,30,34,2,6,11,30,34,2,6,11,30,1,2,6,11,30,1,2,6,11,30,1
HP1502401_C2,32,5,13,16,22,32,5,13,16,22,32,5,13,16,22,32,5,13,16,22,32,5,13,16,22,32,5,13,16,22,32,5,13,16,22,32,5,13,16,22,32,5,13,16,22,32,5,13,16,22,32,5,13,16,22,32,5,13,16,22,32,5,13,16,22,32,5,13,16,22,32,5,13,16,22,32,5,13,16,22,32,5,13,9,22,32,5,13,2,22,32,5,13,2,22,32,5,13,2,22,32,5,13,1,22
HP1502401_C20,17,20,7,1,10,17,20,7,1,10,17,20,7,1,10,17,20,7,1,10,17,20,7,1,10,17,20,7,1,10,17,20,7,1,10,17,20,7,1,10,17,20,7,1,10,17,20,7,1,10,17,20,7,1,10,17,20,7,1,10,17,20,7,1,10,17,20,7,1,10,17,20,7,1,10,17,20,7,1,10,17,20,7,1,10,17,20,7,1,1,17,20,7,1,1,17,20,7,1,1,17,20,7,1,1
HP1502401_C21,28,6,11,2,12,28,6,11,2,12,28,6,11,2,12,28,6,11,2,12,28,6,11,2,12,28,6,11,2,12,28,6,11,2,12,28,6,11,2,12,28,6,11,2,12,28,6,11,2,12,28,6,11,2,12,28,6,11,2,12,28,6,11,2,12,28,6,11,2,12,28,6,11,2,12,2,6,11,2,12,2,6,11,2,12,2,6,11,2,1,2,6,11,2,1,2,6,11,2,1,2,6,11,1,1
HP1502401_C22,32,5,13,22,22,32,5,13,22,22,32,5,13,22,22,32,5,13,22,22,32,5,13,22,22,32,5,13,22,22,32,5,13,22,22,32,5,13,22,22,32,5,13,22,22,32,5,13,22,22,32,5,13,22,22,32,5,13,22,22,32,5,13,22,22,32,5,13,22,22,32,5,13,22,22,32,5,13,22,22,32,5,13,22,22,32,5,13,22,22,32,5,13,22,22,32,5,13,22,22,32,5,13,22,22
HP1502401_C4,16,11,1,29,16,16,11,1,29,16,16,11,1,29,16,16,11,1,29,16,16,11,1,29,16,16,11,1,29,16,16,11,1,29,16,16,11,1,29,16,16,11,1,29,16,16,11,1,29,16,16,11,1,29,16,16,11,1,29,16,16,11,1,29,16,16,11,1,29,16,16,11,1,29,16,16,11,1,29,16,10,11,1,29,10,10,11,1,29,1,10,11,1,29,1,10,11,1,29,1,10,11,1,1,1
HP1502401_C5,17,20,7,24,2,17,20,7,24,2,17,20,7,24,2,17,20,7,24,2,17,20,7,24,2,17,20,7,24,2,17,20,7,24,2,17,20,7,24,2,17,20,7,24,2,17,20,7,24,2,17,20,7,24,2,17,20,7,24,2,17,20,7,24,2,17,20,7,24,2,17,20,7,24,2,17,20,7,24,2,17,20,7,9,2,17,20,7,2,2,17,20,7,2,1,17,20,7,2,1,17,20,7,1,1
HP1502401_C6,28,6,11,7,7,28,6,11,7,7,28,6,11,7,7,28,6,11,7,7,28,6,11,7,7,28,6,11,7,7,28,6,11,7,7,28,6,11,7,7,28,6,11,7,7,28,6,11,7,7,28,6,11,7,7,28,6,11,7,7,28,6,11,7,7,28,6,11,7,7,28,6,11,7,7,2,6,11,7,7,2,6,11,7,7,2,6,11,7,7,2,6,11,7,7,2,6,11,7,7,2,6,11,7,7
HP1502401_C7,28,6,11,9,32,28,6,11,9,32,28,6,11,9,32,28,6,11,9,32,28,6,11,9,32,28,6,11,9,32,28,6,11,9,32,28,6,11,9,32,28,6,11,9,32,28,6,11,9,32,28,6,11,9,32,28,6,11,9,32,28,6,11,9,32,28,6,11,9,32,28,6,11,9,32,2,6,11,9,32,2,6,11,9,32,2,6,11,2,32,2,6,11,2,1,2,6,11,2,1,2,6,11,1,1
HP1502401_C8,17,20,7,4,2,17,20,7,4,2,17,20,7,4,2,17,20,7,4,2,17,20,7,4,2,17,20,7,4,2,17,20,7,4,2,17,20,7,4,2,17,20,7,4,2,17,20,7,4,2,17,20,7,4,2,17,20,7,4,2,17,20,7,4,2,17,20,7,4,2,17,20,7,4,2,17,20,7,4,2,17,20,7,4,2,17,20,7,4,2,17,20,7,4,1,17,20,7,4,1,17,20,7,4,1
HP1502401_D10,19,8,14,17,13,19,8,14,17,13,19,8,14,17,13,19,8,14,17,13,19,8,14,17,13,19,8,14,17,13,19,8,14,17,13,19,8,14,17,13,19,8,14,17,13,19,8,14,17,13,19,8,14,17,13,19,8,14,17,13,19,8,14,17,13,19,8,14,17,13,19,8,8,17,13,19,8,8,17,13,19,8,8,17,13,19,8,8,17,13,19,8,8,17,13,19,8,8,2,13,19,8,8,1,13
HP1502401_D12,17,20,7,18,31,17,20,7,18,31,17,20,7,18,31,17,20,7,18,31,17,20,7,18,31,17,20,7,18,31,17,20,7,18,31,17,20,7,18,31,17,20,7,18,31,17,20,7,18,31,17,20,7,18,31,17,20,7,18,31,17,20,7,18,31,17,20,7,18,31,17,20,7,18,31,17,20,7,18,31,17,20,7,9,31,17,20,7,2,31,17,20,7,2,31,17,20,7,2,31,17,20,7,1,31
HP1502401_D13,28,6,11,4,2,28,6,11,4,2,28,6,11,4,2,28,6,11,4,2,28,6,11,4,2,28,6,11,4,2,28,6,11,4,2,28,6,11,4,2,28,6,11,4,2,28,6,11,4,2,28,6,11,4,2,28,6,11,4,2,28,6,11,4,2,28,6,11,4,2,28,6,11,4,2,2,6,11,4,2,2,6,11,4,2,2,6,11,4,2,2,6,11,4,1,2,6,11,4,1,2,6,11,4,1
HP1502401_D16,16,11,1,1,29,16,11,1,1,29,16,11,1,1,29,16,11,1,1,29,16,11,1,1,29,16,11,1,1,29,16,11,1,1,29,16,11,1,1,29,16,11,1,1,29,16,11,1,1,29,16,11,1,1,29,16,11,1,1,29,16,11,1,1,29,16,11,1,1,29,16,11,1,1,29,16,11,1,1,29,10,11,1,1,29,10,11,1,1,29,10,11,1,1,29,10,11,1,1,29,10,11,1,1,29
HP1502401_D17,17,20,7,15,5,17,20,7,15,5,17,20,7,15,5,17,20,7,15,5,17,20,7,15,5,17,20,7,15,5,17,20,7,15,5,17,20,7,15,5,17,20,7,15,5,17,20,7,15,5,17,20,7,15,5,17,20,7,15,5,17,20,7,15,5,17,20,7,15,5,17,20,7,15,5,17,20,7,15,5,17,20,7,9,5,17,20,7,2,5,17,20,7,2,5,17,20,7,2,5,17,20,7,1,5
HP1502401_D18,9,1,2,29,25,9,1,2,29,25,9,1,2,29,25,9,1,2,29,25,9,1,2,29,25,9,1,2,29,25,9,1,2,29,25,9,1,2,29,25,9,1,2,29,25,9,1,2,29,25,9,1,2,29,25,9,1,2,29,25,9,1,2,29,25,9,1,2,29,25,9,1,2,29,25,9,1,2,29,25,9,1,2,29,25,9,1,2,29,1,9,1,2,29,1,4,1,2,29,1,4,1,2,1,1
HP1502401_D2,19,8,14,7,25,19,8,14,7,25,19,8,14,7,25,19,8,14,7,25,19,8,14,7,25,19,8,14,7,25,19,8,14,7,25,19,8,14,7,25,19,8,14,7,25,19,8,14,7,25,19,8,14,7,25,19,8,14,7,25,19,8,14,7,25,19,8,14,7,25,19,8,8,7,25,19,8,8,7,25,19,8,8,7,25,19,8,8,7,1,19,8,8,7,1,19,8,8,7,1,19,8,8,7,1
HP1502401_D20,16,4,1,23,26,16,4,1,23,26,16,4,1,23,26,16,4,1,23,26,16,4,1,23,26,16,4,1,23,26,16,4,1,23,26,16,4,1,23,26,16,4,1,23,26,16,4,1,23,26,16,4,1,23,26,16,4,1,23,26,16,4,1,23,26,16,4,1,23,26,16,4,1,23,26,16,4,1,23,26,10,4,1,9,26,10,4,1,2,1,10,4,1,2,1,10,4,1,2,1,10,4,1,1,1
HP1502401_D22,28,6,11,22,31,28,6,11,22,31,28,6,11,22,31,28,6,11,22,31,28,6,11,22,31,28,6,11,22,31,28,6,11,22,31,28,6,11,22,31,28,6,11,22,31,28,6,11,22,31,28,6,11,22,31,28,6,11,22,31,28,6,11,22,31,28,6,11,22,31,28,6,11,22,31,2,6,11,22,31,2,6,11,22,31,2,6,11,22,31,2,6,11,22,31,2,6,11,22,31,2,6,11,22,31
HP1502401_D23,32,5,13,32,28,32,5,13,32,28,32,5,13,32,28,32,5,13,32,28,32,5,13,32,28,32,5,13,32,28,32,5,13,32,28,32,5,13,32,28,32,5,13,32,28,32,5,13,32,28,32,5,13,32,28,32,5,13,32,28,32,5,13,32,28,32,5,13,32,28,32,5,13,32,28,32,5,13,32,28,32,5,13,32,28,32,5,13,32,1,32,5,13,32,1,32,5,13,32,1,32,5,13,32,1
