cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,Garbage2-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,Garbage2-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,Garbage2-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,Garbage2-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,Garbage2-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,Garbage2-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,Garbage2-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,Garbage2-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,Garbage2-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,Garbage2-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,Garbage2-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,Garbage2-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,Garbage2-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,Garbage2-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,Garbage2-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,Garbage2-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,Garbage2-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,Garbage2-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,Garbage2-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,Garbage2-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100,Garbage2-100
human1_lib1.final_cell_0011,18,16,20,27,24,18,16,20,27,24,18,16,20,27,24,18,15,20,27,24,18,15,20,27,24,18,15,20,27,24,18,15,20,27,24,18,15,20,27,24,18,15,20,27,24,18,15,20,27,24,18,15,20,27,24,18,15,20,27,24,18,15,20,27,24,7,15,2,27,24,7,15,2,27,24,7,15,2,27,24,7,15,2,27,24,7,15,2,27,24,7,15,2,27,24,7,15,2,27,24,7,15,2,27,24
human1_lib1.final_cell_0012,18,15,20,19,19,18,15,20,19,19,18,15,20,19,19,18,15,20,19,19,18,15,20,19,19,18,15,20,19,19,18,15,20,19,19,18,15,20,19,19,18,15,20,19,19,18,15,20,19,19,18,15,20,19,19,18,15,20,19,19,18,15,20,19,19,7,15,2,19,19,7,15,2,19,19,7,15,2,19,19,7,15,2,19,19,7,15,2,19,19,7,15,2,19,19,7,15,2,19,1,7,15,2,1,1
human1_lib1.final_cell_0013,5,3,6,10,22,5,3,6,10,22,5,3,6,10,22,5,3,6,10,22,5,3,6,10,22,5,3,6,10,22,5,3,6,10,22,5,3,6,10,22,5,3,6,10,22,5,3,6,10,22,5,3,6,10,22,5,3,6,10,22,5,3,6,10,22,5,3,6,10,22,5,3,6,10,22,5,3,6,10,22,5,3,6,10,22,5,3,6,10,22,5,3,6,10,22,5,3,6,10,22,5,3,6,1,1
human1_lib1.final_cell_0014,5,3,6,8,32,5,3,6,8,32,5,3,6,8,32,5,3,6,8,32,5,3,6,8,32,5,3,6,8,32,5,3,6,8,32,5,3,6,8,32,5,3,6,8,32,5,3,6,8,32,5,3,6,8,32,5,3,6,8,32,5,3,6,8,32,5,3,6,8,32,5,3,6,8,32,5,3,6,8,32,5,3,6,8,32,5,3,6,8,32,5,3,6,8,32,5,3,6,8,32,5,3,6,8,32
human1_lib1.final_cell_0015,28,19,19,14,22,28,19,19,14,22,28,19,19,14,22,28,19,19,14,22,28,19,19,14,22,28,19,19,14,22,28,19,19,14,22,28,19,19,14,22,28,19,19,14,22,28,19,19,14,22,28,19,19,14,22,28,19,19,14,22,28,19,19,14,22,28,19,19,14,22,28,19,19,14,22,28,19,19,14,22,28,19,19,14,22,28,19,19,14,22,28,19,19,14,22,28,19,19,14,22,28,19,19,14,1
human1_lib1.final_cell_0016,19,12,13,19,35,19,12,13,19,35,19,12,13,19,35,19,12,13,19,35,19,12,13,19,35,19,12,13,19,35,19,12,13,19,35,19,12,13,19,35,19,12,13,19,35,19,12,13,19,35,19,12,13,19,35,19,12,13,19,35,19,12,13,19,35,19,12,13,19,35,19,12,13,19,35,19,12,13,19,35,19,12,13,19,35,19,12,13,19,35,19,12,13,19,35,19,12,13,19,1,19,12,13,1,1
human1_lib1.final_cell_0017,38,23,3,23,16,38,23,3,23,16,38,23,3,23,16,38,23,3,23,16,38,23,3,23,16,38,23,3,23,16,38,23,3,23,16,38,23,3,23,16,38,23,3,23,16,38,23,3,23,16,38,23,3,23,16,38,23,3,23,16,38,23,3,23,16,38,23,3,23,16,38,23,3,23,16,38,23,3,23,16,38,23,3,23,16,38,23,3,23,16,38,23,3,23,16,38,23,3,6,1,38,23,3,1,1
human1_lib1.final_cell_0018,18,16,20,27,34,18,16,20,27,34,18,16,20,27,34,18,15,20,27,34,18,15,20,27,34,18,15,20,27,34,18,15,20,27,34,18,15,20,27,34,18,15,20,27,34,18,15,20,27,34,18,15,20,27,34,18,15,20,27,34,18,15,20,27,34,7,15,2,27,34,7,15,2,27,34,7,15,2,27,34,7,15,2,27,34,7,15,2,27,34,7,15,2,27,34,7,15,2,27,34,7,15,2,27,34
human1_lib1.final_cell_0019,11,10,10,14,20,11,10,10,14,20,11,10,10,14,20,11,10,10,14,20,11,10,10,14,20,11,10,10,14,20,11,10,10,14,20,11,10,10,14,20,11,10,10,14,20,11,10,10,14,20,11,10,10,14,20,11,10,10,14,20,11,10,10,14,20,11,10,10,14,20,11,10,10,14,20,11,10,10,14,20,11,10,10,14,20,11,10,10,14,20,11,10,10,14,20,11,10,10,14,20,11,10,10,14,1
human1_lib1.final_cell_0020,38,1,3,3,35,38,1,3,3,35,38,1,3,3,35,38,1,3,3,35,38,1,3,3,35,38,1,3,3,35,38,1,3,3,35,38,1,3,3,35,38,1,3,3,35,38,1,3,3,35,38,1,3,3,35,38,1,3,3,35,38,1,3,3,35,38,1,3,3,35,38,1,3,3,35,38,1,3,3,35,38,1,3,3,35,38,1,3,3,35,38,1,3,3,35,38,1,3,3,1,38,1,3,1,1
human1_lib1.final_cell_0021,38,1,3,7,11,38,1,3,7,11,38,1,3,7,11,38,1,3,7,11,38,1,3,7,11,38,1,3,7,11,38,1,3,7,11,38,1,3,7,11,38,1,3,7,11,38,1,3,7,11,38,1,3,7,11,38,1,3,7,11,38,1,3,7,11,38,1,3,7,11,38,1,3,7,11,38,1,3,7,11,38,1,3,7,11,38,1,3,7,11,38,1,3,7,11,38,1,3,7,11,38,1,3,7,11
human1_lib1.final_cell_0022,13,18,17,4,27,13,18,17,4,27,13,18,17,4,27,13,18,17,4,27,13,18,17,4,27,13,18,17,4,27,13,18,17,4,27,13,18,17,4,27,13,18,17,4,27,13,18,17,4,27,13,13,17,4,27,13,13,17,4,27,13,13,17,4,27,13,13,17,4,27,13,13,17,4,27,9,13,1,4,27,9,13,1,4,27,9,13,1,4,27,9,13,1,4,27,9,13,1,4,27,9,13,1,4,27
human1_lib1.final_cell_0023,38,10,7,19,21,38,10,7,19,21,38,10,7,19,21,38,10,7,19,21,38,10,7,19,21,38,10,7,19,21,38,10,7,19,21,38,10,7,19,21,38,10,7,19,21,38,10,7,19,21,38,10,7,19,21,38,10,7,19,21,38,10,7,19,21,38,10,7,19,21,38,10,7,19,21,38,10,7,19,21,38,10,7,19,21,38,10,7,19,21,38,10,7,19,21,38,10,7,19,21,38,10,7,1,1
human1_lib1.final_cell_0024,38,6,3,18,15,38,6,3,18,15,38,6,3,18,15,38,6,3,18,15,38,6,3,18,15,38,6,3,18,15,38,6,3,18,15,38,6,3,18,15,38,6,3,18,15,38,6,3,18,15,38,6,3,18,15,38,6,3,18,15,38,6,3,18,15,38,6,3,18,15,38,6,3,18,15,38,6,3,18,15,38,6,3,18,15,38,6,3,18,15,38,6,3,18,15,38,6,3,6,15,38,6,3,1,15
human1_lib1.final_cell_0025,5,3,6,1,9,5,3,6,1,9,5,3,6,1,9,5,3,6,1,9,5,3,6,1,9,5,3,6,1,9,5,3,6,1,9,5,3,6,1,9,5,3,6,1,9,5,3,6,1,9,5,3,6,1,9,5,3,6,1,9,5,3,6,1,9,5,3,6,1,9,5,3,6,1,9,5,3,6,1,9,5,3,6,1,9,5,3,6,1,9,5,3,6,1,9,5,3,6,1,9,5,3,6,1,1
human1_lib1.final_cell_0026,12,18,17,16,13,12,18,17,16,13,12,18,17,16,13,12,18,17,16,13,12,18,17,16,13,12,18,17,16,13,12,18,17,16,13,12,18,17,16,13,12,18,17,16,13,12,18,17,16,13,12,13,17,16,13,12,13,17,16,13,12,13,17,16,13,12,13,17,16,13,12,13,17,16,13,12,13,1,16,13,12,13,1,16,13,12,13,1,16,13,9,13,1,16,13,9,13,1,16,13,9,13,1,16,1
human1_lib1.final_cell_0027,38,2,3,8,37,38,2,3,8,37,38,2,3,8,37,38,2,3,8,37,38,2,3,8,37,38,2,3,8,37,38,2,3,8,37,38,2,3,8,37,38,2,3,8,37,38,2,3,8,37,38,2,3,8,37,38,2,3,8,37,38,2,3,8,37,38,2,3,8,37,38,2,3,8,37,38,2,3,8,37,38,2,3,8,37,38,2,3,8,37,38,2,3,8,37,38,2,3,8,37,38,2,3,8,37
human1_lib1.final_cell_0028,8,16,2,10,28,7,16,2,10,28,7,16,2,10,28,7,15,2,10,28,7,15,2,10,28,7,15,2,10,28,7,15,2,10,28,7,15,2,10,28,7,15,2,10,28,7,15,2,10,28,7,15,2,10,28,7,15,2,10,28,7,15,2,10,28,7,15,2,10,28,7,15,2,10,28,7,15,2,10,28,7,15,2,10,28,7,15,2,10,28,7,15,2,10,28,7,15,2,10,28,7,15,2,1,1
human1_lib1.final_cell_0029,18,16,20,6,12,18,16,20,6,12,18,16,20,6,12,18,15,20,6,12,18,15,20,6,12,18,15,20,6,12,18,15,20,6,12,18,15,20,6,12,18,15,20,6,12,18,15,20,6,12,18,15,20,6,12,18,15,20,6,12,18,15,20,6,12,7,15,2,6,12,7,15,2,6,12,7,15,2,6,12,7,15,2,6,12,7,15,2,6,12,7,15,2,6,12,7,15,2,6,12,7,15,2,1,1
human1_lib1.final_cell_0030,38,6,3,22,24,38,6,3,22,24,38,6,3,22,24,38,6,3,22,24,38,6,3,22,24,38,6,3,22,24,38,6,3,22,24,38,6,3,22,24,38,6,3,22,24,38,6,3,22,24,38,6,3,22,24,38,6,3,22,24,38,6,3,22,24,38,6,3,22,24,38,6,3,22,24,38,6,3,22,24,38,6,3,22,24,38,6,3,22,24,38,6,3,22,24,38,6,3,22,24,38,6,3,1,24
human1_lib1.final_cell_0031,5,3,6,18,1,5,3,6,18,1,5,3,6,18,1,5,3,6,18,1,5,3,6,18,1,5,3,6,18,1,5,3,6,18,1,5,3,6,18,1,5,3,6,18,1,5,3,6,18,1,5,3,6,18,1,5,3,6,18,1,5,3,6,18,1,5,3,6,18,1,5,3,6,18,1,5,3,6,18,1,5,3,6,18,1,5,3,6,18,1,5,3,6,18,1,5,3,6,6,1,5,3,6,1,1
human1_lib1.final_cell_0032,5,3,6,23,12,5,3,6,23,12,5,3,6,23,12,5,3,6,23,12,5,3,6,23,12,5,3,6,23,12,5,3,6,23,12,5,3,6,23,12,5,3,6,23,12,5,3,6,23,12,5,3,6,23,12,5,3,6,23,12,5,3,6,23,12,5,3,6,23,12,5,3,6,23,12,5,3,6,23,12,5,3,6,23,12,5,3,6,23,12,5,3,6,23,12,5,3,6,6,12,5,3,6,1,1
human1_lib1.final_cell_0033,5,3,6,9,36,5,3,6,9,36,5,3,6,9,36,5,3,6,9,36,5,3,6,9,36,5,3,6,9,36,5,3,6,9,36,5,3,6,9,36,5,3,6,9,36,5,3,6,9,36,5,3,6,9,36,5,3,6,9,36,5,3,6,9,36,5,3,6,9,36,5,3,6,9,36,5,3,6,9,36,5,3,6,9,36,5,3,6,9,36,5,3,6,9,36,5,3,6,9,36,5,3,6,1,36
human1_lib1.final_cell_0034,5,3,6,19,37,5,3,6,19,37,5,3,6,19,37,5,3,6,19,37,5,3,6,19,37,5,3,6,19,37,5,3,6,19,37,5,3,6,19,37,5,3,6,19,37,5,3,6,19,37,5,3,6,19,37,5,3,6,19,37,5,3,6,19,37,5,3,6,19,37,5,3,6,19,37,5,3,6,19,37,5,3,6,19,37,5,3,6,19,37,5,3,6,19,37,5,3,6,19,37,5,3,6,1,37
human1_lib1.final_cell_0035,38,1,3,19,28,38,1,3,19,28,38,1,3,19,28,38,1,3,19,28,38,1,3,19,28,38,1,3,19,28,38,1,3,19,28,38,1,3,19,28,38,1,3,19,28,38,1,3,19,28,38,1,3,19,28,38,1,3,19,28,38,1,3,19,28,38,1,3,19,28,38,1,3,19,28,38,1,3,19,28,38,1,3,19,28,38,1,3,19,28,38,1,3,19,28,38,1,3,19,28,38,1,3,1,1
human1_lib1.final_cell_0036,18,16,20,1,14,18,16,20,1,14,18,16,20,1,14,18,15,20,1,14,18,15,20,1,14,18,15,20,1,14,18,15,20,1,14,18,15,20,1,14,18,15,20,1,14,18,15,20,1,14,18,15,20,1,14,18,15,20,1,14,18,15,20,1,14,7,15,2,1,14,7,15,2,1,14,7,15,2,1,14,7,15,2,1,14,7,15,2,1,14,7,15,2,1,14,7,15,2,1,14,7,15,2,1,14
human1_lib1.final_cell_0037,38,11,3,20,15,38,11,3,20,15,38,11,3,20,15,38,11,3,20,15,38,11,3,20,15,38,11,3,20,15,38,11,3,20,15,38,11,3,20,15,38,11,3,20,15,38,11,3,20,15,38,11,3,20,15,38,11,3,20,15,38,11,3,20,15,38,11,3,20,15,38,11,3,20,15,38,11,3,20,15,38,11,3,20,15,38,11,3,20,15,38,11,3,20,15,38,11,3,6,15,38,11,3,1,15
human1_lib1.final_cell_0038,38,2,3,1,38,38,2,3,1,38,38,2,3,1,38,38,2,3,1,38,38,2,3,1,38,38,2,3,1,38,38,2,3,1,38,38,2,3,1,38,38,2,3,1,38,38,2,3,1,38,38,2,3,1,38,38,2,3,1,38,38,2,3,1,38,38,2,3,1,38,38,2,3,1,38,38,2,3,1,38,38,2,3,1,38,38,2,3,1,38,38,2,3,1,38,38,2,3,1,38,38,2,3,1,1
human1_lib1.final_cell_0039,28,23,19,16,14,28,23,19,16,14,28,23,19,16,14,28,23,19,16,14,28,23,19,16,14,28,23,19,16,14,28,23,19,16,14,28,23,19,16,14,28,23,19,16,14,28,23,19,16,14,28,23,19,16,14,28,23,19,16,14,28,23,19,16,14,28,23,19,16,14,28,23,19,16,14,28,23,19,16,14,28,23,19,16,14,28,23,19,16,14,28,23,19,16,14,28,23,19,16,14,28,23,19,16,14
human1_lib1.final_cell_0040,5,3,6,2,24,5,3,6,2,24,5,3,6,2,24,5,3,6,2,24,5,3,6,2,24,5,3,6,2,24,5,3,6,2,24,5,3,6,2,24,5,3,6,2,24,5,3,6,2,24,5,3,6,2,24,5,3,6,2,24,5,3,6,2,24,5,3,6,2,24,5,3,6,2,24,5,3,6,2,24,5,3,6,2,24,5,3,6,2,24,5,3,6,2,24,5,3,6,2,24,5,3,6,2,24
human1_lib1.final_cell_0041,19,12,13,23,20,19,12,13,23,20,19,12,13,23,20,19,12,13,23,20,19,12,13,23,20,19,12,13,23,20,19,12,13,23,20,19,12,13,23,20,19,12,13,23,20,19,12,13,23,20,19,12,13,23,20,19,12,13,23,20,19,12,13,23,20,19,12,13,23,20,19,12,13,23,20,19,12,13,23,20,19,12,13,23,20,19,12,13,23,20,19,12,13,23,20,19,12,13,6,20,19,12,13,1,1
human1_lib1.final_cell_0042,38,1,3,27,22,38,1,3,27,22,38,1,3,27,22,38,1,3,27,22,38,1,3,27,22,38,1,3,27,22,38,1,3,27,22,38,1,3,27,22,38,1,3,27,22,38,1,3,27,22,38,1,3,27,22,38,1,3,27,22,38,1,3,27,22,38,1,3,27,22,38,1,3,27,22,38,1,3,27,22,38,1,3,27,22,38,1,3,27,22,38,1,3,27,22,38,1,3,27,22,38,1,3,27,1
human1_lib1.final_cell_0043,5,7,6,20,10,5,7,6,20,10,5,7,6,20,10,5,7,6,20,10,5,7,6,20,10,5,7,6,20,10,5,7,6,20,10,5,7,6,20,10,5,7,6,20,10,5,7,6,20,10,5,7,6,20,10,5,3,6,20,10,5,3,6,20,10,5,3,6,20,10,5,3,6,20,10,5,3,6,20,10,5,3,6,20,10,5,3,6,20,10,5,3,6,20,1,5,3,6,6,1,5,3,6,1,1
human1_lib1.final_cell_0044,19,12,13,19,15,19,12,13,19,15,19,12,13,19,15,19,12,13,19,15,19,12,13,19,15,19,12,13,19,15,19,12,13,19,15,19,12,13,19,15,19,12,13,19,15,19,12,13,19,15,19,12,13,19,15,19,12,13,19,15,19,12,13,19,15,19,12,13,19,15,19,12,13,19,15,19,12,13,19,15,19,12,13,19,15,19,12,13,19,15,19,12,13,19,15,19,12,13,19,15,19,12,13,1,15
human1_lib1.final_cell_0045,19,12,13,10,14,19,12,13,10,14,19,12,13,10,14,19,12,13,10,14,19,12,13,10,14,19,12,13,10,14,19,12,13,10,14,19,12,13,10,14,19,12,13,10,14,19,12,13,10,14,19,12,13,10,14,19,12,13,10,14,19,12,13,10,14,19,12,13,10,14,19,12,13,10,14,19,12,13,10,14,19,12,13,10,14,19,12,13,10,14,19,12,13,10,14,19,12,13,10,14,19,12,13,1,14
human1_lib1.final_cell_0046,19,12,13,38,24,19,12,13,38,24,19,12,13,38,24,19,12,13,38,24,19,12,13,38,24,19,12,13,38,24,19,12,13,38,24,19,12,13,38,24,19,12,13,38,24,19,12,13,38,24,19,12,13,38,24,19,12,13,38,24,19,12,13,38,24,19,12,13,38,24,19,12,13,38,24,19,12,13,38,24,19,12,13,38,24,19,12,13,38,24,19,12,13,38,24,19,12,13,6,24,19,12,13,1,24
human1_lib1.final_cell_0047,18,16,20,17,37,18,16,20,17,37,18,16,20,17,37,18,15,20,17,37,18,15,20,17,37,18,15,20,17,37,18,15,20,17,37,18,15,20,17,37,18,15,20,17,37,18,15,20,17,37,18,15,20,17,37,18,15,20,17,37,18,15,20,17,37,7,15,2,17,37,7,15,2,17,37,7,15,2,17,37,7,15,2,17,37,7,15,2,17,37,7,15,2,17,37,7,15,2,17,37,7,15,2,17,37
human1_lib1.final_cell_0048,19,12,13,17,17,19,12,13,17,17,19,12,13,17,17,19,12,13,17,17,19,12,13,17,17,19,12,13,17,17,19,12,13,17,17,19,12,13,17,17,19,12,13,17,17,19,12,13,17,17,19,12,13,17,17,19,12,13,17,17,19,12,13,17,17,19,12,13,17,17,19,12,13,17,17,19,12,13,17,17,19,12,13,17,17,19,12,13,17,17,19,12,13,17,17,19,12,13,17,1,19,12,13,17,1
human1_lib1.final_cell_0049,5,3,6,19,8,5,3,6,19,8,5,3,6,19,8,5,3,6,19,8,5,3,6,19,8,5,3,6,19,8,5,3,6,19,8,5,3,6,19,8,5,3,6,19,8,5,3,6,19,8,5,3,6,19,8,5,3,6,19,8,5,3,6,19,8,5,3,6,19,8,5,3,6,19,8,5,3,6,19,8,5,3,6,19,8,5,3,6,19,8,5,3,6,19,8,5,3,6,19,8,5,3,6,1,1
human1_lib1.final_cell_0050,38,1,3,17,25,38,1,3,17,25,38,1,3,17,25,38,1,3,17,25,38,1,3,17,25,38,1,3,17,25,38,1,3,17,25,38,1,3,17,25,38,1,3,17,25,38,1,3,17,25,38,1,3,17,25,38,1,3,17,25,38,1,3,17,25,38,1,3,17,25,38,1,3,17,25,38,1,3,17,25,38,1,3,17,25,38,1,3,17,25,38,1,3,17,25,38,1,3,17,25,38,1,3,17,25
human1_lib1.final_cell_0051,5,3,6,38,3,5,3,6,38,3,5,3,6,38,3,5,3,6,38,3,5,3,6,38,3,5,3,6,38,3,5,3,6,38,3,5,3,6,38,3,5,3,6,38,3,5,3,6,38,3,5,3,6,38,3,5,3,6,38,3,5,3,6,38,3,5,3,6,38,3,5,3,6,38,3,5,3,6,38,3,5,3,6,38,3,5,3,6,38,3,5,3,6,38,3,5,3,6,6,3,5,3,6,1,1
human1_lib1.final_cell_0052,38,6,3,38,23,38,6,3,38,23,38,6,3,38,23,38,6,3,38,23,38,6,3,38,23,38,6,3,38,23,38,6,3,38,23,38,6,3,38,23,38,6,3,38,23,38,6,3,38,23,38,6,3,38,23,38,6,3,38,23,38,6,3,38,23,38,6,3,38,23,38,6,3,38,23,38,6,3,38,23,38,6,3,38,23,38,6,3,38,23,38,6,3,38,23,38,6,3,6,23,38,6,3,1,23
human1_lib1.final_cell_0053,18,16,20,16,20,18,16,20,16,20,18,16,20,16,20,18,15,20,16,20,18,15,20,16,20,18,15,20,16,20,18,15,20,16,20,18,15,20,16,20,18,15,20,16,20,18,15,20,16,20,18,15,20,16,20,18,15,20,16,20,18,15,20,16,20,7,15,2,16,20,7,15,2,16,20,7,15,2,16,20,7,15,2,16,20,7,15,2,16,20,7,15,2,16,20,7,15,2,16,20,7,15,2,16,1
human1_lib1.final_cell_0054,38,1,3,11,36,38,1,3,11,36,38,1,3,11,36,38,1,3,11,36,38,1,3,11,36,38,1,3,11,36,38,1,3,11,36,38,1,3,11,36,38,1,3,11,36,38,1,3,11,36,38,1,3,11,36,38,1,3,11,36,38,1,3,11,36,38,1,3,11,36,38,1,3,11,36,38,1,3,11,36,38,1,3,11,36,38,1,3,11,36,38,1,3,11,36,38,1,3,11,36,38,1,3,1,36
human1_lib1.final_cell_0055,38,23,3,31,8,38,23,3,31,8,38,23,3,31,8,38,23,3,31,8,38,23,3,31,8,38,23,3,31,8,38,23,3,31,8,38,23,3,31,8,38,23,3,31,8,38,23,3,31,8,38,23,3,31,8,38,23,3,31,8,38,23,3,31,8,38,23,3,31,8,38,23,3,31,8,38,23,3,31,8,38,23,3,31,8,38,23,3,31,8,38,23,3,31,8,38,23,3,31,8,38,23,3,31,1
