cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,Garbage2-00,Garbage3-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,Garbage2-05,Garbage3-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,Garbage2-10,Garbage3-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,Garbage2-15,Garbage3-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,Garbage2-20,Garbage3-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,Garbage2-25,Garbage3-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,Garbage2-30,Garbage3-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,Garbage2-35,Garbage3-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,Garbage2-40,Garbage3-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,Garbage2-45,Garbage3-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,Garbage2-50,Garbage3-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,Garbage2-55,Garbage3-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,Garbage2-60,Garbage3-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,Garbage2-65,Garbage3-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,Garbage2-70,Garbage3-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,Garbage2-75,Garbage3-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,Garbage2-80,Garbage3-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,Garbage2-85,Garbage3-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,Garbage2-90,Garbage3-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,Garbage2-95,Garbage3-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100,Garbage2-100,Garbage3-100
HP1502401_A23,32,5,13,12,16,22,32,5,13,12,16,22,32,5,13,12,16,22,32,5,13,12,16,22,32,5,13,12,16,22,32,5,13,12,16,22,32,5,13,12,16,22,32,5,13,12,16,22,32,5,13,12,16,22,32,5,13,12,16,22,32,5,13,12,16,22,32,5,13,12,16,22,32,5,13,12,16,22,32,5,13,12,16,22,32,5,13,2,16,22,32,5,13,2,16,22,32,5,13,2,16,22,32,5,13,2,2,22,32,5,13,2,2,22,32,5,13,1,1,22,32,4,13,1,1,22
HP1502401_A24,17,20,7,11,15,17,17,20,7,11,15,17,17,20,7,11,15,17,17,20,7,11,15,17,17,20,7,11,15,17,17,20,7,11,15,17,17,20,7,11,15,17,17,20,7,11,15,17,17,20,7,11,15,17,17,20,7,11,15,17,17,20,7,11,15,17,17,20,7,11,15,17,17,20,7,11,15,17,17,20,7,11,15,17,17,20,7,2,15,17,17,20,7,2,15,9,17,20,7,2,15,5,17,20,7,2,15,5,17,20,7,2,15,5,17,20,7,1,15,5,17,20,7,1,15,3
HP1502401_A4,16,9,3,9,27,29,16,9,3,9,27,29,16,9,3,9,27,29,16,9,3,9,27,29,16,9,3,9,27,29,16,9,3,9,27,29,16,9,3,9,27,29,16,9,3,9,27,29,16,9,3,9,27,29,16,9,3,9,27,29,16,9,3,9,27,29,16,9,3,9,27,29,16,9,3,9,27,29,16,9,3,9,27,29,16,9,3,9,27,29,16,9,3,9,27,29,16,9,3,9,27,29,16,9,3,9,27,29,16,9,3,9,27,29,16,9,3,1,1,29,10,9,3,1,1,29
HP1502401_A6,28,6,11,30,14,31,28,6,11,30,14,31,28,6,11,30,14,31,28,6,11,30,14,31,28,6,11,30,14,31,28,6,11,30,14,31,28,6,11,30,14,31,28,6,11,30,14,31,28,6,11,30,14,31,28,6,11,30,14,31,28,6,11,30,14,31,28,6,11,30,14,31,28,6,11,30,14,31,2,6,11,30,14,31,2,6,11,30,14,31,2,6,11,2,14,31,2,6,11,2,14,31,2,6,11,2,14,31,2,6,11,2,14,5,2,6,11,1,14,5,2,6,11,1,1,3
HP1502401_A7,28,6,11,22,29,35,28,6,11,22,29,35,28,6,11,22,29,35,28,6,11,22,29,35,28,6,11,22,29,35,28,6,11,22,29,35,28,6,11,22,29,35,28,6,11,22,29,35,28,6,11,22,29,35,28,6,11,22,29,35,28,6,11,22,29,35,28,6,11,22,29,35,28,6,11,22,29,35,2,6,11,22,29,35,2,6,11,22,29,35,2,6,11,22,29,35,2,6,11,22,29,35,2,6,11,22,29,35,2,6,11,22,2,35,2,6,11,22,1,35,2,6,11,22,1,35
HP1502401_B1,28,6,11,15,22,17,28,6,11,15,22,17,28,6,11,15,22,17,28,6,11,15,22,17,28,6,11,15,22,17,28,6,11,15,22,17,28,6,11,15,22,17,28,6,11,15,22,17,28,6,11,15,22,17,28,6,11,15,22,17,28,6,11,15,22,17,28,6,11,15,22,17,28,6,11,15,22,17,2,6,11,15,22,17,2,6,11,15,22,17,2,6,11,2,22,9,2,6,11,2,22,5,2,6,11,2,22,5,2,6,11,2,2,5,2,6,11,1,1,5,2,6,11,1,1,3
HP1502401_B10,31,10,14,25,24,26,31,10,14,25,24,26,31,10,14,25,24,26,31,10,14,25,24,26,31,10,14,25,24,26,31,10,14,25,24,26,31,10,14,25,24,26,31,10,14,25,24,26,31,10,14,25,24,26,31,10,14,25,24,26,31,10,14,25,24,26,31,10,14,25,24,26,31,10,8,25,24,26,31,10,8,25,24,26,31,10,8,2,24,26,31,10,8,2,24,9,31,10,8,2,24,5,31,10,8,2,24,5,31,10,8,2,24,5,31,10,8,1,24,5,31,10,8,1,1,3
HP1502401_B11,13,3,6,22,22,27,13,2,6,22,22,27,13,2,6,22,22,27,13,2,6,22,22,27,13,2,6,22,22,27,13,2,6,22,22,27,13,2,6,22,22,27,13,2,6,22,22,27,13,2,6,22,22,27,13,2,6,22,22,27,13,2,6,22,22,27,13,2,6,22,22,27,13,2,6,22,22,27,13,2,6,22,22,27,13,2,6,22,22,27,13,2,6,22,22,27,13,2,6,22,22,27,13,2,6,22,22,27,12,2,6,22,2,5,12,2,6,22,1,5,12,2,6,22,1,3
HP1502401_B14,28,6,11,22,7,25,28,6,11,22,7,25,28,6,11,22,7,25,28,6,11,22,7,25,28,6,11,22,7,25,28,6,11,22,7,25,28,6,11,22,7,25,28,6,11,22,7,25,28,6,11,22,7,25,28,6,11,22,7,25,28,6,11,22,7,25,28,6,11,22,7,25,28,6,11,22,7,25,2,6,11,22,7,25,2,6,11,22,7,25,2,6,11,22,7,25,2,6,11,22,7,25,2,6,11,22,7,25,2,6,11,22,7,25,2,6,11,22,7,25,2,6,11,22,7,25
HP1502401_B15,13,3,6,4,13,19,13,2,6,4,13,19,13,2,6,4,13,19,13,2,6,4,13,19,13,2,6,4,13,19,13,2,6,4,13,19,13,2,6,4,13,19,13,2,6,4,13,19,13,2,6,4,13,19,13,2,6,4,13,19,13,2,6,4,13,19,13,2,6,4,13,19,13,2,6,4,13,19,13,2,6,4,13,19,13,2,6,4,13,19,13,2,6,4,13,19,13,2,6,4,13,19,13,2,6,4,13,19,12,2,6,4,13,19,12,2,6,4,13,19,12,2,6,4,1,19
HP1502401_B16,16,4,1,33,31,35,16,4,1,33,31,35,16,4,1,33,31,35,16,4,1,33,31,35,16,4,1,33,31,35,16,4,1,33,31,35,16,4,1,33,31,35,16,4,1,33,31,35,16,4,1,33,31,35,16,4,1,33,31,35,16,4,1,33,31,35,16,4,1,33,31,35,16,4,1,33,31,35,16,4,1,33,31,35,16,4,1,33,31,35,16,4,1,33,31,35,16,4,1,33,31,35,16,4,1,33,31,35,16,4,1,33,31,35,16,4,1,33,31,35,10,4,1,33,31,35
HP1502401_B17,19,8,14,17,28,27,19,8,14,17,28,27,19,8,14,17,28,27,19,8,14,17,28,27,19,8,14,17,28,27,19,8,14,17,28,27,19,8,14,17,28,27,19,8,14,17,28,27,19,8,14,17,28,27,19,8,14,17,28,27,19,8,14,17,28,27,19,8,14,17,28,27,19,8,8,17,28,27,19,8,8,17,28,27,19,8,8,17,28,27,19,8,8,17,28,27,19,8,8,17,28,27,19,8,8,17,28,27,19,8,8,17,28,5,19,8,8,1,1,5,19,8,8,1,1,3
HP1502401_B18,13,2,6,18,10,10,13,2,6,18,10,10,13,2,6,18,10,10,13,2,6,18,10,10,13,2,6,18,10,10,13,2,6,18,10,10,13,2,6,18,10,10,13,2,6,18,10,10,13,2,6,18,10,10,13,2,6,18,10,10,13,2,6,18,10,10,13,2,6,18,10,10,13,2,6,18,10,10,13,2,6,18,10,10,13,2,6,18,10,10,13,2,6,18,10,10,13,2,6,18,10,10,13,2,6,18,10,10,12,2,6,18,10,10,12,2,6,18,1,10,12,2,6,18,1,10
HP1502401_B20,16,10,10,12,11,30,16,10,10,12,11,30,16,10,10,12,11,30,16,10,10,12,11,30,16,10,10,12,11,30,16,10,10,12,11,30,16,10,10,12,11,30,16,10,10,12,11,30,16,10,10,12,11,30,16,10,10,12,11,30,16,10,10,12,11,30,16,10,10,12,11,30,16,10,10,12,11,30,16,10,10,12,11,30,16,10,10,2,11,30,16,10,10,2,11,30,16,10,10,2,11,30,16,10,10,2,11,30,16,10,10,2,11,30,16,10,10,1,11,30,10,10,10,1,1,30
HP1502401_B21,28,6,11,10,1,10,28,6,11,10,1,10,28,6,11,10,1,10,28,6,11,10,1,10,28,6,11,10,1,10,28,6,11,10,1,10,28,6,11,10,1,10,28,6,11,10,1,10,28,6,11,10,1,10,28,6,11,10,1,10,28,6,11,10,1,10,28,6,11,10,1,10,28,6,11,10,1,10,2,6,11,10,1,10,2,6,11,10,1,10,2,6,11,10,1,10,2,6,11,10,1,10,2,6,11,10,1,10,2,6,11,10,1,10,2,6,11,10,1,10,2,6,11,10,1,10
HP1502401_B22,32,6,13,4,9,20,32,6,13,4,9,20,32,6,13,4,9,20,32,6,13,4,9,20,32,6,13,4,9,20,32,6,13,4,9,20,32,6,13,4,9,20,32,6,13,4,9,20,32,6,13,4,9,20,32,6,13,4,9,20,32,6,13,4,9,20,32,6,13,4,9,20,32,6,13,4,9,20,32,6,13,4,9,20,32,6,13,4,9,20,32,6,13,4,9,20,32,6,13,4,9,20,32,6,13,4,9,20,32,6,13,4,2,20,32,6,13,4,1,20,32,6,13,4,1,20
HP1502401_B23,28,6,11,6,24,29,28,6,11,6,24,29,28,6,11,6,24,29,28,6,11,6,24,29,28,6,11,6,24,29,28,6,11,6,24,29,28,6,11,6,24,29,28,6,11,6,24,29,28,6,11,6,24,29,28,6,11,6,24,29,28,6,11,6,24,29,28,6,11,6,24,29,28,6,11,6,24,29,2,6,11,6,24,29,2,6,11,6,24,29,2,6,11,6,24,29,2,6,11,6,24,29,2,6,11,6,24,29,2,6,11,6,24,29,2,6,11,6,24,29,2,6,11,1,1,29
HP1502401_B24,28,6,11,29,33,26,28,6,11,29,33,26,28,6,11,29,33,26,28,6,11,29,33,26,28,6,11,29,33,26,28,6,11,29,33,26,28,6,11,29,33,26,28,6,11,29,33,26,28,6,11,29,33,26,28,6,11,29,33,26,28,6,11,29,33,26,28,6,11,29,33,26,28,6,11,29,33,26,2,6,11,29,33,26,2,6,11,29,33,26,2,6,11,29,33,9,2,6,11,2,2,5,2,6,11,2,2,5,2,6,11,2,2,5,2,6,11,1,1,5,2,6,11,1,1,3
HP1502401_B5,16,17,1,32,11,3,16,17,1,32,11,3,16,17,1,32,11,3,16,17,1,32,11,3,16,17,1,32,11,3,16,17,1,32,11,3,16,17,1,32,11,3,16,17,1,32,11,3,16,17,1,32,11,3,16,17,1,32,11,3,16,17,1,32,11,3,16,17,1,32,11,3,16,17,1,32,11,3,16,17,1,32,11,3,16,17,1,32,11,3,16,17,1,32,11,3,16,17,1,32,11,3,16,17,1,2,11,3,16,17,1,2,11,3,16,17,1,1,11,3,10,17,1,1,1,3
HP1502401_B7,28,6,11,30,24,22,28,6,11,30,24,22,28,6,11,30,24,22,28,6,11,30,24,22,28,6,11,30,24,22,28,6,11,30,24,22,28,6,11,30,24,22,28,6,11,30,24,22,28,6,11,30,24,22,28,6,11,30,24,22,28,6,11,30,24,22,28,6,11,30,24,22,28,6,11,30,24,22,2,6,11,30,24,22,2,6,11,30,24,22,2,6,11,2,24,22,2,6,11,2,24,22,2,6,11,2,24,22,2,6,11,2,24,22,2,6,11,1,24,22,2,6,11,1,1,22
HP1502401_B8,17,20,7,31,25,34,17,20,7,31,25,34,17,20,7,31,25,34,17,20,7,31,25,34,17,20,7,31,25,34,17,20,7,31,25,34,17,20,7,31,25,34,17,20,7,31,25,34,17,20,7,31,25,34,17,20,7,31,25,34,17,20,7,31,25,34,17,20,7,31,25,34,17,20,7,31,25,34,17,20,7,31,25,34,17,20,7,31,25,34,17,20,7,31,25,9,17,20,7,31,25,5,17,20,7,31,25,5,17,20,7,31,2,5,17,20,7,31,1,5,17,20,7,1,1,3
HP1502401_C1,19,8,14,18,23,4,19,8,14,18,23,4,19,8,14,18,23,4,19,8,14,18,23,4,19,8,14,18,23,4,19,8,14,18,23,4,19,8,14,18,23,4,19,8,14,18,23,4,19,8,14,18,23,4,19,8,14,18,23,4,19,8,14,18,23,4,19,8,14,18,23,4,19,8,8,18,23,4,19,8,8,18,23,4,19,8,8,18,23,4,19,8,8,18,23,4,19,8,8,18,23,4,19,8,8,18,2,4,19,8,8,18,2,4,19,8,8,18,1,4,19,8,8,18,1,3
HP1502401_C10,28,6,11,28,20,19,28,6,11,28,20,19,28,6,11,28,20,19,28,6,11,28,20,19,28,6,11,28,20,19,28,6,11,28,20,19,28,6,11,28,20,19,28,6,11,28,20,19,28,6,11,28,20,19,28,6,11,28,20,19,28,6,11,28,20,19,28,6,11,28,20,19,28,6,11,28,20,19,2,6,11,28,20,19,2,6,11,28,20,19,2,6,11,28,20,19,2,6,11,28,20,19,2,6,11,28,20,19,2,6,11,2,20,19,2,6,11,1,20,19,2,6,11,1,20,19
HP1502401_C12,9,1,2,32,4,27,9,1,2,32,4,27,9,1,2,32,4,27,9,1,2,32,4,27,9,1,2,32,4,27,9,1,2,32,4,27,9,1,2,32,4,27,9,1,2,32,4,27,9,1,2,32,4,27,9,1,2,32,4,27,9,1,2,32,4,27,9,1,2,32,4,27,9,1,2,32,4,27,9,1,2,32,4,27,9,1,2,32,4,27,9,1,2,32,4,27,9,1,2,32,2,27,9,1,2,2,2,27,9,1,2,2,2,5,9,1,2,1,1,5,9,1,2,1,1,3
HP1502401_C14,16,4,1,30,6,2,16,4,1,30,6,2,16,4,1,30,6,2,16,4,1,30,6,2,16,4,1,30,6,2,16,4,1,30,6,2,16,4,1,30,6,2,16,4,1,30,6,2,16,4,1,30,6,2,16,4,1,30,6,2,16,4,1,30,6,2,16,4,1,30,6,2,16,4,1,30,6,2,16,4,1,30,6,2,16,4,1,30,6,2,16,4,1,2,6,2,16,4,1,2,6,2,16,4,1,2,6,2,16,4,1,2,6,2,16,4,1,1,6,2,10,4,1,1,6,2
HP1502401_C16,16,17,1,6,14,15,16,17,1,6,14,15,16,17,1,6,14,15,16,17,1,6,14,15,16,17,1,6,14,15,16,17,1,6,14,15,16,17,1,6,14,15,16,17,1,6,14,15,16,17,1,6,14,15,16,17,1,6,14,15,16,17,1,6,14,15,16,17,1,6,14,15,16,17,1,6,14,15,16,17,1,6,14,15,16,17,1,6,14,15,16,17,1,6,14,15,16,17,1,6,14,15,16,17,1,6,14,15,16,17,1,6,14,15,16,17,1,6,14,5,10,17,1,1,1,3
HP1502401_C18,28,6,11,33,8,12,28,6,11,33,8,12,28,6,11,33,8,12,28,6,11,33,8,12,28,6,11,33,8,12,28,6,11,33,8,12,28,6,11,33,8,12,28,6,11,33,8,12,28,6,11,33,8,12,28,6,11,33,8,12,28,6,11,33,8,12,28,6,11,33,8,12,28,6,11,33,8,12,2,6,11,33,8,12,2,6,11,33,8,12,2,6,11,33,8,9,2,6,11,33,8,5,2,6,11,33,8,5,2,6,11,33,8,5,2,6,11,33,8,5,2,6,11,33,1,3
HP1502401_C2,32,5,13,34,33,1,32,5,13,34,33,1,32,5,13,34,33,1,32,5,13,34,33,1,32,5,13,34,33,1,32,5,13,34,33,1,32,5,13,34,33,1,32,5,13,34,33,1,32,5,13,34,33,1,32,5,13,34,33,1,32,5,13,34,33,1,32,5,13,34,33,1,32,5,13,34,33,1,32,5,13,34,33,1,32,5,13,2,33,1,32,5,13,2,33,1,32,5,13,2,2,1,32,5,13,2,2,1,32,5,13,2,2,1,32,5,13,1,1,1,32,4,13,1,1,1
HP1502401_C20,17,20,7,14,27,23,17,20,7,14,27,23,17,20,7,14,27,23,17,20,7,14,27,23,17,20,7,14,27,23,17,20,7,14,27,23,17,20,7,14,27,23,17,20,7,14,27,23,17,20,7,14,27,23,17,20,7,14,27,23,17,20,7,14,27,23,17,20,7,14,27,23,17,20,7,14,27,23,17,20,7,14,27,23,17,20,7,14,27,23,17,20,7,14,27,23,17,20,7,14,27,23,17,20,7,14,27,23,17,20,7,14,27,23,17,20,7,14,1,23,17,20,7,14,1,23
HP1502401_C21,28,6,11,22,31,10,28,6,11,22,31,10,28,6,11,22,31,10,28,6,11,22,31,10,28,6,11,22,31,10,28,6,11,22,31,10,28,6,11,22,31,10,28,6,11,22,31,10,28,6,11,22,31,10,28,6,11,22,31,10,28,6,11,22,31,10,28,6,11,22,31,10,28,6,11,22,31,10,2,6,11,22,31,10,2,6,11,22,31,10,2,6,11,22,31,10,2,6,11,22,31,10,2,6,11,22,31,10,2,6,11,22,31,10,2,6,11,22,31,10,2,6,11,22,31,10
HP1502401_C22,32,5,13,29,17,21,32,5,13,29,17,21,32,5,13,29,17,21,32,5,13,29,17,21,32,5,13,29,17,21,32,5,13,29,17,21,32,5,13,29,17,21,32,5,13,29,17,21,32,5,13,29,17,21,32,5,13,29,17,21,32,5,13,29,17,21,32,5,13,29,17,21,32,5,13,29,17,21,32,5,13,29,17,21,32,5,13,29,17,21,32,5,13,29,17,21,32,5,13,2,17,5,32,5,13,2,17,5,32,5,13,2,17,5,32,5,13,1,17,5,32,4,13,1,17,3
HP1502401_C4,16,11,1,10,3,10,16,11,1,10,3,10,16,11,1,10,3,10,16,11,1,10,3,10,16,11,1,10,3,10,16,11,1,10,3,10,16,11,1,10,3,10,16,11,1,10,3,10,16,11,1,10,3,10,16,11,1,10,3,10,16,11,1,10,3,10,16,11,1,10,3,10,16,11,1,10,3,10,16,11,1,10,3,10,16,11,1,10,3,10,16,11,1,10,3,10,16,11,1,10,3,10,16,11,1,10,3,10,16,11,1,10,3,10,16,11,1,10,3,10,10,11,1,10,1,10
HP1502401_C5,17,20,7,25,13,28,17,20,7,25,13,28,17,20,7,25,13,28,17,20,7,25,13,28,17,20,7,25,13,28,17,20,7,25,13,28,17,20,7,25,13,28,17,20,7,25,13,28,17,20,7,25,13,28,17,20,7,25,13,28,17,20,7,25,13,28,17,20,7,25,13,28,17,20,7,25,13,28,17,20,7,25,13,28,17,20,7,2,13,28,17,20,7,2,13,9,17,20,7,2,13,5,17,20,7,2,13,5,17,20,7,2,13,5,17,20,7,1,13,5,17,20,7,1,1,3
HP1502401_C6,28,6,11,11,11,22,28,6,11,11,11,22,28,6,11,11,11,22,28,6,11,11,11,22,28,6,11,11,11,22,28,6,11,11,11,22,28,6,11,11,11,22,28,6,11,11,11,22,28,6,11,11,11,22,28,6,11,11,11,22,28,6,11,11,11,22,28,6,11,11,11,22,28,6,11,11,11,22,2,6,11,11,11,22,2,6,11,2,11,22,2,6,11,2,11,22,2,6,11,2,11,22,2,6,11,2,11,22,2,6,11,2,11,22,2,6,11,1,11,22,2,6,11,1,1,22
HP1502401_C7,28,6,11,20,2,17,28,6,11,20,2,17,28,6,11,20,2,17,28,6,11,20,2,17,28,6,11,20,2,17,28,6,11,20,2,17,28,6,11,20,2,17,28,6,11,20,2,17,28,6,11,20,2,17,28,6,11,20,2,17,28,6,11,20,2,17,28,6,11,20,2,17,28,6,11,20,2,17,2,6,11,20,2,17,2,6,11,20,2,17,2,6,11,20,2,9,2,6,11,2,2,5,2,6,11,2,2,5,2,6,11,2,2,5,2,6,11,1,1,5,2,6,11,1,1,3
HP1502401_C8,17,20,7,13,35,25,17,20,7,13,35,25,17,20,7,13,35,25,17,20,7,13,35,25,17,20,7,13,35,25,17,20,7,13,35,25,17,20,7,13,35,25,17,20,7,13,35,25,17,20,7,13,35,25,17,20,7,13,35,25,17,20,7,13,35,25,17,20,7,13,35,25,17,20,7,13,35,25,17,20,7,13,35,25,17,20,7,13,35,25,17,20,7,13,35,25,17,20,7,13,35,25,17,20,7,13,35,25,17,20,7,13,35,25,17,20,7,13,1,25,17,20,7,13,1,25
