cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,Garbage2-00,Garbage3-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,Garbage2-05,Garbage3-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,Garbage2-10,Garbage3-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,Garbage2-15,Garbage3-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,Garbage2-20,Garbage3-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,Garbage2-25,Garbage3-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,Garbage2-30,Garbage3-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,Garbage2-35,Garbage3-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,Garbage2-40,Garbage3-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,Garbage2-45,Garbage3-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,Garbage2-50,Garbage3-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,Garbage2-55,Garbage3-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,Garbage2-60,Garbage3-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,Garbage2-65,Garbage3-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,Garbage2-70,Garbage3-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,Garbage2-75,Garbage3-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,Garbage2-80,Garbage3-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,Garbage2-85,Garbage3-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,Garbage2-90,Garbage3-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,Garbage2-95,Garbage3-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100,Garbage2-100,Garbage3-100
HP1502401_A23,32,5,13,13,13,1,32,5,13,13,13,1,32,5,13,13,13,1,32,5,13,13,13,1,32,5,13,13,13,1,32,5,13,13,13,1,32,5,13,13,13,1,32,5,13,13,13,1,32,5,13,13,13,1,32,5,13,13,13,1,32,5,13,13,13,1,32,5,13,13,13,1,32,5,13,13,13,1,32,5,13,13,13,1,32,5,13,13,13,1,32,5,13,13,13,1,32,5,13,13,13,1,32,5,13,13,13,1,32,5,13,13,13,1,32,5,13,13,13,1,32,5,13,13,13,1
HP1502401_A24,17,20,7,22,26,10,17,20,7,22,26,10,17,20,7,22,26,10,17,20,7,22,26,10,17,20,7,22,26,10,17,20,7,22,26,10,17,20,7,22,26,10,17,20,7,22,26,10,17,20,7,22,26,10,17,20,7,22,26,10,17,20,7,22,26,10,17,20,7,22,26,10,17,20,7,22,26,10,17,20,7,22,26,10,17,20,7,22,26,10,17,20,7,22,26,10,17,20,7,22,26,10,17,20,7,22,26,10,17,20,7,22,26,10,17,20,7,22,26,10,17,20,7,4,1,10
HP1502401_A4,16,9,3,12,18,9,16,9,3,12,18,9,16,9,3,12,18,9,16,9,3,12,18,9,16,9,3,12,18,9,16,9,3,12,18,9,16,9,3,12,18,9,16,9,3,12,18,9,16,9,3,12,18,9,16,9,3,12,18,9,16,9,3,12,18,9,16,9,3,12,18,9,16,9,3,12,18,9,10,9,3,12,18,9,10,9,3,12,18,9,10,9,3,12,18,9,10,9,3,12,18,9,10,9,3,12,18,9,10,9,3,12,18,4,10,9,3,12,18,4,10,9,3,12,18,4
HP1502401_A6,28,6,11,7,1,9,28,6,11,7,1,9,28,6,11,7,1,9,28,6,11,7,1,9,28,6,11,7,1,9,28,6,11,7,1,9,28,6,11,7,1,9,28,6,11,7,1,9,28,6,11,7,1,9,28,6,11,7,1,9,28,6,11,7,1,9,28,6,11,7,1,9,28,6,11,7,1,9,2,6,11,7,1,9,2,6,11,7,1,9,2,6,11,7,1,9,2,6,11,7,1,9,2,6,11,7,1,9,2,6,11,7,1,4,2,6,11,7,1,4,2,6,11,7,1,4
HP1502401_A7,28,6,11,28,4,15,28,6,11,28,4,15,28,6,11,28,4,15,28,6,11,28,4,15,28,6,11,28,4,15,28,6,11,28,4,15,28,6,11,28,4,15,28,6,11,28,4,15,28,6,11,28,4,15,28,6,11,28,4,15,28,6,11,28,4,15,28,6,11,28,4,15,28,6,11,28,4,15,2,6,11,28,4,15,2,6,11,28,4,15,2,6,11,28,4,15,2,6,11,28,4,15,2,6,11,28,4,15,2,6,11,28,4,15,2,6,11,28,4,15,2,6,11,28,4,15
HP1502401_B1,28,6,11,29,3,29,28,6,11,29,3,29,28,6,11,29,3,29,28,6,11,29,3,29,28,6,11,29,3,29,28,6,11,29,3,29,28,6,11,29,3,29,28,6,11,29,3,29,28,6,11,29,3,29,28,6,11,29,3,29,28,6,11,29,3,29,28,6,11,29,3,29,28,6,11,29,3,29,2,6,11,29,3,29,2,6,11,29,3,29,2,6,11,29,3,29,2,6,11,29,3,29,2,6,11,29,3,29,2,6,11,29,3,29,2,6,11,29,3,29,2,6,11,29,3,29
HP1502401_B10,31,10,14,5,30,17,31,10,14,5,30,17,31,10,14,5,30,17,31,10,14,5,30,17,31,10,14,5,30,17,31,10,14,5,30,17,31,10,14,5,30,17,31,10,14,5,30,17,31,10,14,5,30,17,31,10,14,5,30,17,31,10,14,5,30,17,31,10,14,5,30,17,31,10,8,5,30,17,31,10,8,5,30,17,31,10,8,5,30,11,31,10,8,5,30,4,31,10,8,5,30,4,31,10,8,5,30,4,31,10,8,5,30,4,31,10,8,4,30,4,31,10,8,4,30,4
HP1502401_B11,13,3,6,4,27,11,13,2,6,4,27,11,13,2,6,4,27,11,13,2,6,4,27,11,13,2,6,4,27,11,13,2,6,4,27,11,13,2,6,4,27,11,13,2,6,4,27,11,13,2,6,4,27,11,13,2,6,4,27,11,13,2,6,4,27,11,13,2,6,4,27,11,13,2,6,4,27,11,12,2,6,4,27,11,12,2,6,4,27,11,12,2,6,4,27,4,12,2,6,4,27,4,12,2,6,4,27,4,12,2,6,4,27,4,12,2,6,4,27,4,12,2,6,4,27,4
HP1502401_B14,28,6,11,3,33,27,28,6,11,3,33,27,28,6,11,3,33,27,28,6,11,3,33,27,28,6,11,3,33,27,28,6,11,3,33,27,28,6,11,3,33,27,28,6,11,3,33,27,28,6,11,3,33,27,28,6,11,3,33,27,28,6,11,3,33,27,28,6,11,3,33,27,28,6,11,3,33,27,2,6,11,3,33,27,2,6,11,3,33,27,2,6,11,3,33,27,2,6,11,3,33,27,2,6,11,3,33,27,2,6,11,3,1,27,2,6,11,3,1,27,2,6,11,3,1,4
HP1502401_B15,13,3,6,11,24,33,13,2,6,11,24,33,13,2,6,11,24,33,13,2,6,11,24,33,13,2,6,11,24,33,13,2,6,11,24,33,13,2,6,11,24,33,13,2,6,11,24,33,13,2,6,11,24,33,13,2,6,11,24,33,13,2,6,11,24,33,13,2,6,11,24,33,13,2,6,11,24,33,12,2,6,11,24,33,12,2,6,5,24,33,12,2,6,5,24,33,12,2,6,5,24,33,12,2,6,5,24,33,12,2,6,5,24,33,12,2,6,4,24,33,12,2,6,4,1,4
HP1502401_B16,16,4,1,11,13,35,16,4,1,11,13,35,16,4,1,11,13,35,16,4,1,11,13,35,16,4,1,11,13,35,16,4,1,11,13,35,16,4,1,11,13,35,16,4,1,11,13,35,16,4,1,11,13,35,16,4,1,11,13,35,16,4,1,11,13,35,16,4,1,11,13,35,16,4,1,11,13,35,10,4,1,11,13,35,10,4,1,5,13,35,10,4,1,5,13,35,10,4,1,5,13,35,10,4,1,5,13,35,10,4,1,5,13,35,10,4,1,4,13,4,10,4,1,4,13,4
HP1502401_B17,19,8,14,15,9,3,19,8,14,15,9,3,19,8,14,15,9,3,19,8,14,15,9,3,19,8,14,15,9,3,19,8,14,15,9,3,19,8,14,15,9,3,19,8,14,15,9,3,19,8,14,15,9,3,19,8,14,15,9,3,19,8,14,15,9,3,19,8,14,15,9,3,19,8,8,15,9,3,19,8,8,15,9,3,19,8,8,15,9,3,19,8,8,15,9,3,19,8,8,15,9,3,19,8,8,15,9,3,19,8,8,15,1,3,19,8,8,4,1,3,19,8,8,4,1,3
HP1502401_B18,13,2,6,24,11,21,13,2,6,24,11,21,13,2,6,24,11,21,13,2,6,24,11,21,13,2,6,24,11,21,13,2,6,24,11,21,13,2,6,24,11,21,13,2,6,24,11,21,13,2,6,24,11,21,13,2,6,24,11,21,13,2,6,24,11,21,13,2,6,24,11,21,13,2,6,24,11,21,12,2,6,24,11,21,12,2,6,24,11,21,12,2,6,24,11,21,12,2,6,24,11,21,12,2,6,24,11,21,12,2,6,24,11,21,12,2,6,24,1,21,12,2,6,24,1,21
HP1502401_B20,16,10,10,28,31,20,16,10,10,28,31,20,16,10,10,28,31,20,16,10,10,28,31,20,16,10,10,28,31,20,16,10,10,28,31,20,16,10,10,28,31,20,16,10,10,28,31,20,16,10,10,28,31,20,16,10,10,28,31,20,16,10,10,28,31,20,16,10,10,28,31,20,16,10,10,28,31,20,10,10,10,28,31,20,10,10,10,28,31,11,10,10,10,28,31,4,10,10,10,28,31,4,10,10,10,28,31,4,10,10,10,28,31,4,10,10,10,28,1,4,10,10,10,28,1,4
HP1502401_B21,28,6,11,31,22,15,28,6,11,31,22,15,28,6,11,31,22,15,28,6,11,31,22,15,28,6,11,31,22,15,28,6,11,31,22,15,28,6,11,31,22,15,28,6,11,31,22,15,28,6,11,31,22,15,28,6,11,31,22,15,28,6,11,31,22,15,28,6,11,31,22,15,28,6,11,31,22,15,2,6,11,31,22,15,2,6,11,5,22,15,2,6,11,5,22,15,2,6,11,5,22,15,2,6,11,5,22,15,2,6,11,5,22,15,2,6,11,4,22,15,2,6,11,4,22,15
HP1502401_B22,32,6,13,32,16,33,32,6,13,32,16,33,32,6,13,32,16,33,32,6,13,32,16,33,32,6,13,32,16,33,32,6,13,32,16,33,32,6,13,32,16,33,32,6,13,32,16,33,32,6,13,32,16,33,32,6,13,32,16,33,32,6,13,32,16,33,32,6,13,32,16,33,32,6,13,32,16,33,32,6,13,32,16,33,32,6,13,5,16,33,32,6,13,5,16,33,32,6,13,5,16,33,32,6,13,5,16,33,32,6,13,5,16,33,32,6,13,4,1,33,32,6,13,4,1,4
HP1502401_B23,28,6,11,15,28,16,28,6,11,15,28,16,28,6,11,15,28,16,28,6,11,15,28,16,28,6,11,15,28,16,28,6,11,15,28,16,28,6,11,15,28,16,28,6,11,15,28,16,28,6,11,15,28,16,28,6,11,15,28,16,28,6,11,15,28,16,28,6,11,15,28,16,28,6,11,15,28,16,2,6,11,15,28,16,2,6,11,15,28,16,2,6,11,15,28,16,2,6,11,15,28,16,2,6,11,15,28,16,2,6,11,15,28,16,2,6,11,4,28,16,2,6,11,4,28,16
HP1502401_B24,28,6,11,5,7,33,28,6,11,5,7,33,28,6,11,5,7,33,28,6,11,5,7,33,28,6,11,5,7,33,28,6,11,5,7,33,28,6,11,5,7,33,28,6,11,5,7,33,28,6,11,5,7,33,28,6,11,5,7,33,28,6,11,5,7,33,28,6,11,5,7,33,28,6,11,5,7,33,2,6,11,5,7,33,2,6,11,5,7,33,2,6,11,5,7,33,2,6,11,5,7,33,2,6,11,5,7,33,2,6,11,5,7,33,2,6,11,4,7,33,2,6,11,4,7,4
HP1502401_B5,16,17,1,24,21,30,16,17,1,24,21,30,16,17,1,24,21,30,16,17,1,24,21,30,16,17,1,24,21,30,16,17,1,24,21,30,16,17,1,24,21,30,16,17,1,24,21,30,16,17,1,24,21,30,16,17,1,24,21,30,16,17,1,24,21,30,16,17,1,24,21,30,16,17,1,24,21,30,10,17,1,24,21,30,10,17,1,24,21,30,10,17,1,24,21,30,10,17,1,24,21,30,10,17,1,24,21,30,10,17,1,24,1,30,10,17,1,24,1,30,10,17,1,24,1,30
HP1502401_B7,28,6,11,15,21,10,28,6,11,15,21,10,28,6,11,15,21,10,28,6,11,15,21,10,28,6,11,15,21,10,28,6,11,15,21,10,28,6,11,15,21,10,28,6,11,15,21,10,28,6,11,15,21,10,28,6,11,15,21,10,28,6,11,15,21,10,28,6,11,15,21,10,28,6,11,15,21,10,2,6,11,15,21,10,2,6,11,15,21,10,2,6,11,15,21,10,2,6,11,15,21,10,2,6,11,15,21,10,2,6,11,15,1,10,2,6,11,4,1,10,2,6,11,4,1,10
HP1502401_B8,17,20,7,34,4,18,17,20,7,34,4,18,17,20,7,34,4,18,17,20,7,34,4,18,17,20,7,34,4,18,17,20,7,34,4,18,17,20,7,34,4,18,17,20,7,34,4,18,17,20,7,34,4,18,17,20,7,34,4,18,17,20,7,34,4,18,17,20,7,34,4,18,17,20,7,34,4,18,17,20,7,34,4,18,17,20,7,34,4,18,17,20,7,34,4,18,17,20,7,34,4,18,17,20,7,34,4,18,17,20,7,34,4,18,17,20,7,34,4,4,17,20,7,34,4,4
HP1502401_C1,19,8,14,35,11,22,19,8,14,35,11,22,19,8,14,35,11,22,19,8,14,35,11,22,19,8,14,35,11,22,19,8,14,35,11,22,19,8,14,35,11,22,19,8,14,35,11,22,19,8,14,35,11,22,19,8,14,35,11,22,19,8,14,35,11,22,19,8,14,35,11,22,19,8,8,35,11,22,19,8,8,35,11,22,19,8,8,35,11,11,19,8,8,5,11,4,19,8,8,5,11,4,19,8,8,5,11,4,19,8,8,5,11,4,19,8,8,4,1,4,19,8,8,4,1,4
HP1502401_C10,28,6,11,14,35,4,28,6,11,14,35,4,28,6,11,14,35,4,28,6,11,14,35,4,28,6,11,14,35,4,28,6,11,14,35,4,28,6,11,14,35,4,28,6,11,14,35,4,28,6,11,14,35,4,28,6,11,14,35,4,28,6,11,14,35,4,28,6,11,14,35,4,28,6,11,14,35,4,2,6,11,6,35,4,2,6,11,5,35,4,2,6,11,5,35,4,2,6,11,5,35,4,2,6,11,5,35,4,2,6,11,5,35,4,2,6,11,4,1,4,2,6,11,4,1,4
HP1502401_C12,9,1,2,32,31,4,9,1,2,32,31,4,9,1,2,32,31,4,9,1,2,32,31,4,9,1,2,32,31,4,9,1,2,32,31,4,9,1,2,32,31,4,9,1,2,32,31,4,9,1,2,32,31,4,9,1,2,32,31,4,9,1,2,32,31,4,9,1,2,32,31,4,9,1,2,32,31,4,9,1,2,32,31,4,9,1,2,5,31,4,9,1,2,5,31,4,4,1,2,5,31,4,4,1,2,5,31,4,4,1,2,5,31,4,4,1,2,4,1,4,4,1,2,4,1,4
HP1502401_C14,16,4,1,3,27,11,16,4,1,3,27,11,16,4,1,3,27,11,16,4,1,3,27,11,16,4,1,3,27,11,16,4,1,3,27,11,16,4,1,3,27,11,16,4,1,3,27,11,16,4,1,3,27,11,16,4,1,3,27,11,16,4,1,3,27,11,16,4,1,3,27,11,16,4,1,3,27,11,10,4,1,3,27,11,10,4,1,3,27,11,10,4,1,3,27,4,10,4,1,3,27,4,10,4,1,3,27,4,10,4,1,3,27,4,10,4,1,3,27,4,10,4,1,3,27,4
HP1502401_C16,16,17,1,6,3,34,16,17,1,6,3,34,16,17,1,6,3,34,16,17,1,6,3,34,16,17,1,6,3,34,16,17,1,6,3,34,16,17,1,6,3,34,16,17,1,6,3,34,16,17,1,6,3,34,16,17,1,6,3,34,16,17,1,6,3,34,16,17,1,6,3,34,16,17,1,6,3,34,10,17,1,6,3,34,10,17,1,5,3,34,10,17,1,5,3,34,10,17,1,5,3,34,10,17,1,5,3,34,10,17,1,5,3,34,10,17,1,4,3,34,10,17,1,4,3,34
HP1502401_C18,28,6,11,29,26,3,28,6,11,29,26,3,28,6,11,29,26,3,28,6,11,29,26,3,28,6,11,29,26,3,28,6,11,29,26,3,28,6,11,29,26,3,28,6,11,29,26,3,28,6,11,29,26,3,28,6,11,29,26,3,28,6,11,29,26,3,28,6,11,29,26,3,28,6,11,29,26,3,2,6,11,29,26,3,2,6,11,29,26,3,2,6,11,29,26,3,2,6,11,29,26,3,2,6,11,29,26,3,2,6,11,29,26,3,2,6,11,29,26,3,2,6,11,29,1,3
HP1502401_C2,32,5,13,14,23,16,32,5,13,14,23,16,32,5,13,14,23,16,32,5,13,14,23,16,32,5,13,14,23,16,32,5,13,14,23,16,32,5,13,14,23,16,32,5,13,14,23,16,32,5,13,14,23,16,32,5,13,14,23,16,32,5,13,14,23,16,32,5,13,14,23,16,32,5,13,14,23,16,32,5,13,6,23,16,32,5,13,5,23,16,32,5,13,5,23,16,32,5,13,5,23,16,32,5,13,5,23,16,32,5,13,5,23,16,32,5,13,4,1,16,32,5,13,4,1,16
HP1502401_C20,17,20,7,19,24,13,17,20,7,19,24,13,17,20,7,19,24,13,17,20,7,19,24,13,17,20,7,19,24,13,17,20,7,19,24,13,17,20,7,19,24,13,17,20,7,19,24,13,17,20,7,19,24,13,17,20,7,19,24,13,17,20,7,19,24,13,17,20,7,19,24,13,17,20,7,19,24,13,17,20,7,19,24,13,17,20,7,5,24,13,17,20,7,5,24,13,17,20,7,5,24,13,17,20,7,5,24,13,17,20,7,5,24,13,17,20,7,4,24,13,17,20,7,4,1,4
HP1502401_C21,28,6,11,23,8,21,28,6,11,23,8,21,28,6,11,23,8,21,28,6,11,23,8,21,28,6,11,23,8,21,28,6,11,23,8,21,28,6,11,23,8,21,28,6,11,23,8,21,28,6,11,23,8,21,28,6,11,23,8,21,28,6,11,23,8,21,28,6,11,23,8,21,28,6,11,23,8,21,2,6,11,23,8,21,2,6,11,23,8,21,2,6,11,23,8,21,2,6,11,23,8,21,2,6,11,23,8,21,2,6,11,23,1,21,2,6,11,23,1,21,2,6,11,23,1,21
HP1502401_C22,32,5,13,35,31,28,32,5,13,35,31,28,32,5,13,35,31,28,32,5,13,35,31,28,32,5,13,35,31,28,32,5,13,35,31,28,32,5,13,35,31,28,32,5,13,35,31,28,32,5,13,35,31,28,32,5,13,35,31,28,32,5,13,35,31,28,32,5,13,35,31,28,32,5,13,35,31,28,32,5,13,35,31,28,32,5,13,35,31,28,32,5,13,5,31,28,32,5,13,5,31,28,32,5,13,5,31,28,32,5,13,5,31,28,32,5,13,4,1,28,32,5,13,4,1,4
HP1502401_C4,16,11,1,4,12,7,16,11,1,4,12,7,16,11,1,4,12,7,16,11,1,4,12,7,16,11,1,4,12,7,16,11,1,4,12,7,16,11,1,4,12,7,16,11,1,4,12,7,16,11,1,4,12,7,16,11,1,4,12,7,16,11,1,4,12,7,16,11,1,4,12,7,16,11,1,4,12,7,10,11,1,4,12,7,10,11,1,4,12,7,10,11,1,4,12,7,10,11,1,4,12,7,10,11,1,4,12,7,10,11,1,4,12,7,10,11,1,4,12,7,10,11,1,4,1,7
HP1502401_C5,17,20,7,11,35,5,17,20,7,11,35,5,17,20,7,11,35,5,17,20,7,11,35,5,17,20,7,11,35,5,17,20,7,11,35,5,17,20,7,11,35,5,17,20,7,11,35,5,17,20,7,11,35,5,17,20,7,11,35,5,17,20,7,11,35,5,17,20,7,11,35,5,17,20,7,11,35,5,17,20,7,11,35,5,17,20,7,5,35,5,17,20,7,5,35,5,17,20,7,5,35,5,17,20,7,5,35,5,17,20,7,5,35,5,17,20,7,4,1,5,17,20,7,4,1,5
HP1502401_C6,28,6,11,6,32,27,28,6,11,6,32,27,28,6,11,6,32,27,28,6,11,6,32,27,28,6,11,6,32,27,28,6,11,6,32,27,28,6,11,6,32,27,28,6,11,6,32,27,28,6,11,6,32,27,28,6,11,6,32,27,28,6,11,6,32,27,28,6,11,6,32,27,28,6,11,6,32,27,2,6,11,6,32,27,2,6,11,5,32,27,2,6,11,5,32,27,2,6,11,5,32,27,2,6,11,5,32,27,2,6,11,5,32,27,2,6,11,4,32,27,2,6,11,4,1,4
HP1502401_C7,28,6,11,19,27,26,28,6,11,19,27,26,28,6,11,19,27,26,28,6,11,19,27,26,28,6,11,19,27,26,28,6,11,19,27,26,28,6,11,19,27,26,28,6,11,19,27,26,28,6,11,19,27,26,28,6,11,19,27,26,28,6,11,19,27,26,28,6,11,19,27,26,28,6,11,19,27,26,2,6,11,19,27,26,2,6,11,5,27,26,2,6,11,5,27,26,2,6,11,5,27,26,2,6,11,5,27,26,2,6,11,5,27,26,2,6,11,4,27,26,2,6,11,4,27,4
HP1502401_C8,17,20,7,9,28,25,17,20,7,9,28,25,17,20,7,9,28,25,17,20,7,9,28,25,17,20,7,9,28,25,17,20,7,9,28,25,17,20,7,9,28,25,17,20,7,9,28,25,17,20,7,9,28,25,17,20,7,9,28,25,17,20,7,9,28,25,17,20,7,9,28,25,17,20,7,9,28,25,17,20,7,9,28,25,17,20,7,9,28,25,17,20,7,5,28,25,17,20,7,5,28,25,17,20,7,5,28,4,17,20,7,5,28,4,17,20,7,4,28,4,17,20,7,4,28,4
