cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,Garbage2-00,Garbage3-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,Garbage2-05,Garbage3-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,Garbage2-10,Garbage3-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,Garbage2-15,Garbage3-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,Garbage2-20,Garbage3-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,Garbage2-25,Garbage3-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,Garbage2-30,Garbage3-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,Garbage2-35,Garbage3-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,Garbage2-40,Garbage3-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,Garbage2-45,Garbage3-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,Garbage2-50,Garbage3-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,Garbage2-55,Garbage3-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,Garbage2-60,Garbage3-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,Garbage2-65,Garbage3-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,Garbage2-70,Garbage3-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,Garbage2-75,Garbage3-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,Garbage2-80,Garbage3-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,Garbage2-85,Garbage3-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,Garbage2-90,Garbage3-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,Garbage2-95,Garbage3-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100,Garbage2-100,Garbage3-100
HP1502401_A23,18,5,22,7,24,5,18,5,22,7,24,5,18,5,22,7,24,5,18,5,22,7,24,5,18,5,22,7,24,5,18,5,22,7,24,5,18,5,22,7,24,5,18,5,22,7,24,5,18,5,22,7,24,5,18,5,22,7,24,5,18,5,22,7,24,5,18,5,22,7,24,5,18,5,22,7,24,5,18,5,22,7,24,5,18,5,22,7,24,5,18,5,22,7,24,5,18,5,22,7,24,5,18,5,22,7,24,5,18,5,22,7,24,5,18,5,22,7,24,2,18,5,22,1,1,2
HP1502401_A24,13,10,6,11,23,20,13,10,6,11,23,20,13,10,6,11,23,20,13,10,6,11,23,20,13,10,6,11,23,20,13,10,6,11,23,20,13,10,6,11,23,20,13,10,6,11,23,20,13,10,6,11,23,20,13,10,6,11,23,20,13,10,6,11,23,20,13,10,6,11,23,20,13,10,6,11,23,20,13,10,6,11,23,20,13,10,6,11,23,20,13,10,6,11,23,20,13,10,6,11,23,20,13,10,6,11,23,20,13,10,6,1,23,20,13,10,6,1,23,20,13,10,6,1,23,2
HP1502401_A4,7,14,3,10,25,6,7,14,3,10,25,6,7,14,3,10,25,6,7,14,3,10,25,6,7,14,3,10,25,6,7,14,3,10,25,6,7,14,3,10,25,6,7,14,3,10,25,6,7,14,3,10,25,6,7,14,3,10,25,6,7,14,3,10,25,6,7,14,3,10,25,6,7,14,3,10,25,6,7,14,3,10,25,6,7,14,3,10,25,6,7,14,3,10,25,6,7,14,3,10,25,6,7,14,3,10,25,6,7,14,3,10,25,2,7,14,3,10,25,2,7,14,3,1,25,2
HP1502401_A6,16,2,20,15,13,16,16,2,20,15,13,16,16,2,20,15,13,16,16,2,20,15,13,16,16,2,20,15,13,16,16,2,20,15,13,16,16,2,20,15,13,16,16,2,20,15,13,16,16,2,20,15,13,16,16,2,20,15,13,16,16,2,20,15,13,16,16,2,20,15,13,16,16,2,20,15,13,16,16,2,20,15,13,16,16,2,20,15,13,16,16,2,20,15,13,16,16,2,20,1,13,16,16,2,20,1,1,16,16,2,20,1,1,16,16,2,20,1,1,16,16,2,20,1,1,16
HP1502401_A7,16,2,19,10,24,15,16,2,19,10,24,15,16,2,19,10,24,15,16,2,19,10,24,15,16,2,19,10,24,15,16,2,19,10,24,15,16,2,19,10,24,15,16,2,19,10,24,15,16,2,19,10,24,15,16,2,19,10,24,15,16,2,19,10,24,15,16,2,19,10,24,15,16,2,19,10,24,15,16,2,19,10,24,15,16,2,19,10,24,15,16,2,19,10,24,15,16,2,19,10,24,15,16,2,19,10,24,15,16,2,19,10,24,15,16,2,19,10,24,2,16,2,19,1,1,2
HP1502401_B1,16,2,20,21,15,16,16,2,20,21,15,16,16,2,20,21,15,16,16,2,20,21,15,16,16,2,20,21,15,16,16,2,20,21,15,16,16,2,20,21,15,16,16,2,20,21,15,16,16,2,20,21,15,16,16,2,20,21,15,16,16,2,20,21,15,16,16,2,20,21,15,16,16,2,20,21,15,16,16,2,20,21,15,16,16,2,20,21,15,16,16,2,20,21,15,16,16,2,20,1,15,16,16,2,20,1,15,16,16,2,20,1,15,16,16,2,20,1,15,16,16,2,20,1,15,16
HP1502401_B10,7,22,27,24,8,18,7,22,27,24,8,18,7,22,27,24,8,18,7,22,27,24,8,18,7,22,27,24,8,18,7,22,27,24,8,18,7,22,27,24,8,18,7,22,27,24,8,18,7,22,27,24,8,18,7,22,27,24,8,18,7,22,27,24,8,18,7,22,27,24,8,18,7,22,27,24,8,18,7,22,27,24,8,18,7,22,27,24,8,18,7,22,27,24,8,18,7,22,27,24,8,18,7,22,27,24,1,18,7,22,27,24,1,18,7,22,27,24,1,18,7,22,27,24,1,18
HP1502401_B11,9,6,13,21,24,6,9,6,13,21,24,6,9,6,13,21,24,6,9,6,13,21,24,6,9,6,13,21,24,6,9,6,13,21,24,6,9,6,13,21,24,6,9,6,13,21,24,6,9,6,13,21,24,6,9,6,13,21,24,6,9,6,13,21,24,6,9,3,13,21,24,6,9,3,13,21,24,6,9,3,13,21,24,6,9,3,13,21,24,6,9,3,13,21,24,6,9,3,13,1,24,6,9,3,13,1,24,6,9,3,13,1,24,2,9,3,13,1,24,2,9,3,13,1,1,2
HP1502401_B14,16,2,20,24,6,21,16,2,20,24,6,21,16,2,20,24,6,21,16,2,20,24,6,21,16,2,20,24,6,21,16,2,20,24,6,21,16,2,20,24,6,21,16,2,20,24,6,21,16,2,20,24,6,21,16,2,20,24,6,21,16,2,20,24,6,21,16,2,20,24,6,21,16,2,20,24,6,21,16,2,20,24,6,21,16,2,20,24,6,21,16,2,20,24,6,21,16,2,20,24,6,21,16,2,20,24,6,21,16,2,20,24,6,2,16,2,20,24,1,2,16,2,20,24,1,2
HP1502401_B15,9,6,13,12,25,2,9,6,13,12,25,2,9,6,13,12,25,2,9,6,13,12,25,2,9,6,13,12,25,2,9,6,13,12,25,2,9,6,13,12,25,2,9,6,13,12,25,2,9,6,13,12,25,2,9,6,13,12,25,2,9,6,13,12,25,2,9,3,13,12,25,2,9,3,13,12,25,2,9,3,13,12,25,2,9,3,13,12,25,2,9,3,13,12,25,2,9,3,13,12,25,2,9,3,13,12,25,2,9,3,13,12,25,2,9,3,13,12,25,2,9,3,13,1,25,2
HP1502401_B16,7,5,3,4,23,16,7,5,3,4,23,16,7,5,3,4,23,16,7,5,3,4,23,16,7,5,3,4,23,16,7,5,3,4,23,16,7,5,3,4,23,16,7,5,3,4,23,16,7,5,3,4,23,16,7,5,3,4,23,16,7,5,3,4,23,16,7,5,3,4,23,16,7,5,3,4,23,16,7,5,3,4,23,16,7,5,3,4,23,16,7,5,3,4,23,16,7,5,3,4,23,16,7,5,3,4,23,16,7,5,3,4,23,16,7,5,3,4,23,16,7,5,3,4,23,16
HP1502401_B17,12,8,18,16,15,2,12,8,18,16,15,2,12,8,18,16,15,2,12,8,18,16,15,2,12,8,18,16,15,2,12,8,18,16,15,2,12,8,18,16,15,2,12,8,18,16,15,2,12,8,18,16,15,2,12,8,18,16,15,2,12,8,18,16,15,2,12,8,18,16,15,2,12,8,18,16,15,2,12,8,18,16,15,2,11,8,4,16,15,2,11,8,4,16,15,2,11,8,4,1,15,2,11,8,4,1,15,2,11,8,4,1,15,2,11,8,4,1,15,2,3,8,4,1,15,2
HP1502401_B18,9,3,13,2,5,23,9,3,13,2,5,23,9,3,13,2,5,23,9,3,13,2,5,23,9,3,13,2,5,23,9,3,13,2,5,23,9,3,13,2,5,23,9,3,13,2,5,23,9,3,13,2,5,23,9,3,13,2,5,23,9,3,13,2,5,23,9,3,13,2,5,23,9,3,13,2,5,23,9,3,13,2,5,23,9,3,13,2,5,23,9,3,13,2,5,23,9,3,13,2,5,23,9,3,13,2,5,23,9,3,13,2,5,2,9,3,13,2,5,2,9,3,13,1,5,2
HP1502401_B20,7,22,3,5,2,15,7,22,3,5,2,15,7,22,3,5,2,15,7,22,3,5,2,15,7,22,3,5,2,15,7,22,3,5,2,15,7,22,3,5,2,15,7,22,3,5,2,15,7,22,3,5,2,15,7,22,3,5,2,15,7,22,3,5,2,15,7,22,3,5,2,15,7,22,3,5,2,15,7,22,3,5,2,15,7,22,3,5,2,15,7,22,3,5,2,15,7,22,3,5,2,15,7,22,3,5,2,15,7,22,3,5,2,15,7,22,3,5,2,2,7,22,3,5,2,2
HP1502401_B21,16,2,20,2,6,7,16,2,20,2,6,7,16,2,20,2,6,7,16,2,20,2,6,7,16,2,20,2,6,7,16,2,20,2,6,7,16,2,20,2,6,7,16,2,20,2,6,7,16,2,20,2,6,7,16,2,20,2,6,7,16,2,20,2,6,7,16,2,20,2,6,7,16,2,20,2,6,7,16,2,20,2,6,7,16,2,20,2,6,7,16,2,20,2,6,7,16,2,20,2,6,7,16,2,20,2,6,7,16,2,20,2,6,2,16,2,20,2,1,2,16,2,20,1,1,2
HP1502401_B22,18,2,22,1,3,16,18,2,22,1,3,16,18,2,22,1,3,16,18,2,22,1,3,16,18,2,22,1,3,16,18,2,22,1,3,16,18,2,22,1,3,16,18,2,22,1,3,16,18,2,22,1,3,16,18,2,22,1,3,16,18,2,22,1,3,16,18,2,22,1,3,16,18,2,22,1,3,16,18,2,22,1,3,16,18,2,22,1,3,16,18,2,22,1,3,16,18,2,22,1,3,16,18,2,22,1,3,16,18,2,22,1,3,16,18,2,22,1,3,16,18,2,22,1,3,16
HP1502401_B23,16,2,20,18,15,19,16,2,20,18,15,19,16,2,20,18,15,19,16,2,20,18,15,19,16,2,20,18,15,19,16,2,20,18,15,19,16,2,20,18,15,19,16,2,20,18,15,19,16,2,20,18,15,19,16,2,20,18,15,19,16,2,20,18,15,19,16,2,20,18,15,19,16,2,20,18,15,19,16,2,20,18,15,19,16,2,20,18,15,19,16,2,20,18,15,19,16,2,20,18,15,19,16,2,20,18,15,19,16,2,20,1,15,19,16,2,20,1,15,19,16,2,20,1,15,2
HP1502401_B24,16,2,20,23,20,3,16,2,20,23,20,3,16,2,20,23,20,3,16,2,20,23,20,3,16,2,20,23,20,3,16,2,20,23,20,3,16,2,20,23,20,3,16,2,20,23,20,3,16,2,20,23,20,3,16,2,20,23,20,3,16,2,20,23,20,3,16,2,20,23,20,3,16,2,20,23,20,3,16,2,20,23,20,3,16,2,20,23,20,3,16,2,20,23,20,3,16,2,20,1,20,3,16,2,20,1,20,3,16,2,20,1,20,3,16,2,20,1,20,3,16,2,20,1,20,3
HP1502401_B5,7,16,3,16,3,4,7,16,3,16,3,4,7,16,3,16,3,4,7,16,3,16,3,4,7,16,3,16,3,4,7,16,3,16,3,4,7,16,3,16,3,4,7,16,3,16,3,4,7,16,3,16,3,4,7,16,3,16,3,4,7,16,3,16,3,4,7,16,3,16,3,4,7,16,3,16,3,4,7,16,3,16,3,4,7,16,3,16,3,4,7,16,3,16,3,4,7,16,3,1,3,4,7,16,3,1,3,4,7,16,3,1,3,4,7,16,3,1,3,4,7,16,3,1,3,4
HP1502401_B7,16,2,20,23,3,6,16,2,20,23,3,6,16,2,20,23,3,6,16,2,20,23,3,6,16,2,20,23,3,6,16,2,20,23,3,6,16,2,20,23,3,6,16,2,20,23,3,6,16,2,20,23,3,6,16,2,20,23,3,6,16,2,20,23,3,6,16,2,20,23,3,6,16,2,20,23,3,6,16,2,20,23,3,6,16,2,20,23,3,6,16,2,20,23,3,6,16,2,20,1,3,6,16,2,20,1,3,6,16,2,20,1,3,2,16,2,20,1,3,2,16,2,20,1,3,2
HP1502401_B8,13,10,6,18,12,13,13,10,6,18,12,13,13,10,6,18,12,13,13,10,6,18,12,13,13,10,6,18,12,13,13,10,6,18,12,13,13,10,6,18,12,13,13,10,6,18,12,13,13,10,6,18,12,13,13,10,6,18,12,13,13,10,6,18,12,13,13,10,6,18,12,13,13,10,6,18,12,13,13,10,6,18,12,13,13,10,6,18,12,13,13,10,6,18,12,13,13,10,6,18,12,13,13,10,6,18,12,13,13,10,6,1,12,13,13,10,6,1,1,13,13,10,6,1,1,13
HP1502401_C1,12,8,18,18,16,20,12,8,18,18,16,20,12,8,18,18,16,20,12,8,18,18,16,20,12,8,18,18,16,20,12,8,18,18,16,20,12,8,18,18,16,20,12,8,18,18,16,20,12,8,18,18,16,20,12,8,18,18,16,20,12,8,18,18,16,20,12,8,18,18,16,20,12,8,18,18,16,20,12,8,18,18,16,20,11,8,4,18,16,20,11,8,4,18,16,20,11,8,4,18,16,20,11,8,4,18,16,20,11,8,4,1,16,20,11,8,4,1,16,20,3,8,4,1,1,2
HP1502401_C10,16,2,20,15,8,19,16,2,20,15,8,19,16,2,20,15,8,19,16,2,20,15,8,19,16,2,20,15,8,19,16,2,20,15,8,19,16,2,20,15,8,19,16,2,20,15,8,19,16,2,20,15,8,19,16,2,20,15,8,19,16,2,20,15,8,19,16,2,20,15,8,19,16,2,20,15,8,19,16,2,20,15,8,19,16,2,20,15,8,19,16,2,20,15,8,19,16,2,20,1,8,19,16,2,20,1,1,19,16,2,20,1,1,19,16,2,20,1,1,19,16,2,20,1,1,2
HP1502401_C12,2,1,26,8,10,4,2,1,26,8,10,4,2,1,26,8,10,4,2,1,26,8,10,4,2,1,26,8,10,4,2,1,26,8,10,4,2,1,26,8,10,4,2,1,26,8,10,4,2,1,26,8,10,4,2,1,26,8,10,4,2,1,26,8,10,4,2,1,26,8,10,4,2,1,26,8,10,4,2,1,26,8,10,4,2,1,26,8,10,4,2,1,26,8,10,4,2,1,26,8,10,4,2,1,26,8,10,4,2,1,26,8,10,4,2,1,26,8,10,4,2,1,26,8,1,4
HP1502401_C14,7,5,3,5,13,1,7,5,3,5,13,1,7,5,3,5,13,1,7,5,3,5,13,1,7,5,3,5,13,1,7,5,3,5,13,1,7,5,3,5,13,1,7,5,3,5,13,1,7,5,3,5,13,1,7,5,3,5,13,1,7,5,3,5,13,1,7,5,3,5,13,1,7,5,3,5,13,1,7,5,3,5,13,1,7,5,3,5,13,1,7,5,3,5,13,1,7,5,3,5,13,1,7,5,3,5,1,1,7,5,3,5,1,1,7,5,3,5,1,1,7,5,3,5,1,1
HP1502401_C16,7,16,3,10,22,5,7,16,3,10,22,5,7,16,3,10,22,5,7,16,3,10,22,5,7,16,3,10,22,5,7,16,3,10,22,5,7,16,3,10,22,5,7,16,3,10,22,5,7,16,3,10,22,5,7,16,3,10,22,5,7,16,3,10,22,5,7,16,3,10,22,5,7,16,3,10,22,5,7,16,3,10,22,5,7,16,3,10,22,5,7,16,3,10,22,5,7,16,3,10,22,5,7,16,3,10,22,5,7,16,3,10,22,5,7,16,3,10,22,2,7,16,3,1,22,2
HP1502401_C18,16,2,20,10,12,18,16,2,20,10,12,18,16,2,20,10,12,18,16,2,20,10,12,18,16,2,20,10,12,18,16,2,20,10,12,18,16,2,20,10,12,18,16,2,20,10,12,18,16,2,20,10,12,18,16,2,20,10,12,18,16,2,20,10,12,18,16,2,20,10,12,18,16,2,20,10,12,18,16,2,20,10,12,18,16,2,20,10,12,18,16,2,20,10,12,18,16,2,20,10,12,18,16,2,20,10,12,18,16,2,20,10,12,18,16,2,20,10,1,18,16,2,20,1,1,18
HP1502401_C2,18,5,22,11,2,1,18,5,22,11,2,1,18,5,22,11,2,1,18,5,22,11,2,1,18,5,22,11,2,1,18,5,22,11,2,1,18,5,22,11,2,1,18,5,22,11,2,1,18,5,22,11,2,1,18,5,22,11,2,1,18,5,22,11,2,1,18,5,22,11,2,1,18,5,22,11,2,1,18,5,22,11,2,1,18,5,22,11,2,1,18,5,22,11,2,1,18,5,22,11,2,1,18,5,22,11,2,1,18,5,22,1,2,1,18,5,22,1,2,1,18,5,22,1,2,1
HP1502401_C20,13,10,6,12,21,5,13,10,6,12,21,5,13,10,6,12,21,5,13,10,6,12,21,5,13,10,6,12,21,5,13,10,6,12,21,5,13,10,6,12,21,5,13,10,6,12,21,5,13,10,6,12,21,5,13,10,6,12,21,5,13,10,6,12,21,5,13,10,6,12,21,5,13,10,6,12,21,5,13,10,6,12,21,5,13,10,6,12,21,5,13,10,6,12,21,5,13,10,6,12,21,5,13,10,6,12,1,5,13,10,6,12,1,5,13,10,6,12,1,2,13,10,6,1,1,2
HP1502401_C21,16,2,20,17,15,21,16,2,20,17,15,21,16,2,20,17,15,21,16,2,20,17,15,21,16,2,20,17,15,21,16,2,20,17,15,21,16,2,20,17,15,21,16,2,20,17,15,21,16,2,20,17,15,21,16,2,20,17,15,21,16,2,20,17,15,21,16,2,20,17,15,21,16,2,20,17,15,21,16,2,20,17,15,21,16,2,20,17,15,21,16,2,20,17,15,21,16,2,20,17,15,21,16,2,20,17,15,21,16,2,20,17,15,2,16,2,20,17,15,2,16,2,20,17,15,2
HP1502401_C22,18,5,22,5,25,6,18,5,22,5,25,6,18,5,22,5,25,6,18,5,22,5,25,6,18,5,22,5,25,6,18,5,22,5,25,6,18,5,22,5,25,6,18,5,22,5,25,6,18,5,22,5,25,6,18,5,22,5,25,6,18,5,22,5,25,6,18,5,22,5,25,6,18,5,22,5,25,6,18,5,22,5,25,6,18,5,22,5,25,6,18,5,22,5,25,6,18,5,22,5,25,6,18,5,22,5,25,6,18,5,22,5,25,2,18,5,22,5,25,2,18,5,22,5,25,2
HP1502401_C4,7,23,3,12,8,6,7,23,3,12,8,6,7,23,3,12,8,6,7,23,3,12,8,6,7,23,3,12,8,6,7,23,3,12,8,6,7,23,3,12,8,6,7,23,3,12,8,6,7,23,3,12,8,6,7,23,3,12,8,6,7,23,3,12,8,6,7,23,3,12,8,6,7,23,3,12,8,6,7,23,3,12,8,6,7,23,3,12,8,6,7,23,3,12,8,6,7,23,3,12,8,6,7,23,3,12,1,6,7,23,3,12,1,2,7,23,3,12,1,2,7,23,3,1,1,2
HP1502401_C5,13,10,6,10,19,4,13,10,6,10,19,4,13,10,6,10,19,4,13,10,6,10,19,4,13,10,6,10,19,4,13,10,6,10,19,4,13,10,6,10,19,4,13,10,6,10,19,4,13,10,6,10,19,4,13,10,6,10,19,4,13,10,6,10,19,4,13,10,6,10,19,4,13,10,6,10,19,4,13,10,6,10,19,4,13,10,6,10,19,4,13,10,6,10,19,4,13,10,6,10,14,4,13,10,6,10,1,4,13,10,6,10,1,4,13,10,6,10,1,4,13,10,6,1,1,4
HP1502401_C6,16,2,20,2,8,22,16,2,20,2,8,22,16,2,20,2,8,22,16,2,20,2,8,22,16,2,20,2,8,22,16,2,20,2,8,22,16,2,20,2,8,22,16,2,20,2,8,22,16,2,20,2,8,22,16,2,20,2,8,22,16,2,20,2,8,22,16,2,20,2,8,22,16,2,20,2,8,22,16,2,20,2,8,22,16,2,20,2,8,22,16,2,20,2,8,22,16,2,20,2,8,22,16,2,20,2,1,22,16,2,20,2,1,22,16,2,20,2,1,22,16,2,20,1,1,2
HP1502401_C7,16,2,20,16,3,6,16,2,20,16,3,6,16,2,20,16,3,6,16,2,20,16,3,6,16,2,20,16,3,6,16,2,20,16,3,6,16,2,20,16,3,6,16,2,20,16,3,6,16,2,20,16,3,6,16,2,20,16,3,6,16,2,20,16,3,6,16,2,20,16,3,6,16,2,20,16,3,6,16,2,20,16,3,6,16,2,20,16,3,6,16,2,20,16,3,6,16,2,20,1,3,6,16,2,20,1,3,6,16,2,20,1,3,2,16,2,20,1,3,2,16,2,20,1,3,2
HP1502401_C8,13,10,6,23,20,13,13,10,6,23,20,13,13,10,6,23,20,13,13,10,6,23,20,13,13,10,6,23,20,13,13,10,6,23,20,13,13,10,6,23,20,13,13,10,6,23,20,13,13,10,6,23,20,13,13,10,6,23,20,13,13,10,6,23,20,13,13,10,6,23,20,13,13,10,6,23,20,13,13,10,6,23,20,13,13,10,6,23,20,13,13,10,6,23,20,13,13,10,6,1,20,13,13,10,6,1,20,13,13,10,6,1,20,13,13,10,6,1,20,13,13,10,6,1,20,13
