cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,Garbage2-00,Garbage3-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,Garbage2-05,Garbage3-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,Garbage2-10,Garbage3-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,Garbage2-15,Garbage3-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,Garbage2-20,Garbage3-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,Garbage2-25,Garbage3-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,Garbage2-30,Garbage3-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,Garbage2-35,Garbage3-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,Garbage2-40,Garbage3-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,Garbage2-45,Garbage3-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,Garbage2-50,Garbage3-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,Garbage2-55,Garbage3-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,Garbage2-60,Garbage3-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,Garbage2-65,Garbage3-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,Garbage2-70,Garbage3-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,Garbage2-75,Garbage3-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,Garbage2-80,Garbage3-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,Garbage2-85,Garbage3-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,Garbage2-90,Garbage3-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,Garbage2-95,Garbage3-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100,Garbage2-100,Garbage3-100
HP1502401_A23,32,5,13,11,33,22,32,5,13,11,33,22,32,5,13,11,33,22,32,5,13,11,33,22,32,5,13,11,33,22,32,5,13,11,33,22,32,5,13,11,33,22,32,5,13,11,33,22,32,5,13,11,33,22,32,5,13,11,33,22,32,5,13,11,33,22,32,5,13,11,33,22,32,5,13,11,33,22,32,5,13,11,33,22,32,5,13,11,33,22,32,5,13,1,33,12,32,5,13,1,33,6,32,5,13,1,33,3,32,5,13,1,33,1,32,5,13,1,33,1,32,5,13,1,33,1
HP1502401_A24,17,20,7,27,33,29,17,20,7,27,33,29,17,20,7,27,33,29,17,20,7,27,33,29,17,20,7,27,33,29,17,20,7,27,33,29,17,20,7,27,33,29,17,20,7,27,33,29,17,20,7,27,33,29,17,20,7,27,33,29,17,20,7,27,33,29,17,20,7,27,33,29,17,20,7,27,33,29,17,20,7,27,33,29,17,20,7,27,33,29,17,20,7,27,33,29,17,20,7,27,33,29,17,20,7,27,33,29,17,20,7,27,33,29,17,20,7,27,33,29,17,20,7,27,33,1
HP1502401_A4,16,9,3,24,10,8,16,9,3,24,10,8,16,9,3,24,10,8,16,9,3,24,10,8,16,9,3,24,10,8,16,9,3,24,10,8,16,9,3,24,10,8,16,9,3,24,10,8,16,9,3,24,10,8,16,9,3,24,10,8,16,9,3,24,10,8,16,9,3,24,10,8,16,9,3,24,10,8,16,9,3,24,10,8,16,9,3,24,9,8,16,9,3,24,9,8,16,9,3,24,9,8,16,9,3,24,7,8,16,9,3,24,1,8,16,9,3,24,1,8,16,9,3,24,1,8
HP1502401_A6,28,6,11,28,22,19,28,6,11,28,22,19,28,6,11,28,22,19,28,6,11,28,22,19,28,6,11,28,22,19,28,6,11,28,22,19,28,6,11,28,22,19,28,6,11,28,22,19,28,6,11,28,22,19,28,6,11,28,22,19,28,6,11,28,22,19,28,6,11,28,22,19,2,6,11,28,22,19,2,6,11,28,17,19,2,6,11,1,9,19,2,6,11,1,9,19,2,6,11,1,9,19,2,6,11,1,7,19,2,6,11,1,1,19,2,6,11,1,1,19,2,6,11,1,1,19
HP1502401_A7,28,6,11,11,12,19,28,6,11,11,12,19,28,6,11,11,12,19,28,6,11,11,12,19,28,6,11,11,12,19,28,6,11,11,12,19,28,6,11,11,12,19,28,6,11,11,12,19,28,6,11,11,12,19,28,6,11,11,12,19,28,6,11,11,12,19,28,6,11,11,12,19,2,6,11,11,12,19,2,6,11,11,12,19,2,6,11,11,12,19,2,6,11,1,12,19,2,6,11,1,12,19,2,6,11,1,12,19,2,6,11,1,12,19,2,6,11,1,12,19,2,6,11,1,12,19
HP1502401_B1,28,6,11,26,5,8,28,6,11,26,5,8,28,6,11,26,5,8,28,6,11,26,5,8,28,6,11,26,5,8,28,6,11,26,5,8,28,6,11,26,5,8,28,6,11,26,5,8,28,6,11,26,5,8,28,6,11,26,5,8,28,6,11,26,5,8,28,6,11,26,5,8,2,6,11,26,5,8,2,6,11,26,5,8,2,6,11,26,5,8,2,6,11,26,5,8,2,6,11,26,5,8,2,6,11,26,5,8,2,6,11,26,5,8,2,6,11,26,5,8,2,6,11,26,5,8
HP1502401_B10,31,10,14,12,5,34,31,10,14,12,5,34,31,10,14,12,5,34,31,10,14,12,5,34,31,10,14,12,5,34,31,10,14,12,5,34,31,10,14,12,5,34,31,10,14,12,5,34,31,10,14,12,5,34,31,10,14,12,5,34,31,10,14,12,5,34,31,10,14,12,5,34,31,10,8,12,5,34,31,10,8,12,5,34,31,10,8,12,5,34,31,10,8,12,5,34,31,10,8,12,5,34,31,10,8,12,5,34,31,10,8,12,5,34,31,10,8,12,5,34,31,10,8,1,5,34
HP1502401_B11,13,3,6,31,16,30,13,2,6,31,16,30,13,2,6,31,16,30,13,2,6,31,16,30,13,2,6,31,16,30,13,2,6,31,16,30,13,2,6,31,16,30,13,2,6,31,16,30,13,2,6,31,16,30,13,2,6,31,16,30,13,2,6,31,16,30,13,2,6,31,16,30,13,2,6,31,16,30,13,2,6,31,16,30,13,2,6,31,16,30,13,2,6,31,16,30,13,2,6,31,16,30,13,2,6,31,16,30,12,2,6,31,16,30,12,2,6,31,16,1,12,2,6,31,16,1
HP1502401_B14,28,6,11,22,13,4,28,6,11,22,13,4,28,6,11,22,13,4,28,6,11,22,13,4,28,6,11,22,13,4,28,6,11,22,13,4,28,6,11,22,13,4,28,6,11,22,13,4,28,6,11,22,13,4,28,6,11,22,13,4,28,6,11,22,13,4,28,6,11,22,13,4,2,6,11,22,13,4,2,6,11,22,13,4,2,6,11,22,13,4,2,6,11,22,13,4,2,6,11,22,13,4,2,6,11,22,13,3,2,6,11,22,13,1,2,6,11,22,13,1,2,6,11,22,13,1
HP1502401_B15,13,3,6,25,21,16,13,2,6,25,21,16,13,2,6,25,21,16,13,2,6,25,21,16,13,2,6,25,21,16,13,2,6,25,21,16,13,2,6,25,21,16,13,2,6,25,21,16,13,2,6,25,21,16,13,2,6,25,21,16,13,2,6,25,21,16,13,2,6,25,21,16,13,2,6,25,21,16,13,2,6,25,21,16,13,2,6,25,21,16,13,2,6,25,21,16,13,2,6,25,21,6,13,2,6,25,21,3,12,2,6,25,21,1,12,2,6,25,21,1,12,2,6,25,1,1
HP1502401_B16,16,4,1,11,24,17,16,4,1,11,24,17,16,4,1,11,24,17,16,4,1,11,24,17,16,4,1,11,24,17,16,4,1,11,24,17,16,4,1,11,24,17,16,4,1,11,24,17,16,4,1,11,24,17,16,4,1,11,24,17,16,4,1,11,24,17,16,4,1,11,24,17,16,4,1,11,24,17,16,4,1,11,24,17,16,4,1,11,24,17,16,4,1,1,9,17,16,4,1,1,9,17,16,4,1,1,7,3,16,4,1,1,1,1,16,4,1,1,1,1,16,4,1,1,1,1
HP1502401_B17,19,8,14,3,29,30,19,8,14,3,29,30,19,8,14,3,29,30,19,8,14,3,29,30,19,8,14,3,29,30,19,8,14,3,29,30,19,8,14,3,29,30,19,8,14,3,29,30,19,8,14,3,29,30,19,8,14,3,29,30,19,8,14,3,29,30,19,8,14,3,29,30,19,8,8,3,29,30,19,8,8,3,17,30,19,8,8,3,9,30,19,8,8,3,9,30,19,8,8,3,9,30,19,8,8,3,7,30,19,8,8,3,1,30,19,8,8,3,1,1,19,8,8,1,1,1
HP1502401_B18,13,2,6,11,4,12,13,2,6,11,4,12,13,2,6,11,4,12,13,2,6,11,4,12,13,2,6,11,4,12,13,2,6,11,4,12,13,2,6,11,4,12,13,2,6,11,4,12,13,2,6,11,4,12,13,2,6,11,4,12,13,2,6,11,4,12,13,2,6,11,4,12,13,2,6,11,4,12,13,2,6,11,4,12,13,2,6,11,4,12,13,2,6,1,4,12,13,2,6,1,4,6,13,2,6,1,4,3,12,2,6,1,4,1,12,2,6,1,4,1,12,2,6,1,4,1
HP1502401_B20,16,10,10,18,27,18,16,10,10,18,27,18,16,10,10,18,27,18,16,10,10,18,27,18,16,10,10,18,27,18,16,10,10,18,27,18,16,10,10,18,27,18,16,10,10,18,27,18,16,10,10,18,27,18,16,10,10,18,27,18,16,10,10,18,27,18,16,10,10,18,27,18,16,10,10,18,27,18,16,10,10,18,27,18,16,10,10,18,9,18,16,10,10,18,9,12,16,10,10,18,9,6,16,10,10,18,7,3,16,10,10,18,1,1,16,10,10,18,1,1,16,10,10,18,1,1
HP1502401_B21,28,6,11,7,29,17,28,6,11,7,29,17,28,6,11,7,29,17,28,6,11,7,29,17,28,6,11,7,29,17,28,6,11,7,29,17,28,6,11,7,29,17,28,6,11,7,29,17,28,6,11,7,29,17,28,6,11,7,29,17,28,6,11,7,29,17,28,6,11,7,29,17,2,6,11,7,29,17,2,6,11,7,17,17,2,6,11,1,9,17,2,6,11,1,9,17,2,6,11,1,9,17,2,6,11,1,7,3,2,6,11,1,1,1,2,6,11,1,1,1,2,6,11,1,1,1
HP1502401_B22,32,6,13,9,6,32,32,6,13,9,6,32,32,6,13,9,6,32,32,6,13,9,6,32,32,6,13,9,6,32,32,6,13,9,6,32,32,6,13,9,6,32,32,6,13,9,6,32,32,6,13,9,6,32,32,6,13,9,6,32,32,6,13,9,6,32,32,6,13,9,6,32,32,6,13,9,6,32,32,6,13,9,6,32,32,6,13,9,6,32,32,6,13,9,6,32,32,6,13,9,6,32,32,6,13,9,6,32,32,6,13,9,6,32,32,6,13,9,6,32,32,6,13,9,6,32
HP1502401_B23,28,6,11,17,1,30,28,6,11,17,1,30,28,6,11,17,1,30,28,6,11,17,1,30,28,6,11,17,1,30,28,6,11,17,1,30,28,6,11,17,1,30,28,6,11,17,1,30,28,6,11,17,1,30,28,6,11,17,1,30,28,6,11,17,1,30,28,6,11,17,1,30,2,6,11,17,1,30,2,6,11,17,1,30,2,6,11,17,1,30,2,6,11,17,1,30,2,6,11,17,1,30,2,6,11,17,1,30,2,6,11,17,1,30,2,6,11,17,1,1,2,6,11,17,1,1
HP1502401_B24,28,6,11,14,28,6,28,6,11,14,28,6,28,6,11,14,28,6,28,6,11,14,28,6,28,6,11,14,28,6,28,6,11,14,28,6,28,6,11,14,28,6,28,6,11,14,28,6,28,6,11,14,28,6,28,6,11,14,28,6,28,6,11,14,28,6,28,6,11,14,28,6,2,6,11,14,28,6,2,6,11,14,28,6,2,6,11,14,28,6,2,6,11,1,28,6,2,6,11,1,28,6,2,6,11,1,28,3,2,6,11,1,28,1,2,6,11,1,28,1,2,6,11,1,1,1
HP1502401_B5,16,17,1,15,19,24,16,17,1,15,19,24,16,17,1,15,19,24,16,17,1,15,19,24,16,17,1,15,19,24,16,17,1,15,19,24,16,17,1,15,19,24,16,17,1,15,19,24,16,17,1,15,19,24,16,17,1,15,19,24,16,17,1,15,19,24,16,17,1,15,19,24,16,17,1,15,19,24,16,17,1,15,19,24,16,17,1,15,19,24,16,17,1,15,19,24,16,17,1,15,19,24,16,17,1,1,19,3,16,17,1,1,19,1,16,17,1,1,1,1,16,17,1,1,1,1
HP1502401_B7,28,6,11,15,17,9,28,6,11,15,17,9,28,6,11,15,17,9,28,6,11,15,17,9,28,6,11,15,17,9,28,6,11,15,17,9,28,6,11,15,17,9,28,6,11,15,17,9,28,6,11,15,17,9,28,6,11,15,17,9,28,6,11,15,17,9,28,6,11,15,17,9,2,6,11,15,17,9,2,6,11,15,17,9,2,6,11,15,9,9,2,6,11,15,9,9,2,6,11,15,9,9,2,6,11,1,7,9,2,6,11,1,1,9,2,6,11,1,1,9,2,6,11,1,1,9
HP1502401_B8,17,20,7,26,19,5,17,20,7,26,19,5,17,20,7,26,19,5,17,20,7,26,19,5,17,20,7,26,19,5,17,20,7,26,19,5,17,20,7,26,19,5,17,20,7,26,19,5,17,20,7,26,19,5,17,20,7,26,19,5,17,20,7,26,19,5,17,20,7,26,19,5,17,20,7,26,19,5,17,20,7,26,19,5,17,20,7,26,19,5,17,20,7,26,19,5,17,20,7,26,19,5,17,20,7,26,19,5,17,20,7,26,19,5,17,20,7,26,1,5,17,20,7,26,1,1
HP1502401_C1,19,8,14,3,31,22,19,8,14,3,31,22,19,8,14,3,31,22,19,8,14,3,31,22,19,8,14,3,31,22,19,8,14,3,31,22,19,8,14,3,31,22,19,8,14,3,31,22,19,8,14,3,31,22,19,8,14,3,31,22,19,8,14,3,31,22,19,8,14,3,31,22,19,8,8,3,31,22,19,8,8,3,31,22,19,8,8,3,31,22,19,8,8,3,31,12,19,8,8,3,31,6,19,8,8,3,31,3,19,8,8,3,1,1,19,8,8,3,1,1,19,8,8,1,1,1
HP1502401_C10,28,6,11,4,12,9,28,6,11,4,12,9,28,6,11,4,12,9,28,6,11,4,12,9,28,6,11,4,12,9,28,6,11,4,12,9,28,6,11,4,12,9,28,6,11,4,12,9,28,6,11,4,12,9,28,6,11,4,12,9,28,6,11,4,12,9,28,6,11,4,12,9,2,6,11,4,12,9,2,6,11,4,12,9,2,6,11,4,12,9,2,6,11,4,12,9,2,6,11,4,12,9,2,6,11,4,12,9,2,6,11,4,12,9,2,6,11,4,12,9,2,6,11,4,12,9
HP1502401_C12,9,1,2,21,5,13,9,1,2,21,5,13,9,1,2,21,5,13,9,1,2,21,5,13,9,1,2,21,5,13,9,1,2,21,5,13,9,1,2,21,5,13,9,1,2,21,5,13,9,1,2,21,5,13,9,1,2,21,5,13,9,1,2,21,5,13,9,1,2,21,5,13,9,1,2,21,5,13,9,1,2,21,5,13,9,1,2,21,5,13,9,1,2,21,5,13,9,1,2,21,5,6,9,1,2,21,5,3,9,1,2,21,5,1,4,1,2,21,5,1,4,1,2,1,5,1
HP1502401_C14,16,4,1,33,17,2,16,4,1,33,17,2,16,4,1,33,17,2,16,4,1,33,17,2,16,4,1,33,17,2,16,4,1,33,17,2,16,4,1,33,17,2,16,4,1,33,17,2,16,4,1,33,17,2,16,4,1,33,17,2,16,4,1,33,17,2,16,4,1,33,17,2,16,4,1,33,17,2,16,4,1,33,17,2,16,4,1,33,9,2,16,4,1,33,9,2,16,4,1,33,9,2,16,4,1,33,7,2,16,4,1,33,1,2,16,4,1,33,1,2,16,4,1,33,1,2
HP1502401_C16,16,17,1,34,33,29,16,17,1,34,33,29,16,17,1,34,33,29,16,17,1,34,33,29,16,17,1,34,33,29,16,17,1,34,33,29,16,17,1,34,33,29,16,17,1,34,33,29,16,17,1,34,33,29,16,17,1,34,33,29,16,17,1,34,33,29,16,17,1,34,33,29,16,17,1,34,33,29,16,17,1,34,33,29,16,17,1,34,33,29,16,17,1,34,33,29,16,17,1,34,33,29,16,17,1,34,33,29,16,17,1,34,33,29,16,17,1,34,33,29,16,17,1,34,33,1
HP1502401_C18,28,6,11,1,1,26,28,6,11,1,1,26,28,6,11,1,1,26,28,6,11,1,1,26,28,6,11,1,1,26,28,6,11,1,1,26,28,6,11,1,1,26,28,6,11,1,1,26,28,6,11,1,1,26,28,6,11,1,1,26,28,6,11,1,1,26,28,6,11,1,1,26,2,6,11,1,1,26,2,6,11,1,1,26,2,6,11,1,1,26,2,6,11,1,1,26,2,6,11,1,1,26,2,6,11,1,1,26,2,6,11,1,1,1,2,6,11,1,1,1,2,6,11,1,1,1
HP1502401_C2,32,5,13,27,14,34,32,5,13,27,14,34,32,5,13,27,14,34,32,5,13,27,14,34,32,5,13,27,14,34,32,5,13,27,14,34,32,5,13,27,14,34,32,5,13,27,14,34,32,5,13,27,14,34,32,5,13,27,14,34,32,5,13,27,14,34,32,5,13,27,14,34,32,5,13,27,14,34,32,5,13,27,14,34,32,5,13,27,14,34,32,5,13,27,14,34,32,5,13,27,14,34,32,5,13,27,14,34,32,5,13,27,14,34,32,5,13,27,14,34,32,5,13,27,14,34
HP1502401_C20,17,20,7,32,4,29,17,20,7,32,4,29,17,20,7,32,4,29,17,20,7,32,4,29,17,20,7,32,4,29,17,20,7,32,4,29,17,20,7,32,4,29,17,20,7,32,4,29,17,20,7,32,4,29,17,20,7,32,4,29,17,20,7,32,4,29,17,20,7,32,4,29,17,20,7,32,4,29,17,20,7,32,4,29,17,20,7,32,4,29,17,20,7,32,4,29,17,20,7,32,4,29,17,20,7,1,4,29,17,20,7,1,4,29,17,20,7,1,4,29,17,20,7,1,4,1
HP1502401_C21,28,6,11,35,9,9,28,6,11,35,9,9,28,6,11,35,9,9,28,6,11,35,9,9,28,6,11,35,9,9,28,6,11,35,9,9,28,6,11,35,9,9,28,6,11,35,9,9,28,6,11,35,9,9,28,6,11,35,9,9,28,6,11,35,9,9,28,6,11,35,9,9,2,6,11,35,9,9,2,6,11,35,9,9,2,6,11,35,9,9,2,6,11,1,9,9,2,6,11,1,9,9,2,6,11,1,7,9,2,6,11,1,1,9,2,6,11,1,1,9,2,6,11,1,1,9
HP1502401_C22,32,5,13,12,9,26,32,5,13,12,9,26,32,5,13,12,9,26,32,5,13,12,9,26,32,5,13,12,9,26,32,5,13,12,9,26,32,5,13,12,9,26,32,5,13,12,9,26,32,5,13,12,9,26,32,5,13,12,9,26,32,5,13,12,9,26,32,5,13,12,9,26,32,5,13,12,9,26,32,5,13,12,9,26,32,5,13,12,9,26,32,5,13,12,9,26,32,5,13,12,9,26,32,5,13,12,7,26,32,5,13,12,1,1,32,5,13,12,1,1,32,5,13,1,1,1
HP1502401_C4,16,11,1,6,19,17,16,11,1,6,19,17,16,11,1,6,19,17,16,11,1,6,19,17,16,11,1,6,19,17,16,11,1,6,19,17,16,11,1,6,19,17,16,11,1,6,19,17,16,11,1,6,19,17,16,11,1,6,19,17,16,11,1,6,19,17,16,11,1,6,19,17,16,11,1,6,19,17,16,11,1,6,19,17,16,11,1,1,19,17,16,11,1,1,19,17,16,11,1,1,19,17,16,11,1,1,19,3,16,11,1,1,19,1,16,11,1,1,1,1,16,11,1,1,1,1
HP1502401_C5,17,20,7,24,34,23,17,20,7,24,34,23,17,20,7,24,34,23,17,20,7,24,34,23,17,20,7,24,34,23,17,20,7,24,34,23,17,20,7,24,34,23,17,20,7,24,34,23,17,20,7,24,34,23,17,20,7,24,34,23,17,20,7,24,34,23,17,20,7,24,34,23,17,20,7,24,34,23,17,20,7,24,34,23,17,20,7,24,9,23,17,20,7,24,9,23,17,20,7,24,9,23,17,20,7,24,7,23,17,20,7,24,1,23,17,20,7,24,1,23,17,20,7,24,1,23
HP1502401_C6,28,6,11,1,10,10,28,6,11,1,10,10,28,6,11,1,10,10,28,6,11,1,10,10,28,6,11,1,10,10,28,6,11,1,10,10,28,6,11,1,10,10,28,6,11,1,10,10,28,6,11,1,10,10,28,6,11,1,10,10,28,6,11,1,10,10,28,6,11,1,10,10,2,6,11,1,10,10,2,6,11,1,10,10,2,6,11,1,9,10,2,6,11,1,9,10,2,6,11,1,9,10,2,6,11,1,7,10,2,6,11,1,1,1,2,6,11,1,1,1,2,6,11,1,1,1
HP1502401_C7,28,6,11,20,21,34,28,6,11,20,21,34,28,6,11,20,21,34,28,6,11,20,21,34,28,6,11,20,21,34,28,6,11,20,21,34,28,6,11,20,21,34,28,6,11,20,21,34,28,6,11,20,21,34,28,6,11,20,21,34,28,6,11,20,21,34,28,6,11,20,21,34,2,6,11,20,21,34,2,6,11,20,21,34,2,6,11,20,21,34,2,6,11,1,21,34,2,6,11,1,21,34,2,6,11,1,21,34,2,6,11,1,21,34,2,6,11,1,21,34,2,6,11,1,1,34
HP1502401_C8,17,20,7,10,8,25,17,20,7,10,8,25,17,20,7,10,8,25,17,20,7,10,8,25,17,20,7,10,8,25,17,20,7,10,8,25,17,20,7,10,8,25,17,20,7,10,8,25,17,20,7,10,8,25,17,20,7,10,8,25,17,20,7,10,8,25,17,20,7,10,8,25,17,20,7,10,8,25,17,20,7,10,8,25,17,20,7,10,8,25,17,20,7,10,8,25,17,20,7,10,8,25,17,20,7,10,8,25,17,20,7,10,8,25,17,20,7,10,8,25,17,20,7,10,8,25
