cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,Garbage2-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,Garbage2-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,Garbage2-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,Garbage2-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,Garbage2-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,Garbage2-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,Garbage2-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,Garbage2-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,Garbage2-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,Garbage2-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,Garbage2-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,Garbage2-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,Garbage2-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,Garbage2-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,Garbage2-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,Garbage2-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,Garbage2-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,Garbage2-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,Garbage2-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,Garbage2-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100,Garbage2-100
human1_lib1.final_cell_0014,5,3,6,11,31,5,3,6,11,31,5,3,6,11,31,5,3,6,11,31,5,3,6,11,31,5,3,6,11,31,5,3,6,11,31,5,3,6,11,31,5,3,6,11,31,5,3,6,11,31,5,3,6,11,31,5,3,6,11,31,5,3,6,11,31,5,3,6,11,31,5,3,6,11,31,5,3,6,11,31,5,3,6,11,31,5,3,6,11,31,5,3,6,11,31,5,3,6,11,31,5,3,6,11,2
human1_lib1.final_cell_0015,28,19,19,10,3,28,19,19,10,3,28,19,19,10,3,28,19,19,10,3,28,19,19,10,3,28,19,19,10,3,28,19,19,10,3,28,19,19,10,3,28,19,19,10,3,28,19,19,10,3,28,19,19,10,3,28,19,19,10,3,28,19,19,10,3,28,19,19,10,3,28,19,19,10,3,28,19,19,10,3,28,19,19,10,3,28,19,19,10,3,28,19,19,10,3,28,19,19,10,3,28,19,19,10,2
human1_lib1.final_cell_0016,19,12,13,9,25,19,12,13,9,25,19,12,13,9,25,19,12,13,9,25,19,12,13,9,25,19,12,13,9,25,19,12,13,9,25,19,12,13,9,25,19,12,13,9,25,19,12,13,9,25,19,12,13,9,25,19,12,13,9,25,19,12,13,9,25,19,12,13,9,25,19,12,13,9,25,19,12,13,9,25,19,12,13,9,25,19,12,13,9,25,19,12,13,9,25,19,12,13,2,25,19,12,13,2,2
human1_lib1.final_cell_0017,38,23,3,4,22,38,23,3,4,22,38,23,3,4,22,38,23,3,4,22,38,23,3,4,22,38,23,3,4,22,38,23,3,4,22,38,23,3,4,22,38,23,3,4,22,38,23,3,4,22,38,23,3,4,22,38,23,3,4,22,38,23,3,4,22,38,23,3,4,22,38,23,3,4,22,38,23,3,4,22,38,23,3,4,22,38,23,3,4,22,38,23,3,4,22,38,23,3,4,3,38,23,3,4,2
human1_lib1.final_cell_0018,18,16,20,22,35,18,16,20,22,35,18,16,20,22,35,18,15,20,22,35,18,15,20,22,35,18,15,20,22,35,18,15,20,22,35,18,15,20,22,35,18,15,20,22,35,18,15,20,22,35,18,15,20,22,35,18,15,20,22,35,18,15,20,22,35,7,15,2,22,35,7,15,2,22,35,7,15,2,22,35,7,15,2,22,35,7,15,2,22,35,7,15,2,22,35,7,15,2,22,35,7,15,2,22,35
human1_lib1.final_cell_0019,11,10,10,10,28,11,10,10,10,28,11,10,10,10,28,11,10,10,10,28,11,10,10,10,28,11,10,10,10,28,11,10,10,10,28,11,10,10,10,28,11,10,10,10,28,11,10,10,10,28,11,10,10,10,28,11,10,10,10,28,11,10,10,10,28,11,10,10,10,28,11,10,10,10,28,11,10,10,10,28,11,10,10,10,28,11,10,10,10,28,11,10,10,10,28,11,10,10,10,28,11,10,10,10,2
human1_lib1.final_cell_0020,38,1,3,19,8,38,1,3,19,8,38,1,3,19,8,38,1,3,19,8,38,1,3,19,8,38,1,3,19,8,38,1,3,19,8,38,1,3,19,8,38,1,3,19,8,38,1,3,19,8,38,1,3,19,8,38,1,3,19,8,38,1,3,19,8,38,1,3,19,8,38,1,3,19,8,38,1,3,19,8,38,1,3,19,8,38,1,3,19,8,38,1,3,19,8,38,1,3,2,8,38,1,3,2,2
human1_lib1.final_cell_0021,38,1,3,31,24,38,1,3,31,24,38,1,3,31,24,38,1,3,31,24,38,1,3,31,24,38,1,3,31,24,38,1,3,31,24,38,1,3,31,24,38,1,3,31,24,38,1,3,31,24,38,1,3,31,24,38,1,3,31,24,38,1,3,31,24,38,1,3,31,24,38,1,3,31,24,38,1,3,31,24,38,1,3,31,24,38,1,3,31,24,38,1,3,31,24,38,1,3,31,3,38,1,3,31,2
human1_lib1.final_cell_0022,13,18,17,20,23,13,18,17,20,23,13,18,17,20,23,13,18,17,20,23,13,18,17,20,23,13,18,17,20,23,13,18,17,20,23,13,18,17,20,23,13,18,17,20,23,13,18,17,20,23,13,13,17,20,23,13,13,17,20,23,13,13,17,20,23,13,13,17,20,23,13,13,17,20,23,9,13,1,20,23,9,13,1,20,23,9,13,1,20,23,9,13,1,20,23,9,13,1,20,23,9,13,1,2,2
human1_lib1.final_cell_0023,38,10,7,21,23,38,10,7,21,23,38,10,7,21,23,38,10,7,21,23,38,10,7,21,23,38,10,7,21,23,38,10,7,21,23,38,10,7,21,23,38,10,7,21,23,38,10,7,21,23,38,10,7,21,23,38,10,7,21,23,38,10,7,21,23,38,10,7,21,23,38,10,7,21,23,38,10,7,21,23,38,10,7,21,23,38,10,7,21,23,38,10,7,21,23,38,10,7,2,23,38,10,7,2,2
human1_lib1.final_cell_0024,38,6,3,8,27,38,6,3,8,27,38,6,3,8,27,38,6,3,8,27,38,6,3,8,27,38,6,3,8,27,38,6,3,8,27,38,6,3,8,27,38,6,3,8,27,38,6,3,8,27,38,6,3,8,27,38,6,3,8,27,38,6,3,8,27,38,6,3,8,27,38,6,3,8,27,38,6,3,8,27,38,6,3,8,27,38,6,3,8,27,38,6,3,8,27,38,6,3,8,27,38,6,3,8,27
human1_lib1.final_cell_0025,5,3,6,15,2,5,3,6,15,2,5,3,6,15,2,5,3,6,15,2,5,3,6,15,2,5,3,6,15,2,5,3,6,15,2,5,3,6,15,2,5,3,6,15,2,5,3,6,15,2,5,3,6,15,2,5,3,6,15,2,5,3,6,15,2,5,3,6,15,2,5,3,6,15,2,5,3,6,15,2,5,3,6,15,2,5,3,6,15,2,5,3,6,15,2,5,3,6,2,2,5,3,6,2,2
human1_lib1.final_cell_0026,12,18,17,12,35,12,18,17,12,35,12,18,17,12,35,12,18,17,12,35,12,18,17,12,35,12,18,17,12,35,12,18,17,12,35,12,18,17,12,35,12,18,17,12,35,12,18,17,12,35,12,13,17,12,35,12,13,17,12,35,12,13,17,12,35,12,13,17,12,35,12,13,17,12,35,12,13,1,12,35,12,13,1,12,35,12,13,1,12,35,9,13,1,12,35,9,13,1,12,35,9,13,1,12,35
human1_lib1.final_cell_0027,38,2,3,4,32,38,2,3,4,32,38,2,3,4,32,38,2,3,4,32,38,2,3,4,32,38,2,3,4,32,38,2,3,4,32,38,2,3,4,32,38,2,3,4,32,38,2,3,4,32,38,2,3,4,32,38,2,3,4,32,38,2,3,4,32,38,2,3,4,32,38,2,3,4,32,38,2,3,4,32,38,2,3,4,32,38,2,3,4,32,38,2,3,4,32,38,2,3,4,32,38,2,3,4,32
human1_lib1.final_cell_0028,8,16,2,10,33,7,16,2,10,33,7,16,2,10,33,7,15,2,10,33,7,15,2,10,33,7,15,2,10,33,7,15,2,10,33,7,15,2,10,33,7,15,2,10,33,7,15,2,10,33,7,15,2,10,33,7,15,2,10,33,7,15,2,10,33,7,15,2,10,33,7,15,2,10,33,7,15,2,10,33,7,15,2,10,33,7,15,2,10,33,7,15,2,10,33,7,15,2,10,33,7,15,2,10,33
human1_lib1.final_cell_0029,18,16,20,35,33,18,16,20,35,33,18,16,20,35,33,18,15,20,35,33,18,15,20,35,33,18,15,20,35,33,18,15,20,35,33,18,15,20,35,33,18,15,20,35,33,18,15,20,35,33,18,15,20,35,33,18,15,20,35,33,18,15,20,35,33,7,15,2,35,33,7,15,2,35,33,7,15,2,35,33,7,15,2,35,33,7,15,2,35,33,7,15,2,35,33,7,15,2,35,33,7,15,2,35,33
human1_lib1.final_cell_0030,38,6,3,37,19,38,6,3,37,19,38,6,3,37,19,38,6,3,37,19,38,6,3,37,19,38,6,3,37,19,38,6,3,37,19,38,6,3,37,19,38,6,3,37,19,38,6,3,37,19,38,6,3,37,19,38,6,3,37,19,38,6,3,37,19,38,6,3,37,19,38,6,3,37,19,38,6,3,37,19,38,6,3,37,19,38,6,3,37,19,38,6,3,37,19,38,6,3,2,19,38,6,3,2,2
human1_lib1.final_cell_0031,5,3,6,16,37,5,3,6,16,37,5,3,6,16,37,5,3,6,16,37,5,3,6,16,37,5,3,6,16,37,5,3,6,16,37,5,3,6,16,37,5,3,6,16,37,5,3,6,16,37,5,3,6,16,37,5,3,6,16,37,5,3,6,16,37,5,3,6,16,37,5,3,6,16,37,5,3,6,16,37,5,3,6,16,37,5,3,6,16,37,5,3,6,16,37,5,3,6,16,3,5,3,6,2,2
human1_lib1.final_cell_0032,5,3,6,8,10,5,3,6,8,10,5,3,6,8,10,5,3,6,8,10,5,3,6,8,10,5,3,6,8,10,5,3,6,8,10,5,3,6,8,10,5,3,6,8,10,5,3,6,8,10,5,3,6,8,10,5,3,6,8,10,5,3,6,8,10,5,3,6,8,10,5,3,6,8,10,5,3,6,8,10,5,3,6,8,10,5,3,6,8,10,5,3,6,8,10,5,3,6,8,10,5,3,6,8,10
human1_lib1.final_cell_0033,5,3,6,14,20,5,3,6,14,20,5,3,6,14,20,5,3,6,14,20,5,3,6,14,20,5,3,6,14,20,5,3,6,14,20,5,3,6,14,20,5,3,6,14,20,5,3,6,14,20,5,3,6,14,20,5,3,6,14,20,5,3,6,14,20,5,3,6,14,20,5,3,6,14,20,5,3,6,14,20,5,3,6,14,20,5,3,6,14,20,5,3,6,14,20,5,3,6,14,20,5,3,6,14,20
human1_lib1.final_cell_0034,5,3,6,15,23,5,3,6,15,23,5,3,6,15,23,5,3,6,15,23,5,3,6,15,23,5,3,6,15,23,5,3,6,15,23,5,3,6,15,23,5,3,6,15,23,5,3,6,15,23,5,3,6,15,23,5,3,6,15,23,5,3,6,15,23,5,3,6,15,23,5,3,6,15,23,5,3,6,15,23,5,3,6,15,23,5,3,6,15,23,5,3,6,15,23,5,3,6,2,23,5,3,6,2,2
human1_lib1.final_cell_0035,38,1,3,38,28,38,1,3,38,28,38,1,3,38,28,38,1,3,38,28,38,1,3,38,28,38,1,3,38,28,38,1,3,38,28,38,1,3,38,28,38,1,3,38,28,38,1,3,38,28,38,1,3,38,28,38,1,3,38,28,38,1,3,38,28,38,1,3,38,28,38,1,3,38,28,38,1,3,38,28,38,1,3,38,28,38,1,3,38,28,38,1,3,38,28,38,1,3,38,28,38,1,3,38,2
human1_lib1.final_cell_0036,18,16,20,36,19,18,16,20,36,19,18,16,20,36,19,18,15,20,36,19,18,15,20,36,19,18,15,20,36,19,18,15,20,36,19,18,15,20,36,19,18,15,20,36,19,18,15,20,36,19,18,15,20,36,19,18,15,20,36,19,18,15,20,36,19,7,15,2,36,19,7,15,2,36,19,7,15,2,36,19,7,15,2,36,19,7,15,2,36,19,7,15,2,36,19,7,15,2,36,19,7,15,2,36,2
human1_lib1.final_cell_0037,38,11,3,30,9,38,11,3,30,9,38,11,3,30,9,38,11,3,30,9,38,11,3,30,9,38,11,3,30,9,38,11,3,30,9,38,11,3,30,9,38,11,3,30,9,38,11,3,30,9,38,11,3,30,9,38,11,3,30,9,38,11,3,30,9,38,11,3,30,9,38,11,3,30,9,38,11,3,30,9,38,11,3,30,9,38,11,3,30,9,38,11,3,30,9,38,11,3,30,9,38,11,3,30,2
human1_lib1.final_cell_0038,38,2,3,35,38,38,2,3,35,38,38,2,3,35,38,38,2,3,35,38,38,2,3,35,38,38,2,3,35,38,38,2,3,35,38,38,2,3,35,38,38,2,3,35,38,38,2,3,35,38,38,2,3,35,38,38,2,3,35,38,38,2,3,35,38,38,2,3,35,38,38,2,3,35,38,38,2,3,35,38,38,2,3,35,38,38,2,3,35,38,38,2,3,35,38,38,2,3,35,3,38,2,3,35,2
human1_lib1.final_cell_0039,28,23,19,3,30,28,23,19,3,30,28,23,19,3,30,28,23,19,3,30,28,23,19,3,30,28,23,19,3,30,28,23,19,3,30,28,23,19,3,30,28,23,19,3,30,28,23,19,3,30,28,23,19,3,30,28,23,19,3,30,28,23,19,3,30,28,23,19,3,30,28,23,19,3,30,28,23,19,3,30,28,23,19,3,30,28,23,19,3,30,28,23,19,3,30,28,23,19,2,30,28,23,19,2,30
human1_lib1.final_cell_0040,5,3,6,11,30,5,3,6,11,30,5,3,6,11,30,5,3,6,11,30,5,3,6,11,30,5,3,6,11,30,5,3,6,11,30,5,3,6,11,30,5,3,6,11,30,5,3,6,11,30,5,3,6,11,30,5,3,6,11,30,5,3,6,11,30,5,3,6,11,30,5,3,6,11,30,5,3,6,11,30,5,3,6,11,30,5,3,6,11,30,5,3,6,11,30,5,3,6,11,30,5,3,6,11,30
human1_lib1.final_cell_0041,19,12,13,37,22,19,12,13,37,22,19,12,13,37,22,19,12,13,37,22,19,12,13,37,22,19,12,13,37,22,19,12,13,37,22,19,12,13,37,22,19,12,13,37,22,19,12,13,37,22,19,12,13,37,22,19,12,13,37,22,19,12,13,37,22,19,12,13,37,22,19,12,13,37,22,19,12,13,37,22,19,12,13,37,22,19,12,13,37,22,19,12,13,37,22,19,12,13,2,3,19,12,13,2,2
human1_lib1.final_cell_0042,38,1,3,26,1,38,1,3,26,1,38,1,3,26,1,38,1,3,26,1,38,1,3,26,1,38,1,3,26,1,38,1,3,26,1,38,1,3,26,1,38,1,3,26,1,38,1,3,26,1,38,1,3,26,1,38,1,3,26,1,38,1,3,26,1,38,1,3,26,1,38,1,3,26,1,38,1,3,26,1,38,1,3,26,1,38,1,3,26,1,38,1,3,26,1,38,1,3,2,1,38,1,3,2,1
human1_lib1.final_cell_0043,5,7,6,38,2,5,7,6,38,2,5,7,6,38,2,5,7,6,38,2,5,7,6,38,2,5,7,6,38,2,5,7,6,38,2,5,7,6,38,2,5,7,6,38,2,5,7,6,38,2,5,7,6,38,2,5,3,6,38,2,5,3,6,38,2,5,3,6,38,2,5,3,6,38,2,5,3,6,38,2,5,3,6,38,2,5,3,6,38,2,5,3,6,38,2,5,3,6,38,2,5,3,6,38,2
human1_lib1.final_cell_0044,19,12,13,25,23,19,12,13,25,23,19,12,13,25,23,19,12,13,25,23,19,12,13,25,23,19,12,13,25,23,19,12,13,25,23,19,12,13,25,23,19,12,13,25,23,19,12,13,25,23,19,12,13,25,23,19,12,13,25,23,19,12,13,25,23,19,12,13,25,23,19,12,13,25,23,19,12,13,25,23,19,12,13,25,23,19,12,13,25,23,19,12,13,25,23,19,12,13,2,23,19,12,13,2,2
human1_lib1.final_cell_0045,19,12,13,13,18,19,12,13,13,18,19,12,13,13,18,19,12,13,13,18,19,12,13,13,18,19,12,13,13,18,19,12,13,13,18,19,12,13,13,18,19,12,13,13,18,19,12,13,13,18,19,12,13,13,18,19,12,13,13,18,19,12,13,13,18,19,12,13,13,18,19,12,13,13,18,19,12,13,13,18,19,12,13,13,18,19,12,13,13,18,19,12,13,13,18,19,12,13,13,18,19,12,13,2,18
human1_lib1.final_cell_0046,19,12,13,24,18,19,12,13,24,18,19,12,13,24,18,19,12,13,24,18,19,12,13,24,18,19,12,13,24,18,19,12,13,24,18,19,12,13,24,18,19,12,13,24,18,19,12,13,24,18,19,12,13,24,18,19,12,13,24,18,19,12,13,24,18,19,12,13,24,18,19,12,13,24,18,19,12,13,24,18,19,12,13,24,18,19,12,13,24,18,19,12,13,24,18,19,12,13,24,18,19,12,13,24,18
human1_lib1.final_cell_0047,18,16,20,17,21,18,16,20,17,21,18,16,20,17,21,18,15,20,17,21,18,15,20,17,21,18,15,20,17,21,18,15,20,17,21,18,15,20,17,21,18,15,20,17,21,18,15,20,17,21,18,15,20,17,21,18,15,20,17,21,18,15,20,17,21,7,15,2,17,21,7,15,2,17,21,7,15,2,17,21,7,15,2,17,21,7,15,2,17,21,7,15,2,17,21,7,15,2,2,3,7,15,2,2,2
human1_lib1.final_cell_0048,19,12,13,9,33,19,12,13,9,33,19,12,13,9,33,19,12,13,9,33,19,12,13,9,33,19,12,13,9,33,19,12,13,9,33,19,12,13,9,33,19,12,13,9,33,19,12,13,9,33,19,12,13,9,33,19,12,13,9,33,19,12,13,9,33,19,12,13,9,33,19,12,13,9,33,19,12,13,9,33,19,12,13,9,33,19,12,13,9,33,19,12,13,9,33,19,12,13,2,33,19,12,13,2,33
human1_lib1.final_cell_0049,5,3,6,20,17,5,3,6,20,17,5,3,6,20,17,5,3,6,20,17,5,3,6,20,17,5,3,6,20,17,5,3,6,20,17,5,3,6,20,17,5,3,6,20,17,5,3,6,20,17,5,3,6,20,17,5,3,6,20,17,5,3,6,20,17,5,3,6,20,17,5,3,6,20,17,5,3,6,20,17,5,3,6,20,17,5,3,6,20,17,5,3,6,20,17,5,3,6,20,17,5,3,6,2,2
human1_lib1.final_cell_0050,38,1,3,25,17,38,1,3,25,17,38,1,3,25,17,38,1,3,25,17,38,1,3,25,17,38,1,3,25,17,38,1,3,25,17,38,1,3,25,17,38,1,3,25,17,38,1,3,25,17,38,1,3,25,17,38,1,3,25,17,38,1,3,25,17,38,1,3,25,17,38,1,3,25,17,38,1,3,25,17,38,1,3,25,17,38,1,3,25,17,38,1,3,25,17,38,1,3,2,17,38,1,3,2,2
human1_lib1.final_cell_0051,5,3,6,11,14,5,3,6,11,14,5,3,6,11,14,5,3,6,11,14,5,3,6,11,14,5,3,6,11,14,5,3,6,11,14,5,3,6,11,14,5,3,6,11,14,5,3,6,11,14,5,3,6,11,14,5,3,6,11,14,5,3,6,11,14,5,3,6,11,14,5,3,6,11,14,5,3,6,11,14,5,3,6,11,14,5,3,6,11,14,5,3,6,11,14,5,3,6,11,14,5,3,6,11,14
human1_lib1.final_cell_0052,38,6,3,5,13,38,6,3,5,13,38,6,3,5,13,38,6,3,5,13,38,6,3,5,13,38,6,3,5,13,38,6,3,5,13,38,6,3,5,13,38,6,3,5,13,38,6,3,5,13,38,6,3,5,13,38,6,3,5,13,38,6,3,5,13,38,6,3,5,13,38,6,3,5,13,38,6,3,5,13,38,6,3,5,13,38,6,3,5,13,38,6,3,5,13,38,6,3,2,13,38,6,3,2,13
human1_lib1.final_cell_0053,18,16,20,11,37,18,16,20,11,37,18,16,20,11,37,18,15,20,11,37,18,15,20,11,37,18,15,20,11,37,18,15,20,11,37,18,15,20,11,37,18,15,20,11,37,18,15,20,11,37,18,15,20,11,37,18,15,20,11,37,18,15,20,11,37,7,15,2,11,37,7,15,2,11,37,7,15,2,11,37,7,15,2,11,37,7,15,2,11,37,7,15,2,11,37,7,15,2,11,3,7,15,2,11,2
human1_lib1.final_cell_0054,38,1,3,13,20,38,1,3,13,20,38,1,3,13,20,38,1,3,13,20,38,1,3,13,20,38,1,3,13,20,38,1,3,13,20,38,1,3,13,20,38,1,3,13,20,38,1,3,13,20,38,1,3,13,20,38,1,3,13,20,38,1,3,13,20,38,1,3,13,20,38,1,3,13,20,38,1,3,13,20,38,1,3,13,20,38,1,3,13,20,38,1,3,13,20,38,1,3,13,20,38,1,3,2,20
human1_lib1.final_cell_0055,38,23,3,9,28,38,23,3,9,28,38,23,3,9,28,38,23,3,9,28,38,23,3,9,28,38,23,3,9,28,38,23,3,9,28,38,23,3,9,28,38,23,3,9,28,38,23,3,9,28,38,23,3,9,28,38,23,3,9,28,38,23,3,9,28,38,23,3,9,28,38,23,3,9,28,38,23,3,9,28,38,23,3,9,28,38,23,3,9,28,38,23,3,9,28,38,23,3,2,28,38,23,3,2,2
