cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,Garbage2-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,Garbage2-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,Garbage2-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,Garbage2-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,Garbage2-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,Garbage2-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,Garbage2-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,Garbage2-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,Garbage2-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,Garbage2-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,Garbage2-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,Garbage2-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,Garbage2-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,Garbage2-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,Garbage2-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,Garbage2-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,Garbage2-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,Garbage2-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,Garbage2-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,Garbage2-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100,Garbage2-100
human1_lib1.final_cell_0022,6,11,7,1,2,6,11,7,1,2,6,11,7,1,2,6,11,7,1,2,6,11,7,1,2,6,11,7,1,2,6,11,7,1,2,6,11,7,1,2,6,11,7,1,2,6,11,7,1,2,6,11,7,1,2,6,11,7,1,2,6,11,4,1,2,6,11,4,1,2,6,11,4,1,2,4,11,4,1,2,4,11,4,1,2,2,11,4,1,2,2,11,4,1,2,2,11,4,1,2,2,11,4,1,1
human1_lib1.final_cell_0023,7,7,9,11,13,7,7,9,11,13,7,7,9,11,13,7,7,9,11,13,7,7,9,11,13,7,7,9,11,13,7,7,9,11,13,7,7,9,11,13,7,7,9,11,13,7,7,9,11,13,7,7,9,11,13,7,7,9,11,13,7,7,9,11,13,7,7,9,11,13,7,7,9,11,13,7,7,9,11,13,7,7,9,11,13,7,7,9,11,13,7,7,9,11,13,7,7,9,11,13,7,7,9,11,1
human1_lib1.final_cell_0024,7,18,3,23,12,7,18,3,23,12,7,18,3,23,12,7,18,3,23,12,7,18,3,23,12,7,18,3,23,12,7,18,3,23,12,7,18,3,23,12,7,18,3,23,12,7,18,3,23,12,7,18,3,23,12,7,18,3,23,12,7,18,3,23,12,7,18,3,23,12,7,18,3,23,12,7,18,3,23,12,7,18,3,23,12,7,18,3,23,12,7,18,3,6,1,7,18,3,4,1,7,18,3,4,1
human1_lib1.final_cell_0025,26,14,5,12,22,26,14,5,12,22,26,14,5,12,22,26,14,5,12,22,26,14,5,12,22,26,14,5,12,22,26,14,5,12,22,26,14,5,12,22,26,14,5,12,22,26,14,5,12,22,26,14,5,12,22,26,14,5,12,22,26,14,5,12,22,26,14,5,12,22,26,14,5,12,22,26,14,5,12,22,26,14,5,12,22,26,14,5,12,22,26,14,5,12,22,26,14,5,12,22,26,14,5,12,22
human1_lib1.final_cell_0026,3,11,7,3,20,3,11,7,3,20,3,11,7,3,20,3,11,7,3,20,3,11,7,3,20,3,11,7,3,20,3,11,7,3,20,3,11,7,3,20,3,11,7,3,20,3,11,7,3,20,3,11,7,3,20,3,11,7,3,20,3,11,4,3,20,3,11,4,3,20,3,11,4,3,20,3,11,4,3,20,1,11,4,3,20,1,11,4,3,20,1,11,4,3,20,1,11,4,3,20,1,11,4,3,20
human1_lib1.final_cell_0027,7,18,3,21,17,7,18,3,21,17,7,18,3,21,17,7,18,3,21,17,7,18,3,21,17,7,18,3,21,17,7,18,3,21,17,7,18,3,21,17,7,18,3,21,17,7,18,3,21,17,7,18,3,21,17,7,18,3,21,17,7,18,3,21,17,7,18,3,21,17,7,18,3,21,17,7,18,3,21,17,7,18,3,21,17,7,18,3,21,17,7,18,3,21,1,7,18,3,21,1,7,18,3,4,1
human1_lib1.final_cell_0028,28,6,2,1,7,28,6,2,1,7,28,6,2,1,7,28,6,2,1,7,28,6,2,1,7,28,6,2,1,7,28,6,2,1,7,28,6,2,1,7,28,6,2,1,7,28,6,2,1,7,28,6,2,1,7,28,6,2,1,7,28,6,2,1,7,28,6,2,1,7,28,6,2,1,7,28,6,2,1,7,27,6,2,1,7,27,6,2,1,7,27,6,2,1,1,27,6,2,1,1,27,6,2,1,1
human1_lib1.final_cell_0029,28,6,14,27,21,28,6,14,27,21,28,6,14,27,21,28,6,14,27,21,28,6,14,27,21,28,6,14,27,21,28,6,14,27,21,28,6,14,27,21,28,6,14,27,21,28,6,14,27,21,28,6,14,27,21,28,6,14,27,21,28,6,14,27,21,28,6,14,27,21,28,6,14,27,21,28,6,14,27,21,27,6,14,27,21,27,6,14,27,21,27,6,14,27,21,27,6,14,27,21,27,6,14,27,21
human1_lib1.final_cell_0030,7,18,3,25,28,7,18,3,25,28,7,18,3,25,28,7,18,3,25,28,7,18,3,25,28,7,18,3,25,28,7,18,3,25,28,7,18,3,25,28,7,18,3,25,28,7,18,3,25,28,7,18,3,25,28,7,18,3,25,28,7,18,3,25,28,7,18,3,25,28,7,18,3,25,28,7,18,3,25,28,7,18,3,25,28,7,18,3,25,28,7,18,3,25,28,7,18,3,25,28,7,18,3,4,28
human1_lib1.final_cell_0031,26,14,5,3,7,26,14,5,3,7,26,14,5,3,7,26,14,5,3,7,26,14,5,3,7,26,14,5,3,7,26,14,5,3,7,26,14,5,3,7,26,14,5,3,7,26,14,5,3,7,26,14,5,3,7,26,14,5,3,7,26,14,5,3,7,26,14,5,3,7,26,14,5,3,7,26,14,5,3,7,26,14,5,3,7,26,14,5,3,7,26,14,5,3,1,26,14,5,3,1,26,14,5,3,1
human1_lib1.final_cell_0032,26,14,5,4,23,26,14,5,4,23,26,14,5,4,23,26,14,5,4,23,26,14,5,4,23,26,14,5,4,23,26,14,5,4,23,26,14,5,4,23,26,14,5,4,23,26,14,5,4,23,26,14,5,4,23,26,14,5,4,23,26,14,5,4,23,26,14,5,4,23,26,14,5,4,23,26,14,5,4,23,26,14,5,4,23,26,14,5,4,1,26,14,5,4,1,26,14,5,4,1,26,14,5,4,1
human1_lib1.final_cell_0033,26,14,5,28,10,26,14,5,28,10,26,14,5,28,10,26,14,5,28,10,26,14,5,28,10,26,14,5,28,10,26,14,5,28,10,26,14,5,28,10,26,14,5,28,10,26,14,5,28,10,26,14,5,28,10,26,14,5,28,10,26,14,5,28,10,26,14,5,28,10,26,14,5,28,10,26,14,5,28,10,26,14,5,28,10,26,14,5,28,10,26,14,5,6,10,26,14,5,4,10,26,14,5,4,1
human1_lib1.final_cell_0034,26,14,5,28,15,26,14,5,28,15,26,14,5,28,15,26,14,5,28,15,26,14,5,28,15,26,14,5,28,15,26,14,5,28,15,26,14,5,28,15,26,14,5,28,15,26,14,5,28,15,26,14,5,28,15,26,14,5,28,15,26,14,5,28,15,26,14,5,28,15,26,14,5,28,15,26,14,5,28,15,26,14,5,28,15,26,14,5,28,1,26,14,5,6,1,26,14,5,4,1,26,14,5,4,1
human1_lib1.final_cell_0035,7,5,3,12,19,7,5,3,12,19,7,5,3,12,19,7,5,3,12,19,7,5,3,12,19,7,5,3,12,19,7,5,3,12,19,7,5,3,12,19,7,5,3,12,19,7,5,3,12,19,7,5,3,12,19,7,5,3,12,19,7,5,3,12,19,7,5,3,12,19,7,5,3,12,19,7,5,3,12,19,7,5,3,12,19,7,5,3,12,19,7,5,3,12,19,7,5,3,12,1,7,5,3,12,1
human1_lib1.final_cell_0036,28,6,14,8,8,28,6,14,8,8,28,6,14,8,8,28,6,14,8,8,28,6,14,8,8,28,6,14,8,8,28,6,14,8,8,28,6,14,8,8,28,6,14,8,8,28,6,14,8,8,28,6,14,8,8,28,6,14,8,8,28,6,14,8,8,28,6,14,8,8,28,6,14,8,8,28,6,14,8,8,27,6,14,8,8,27,6,14,8,8,27,6,14,8,8,27,6,14,8,8,27,6,14,4,1
human1_lib1.final_cell_0037,7,5,3,12,24,7,5,3,12,24,7,5,3,12,24,7,5,3,12,24,7,5,3,12,24,7,5,3,12,24,7,5,3,12,24,7,5,3,12,24,7,5,3,12,24,7,5,3,12,24,7,5,3,12,24,7,5,3,12,24,7,5,3,12,24,7,5,3,12,24,7,5,3,12,24,7,5,3,12,24,7,5,3,12,24,7,5,3,12,24,7,5,3,12,24,7,5,3,12,24,7,5,3,12,24
human1_lib1.final_cell_0038,7,18,3,6,8,7,18,3,6,8,7,18,3,6,8,7,18,3,6,8,7,18,3,6,8,7,18,3,6,8,7,18,3,6,8,7,18,3,6,8,7,18,3,6,8,7,18,3,6,8,7,18,3,6,8,7,18,3,6,8,7,18,3,6,8,7,18,3,6,8,7,18,3,6,8,7,18,3,6,8,7,18,3,6,8,7,18,3,6,8,7,18,3,6,8,7,18,3,4,8,7,18,3,4,1
human1_lib1.final_cell_0039,21,10,17,14,15,21,10,17,14,15,21,10,17,14,15,21,10,17,14,15,21,10,17,14,15,21,10,17,14,15,21,10,17,14,15,21,10,17,14,15,21,10,17,14,15,21,10,17,14,15,21,10,17,14,15,21,10,17,14,15,21,10,17,14,15,21,10,17,14,15,21,10,17,14,15,21,10,17,14,15,21,10,17,14,15,21,10,17,14,1,21,10,17,14,1,21,10,17,4,1,21,10,17,4,1
human1_lib1.final_cell_0040,26,14,5,1,3,26,14,5,1,3,26,14,5,1,3,26,14,5,1,3,26,14,5,1,3,26,14,5,1,3,26,14,5,1,3,26,14,5,1,3,26,14,5,1,3,26,14,5,1,3,26,14,5,1,3,26,14,5,1,3,26,14,5,1,3,26,14,5,1,3,26,14,5,1,3,26,14,5,1,3,26,14,5,1,3,26,14,5,1,3,26,14,5,1,3,26,14,5,1,3,26,14,5,1,1
human1_lib1.final_cell_0041,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14
human1_lib1.final_cell_0042,7,18,3,1,16,7,18,3,1,16,7,18,3,1,16,7,18,3,1,16,7,18,3,1,16,7,18,3,1,16,7,18,3,1,16,7,18,3,1,16,7,18,3,1,16,7,18,3,1,16,7,18,3,1,16,7,18,3,1,16,7,18,3,1,16,7,18,3,1,16,7,18,3,1,16,7,18,3,1,16,7,18,3,1,16,7,18,3,1,16,7,18,3,1,16,7,18,3,1,16,7,18,3,1,16
human1_lib1.final_cell_0043,26,14,5,19,15,26,14,5,19,15,26,14,5,19,15,26,14,5,19,15,26,14,5,19,15,26,14,5,19,15,26,14,5,19,15,26,14,5,19,15,26,14,5,19,15,26,14,5,19,15,26,14,5,19,15,26,14,5,19,15,26,14,5,19,15,26,14,5,19,15,26,14,5,19,15,26,14,5,19,15,26,14,5,19,15,26,14,5,19,1,26,14,5,6,1,26,14,5,4,1,26,14,5,4,1
human1_lib1.final_cell_0044,23,16,8,15,7,23,16,8,15,7,23,16,8,15,7,23,16,8,15,7,23,16,8,15,7,23,16,8,15,7,23,16,8,15,7,23,16,8,15,7,23,16,8,15,7,23,16,8,15,7,23,16,8,15,7,23,16,8,15,7,23,16,8,15,7,23,16,8,15,7,23,16,8,15,7,23,16,8,15,7,23,16,8,15,7,23,16,8,15,7,23,16,8,15,1,23,16,8,4,1,23,16,8,4,1
human1_lib1.final_cell_0045,23,16,8,6,18,23,16,8,6,18,23,16,8,6,18,23,16,8,6,18,23,16,8,6,18,23,16,8,6,18,23,16,8,6,18,23,16,8,6,18,23,16,8,6,18,23,16,8,6,18,23,16,8,6,18,23,16,8,6,18,23,16,8,6,18,23,16,8,6,18,23,16,8,6,18,23,16,8,6,18,23,16,8,6,18,23,16,8,6,18,23,16,8,6,18,23,16,8,4,18,23,16,8,4,18
human1_lib1.final_cell_0046,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14,23,16,8,2,14
human1_lib1.final_cell_0047,28,6,14,15,14,28,6,14,15,14,28,6,14,15,14,28,6,14,15,14,28,6,14,15,14,28,6,14,15,14,28,6,14,15,14,28,6,14,15,14,28,6,14,15,14,28,6,14,15,14,28,6,14,15,14,28,6,14,15,14,28,6,14,15,14,28,6,14,15,14,28,6,14,15,14,28,6,14,15,14,27,6,14,15,14,27,6,14,15,14,27,6,14,15,14,27,6,14,4,14,27,6,14,4,14
human1_lib1.final_cell_0048,23,16,8,18,9,23,16,8,18,9,23,16,8,18,9,23,16,8,18,9,23,16,8,18,9,23,16,8,18,9,23,16,8,18,9,23,16,8,18,9,23,16,8,18,9,23,16,8,18,9,23,16,8,18,9,23,16,8,18,9,23,16,8,18,9,23,16,8,18,9,23,16,8,18,9,23,16,8,18,9,23,16,8,18,9,23,16,8,18,9,23,16,8,18,9,23,16,8,18,9,23,16,8,18,9
human1_lib1.final_cell_0049,26,14,5,24,20,26,14,5,24,20,26,14,5,24,20,26,14,5,24,20,26,14,5,24,20,26,14,5,24,20,26,14,5,24,20,26,14,5,24,20,26,14,5,24,20,26,14,5,24,20,26,14,5,24,20,26,14,5,24,20,26,14,5,24,20,26,14,5,24,20,26,14,5,24,20,26,14,5,24,20,26,14,5,24,20,26,14,5,24,20,26,14,5,24,20,26,14,5,24,20,26,14,5,24,20
human1_lib1.final_cell_0050,7,18,3,23,7,7,18,3,23,7,7,18,3,23,7,7,18,3,23,7,7,18,3,23,7,7,18,3,23,7,7,18,3,23,7,7,18,3,23,7,7,18,3,23,7,7,18,3,23,7,7,18,3,23,7,7,18,3,23,7,7,18,3,23,7,7,18,3,23,7,7,18,3,23,7,7,18,3,23,7,7,18,3,23,7,7,18,3,23,7,7,18,3,6,1,7,18,3,4,1,7,18,3,4,1
human1_lib1.final_cell_0051,26,14,5,1,24,26,14,5,1,24,26,14,5,1,24,26,14,5,1,24,26,14,5,1,24,26,14,5,1,24,26,14,5,1,24,26,14,5,1,24,26,14,5,1,24,26,14,5,1,24,26,14,5,1,24,26,14,5,1,24,26,14,5,1,24,26,14,5,1,24,26,14,5,1,24,26,14,5,1,24,26,14,5,1,24,26,14,5,1,24,26,14,5,1,24,26,14,5,1,24,26,14,5,1,24
human1_lib1.final_cell_0052,7,18,3,2,10,7,18,3,2,10,7,18,3,2,10,7,18,3,2,10,7,18,3,2,10,7,18,3,2,10,7,18,3,2,10,7,18,3,2,10,7,18,3,2,10,7,18,3,2,10,7,18,3,2,10,7,18,3,2,10,7,18,3,2,10,7,18,3,2,10,7,18,3,2,10,7,18,3,2,10,7,18,3,2,10,7,18,3,2,10,7,18,3,2,10,7,18,3,2,10,7,18,3,2,1
human1_lib1.final_cell_0053,28,6,14,24,5,28,6,14,24,5,28,6,14,24,5,28,6,14,24,5,28,6,14,24,5,28,6,14,24,5,28,6,14,24,5,28,6,14,24,5,28,6,14,24,5,28,6,14,24,5,28,6,14,24,5,28,6,14,24,5,28,6,14,24,5,28,6,14,24,5,28,6,14,24,5,28,6,14,24,5,27,6,14,24,5,27,6,14,24,5,27,6,14,24,5,27,6,14,24,5,27,6,14,24,1
human1_lib1.final_cell_0054,7,18,3,12,9,7,18,3,12,9,7,18,3,12,9,7,18,3,12,9,7,18,3,12,9,7,18,3,12,9,7,18,3,12,9,7,18,3,12,9,7,18,3,12,9,7,18,3,12,9,7,18,3,12,9,7,18,3,12,9,7,18,3,12,9,7,18,3,12,9,7,18,3,12,9,7,18,3,12,9,7,18,3,12,9,7,18,3,12,9,7,18,3,12,9,7,18,3,12,9,7,18,3,12,9
human1_lib1.final_cell_0055,7,10,3,20,3,7,10,3,20,3,7,10,3,20,3,7,10,3,20,3,7,10,3,20,3,7,10,3,20,3,7,10,3,20,3,7,10,3,20,3,7,10,3,20,3,7,10,3,20,3,7,10,3,20,3,7,10,3,20,3,7,10,3,20,3,7,10,3,20,3,7,10,3,20,3,7,10,3,20,3,7,10,3,20,3,7,10,3,20,3,7,10,3,20,3,7,10,3,20,3,7,10,3,20,1
