cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,Garbage2-00,Garbage3-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,Garbage2-05,Garbage3-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,Garbage2-10,Garbage3-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,Garbage2-15,Garbage3-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,Garbage2-20,Garbage3-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,Garbage2-25,Garbage3-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,Garbage2-30,Garbage3-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,Garbage2-35,Garbage3-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,Garbage2-40,Garbage3-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,Garbage2-45,Garbage3-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,Garbage2-50,Garbage3-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,Garbage2-55,Garbage3-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,Garbage2-60,Garbage3-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,Garbage2-65,Garbage3-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,Garbage2-70,Garbage3-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,Garbage2-75,Garbage3-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,Garbage2-80,Garbage3-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,Garbage2-85,Garbage3-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,Garbage2-90,Garbage3-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,Garbage2-95,Garbage3-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100,Garbage2-100,Garbage3-100
HP1502401_A24,17,20,7,25,34,19,17,20,7,25,34,19,17,20,7,25,34,19,17,20,7,25,34,19,17,20,7,25,34,19,17,20,7,25,34,19,17,20,7,25,34,19,17,20,7,25,34,19,17,20,7,25,34,19,17,20,7,25,34,19,17,20,7,25,34,19,17,20,7,25,34,19,17,20,7,25,34,19,17,20,7,25,34,19,17,20,7,25,34,4,17,20,7,7,34,4,17,20,7,7,34,4,17,20,7,4,34,4,17,20,7,2,34,4,17,20,7,2,34,4,17,20,7,2,34,4
HP1502401_A4,16,9,3,4,20,21,16,9,3,4,20,21,16,9,3,4,20,21,16,9,3,4,20,21,16,9,3,4,20,21,16,9,3,4,20,21,16,9,3,4,20,21,16,9,3,4,20,21,16,9,3,4,20,21,16,9,3,4,20,21,16,9,3,4,20,21,16,9,3,4,20,21,16,9,3,4,20,21,16,9,3,4,20,21,16,9,3,4,20,21,16,9,3,4,20,21,16,9,3,4,20,21,16,9,3,4,20,21,10,9,3,2,20,21,10,9,3,2,20,21,10,9,3,2,20,21
HP1502401_A6,28,6,11,21,27,29,28,6,11,21,27,29,28,6,11,21,27,29,28,6,11,21,27,29,28,6,11,21,27,29,28,6,11,21,27,29,28,6,11,21,27,29,28,6,11,21,27,29,28,6,11,21,27,29,28,6,11,21,27,29,28,6,11,21,27,29,28,6,11,21,27,29,28,6,11,21,27,29,2,6,11,21,27,29,2,6,11,21,27,29,2,6,11,21,27,29,2,6,11,21,27,29,2,6,11,21,27,29,2,6,11,21,27,29,2,6,11,21,27,29,2,6,11,21,27,29
HP1502401_A7,28,6,11,21,33,29,28,6,11,21,33,29,28,6,11,21,33,29,28,6,11,21,33,29,28,6,11,21,33,29,28,6,11,21,33,29,28,6,11,21,33,29,28,6,11,21,33,29,28,6,11,21,33,29,28,6,11,21,33,29,28,6,11,21,33,29,28,6,11,21,33,29,28,6,11,21,33,29,2,6,11,21,33,29,2,6,11,21,33,29,2,6,11,21,33,29,2,6,11,21,33,29,2,6,11,21,33,29,2,6,11,21,33,29,2,6,11,21,33,29,2,6,11,21,33,29
HP1502401_B1,28,6,11,14,34,25,28,6,11,14,34,25,28,6,11,14,34,25,28,6,11,14,34,25,28,6,11,14,34,25,28,6,11,14,34,25,28,6,11,14,34,25,28,6,11,14,34,25,28,6,11,14,34,25,28,6,11,14,34,25,28,6,11,14,34,25,28,6,11,14,34,25,28,6,11,14,34,25,2,6,11,14,34,25,2,6,11,14,34,25,2,6,11,7,34,25,2,6,11,7,34,25,2,6,11,4,34,4,2,6,11,2,34,4,2,6,11,2,34,4,2,6,11,2,34,4
HP1502401_B10,31,10,14,3,5,30,31,10,14,3,5,30,31,10,14,3,5,30,31,10,14,3,5,30,31,10,14,3,5,30,31,10,14,3,5,30,31,10,14,3,5,30,31,10,14,3,5,30,31,10,14,3,5,30,31,10,14,3,5,30,31,10,14,3,5,30,31,10,14,3,5,30,31,10,8,3,5,30,31,10,8,3,5,30,31,10,8,3,5,30,31,10,8,3,5,30,31,10,8,3,5,30,31,10,8,3,5,30,31,10,8,3,5,4,31,10,8,3,5,4,31,10,8,3,5,4
HP1502401_B11,13,3,6,34,16,20,13,2,6,34,16,20,13,2,6,34,16,20,13,2,6,34,16,20,13,2,6,34,16,20,13,2,6,34,16,20,13,2,6,34,16,20,13,2,6,34,16,20,13,2,6,34,16,20,13,2,6,34,16,20,13,2,6,34,16,20,13,2,6,34,16,20,13,2,6,34,16,20,13,2,6,34,16,20,13,2,6,8,16,20,13,2,6,7,2,20,13,2,6,7,2,20,13,2,6,4,2,20,12,2,6,2,2,20,12,2,6,2,2,20,12,2,6,2,2,20
HP1502401_B14,28,6,11,32,12,5,28,6,11,32,12,5,28,6,11,32,12,5,28,6,11,32,12,5,28,6,11,32,12,5,28,6,11,32,12,5,28,6,11,32,12,5,28,6,11,32,12,5,28,6,11,32,12,5,28,6,11,32,12,5,28,6,11,32,12,5,28,6,11,32,12,5,28,6,11,32,12,5,2,6,11,32,12,5,2,6,11,32,12,5,2,6,11,32,12,5,2,6,11,32,12,5,2,6,11,32,12,5,2,6,11,32,12,5,2,6,11,32,12,5,2,6,11,32,2,5
HP1502401_B15,13,3,6,24,34,18,13,2,6,24,34,18,13,2,6,24,34,18,13,2,6,24,34,18,13,2,6,24,34,18,13,2,6,24,34,18,13,2,6,24,34,18,13,2,6,24,34,18,13,2,6,24,34,18,13,2,6,24,34,18,13,2,6,24,34,18,13,2,6,24,34,18,13,2,6,24,34,18,13,2,6,24,34,18,13,2,6,24,34,18,13,2,6,24,34,18,13,2,6,24,34,18,13,2,6,24,34,18,12,2,6,2,34,18,12,2,6,2,34,18,12,2,6,2,34,18
HP1502401_B16,16,4,1,29,11,31,16,4,1,29,11,31,16,4,1,29,11,31,16,4,1,29,11,31,16,4,1,29,11,31,16,4,1,29,11,31,16,4,1,29,11,31,16,4,1,29,11,31,16,4,1,29,11,31,16,4,1,29,11,31,16,4,1,29,11,31,16,4,1,29,11,31,16,4,1,29,11,31,16,4,1,29,11,31,16,4,1,29,11,31,16,4,1,29,11,31,16,4,1,29,2,31,16,4,1,29,2,31,10,4,1,29,2,31,10,4,1,29,2,31,10,4,1,29,2,4
HP1502401_B17,19,8,14,28,8,6,19,8,14,28,8,6,19,8,14,28,8,6,19,8,14,28,8,6,19,8,14,28,8,6,19,8,14,28,8,6,19,8,14,28,8,6,19,8,14,28,8,6,19,8,14,28,8,6,19,8,14,28,8,6,19,8,14,28,8,6,19,8,14,28,8,6,19,8,8,28,8,6,19,8,8,28,8,6,19,8,8,28,8,6,19,8,8,28,8,6,19,8,8,28,8,6,19,8,8,28,8,4,19,8,8,28,8,4,19,8,8,28,8,4,19,8,8,28,8,4
HP1502401_B18,13,2,6,4,23,14,13,2,6,4,23,14,13,2,6,4,23,14,13,2,6,4,23,14,13,2,6,4,23,14,13,2,6,4,23,14,13,2,6,4,23,14,13,2,6,4,23,14,13,2,6,4,23,14,13,2,6,4,23,14,13,2,6,4,23,14,13,2,6,4,23,14,13,2,6,4,23,14,13,2,6,4,23,14,13,2,6,4,23,14,13,2,6,4,2,14,13,2,6,4,2,14,13,2,6,4,2,14,12,2,6,2,2,14,12,2,6,2,2,14,12,2,6,2,2,4
HP1502401_B20,16,10,10,6,22,30,16,10,10,6,22,30,16,10,10,6,22,30,16,10,10,6,22,30,16,10,10,6,22,30,16,10,10,6,22,30,16,10,10,6,22,30,16,10,10,6,22,30,16,10,10,6,22,30,16,10,10,6,22,30,16,10,10,6,22,30,16,10,10,6,22,30,16,10,10,6,22,30,16,10,10,6,22,30,16,10,10,6,22,30,16,10,10,6,22,30,16,10,10,6,22,30,16,10,10,6,2,30,10,10,10,6,2,4,10,10,10,6,2,4,10,10,10,6,2,4
HP1502401_B21,28,6,11,14,11,8,28,6,11,14,11,8,28,6,11,14,11,8,28,6,11,14,11,8,28,6,11,14,11,8,28,6,11,14,11,8,28,6,11,14,11,8,28,6,11,14,11,8,28,6,11,14,11,8,28,6,11,14,11,8,28,6,11,14,11,8,28,6,11,14,11,8,28,6,11,14,11,8,2,6,11,14,11,8,2,6,11,14,11,4,2,6,11,7,11,4,2,6,11,7,2,4,2,6,11,4,2,4,2,6,11,2,2,4,2,6,11,2,2,4,2,6,11,2,2,4
HP1502401_B22,32,6,13,11,15,15,32,6,13,11,15,15,32,6,13,11,15,15,32,6,13,11,15,15,32,6,13,11,15,15,32,6,13,11,15,15,32,6,13,11,15,15,32,6,13,11,15,15,32,6,13,11,15,15,32,6,13,11,15,15,32,6,13,11,15,15,32,6,13,11,15,15,32,6,13,11,15,15,32,6,13,11,15,15,32,6,13,11,15,15,32,6,13,11,15,15,32,6,13,11,2,4,32,6,13,11,2,4,32,6,13,11,2,4,32,6,13,11,2,4,32,6,13,11,2,4
HP1502401_B23,28,6,11,22,15,15,28,6,11,22,15,15,28,6,11,22,15,15,28,6,11,22,15,15,28,6,11,22,15,15,28,6,11,22,15,15,28,6,11,22,15,15,28,6,11,22,15,15,28,6,11,22,15,15,28,6,11,22,15,15,28,6,11,22,15,15,28,6,11,22,15,15,28,6,11,22,15,15,2,6,11,22,15,15,2,6,11,8,15,15,2,6,11,7,15,15,2,6,11,7,2,4,2,6,11,4,2,4,2,6,11,2,2,4,2,6,11,2,2,4,2,6,11,2,2,4
HP1502401_B24,28,6,11,5,9,27,28,6,11,5,9,27,28,6,11,5,9,27,28,6,11,5,9,27,28,6,11,5,9,27,28,6,11,5,9,27,28,6,11,5,9,27,28,6,11,5,9,27,28,6,11,5,9,27,28,6,11,5,9,27,28,6,11,5,9,27,28,6,11,5,9,27,28,6,11,5,9,27,2,6,11,5,9,27,2,6,11,5,9,27,2,6,11,5,9,27,2,6,11,5,9,27,2,6,11,5,2,27,2,6,11,5,2,4,2,6,11,2,2,4,2,6,11,2,2,4
HP1502401_B5,16,17,1,14,27,22,16,17,1,14,27,22,16,17,1,14,27,22,16,17,1,14,27,22,16,17,1,14,27,22,16,17,1,14,27,22,16,17,1,14,27,22,16,17,1,14,27,22,16,17,1,14,27,22,16,17,1,14,27,22,16,17,1,14,27,22,16,17,1,14,27,22,16,17,1,14,27,22,16,17,1,14,27,7,16,17,1,14,27,4,16,17,1,7,27,4,16,17,1,7,27,4,16,17,1,4,27,4,10,17,1,2,27,4,10,17,1,2,27,4,10,17,1,2,27,4
HP1502401_B7,28,6,11,23,7,33,28,6,11,23,7,33,28,6,11,23,7,33,28,6,11,23,7,33,28,6,11,23,7,33,28,6,11,23,7,33,28,6,11,23,7,33,28,6,11,23,7,33,28,6,11,23,7,33,28,6,11,23,7,33,28,6,11,23,7,33,28,6,11,23,7,33,28,6,11,23,7,33,2,6,11,23,7,33,2,6,11,23,7,33,2,6,11,23,7,33,2,6,11,23,7,33,2,6,11,23,7,33,2,6,11,23,7,33,2,6,11,23,7,33,2,6,11,23,7,33
HP1502401_B8,17,20,7,18,31,30,17,20,7,18,31,30,17,20,7,18,31,30,17,20,7,18,31,30,17,20,7,18,31,30,17,20,7,18,31,30,17,20,7,18,31,30,17,20,7,18,31,30,17,20,7,18,31,30,17,20,7,18,31,30,17,20,7,18,31,30,17,20,7,18,31,30,17,20,7,18,31,30,17,20,7,18,31,30,17,20,7,18,31,30,17,20,7,18,31,30,17,20,7,18,31,30,17,20,7,18,31,30,17,20,7,18,31,4,17,20,7,18,31,4,17,20,7,18,31,4
HP1502401_C1,19,8,14,23,9,34,19,8,14,23,9,34,19,8,14,23,9,34,19,8,14,23,9,34,19,8,14,23,9,34,19,8,14,23,9,34,19,8,14,23,9,34,19,8,14,23,9,34,19,8,14,23,9,34,19,8,14,23,9,34,19,8,14,23,9,34,19,8,14,23,9,34,19,8,8,23,9,34,19,8,8,23,9,34,19,8,8,23,9,34,19,8,8,23,9,34,19,8,8,23,9,34,19,8,8,23,2,34,19,8,8,23,2,34,19,8,8,23,2,34,19,8,8,23,2,34
HP1502401_C10,28,6,11,1,28,9,28,6,11,1,28,9,28,6,11,1,28,9,28,6,11,1,28,9,28,6,11,1,28,9,28,6,11,1,28,9,28,6,11,1,28,9,28,6,11,1,28,9,28,6,11,1,28,9,28,6,11,1,28,9,28,6,11,1,28,9,28,6,11,1,28,9,28,6,11,1,28,9,2,6,11,1,28,9,2,6,11,1,28,9,2,6,11,1,28,9,2,6,11,1,28,9,2,6,11,1,28,9,2,6,11,1,28,9,2,6,11,1,28,9,2,6,11,1,28,9
HP1502401_C12,9,1,2,26,26,11,9,1,2,26,26,11,9,1,2,26,26,11,9,1,2,26,26,11,9,1,2,26,26,11,9,1,2,26,26,11,9,1,2,26,26,11,9,1,2,26,26,11,9,1,2,26,26,11,9,1,2,26,26,11,9,1,2,26,26,11,9,1,2,26,26,11,9,1,2,26,26,11,9,1,2,26,26,11,9,1,2,26,26,4,9,1,2,26,26,4,9,1,2,26,2,4,9,1,2,26,2,4,9,1,2,2,2,4,4,1,2,2,2,4,4,1,2,2,2,4
HP1502401_C14,16,4,1,1,30,18,16,4,1,1,30,18,16,4,1,1,30,18,16,4,1,1,30,18,16,4,1,1,30,18,16,4,1,1,30,18,16,4,1,1,30,18,16,4,1,1,30,18,16,4,1,1,30,18,16,4,1,1,30,18,16,4,1,1,30,18,16,4,1,1,30,18,16,4,1,1,30,18,16,4,1,1,30,18,16,4,1,1,30,18,16,4,1,1,30,18,16,4,1,1,30,18,16,4,1,1,30,18,10,4,1,1,30,18,10,4,1,1,30,18,10,4,1,1,30,18
HP1502401_C16,16,17,1,12,7,28,16,17,1,12,7,28,16,17,1,12,7,28,16,17,1,12,7,28,16,17,1,12,7,28,16,17,1,12,7,28,16,17,1,12,7,28,16,17,1,12,7,28,16,17,1,12,7,28,16,17,1,12,7,28,16,17,1,12,7,28,16,17,1,12,7,28,16,17,1,12,7,28,16,17,1,12,7,7,16,17,1,12,7,4,16,17,1,12,7,4,16,17,1,12,7,4,16,17,1,12,7,4,10,17,1,12,7,4,10,17,1,12,7,4,10,17,1,2,7,4
HP1502401_C18,28,6,11,30,1,26,28,6,11,30,1,26,28,6,11,30,1,26,28,6,11,30,1,26,28,6,11,30,1,26,28,6,11,30,1,26,28,6,11,30,1,26,28,6,11,30,1,26,28,6,11,30,1,26,28,6,11,30,1,26,28,6,11,30,1,26,28,6,11,30,1,26,28,6,11,30,1,26,2,6,11,30,1,26,2,6,11,30,1,26,2,6,11,30,1,26,2,6,11,30,1,26,2,6,11,30,1,26,2,6,11,30,1,26,2,6,11,30,1,26,2,6,11,2,1,26
HP1502401_C2,32,5,13,1,7,31,32,5,13,1,7,31,32,5,13,1,7,31,32,5,13,1,7,31,32,5,13,1,7,31,32,5,13,1,7,31,32,5,13,1,7,31,32,5,13,1,7,31,32,5,13,1,7,31,32,5,13,1,7,31,32,5,13,1,7,31,32,5,13,1,7,31,32,5,13,1,7,31,32,5,13,1,7,31,32,5,13,1,7,31,32,5,13,1,7,31,32,5,13,1,7,31,32,5,13,1,7,31,32,5,13,1,7,31,32,4,13,1,7,31,32,4,13,1,7,4
HP1502401_C20,17,20,7,12,19,23,17,20,7,12,19,23,17,20,7,12,19,23,17,20,7,12,19,23,17,20,7,12,19,23,17,20,7,12,19,23,17,20,7,12,19,23,17,20,7,12,19,23,17,20,7,12,19,23,17,20,7,12,19,23,17,20,7,12,19,23,17,20,7,12,19,23,17,20,7,12,19,23,17,20,7,12,19,23,17,20,7,12,19,23,17,20,7,12,19,23,17,20,7,12,2,23,17,20,7,12,2,23,17,20,7,12,2,23,17,20,7,12,2,23,17,20,7,2,2,23
HP1502401_C21,28,6,11,26,29,26,28,6,11,26,29,26,28,6,11,26,29,26,28,6,11,26,29,26,28,6,11,26,29,26,28,6,11,26,29,26,28,6,11,26,29,26,28,6,11,26,29,26,28,6,11,26,29,26,28,6,11,26,29,26,28,6,11,26,29,26,28,6,11,26,29,26,28,6,11,26,29,26,2,6,11,26,29,26,2,6,11,26,29,26,2,6,11,26,29,26,2,6,11,26,29,26,2,6,11,26,29,26,2,6,11,2,29,26,2,6,11,2,29,26,2,6,11,2,29,26
HP1502401_C22,32,5,13,4,10,23,32,5,13,4,10,23,32,5,13,4,10,23,32,5,13,4,10,23,32,5,13,4,10,23,32,5,13,4,10,23,32,5,13,4,10,23,32,5,13,4,10,23,32,5,13,4,10,23,32,5,13,4,10,23,32,5,13,4,10,23,32,5,13,4,10,23,32,5,13,4,10,23,32,5,13,4,10,23,32,5,13,4,10,23,32,5,13,4,10,23,32,5,13,4,10,23,32,5,13,4,10,23,32,5,13,2,2,23,32,4,13,2,2,23,32,4,13,2,2,23
HP1502401_C4,16,11,1,33,17,18,16,11,1,33,17,18,16,11,1,33,17,18,16,11,1,33,17,18,16,11,1,33,17,18,16,11,1,33,17,18,16,11,1,33,17,18,16,11,1,33,17,18,16,11,1,33,17,18,16,11,1,33,17,18,16,11,1,33,17,18,16,11,1,33,17,18,16,11,1,33,17,18,16,11,1,33,17,18,16,11,1,33,17,18,16,11,1,7,17,18,16,11,1,7,17,18,16,11,1,4,17,18,10,11,1,2,17,18,10,11,1,2,17,18,10,11,1,2,17,18
HP1502401_C5,17,20,7,29,5,2,17,20,7,29,5,2,17,20,7,29,5,2,17,20,7,29,5,2,17,20,7,29,5,2,17,20,7,29,5,2,17,20,7,29,5,2,17,20,7,29,5,2,17,20,7,29,5,2,17,20,7,29,5,2,17,20,7,29,5,2,17,20,7,29,5,2,17,20,7,29,5,2,17,20,7,29,5,2,17,20,7,29,5,2,17,20,7,29,5,2,17,20,7,29,5,2,17,20,7,29,5,2,17,20,7,29,5,2,17,20,7,29,5,2,17,20,7,29,5,2
HP1502401_C6,28,6,11,15,34,21,28,6,11,15,34,21,28,6,11,15,34,21,28,6,11,15,34,21,28,6,11,15,34,21,28,6,11,15,34,21,28,6,11,15,34,21,28,6,11,15,34,21,28,6,11,15,34,21,28,6,11,15,34,21,28,6,11,15,34,21,28,6,11,15,34,21,28,6,11,15,34,21,2,6,11,15,34,21,2,6,11,15,34,21,2,6,11,15,34,21,2,6,11,15,34,21,2,6,11,15,34,21,2,6,11,2,34,21,2,6,11,2,34,21,2,6,11,2,34,21
HP1502401_C7,28,6,11,13,10,33,28,6,11,13,10,33,28,6,11,13,10,33,28,6,11,13,10,33,28,6,11,13,10,33,28,6,11,13,10,33,28,6,11,13,10,33,28,6,11,13,10,33,28,6,11,13,10,33,28,6,11,13,10,33,28,6,11,13,10,33,28,6,11,13,10,33,28,6,11,13,10,33,2,6,11,13,10,33,2,6,11,13,10,33,2,6,11,13,10,33,2,6,11,13,10,33,2,6,11,13,10,33,2,6,11,13,2,33,2,6,11,13,2,33,2,6,11,13,2,33
HP1502401_C8,17,20,7,26,15,30,17,20,7,26,15,30,17,20,7,26,15,30,17,20,7,26,15,30,17,20,7,26,15,30,17,20,7,26,15,30,17,20,7,26,15,30,17,20,7,26,15,30,17,20,7,26,15,30,17,20,7,26,15,30,17,20,7,26,15,30,17,20,7,26,15,30,17,20,7,26,15,30,17,20,7,26,15,30,17,20,7,26,15,30,17,20,7,26,15,30,17,20,7,26,2,30,17,20,7,26,2,30,17,20,7,2,2,4,17,20,7,2,2,4,17,20,7,2,2,4
