cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,Garbage2-00,Garbage3-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,Garbage2-05,Garbage3-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,Garbage2-10,Garbage3-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,Garbage2-15,Garbage3-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,Garbage2-20,Garbage3-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,Garbage2-25,Garbage3-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,Garbage2-30,Garbage3-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,Garbage2-35,Garbage3-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,Garbage2-40,Garbage3-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,Garbage2-45,Garbage3-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,Garbage2-50,Garbage3-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,Garbage2-55,Garbage3-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,Garbage2-60,Garbage3-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,Garbage2-65,Garbage3-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,Garbage2-70,Garbage3-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,Garbage2-75,Garbage3-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,Garbage2-80,Garbage3-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,Garbage2-85,Garbage3-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,Garbage2-90,Garbage3-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,Garbage2-95,Garbage3-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100,Garbage2-100,Garbage3-100
HP1502401_A23,32,5,13,7,20,19,32,5,13,7,20,19,32,5,13,7,20,19,32,5,13,7,20,19,32,5,13,7,20,19,32,5,13,7,20,19,32,5,13,7,20,19,32,5,13,7,20,19,32,5,13,7,20,19,32,5,13,7,20,19,32,5,13,7,20,19,32,5,13,7,20,19,32,5,13,7,20,19,32,5,13,7,20,19,32,5,13,7,20,19,32,5,13,7,20,19,32,5,13,7,20,19,32,5,13,7,20,7,32,5,13,7,20,7,32,5,13,7,20,7,32,5,13,7,20,4
HP1502401_A24,17,20,7,9,5,33,17,20,7,9,5,33,17,20,7,9,5,33,17,20,7,9,5,33,17,20,7,9,5,33,17,20,7,9,5,33,17,20,7,9,5,33,17,20,7,9,5,33,17,20,7,9,5,33,17,20,7,9,5,33,17,20,7,9,5,33,17,20,7,9,5,33,17,20,7,9,5,33,17,20,7,9,5,33,17,20,7,9,5,33,17,20,7,9,5,33,17,20,7,9,5,33,17,20,7,9,5,33,17,20,7,9,5,7,17,20,7,9,5,7,17,20,7,9,5,4
HP1502401_A4,16,9,3,13,11,26,16,9,3,13,11,26,16,9,3,13,11,26,16,9,3,13,11,26,16,9,3,13,11,26,16,9,3,13,11,26,16,9,3,13,11,26,16,9,3,13,11,26,16,9,3,13,11,26,16,9,3,13,11,26,16,9,3,13,11,26,16,9,3,13,11,26,16,9,3,13,11,26,16,9,3,13,11,26,16,9,3,13,11,26,16,9,3,13,11,26,16,9,3,13,1,26,16,9,3,13,1,26,16,9,3,13,1,26,16,9,3,13,1,26,16,9,3,13,1,26
HP1502401_A6,28,6,11,28,7,22,28,6,11,28,7,22,28,6,11,28,7,22,28,6,11,28,7,22,28,6,11,28,7,22,28,6,11,28,7,22,28,6,11,28,7,22,28,6,11,28,7,22,28,6,11,28,7,22,28,6,11,28,7,22,28,6,11,28,7,22,2,6,11,28,7,22,2,6,11,28,7,22,2,6,11,28,7,22,2,6,11,28,7,22,2,6,11,28,7,22,2,6,11,28,7,22,2,6,11,28,7,22,2,6,11,28,7,22,2,6,11,28,7,22,2,6,11,28,7,22
HP1502401_A7,28,6,11,30,19,11,28,6,11,30,19,11,28,6,11,30,19,11,28,6,11,30,19,11,28,6,11,30,19,11,28,6,11,30,19,11,28,6,11,30,19,11,28,6,11,30,19,11,28,6,11,30,19,11,28,6,11,30,19,11,28,6,11,30,19,11,2,6,11,30,19,11,2,6,11,30,19,11,2,6,11,30,19,11,2,6,11,30,1,11,2,6,11,1,1,11,2,6,11,1,1,11,2,6,11,1,1,11,2,6,11,1,1,11,2,6,11,1,1,11,2,6,11,1,1,11
HP1502401_B1,28,6,11,12,8,32,28,6,11,12,8,32,28,6,11,12,8,32,28,6,11,12,8,32,28,6,11,12,8,32,28,6,11,12,8,32,28,6,11,12,8,32,28,6,11,12,8,32,28,6,11,12,8,32,28,6,11,12,8,32,28,6,11,12,8,32,2,6,11,12,8,32,2,6,11,12,8,32,2,6,11,12,8,32,2,6,11,12,8,32,2,6,11,12,8,32,2,6,11,12,8,32,2,6,11,12,8,32,2,6,11,12,8,7,2,6,11,12,8,7,2,6,11,1,8,4
HP1502401_B10,31,10,14,10,21,4,31,10,14,10,21,4,31,10,14,10,21,4,31,10,14,10,21,4,31,10,14,10,21,4,31,10,14,10,21,4,31,10,14,10,21,4,31,10,14,10,21,4,31,10,14,10,21,4,31,10,14,10,21,4,31,10,14,10,21,4,31,10,14,10,21,4,31,10,8,10,21,4,31,10,8,10,21,4,31,10,8,10,21,4,31,10,8,10,21,4,31,10,8,10,21,4,31,10,8,10,21,4,31,10,8,10,21,4,31,10,8,10,21,4,31,10,8,10,21,4
HP1502401_B11,13,3,6,19,24,1,13,2,6,19,24,1,13,2,6,19,24,1,13,2,6,19,24,1,13,2,6,19,24,1,13,2,6,19,24,1,13,2,6,19,24,1,13,2,6,19,24,1,13,2,6,19,24,1,13,2,6,19,24,1,13,2,6,19,24,1,13,2,6,19,24,1,13,2,6,19,24,1,13,2,6,19,24,1,13,2,6,19,24,1,13,2,6,19,24,1,13,2,6,1,24,1,13,2,6,1,24,1,12,2,6,1,24,1,12,2,6,1,24,1,12,2,6,1,1,1
HP1502401_B14,28,6,11,4,29,21,28,6,11,4,29,21,28,6,11,4,29,21,28,6,11,4,29,21,28,6,11,4,29,21,28,6,11,4,29,21,28,6,11,4,29,21,28,6,11,4,29,21,28,6,11,4,29,21,28,6,11,4,29,21,28,6,11,4,29,21,2,6,11,4,29,21,2,6,11,4,29,21,2,6,11,4,29,21,2,6,11,4,29,21,2,6,11,4,29,21,2,6,11,4,29,21,2,6,11,4,29,21,2,6,11,4,29,21,2,6,11,4,29,21,2,6,11,1,29,4
HP1502401_B15,13,3,6,2,14,16,13,2,6,2,14,16,13,2,6,2,14,16,13,2,6,2,14,16,13,2,6,2,14,16,13,2,6,2,14,16,13,2,6,2,14,16,13,2,6,2,14,16,13,2,6,2,14,16,13,2,6,2,14,16,13,2,6,2,14,16,13,2,6,2,14,16,13,2,6,2,14,16,13,2,6,2,14,16,13,2,6,2,1,16,13,2,6,1,1,16,13,2,6,1,1,12,13,2,6,1,1,7,12,2,6,1,1,7,12,2,6,1,1,7,12,2,6,1,1,4
HP1502401_B16,16,4,1,8,6,2,16,4,1,8,6,2,16,4,1,8,6,2,16,4,1,8,6,2,16,4,1,8,6,2,16,4,1,8,6,2,16,4,1,8,6,2,16,4,1,8,6,2,16,4,1,8,6,2,16,4,1,8,6,2,16,4,1,8,6,2,16,4,1,8,6,2,16,4,1,8,6,2,16,4,1,8,6,2,16,4,1,8,6,2,16,4,1,8,6,2,16,4,1,8,6,2,16,4,1,8,6,2,16,4,1,8,6,2,16,4,1,8,6,2,16,4,1,8,6,2
HP1502401_B17,19,8,14,14,7,23,19,8,14,14,7,23,19,8,14,14,7,23,19,8,14,14,7,23,19,8,14,14,7,23,19,8,14,14,7,23,19,8,14,14,7,23,19,8,14,14,7,23,19,8,14,14,7,23,19,8,14,14,7,23,19,8,14,14,7,23,19,8,14,14,7,23,19,8,8,14,7,23,19,8,8,14,7,23,19,8,8,14,7,23,19,8,8,14,7,23,19,8,8,14,7,23,19,8,8,14,7,23,19,8,8,14,7,23,19,8,8,14,7,23,19,8,8,14,7,23
HP1502401_B18,13,2,6,17,27,19,13,2,6,17,27,19,13,2,6,17,27,19,13,2,6,17,27,19,13,2,6,17,27,19,13,2,6,17,27,19,13,2,6,17,27,19,13,2,6,17,27,19,13,2,6,17,27,19,13,2,6,17,27,19,13,2,6,17,27,19,13,2,6,17,27,19,13,2,6,17,27,19,13,2,6,17,27,19,13,2,6,17,27,19,13,2,6,17,27,19,13,2,6,17,27,19,13,2,6,17,27,7,12,2,6,17,27,7,12,2,6,17,27,7,12,2,6,17,27,4
HP1502401_B20,16,10,10,2,16,25,16,10,10,2,16,25,16,10,10,2,16,25,16,10,10,2,16,25,16,10,10,2,16,25,16,10,10,2,16,25,16,10,10,2,16,25,16,10,10,2,16,25,16,10,10,2,16,25,16,10,10,2,16,25,16,10,10,2,16,25,16,10,10,2,16,25,16,10,10,2,16,25,16,10,10,2,16,25,16,10,10,2,16,25,16,10,10,1,16,25,16,10,10,1,16,25,16,10,10,1,16,25,16,10,10,1,16,25,16,10,10,1,16,25,16,10,10,1,16,25
HP1502401_B21,28,6,11,26,6,6,28,6,11,26,6,6,28,6,11,26,6,6,28,6,11,26,6,6,28,6,11,26,6,6,28,6,11,26,6,6,28,6,11,26,6,6,28,6,11,26,6,6,28,6,11,26,6,6,28,6,11,26,6,6,28,6,11,26,6,6,2,6,11,26,6,6,2,6,11,26,6,6,2,6,11,26,6,6,2,6,11,26,6,6,2,6,11,26,6,6,2,6,11,1,6,6,2,6,11,1,6,6,2,6,11,1,6,6,2,6,11,1,6,6,2,6,11,1,6,6
HP1502401_B22,32,6,13,15,35,3,32,6,13,15,35,3,32,6,13,15,35,3,32,6,13,15,35,3,32,6,13,15,35,3,32,6,13,15,35,3,32,6,13,15,35,3,32,6,13,15,35,3,32,6,13,15,35,3,32,6,13,15,35,3,32,6,13,15,35,3,32,6,13,15,35,3,32,6,13,15,35,3,32,6,13,15,35,3,32,6,13,15,1,3,32,6,13,15,1,3,32,6,13,15,1,3,32,6,13,15,1,3,32,6,13,15,1,3,32,6,13,15,1,3,32,6,13,15,1,3
HP1502401_B23,28,6,11,33,24,26,28,6,11,33,24,26,28,6,11,33,24,26,28,6,11,33,24,26,28,6,11,33,24,26,28,6,11,33,24,26,28,6,11,33,24,26,28,6,11,33,24,26,28,6,11,33,24,26,28,6,11,33,24,26,28,6,11,33,24,26,2,6,11,33,24,26,2,6,11,33,24,26,2,6,11,33,24,26,2,6,11,33,24,26,2,6,11,33,24,26,2,6,11,33,24,26,2,6,11,33,24,26,2,6,11,33,24,26,2,6,11,33,24,26,2,6,11,33,1,26
HP1502401_B24,28,6,11,22,10,13,28,6,11,22,10,13,28,6,11,22,10,13,28,6,11,22,10,13,28,6,11,22,10,13,28,6,11,22,10,13,28,6,11,22,10,13,28,6,11,22,10,13,28,6,11,22,10,13,28,6,11,22,10,13,28,6,11,22,10,13,2,6,11,22,10,13,2,6,11,22,10,13,2,6,11,22,10,13,2,6,11,22,10,13,2,6,11,22,10,13,2,6,11,22,10,13,2,6,11,22,10,13,2,6,11,22,10,13,2,6,11,22,10,13,2,6,11,22,10,13
HP1502401_B5,16,17,1,2,5,35,16,17,1,2,5,35,16,17,1,2,5,35,16,17,1,2,5,35,16,17,1,2,5,35,16,17,1,2,5,35,16,17,1,2,5,35,16,17,1,2,5,35,16,17,1,2,5,35,16,17,1,2,5,35,16,17,1,2,5,35,16,17,1,2,5,35,16,17,1,2,5,35,16,17,1,2,5,35,16,17,1,2,5,35,16,17,1,1,5,35,16,17,1,1,5,35,16,17,1,1,5,7,16,17,1,1,5,7,16,17,1,1,5,7,16,17,1,1,5,4
HP1502401_B7,28,6,11,14,8,13,28,6,11,14,8,13,28,6,11,14,8,13,28,6,11,14,8,13,28,6,11,14,8,13,28,6,11,14,8,13,28,6,11,14,8,13,28,6,11,14,8,13,28,6,11,14,8,13,28,6,11,14,8,13,28,6,11,14,8,13,2,6,11,14,8,13,2,6,11,14,8,13,2,6,11,14,8,13,2,6,11,14,8,13,2,6,11,14,8,13,2,6,11,14,8,13,2,6,11,14,8,13,2,6,11,14,8,13,2,6,11,14,8,13,2,6,11,14,8,13
HP1502401_B8,17,20,7,28,6,21,17,20,7,28,6,21,17,20,7,28,6,21,17,20,7,28,6,21,17,20,7,28,6,21,17,20,7,28,6,21,17,20,7,28,6,21,17,20,7,28,6,21,17,20,7,28,6,21,17,20,7,28,6,21,17,20,7,28,6,21,17,20,7,28,6,21,17,20,7,28,6,21,17,20,7,28,6,21,17,20,7,28,6,21,17,20,7,28,6,21,17,20,7,28,6,21,17,20,7,28,6,21,17,20,7,28,6,21,17,20,7,28,6,21,17,20,7,28,6,4
HP1502401_C1,19,8,14,28,21,15,19,8,14,28,21,15,19,8,14,28,21,15,19,8,14,28,21,15,19,8,14,28,21,15,19,8,14,28,21,15,19,8,14,28,21,15,19,8,14,28,21,15,19,8,14,28,21,15,19,8,14,28,21,15,19,8,14,28,21,15,19,8,14,28,21,15,19,8,8,28,21,15,19,8,8,28,21,15,19,8,8,28,21,15,19,8,8,28,21,15,19,8,8,28,21,15,19,8,8,28,21,15,19,8,8,28,21,15,19,8,8,28,21,15,19,8,8,28,21,15
HP1502401_C10,28,6,11,23,15,25,28,6,11,23,15,25,28,6,11,23,15,25,28,6,11,23,15,25,28,6,11,23,15,25,28,6,11,23,15,25,28,6,11,23,15,25,28,6,11,23,15,25,28,6,11,23,15,25,28,6,11,23,15,25,28,6,11,23,15,25,2,6,11,23,15,25,2,6,11,23,15,25,2,6,11,23,15,25,2,6,11,23,1,25,2,6,11,23,1,25,2,6,11,23,1,25,2,6,11,23,1,25,2,6,11,23,1,25,2,6,11,23,1,25,2,6,11,23,1,25
HP1502401_C12,9,1,2,8,6,32,9,1,2,8,6,32,9,1,2,8,6,32,9,1,2,8,6,32,9,1,2,8,6,32,9,1,2,8,6,32,9,1,2,8,6,32,9,1,2,8,6,32,9,1,2,8,6,32,9,1,2,8,6,32,9,1,2,8,6,32,9,1,2,8,6,32,9,1,2,8,6,32,9,1,2,8,6,32,9,1,2,8,6,32,9,1,2,8,6,32,9,1,2,8,6,32,9,1,2,8,6,32,4,1,2,8,6,7,4,1,2,8,6,7,4,1,2,8,6,4
HP1502401_C14,16,4,1,23,33,12,16,4,1,23,33,12,16,4,1,23,33,12,16,4,1,23,33,12,16,4,1,23,33,12,16,4,1,23,33,12,16,4,1,23,33,12,16,4,1,23,33,12,16,4,1,23,33,12,16,4,1,23,33,12,16,4,1,23,33,12,16,4,1,23,33,12,16,4,1,23,33,12,16,4,1,23,33,12,16,4,1,23,33,12,16,4,1,23,33,12,16,4,1,23,33,12,16,4,1,23,33,7,16,4,1,23,33,7,16,4,1,23,33,7,16,4,1,23,1,4
HP1502401_C16,16,17,1,8,2,16,16,17,1,8,2,16,16,17,1,8,2,16,16,17,1,8,2,16,16,17,1,8,2,16,16,17,1,8,2,16,16,17,1,8,2,16,16,17,1,8,2,16,16,17,1,8,2,16,16,17,1,8,2,16,16,17,1,8,2,16,16,17,1,8,2,16,16,17,1,8,2,16,16,17,1,8,2,16,16,17,1,8,2,16,16,17,1,8,2,16,16,17,1,8,2,12,16,17,1,8,2,7,16,17,1,8,2,7,16,17,1,8,2,7,16,17,1,8,2,4
HP1502401_C18,28,6,11,4,12,7,28,6,11,4,12,7,28,6,11,4,12,7,28,6,11,4,12,7,28,6,11,4,12,7,28,6,11,4,12,7,28,6,11,4,12,7,28,6,11,4,12,7,28,6,11,4,12,7,28,6,11,4,12,7,28,6,11,4,12,7,2,6,11,4,12,7,2,6,11,4,12,7,2,6,11,4,12,7,2,6,11,4,12,7,2,6,11,4,12,7,2,6,11,4,1,7,2,6,11,4,1,7,2,6,11,4,1,7,2,6,11,4,1,7,2,6,11,1,1,4
HP1502401_C2,32,5,13,17,29,1,32,5,13,17,29,1,32,5,13,17,29,1,32,5,13,17,29,1,32,5,13,17,29,1,32,5,13,17,29,1,32,5,13,17,29,1,32,5,13,17,29,1,32,5,13,17,29,1,32,5,13,17,29,1,32,5,13,17,29,1,32,5,13,17,29,1,32,5,13,17,29,1,32,5,13,17,29,1,32,5,13,17,29,1,32,5,13,17,29,1,32,5,13,17,29,1,32,5,13,17,29,1,32,5,13,17,29,1,32,5,13,17,29,1,32,5,13,17,29,1
HP1502401_C20,17,20,7,4,16,23,17,20,7,4,16,23,17,20,7,4,16,23,17,20,7,4,16,23,17,20,7,4,16,23,17,20,7,4,16,23,17,20,7,4,16,23,17,20,7,4,16,23,17,20,7,4,16,23,17,20,7,4,16,23,17,20,7,4,16,23,17,20,7,4,16,23,17,20,7,4,16,23,17,20,7,4,16,23,17,20,7,4,16,23,17,20,7,4,16,23,17,20,7,4,16,23,17,20,7,4,16,23,17,20,7,4,16,23,17,20,7,4,16,23,17,20,7,1,16,23
HP1502401_C21,28,6,11,30,19,7,28,6,11,30,19,7,28,6,11,30,19,7,28,6,11,30,19,7,28,6,11,30,19,7,28,6,11,30,19,7,28,6,11,30,19,7,28,6,11,30,19,7,28,6,11,30,19,7,28,6,11,30,19,7,28,6,11,30,19,7,2,6,11,30,19,7,2,6,11,30,19,7,2,6,11,30,19,7,2,6,11,30,1,7,2,6,11,1,1,7,2,6,11,1,1,7,2,6,11,1,1,7,2,6,11,1,1,7,2,6,11,1,1,7,2,6,11,1,1,4
HP1502401_C22,32,5,13,34,32,3,32,5,13,34,32,3,32,5,13,34,32,3,32,5,13,34,32,3,32,5,13,34,32,3,32,5,13,34,32,3,32,5,13,34,32,3,32,5,13,34,32,3,32,5,13,34,32,3,32,5,13,34,32,3,32,5,13,34,32,3,32,5,13,34,32,3,32,5,13,34,32,3,32,5,13,34,32,3,32,5,13,34,32,3,32,5,13,1,32,3,32,5,13,1,32,3,32,5,13,1,32,3,32,5,13,1,32,3,32,5,13,1,32,3,32,5,13,1,1,3
HP1502401_C4,16,11,1,1,5,18,16,11,1,1,5,18,16,11,1,1,5,18,16,11,1,1,5,18,16,11,1,1,5,18,16,11,1,1,5,18,16,11,1,1,5,18,16,11,1,1,5,18,16,11,1,1,5,18,16,11,1,1,5,18,16,11,1,1,5,18,16,11,1,1,5,18,16,11,1,1,5,18,16,11,1,1,5,18,16,11,1,1,5,18,16,11,1,1,5,18,16,11,1,1,5,18,16,11,1,1,5,18,16,11,1,1,5,18,16,11,1,1,5,18,16,11,1,1,5,4
HP1502401_C5,17,20,7,17,6,9,17,20,7,17,6,9,17,20,7,17,6,9,17,20,7,17,6,9,17,20,7,17,6,9,17,20,7,17,6,9,17,20,7,17,6,9,17,20,7,17,6,9,17,20,7,17,6,9,17,20,7,17,6,9,17,20,7,17,6,9,17,20,7,17,6,9,17,20,7,17,6,9,17,20,7,17,6,9,17,20,7,17,6,9,17,20,7,17,6,9,17,20,7,17,6,9,17,20,7,17,6,9,17,20,7,17,6,7,17,20,7,17,6,7,17,20,7,17,6,4
HP1502401_C6,28,6,11,33,5,24,28,6,11,33,5,24,28,6,11,33,5,24,28,6,11,33,5,24,28,6,11,33,5,24,28,6,11,33,5,24,28,6,11,33,5,24,28,6,11,33,5,24,28,6,11,33,5,24,28,6,11,33,5,24,28,6,11,33,5,24,2,6,11,33,5,24,2,6,11,33,5,24,2,6,11,33,5,24,2,6,11,33,5,24,2,6,11,33,5,24,2,6,11,33,5,24,2,6,11,33,5,24,2,6,11,33,5,24,2,6,11,33,5,24,2,6,11,33,5,24
HP1502401_C7,28,6,11,31,26,9,28,6,11,31,26,9,28,6,11,31,26,9,28,6,11,31,26,9,28,6,11,31,26,9,28,6,11,31,26,9,28,6,11,31,26,9,28,6,11,31,26,9,28,6,11,31,26,9,28,6,11,31,26,9,28,6,11,31,26,9,2,6,11,31,26,9,2,6,11,31,26,9,2,6,11,31,26,9,2,6,11,31,26,9,2,6,11,31,26,9,2,6,11,31,26,9,2,6,11,31,26,9,2,6,11,1,26,7,2,6,11,1,26,7,2,6,11,1,26,4
HP1502401_C8,17,20,7,1,31,13,17,20,7,1,31,13,17,20,7,1,31,13,17,20,7,1,31,13,17,20,7,1,31,13,17,20,7,1,31,13,17,20,7,1,31,13,17,20,7,1,31,13,17,20,7,1,31,13,17,20,7,1,31,13,17,20,7,1,31,13,17,20,7,1,31,13,17,20,7,1,31,13,17,20,7,1,31,13,17,20,7,1,31,13,17,20,7,1,31,13,17,20,7,1,31,13,17,20,7,1,31,13,17,20,7,1,1,13,17,20,7,1,1,13,17,20,7,1,1,13
