cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,Garbage2-00,Garbage3-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,Garbage2-05,Garbage3-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,Garbage2-10,Garbage3-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,Garbage2-15,Garbage3-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,Garbage2-20,Garbage3-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,Garbage2-25,Garbage3-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,Garbage2-30,Garbage3-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,Garbage2-35,Garbage3-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,Garbage2-40,Garbage3-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,Garbage2-45,Garbage3-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,Garbage2-50,Garbage3-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,Garbage2-55,Garbage3-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,Garbage2-60,Garbage3-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,Garbage2-65,Garbage3-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,Garbage2-70,Garbage3-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,Garbage2-75,Garbage3-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,Garbage2-80,Garbage3-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,Garbage2-85,Garbage3-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,Garbage2-90,Garbage3-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,Garbage2-95,Garbage3-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100,Garbage2-100,Garbage3-100
human1_lib1.final_cell_0011,28,15,17,23,13,15,28,15,17,23,13,15,28,15,17,23,13,15,28,15,17,23,13,15,28,15,17,23,13,15,28,15,17,23,13,15,28,15,17,23,13,15,28,15,17,23,13,15,28,15,17,23,13,15,28,15,17,23,13,15,28,15,17,23,13,15,28,15,17,23,13,15,27,15,17,23,13,15,27,15,2,23,13,15,27,15,2,23,13,15,27,15,2,23,13,15,27,15,2,23,13,15,27,15,2,23,13,6,27,15,2,23,13,3,27,15,2,23,13,3,27,15,2,23,13,3
human1_lib1.final_cell_0012,28,15,17,9,26,23,28,15,17,9,26,23,28,15,17,9,26,23,28,15,17,9,26,23,28,15,17,9,26,23,28,15,17,9,26,23,28,15,17,9,26,23,28,15,17,9,26,23,28,15,17,9,26,23,28,15,17,9,26,23,28,15,17,9,26,23,28,15,17,9,26,23,27,15,17,9,26,23,27,15,2,9,26,23,27,15,2,9,26,23,27,15,2,9,26,23,27,15,2,9,26,23,27,15,2,9,26,23,27,15,2,9,26,23,27,15,2,1,1,23,27,15,2,1,1,3
human1_lib1.final_cell_0013,26,3,5,6,6,18,26,3,5,6,6,18,26,3,5,6,6,18,26,3,5,6,6,18,26,3,5,6,6,18,26,3,5,6,6,18,26,3,5,6,6,18,26,3,5,6,6,18,26,3,5,6,6,18,26,3,5,6,6,18,26,3,5,6,6,18,26,3,5,6,6,18,26,3,5,6,6,18,26,3,5,6,6,18,26,3,5,6,6,18,26,3,5,6,6,18,26,3,5,6,6,18,26,3,5,6,6,18,26,3,5,6,6,18,26,3,5,6,6,18,20,3,5,6,6,18
human1_lib1.final_cell_0014,26,3,5,21,19,2,26,3,5,21,19,2,26,3,5,21,19,2,26,3,5,21,19,2,26,3,5,21,19,2,26,3,5,21,19,2,26,3,5,21,19,2,26,3,5,21,19,2,26,3,5,21,19,2,26,3,5,21,19,2,26,3,5,21,19,2,26,3,5,21,19,2,26,3,5,21,19,2,26,3,5,21,19,2,26,3,5,21,19,2,26,3,5,21,19,2,26,3,5,21,19,2,26,3,5,1,19,2,26,3,5,1,19,2,26,3,5,1,19,2,20,3,5,1,19,2
human1_lib1.final_cell_0015,21,1,19,8,18,22,21,1,19,8,18,22,21,1,19,8,18,22,21,1,19,8,18,22,21,1,19,8,18,22,21,1,19,8,18,22,21,1,19,8,18,22,21,1,19,8,18,22,21,1,19,8,18,22,21,1,19,8,18,22,21,1,19,8,18,22,21,1,19,8,18,22,21,1,19,8,18,22,21,1,19,8,18,22,21,1,19,8,18,22,21,1,19,8,18,22,21,1,19,8,18,22,21,1,19,8,18,22,21,1,19,8,18,3,21,1,19,8,18,3,21,1,19,8,1,3
human1_lib1.final_cell_0016,23,9,12,9,21,9,23,9,12,9,21,9,23,9,12,9,21,9,23,9,12,9,21,9,23,9,12,9,21,9,23,9,12,9,21,9,23,9,12,9,21,9,23,9,12,9,21,9,23,9,12,9,21,9,23,9,12,9,21,9,23,9,12,9,21,9,23,9,12,9,21,9,23,9,12,9,21,9,23,9,12,9,21,9,23,9,12,9,21,9,23,9,12,9,21,9,23,9,12,9,21,9,23,9,12,9,21,9,23,9,12,9,21,3,23,9,12,1,1,3,23,9,12,1,1,3
human1_lib1.final_cell_0017,7,13,3,3,21,16,7,13,3,3,21,16,7,13,3,3,21,16,7,13,3,3,21,16,7,13,3,3,21,16,7,13,3,3,21,16,7,13,3,3,21,16,7,13,3,3,21,16,7,13,3,3,21,16,7,13,3,3,21,16,7,13,3,3,21,16,7,13,3,3,21,16,7,13,3,3,21,16,7,13,3,3,21,16,7,13,3,3,21,16,7,13,3,3,21,16,7,13,3,3,21,16,7,13,3,3,21,16,7,13,3,3,21,16,7,13,3,1,1,3,7,13,3,1,1,3
human1_lib1.final_cell_0018,28,15,17,26,17,11,28,15,17,26,17,11,28,15,17,26,17,11,28,15,17,26,17,11,28,15,17,26,17,11,28,15,17,26,17,11,28,15,17,26,17,11,28,15,17,26,17,11,28,15,17,26,17,11,28,15,17,26,17,11,28,15,17,26,17,11,28,15,17,26,17,11,27,15,17,26,17,11,27,15,2,26,17,11,27,15,2,26,17,11,27,15,2,26,17,11,27,15,2,26,17,11,27,15,2,26,17,11,27,15,2,26,17,3,27,15,2,26,17,3,27,15,2,26,17,3
human1_lib1.final_cell_0019,16,23,10,8,17,25,16,23,10,8,17,25,16,23,10,8,17,25,16,23,10,8,17,25,16,23,10,8,17,25,16,23,10,8,17,25,16,23,10,8,17,25,16,23,10,8,17,25,16,23,10,8,17,25,16,23,10,8,17,25,16,23,10,8,17,25,16,23,10,8,17,25,16,23,10,8,17,25,16,23,10,8,17,25,16,23,10,8,17,25,16,23,10,8,17,25,16,23,10,8,17,25,16,23,10,8,17,25,16,23,10,8,17,25,16,23,10,8,17,25,16,23,10,8,17,25
human1_lib1.final_cell_0020,7,4,3,13,1,1,7,4,3,13,1,1,7,4,3,13,1,1,7,4,3,13,1,1,7,4,3,13,1,1,7,4,3,13,1,1,7,4,3,13,1,1,7,4,3,13,1,1,7,4,3,13,1,1,7,4,3,13,1,1,7,4,3,13,1,1,7,4,3,13,1,1,7,4,3,13,1,1,7,4,3,13,1,1,7,2,3,13,1,1,7,2,3,13,1,1,7,2,3,13,1,1,7,2,3,13,1,1,7,2,3,13,1,1,7,2,3,13,1,1,7,2,3,13,1,1
human1_lib1.final_cell_0021,7,2,3,26,18,13,7,2,3,26,18,13,7,2,3,26,18,13,7,2,3,26,18,13,7,2,3,26,18,13,7,2,3,26,18,13,7,2,3,26,18,13,7,2,3,26,18,13,7,2,3,26,18,13,7,2,3,26,18,13,7,2,3,26,18,13,7,2,3,26,18,13,7,2,3,26,18,13,7,2,3,26,18,13,7,2,3,26,18,13,7,2,3,26,18,13,7,2,3,26,18,13,7,2,3,26,18,13,7,2,3,26,18,13,7,2,3,26,18,13,7,2,3,26,1,13
human1_lib1.final_cell_0022,6,17,16,21,16,17,6,17,16,21,16,17,6,17,16,21,16,17,6,17,16,21,16,17,6,17,16,21,16,17,6,17,16,21,16,17,6,17,16,21,16,17,6,17,16,21,16,17,6,17,16,21,16,17,6,17,16,21,16,17,6,17,16,21,16,17,6,17,16,21,16,17,6,17,16,21,16,17,6,17,16,21,16,17,4,17,16,21,16,17,4,17,1,21,16,17,4,17,1,21,16,17,4,17,1,1,16,17,4,17,1,1,16,17,4,17,1,1,16,3,3,17,1,1,1,3
human1_lib1.final_cell_0023,7,23,8,28,21,10,7,23,8,28,21,10,7,23,8,28,21,10,7,23,8,28,21,10,7,23,8,28,21,10,7,23,8,28,21,10,7,23,8,28,21,10,7,23,8,28,21,10,7,23,8,28,21,10,7,23,8,28,21,10,7,23,8,28,21,10,7,23,8,28,21,10,7,23,8,28,21,10,7,23,8,28,21,10,7,23,8,28,21,10,7,23,8,28,21,10,7,23,8,28,21,10,7,23,8,28,21,10,7,23,8,1,21,10,7,23,8,1,1,10,7,23,8,1,1,10
human1_lib1.final_cell_0024,7,2,3,7,17,12,7,2,3,7,17,12,7,2,3,7,17,12,7,2,3,7,17,12,7,2,3,7,17,12,7,2,3,7,17,12,7,2,3,7,17,12,7,2,3,7,17,12,7,2,3,7,17,12,7,2,3,7,17,12,7,2,3,7,17,12,7,2,3,7,17,12,7,2,3,7,17,12,7,2,3,7,17,12,7,2,3,7,17,12,7,2,3,7,17,12,7,2,3,7,17,12,7,2,3,7,17,12,7,2,3,1,17,12,7,2,3,1,17,12,7,2,3,1,17,12
human1_lib1.final_cell_0025,26,3,5,5,11,2,26,3,5,5,11,2,26,3,5,5,11,2,26,3,5,5,11,2,26,3,5,5,11,2,26,3,5,5,11,2,26,3,5,5,11,2,26,3,5,5,11,2,26,3,5,5,11,2,26,3,5,5,11,2,26,3,5,5,11,2,26,3,5,5,11,2,26,3,5,5,11,2,26,3,5,5,11,2,26,3,5,5,11,2,26,3,5,5,11,2,26,3,5,5,11,2,26,3,5,1,11,2,26,3,5,1,11,2,26,3,5,1,11,2,20,3,5,1,11,2
human1_lib1.final_cell_0026,3,19,16,28,28,15,3,19,16,28,28,15,3,19,16,28,28,15,3,19,16,28,28,15,3,19,16,28,28,15,3,19,16,28,28,15,3,19,16,28,28,15,3,19,16,28,28,15,3,19,16,28,28,15,3,19,16,28,28,15,3,19,16,28,28,15,3,19,16,28,28,15,3,19,16,28,28,15,3,19,16,28,28,15,3,17,16,28,28,15,3,17,1,28,28,15,3,17,1,28,28,15,3,17,1,28,28,6,3,17,1,1,28,3,3,17,1,1,1,3,3,17,1,1,1,3
human1_lib1.final_cell_0027,7,2,3,11,14,27,7,2,3,11,14,27,7,2,3,11,14,27,7,2,3,11,14,27,7,2,3,11,14,27,7,2,3,11,14,27,7,2,3,11,14,27,7,2,3,11,14,27,7,2,3,11,14,27,7,2,3,11,14,27,7,2,3,11,14,27,7,2,3,11,14,27,7,2,3,11,14,27,7,2,3,11,14,27,7,2,3,11,14,27,7,2,3,11,14,27,7,2,3,11,14,27,7,2,3,11,14,27,7,2,3,11,14,27,7,2,3,11,14,27,7,2,3,11,14,3
human1_lib1.final_cell_0028,28,15,17,9,20,15,28,15,17,9,20,15,28,15,17,9,20,15,28,15,17,9,20,15,28,15,17,9,20,15,28,15,17,9,20,15,28,15,17,9,20,15,28,15,17,9,20,15,28,15,17,9,20,15,28,15,17,9,20,15,28,15,17,9,20,15,28,15,17,9,20,15,27,15,17,9,20,15,27,15,2,9,20,15,27,15,2,9,20,15,27,15,2,9,20,15,27,15,2,9,20,15,27,15,2,9,20,6,27,15,2,9,20,3,27,15,2,1,1,3,27,15,2,1,1,3
human1_lib1.final_cell_0029,28,15,17,7,7,28,28,15,17,7,7,28,28,15,17,7,7,28,28,15,17,7,7,28,28,15,17,7,7,28,28,15,17,7,7,28,28,15,17,7,7,28,28,15,17,7,7,28,28,15,17,7,7,28,28,15,17,7,7,28,28,15,17,7,7,28,28,15,17,7,7,28,27,15,17,7,7,28,27,15,2,7,7,28,27,15,2,7,7,28,27,15,2,7,7,28,27,15,2,7,7,28,27,15,2,7,7,28,27,15,2,1,7,3,27,15,2,1,1,3,27,15,2,1,1,3
human1_lib1.final_cell_0030,7,2,3,19,25,8,7,2,3,19,25,8,7,2,3,19,25,8,7,2,3,19,25,8,7,2,3,19,25,8,7,2,3,19,25,8,7,2,3,19,25,8,7,2,3,19,25,8,7,2,3,19,25,8,7,2,3,19,25,8,7,2,3,19,25,8,7,2,3,19,25,8,7,2,3,19,25,8,7,2,3,19,25,8,7,2,3,19,25,8,7,2,3,19,25,8,7,2,3,19,25,8,7,2,3,19,25,8,7,2,3,19,25,8,7,2,3,19,25,8,7,2,3,1,1,8
human1_lib1.final_cell_0031,26,3,5,6,3,14,26,3,5,6,3,14,26,3,5,6,3,14,26,3,5,6,3,14,26,3,5,6,3,14,26,3,5,6,3,14,26,3,5,6,3,14,26,3,5,6,3,14,26,3,5,6,3,14,26,3,5,6,3,14,26,3,5,6,3,14,26,3,5,6,3,14,26,3,5,6,3,14,26,3,5,6,3,14,26,3,5,6,3,14,26,3,5,6,3,14,26,3,5,6,3,14,26,3,5,6,3,14,26,3,5,6,3,14,26,3,5,6,3,14,20,3,5,6,3,3
human1_lib1.final_cell_0032,26,3,5,10,12,7,26,3,5,10,12,7,26,3,5,10,12,7,26,3,5,10,12,7,26,3,5,10,12,7,26,3,5,10,12,7,26,3,5,10,12,7,26,3,5,10,12,7,26,3,5,10,12,7,26,3,5,10,12,7,26,3,5,10,12,7,26,3,5,10,12,7,26,3,5,10,12,7,26,3,5,10,12,7,26,3,5,10,12,7,26,3,5,10,12,7,26,3,5,10,12,7,26,3,5,1,12,7,26,3,5,1,12,3,26,3,5,1,12,3,20,3,5,1,1,3
human1_lib1.final_cell_0033,26,3,5,5,7,17,26,3,5,5,7,17,26,3,5,5,7,17,26,3,5,5,7,17,26,3,5,5,7,17,26,3,5,5,7,17,26,3,5,5,7,17,26,3,5,5,7,17,26,3,5,5,7,17,26,3,5,5,7,17,26,3,5,5,7,17,26,3,5,5,7,17,26,3,5,5,7,17,26,3,5,5,7,17,26,3,5,5,7,17,26,3,5,5,7,17,26,3,5,5,7,17,26,3,5,1,7,17,26,3,5,1,7,17,26,3,5,1,1,3,20,3,5,1,1,3
human1_lib1.final_cell_0034,26,3,5,11,15,26,26,3,5,11,15,26,26,3,5,11,15,26,26,3,5,11,15,26,26,3,5,11,15,26,26,3,5,11,15,26,26,3,5,11,15,26,26,3,5,11,15,26,26,3,5,11,15,26,26,3,5,11,15,26,26,3,5,11,15,26,26,3,5,11,15,26,26,3,5,11,15,26,26,3,5,11,15,26,26,3,5,11,15,26,26,3,5,11,15,26,26,3,5,11,15,26,26,3,5,11,15,26,26,3,5,11,15,3,26,3,5,11,15,3,20,3,5,11,1,3
human1_lib1.final_cell_0035,7,4,3,17,18,11,7,4,3,17,18,11,7,4,3,17,18,11,7,4,3,17,18,11,7,4,3,17,18,11,7,4,3,17,18,11,7,4,3,17,18,11,7,4,3,17,18,11,7,4,3,17,18,11,7,4,3,17,18,11,7,4,3,17,18,11,7,4,3,17,18,11,7,4,3,17,18,11,7,4,3,17,18,11,7,2,3,17,18,11,7,2,3,17,18,11,7,2,3,17,18,11,7,2,3,17,18,11,7,2,3,1,18,3,7,2,3,1,18,3,7,2,3,1,1,3
human1_lib1.final_cell_0036,28,15,17,6,21,28,28,15,17,6,21,28,28,15,17,6,21,28,28,15,17,6,21,28,28,15,17,6,21,28,28,15,17,6,21,28,28,15,17,6,21,28,28,15,17,6,21,28,28,15,17,6,21,28,28,15,17,6,21,28,28,15,17,6,21,28,28,15,17,6,21,28,27,15,17,6,21,28,27,15,2,6,21,28,27,15,2,6,21,28,27,15,2,6,21,28,27,15,2,6,21,28,27,15,2,6,21,28,27,15,2,6,21,3,27,15,2,6,1,3,27,15,2,6,1,3
human1_lib1.final_cell_0037,7,5,3,15,21,21,7,5,3,15,21,21,7,5,3,15,21,21,7,5,3,15,21,21,7,5,3,15,21,21,7,5,3,15,21,21,7,5,3,15,21,21,7,5,3,15,21,21,7,5,3,15,21,21,7,5,3,15,21,21,7,5,3,15,21,21,7,5,3,15,21,21,7,5,3,15,21,21,7,5,3,15,21,21,7,5,3,15,21,21,7,5,3,15,21,21,7,5,3,15,21,21,7,5,3,15,21,21,7,5,3,15,21,3,7,5,3,15,1,3,7,5,3,1,1,3
human1_lib1.final_cell_0038,7,2,3,10,19,16,7,2,3,10,19,16,7,2,3,10,19,16,7,2,3,10,19,16,7,2,3,10,19,16,7,2,3,10,19,16,7,2,3,10,19,16,7,2,3,10,19,16,7,2,3,10,19,16,7,2,3,10,19,16,7,2,3,10,19,16,7,2,3,10,19,16,7,2,3,10,19,16,7,2,3,10,19,16,7,2,3,10,19,16,7,2,3,10,19,16,7,2,3,10,19,16,7,2,3,1,19,16,7,2,3,1,19,16,7,2,3,1,19,3,7,2,3,1,19,3
human1_lib1.final_cell_0039,21,13,19,4,3,16,21,13,19,4,3,16,21,13,19,4,3,16,21,13,19,4,3,16,21,13,19,4,3,16,21,13,19,4,3,16,21,13,19,4,3,16,21,13,19,4,3,16,21,13,19,4,3,16,21,13,19,4,3,16,21,13,19,4,3,16,21,13,19,4,3,16,21,13,19,4,3,16,21,13,19,4,3,16,21,13,19,4,3,16,21,13,19,4,3,16,21,13,19,4,3,16,21,13,19,1,3,16,21,13,19,1,3,16,21,13,19,1,3,3,21,13,19,1,3,3
human1_lib1.final_cell_0040,26,3,5,25,21,12,26,3,5,25,21,12,26,3,5,25,21,12,26,3,5,25,21,12,26,3,5,25,21,12,26,3,5,25,21,12,26,3,5,25,21,12,26,3,5,25,21,12,26,3,5,25,21,12,26,3,5,25,21,12,26,3,5,25,21,12,26,3,5,25,21,12,26,3,5,25,21,12,26,3,5,25,21,12,26,3,5,25,21,12,26,3,5,25,21,12,26,3,5,25,21,12,26,3,5,25,21,12,26,3,5,25,21,12,26,3,5,25,1,12,20,3,5,1,1,12
human1_lib1.final_cell_0041,23,9,12,2,11,15,23,9,12,2,11,15,23,9,12,2,11,15,23,9,12,2,11,15,23,9,12,2,11,15,23,9,12,2,11,15,23,9,12,2,11,15,23,9,12,2,11,15,23,9,12,2,11,15,23,9,12,2,11,15,23,9,12,2,11,15,23,9,12,2,11,15,23,9,12,2,11,15,23,9,12,2,11,15,23,9,12,2,11,15,23,9,12,2,11,15,23,9,12,2,11,15,23,9,12,2,11,6,23,9,12,2,11,3,23,9,12,2,11,3,23,9,12,2,11,3
human1_lib1.final_cell_0042,7,2,3,10,1,12,7,2,3,10,1,12,7,2,3,10,1,12,7,2,3,10,1,12,7,2,3,10,1,12,7,2,3,10,1,12,7,2,3,10,1,12,7,2,3,10,1,12,7,2,3,10,1,12,7,2,3,10,1,12,7,2,3,10,1,12,7,2,3,10,1,12,7,2,3,10,1,12,7,2,3,10,1,12,7,2,3,10,1,12,7,2,3,10,1,12,7,2,3,10,1,12,7,2,3,1,1,12,7,2,3,1,1,12,7,2,3,1,1,12,7,2,3,1,1,12
human1_lib1.final_cell_0043,26,29,5,5,5,24,26,29,5,5,5,24,26,29,5,5,5,24,26,29,5,5,5,24,26,29,5,5,5,24,26,29,5,5,5,24,26,29,5,5,5,24,26,3,5,5,5,24,26,3,5,5,5,24,26,3,5,5,5,24,26,3,5,5,5,24,26,3,5,5,5,24,26,3,5,5,5,24,26,3,5,5,5,24,26,3,5,5,5,24,26,3,5,5,5,24,26,3,5,5,5,24,26,3,5,1,5,24,26,3,5,1,5,3,26,3,5,1,5,3,20,3,5,1,5,3
human1_lib1.final_cell_0044,23,9,12,21,19,18,23,9,12,21,19,18,23,9,12,21,19,18,23,9,12,21,19,18,23,9,12,21,19,18,23,9,12,21,19,18,23,9,12,21,19,18,23,9,12,21,19,18,23,9,12,21,19,18,23,9,12,21,19,18,23,9,12,21,19,18,23,9,12,21,19,18,23,9,12,21,19,18,23,9,12,21,19,18,23,9,12,21,19,18,23,9,12,21,19,18,23,9,12,21,19,18,23,9,12,1,19,18,23,9,12,1,19,18,23,9,12,1,19,18,23,9,12,1,19,18
human1_lib1.final_cell_0045,23,9,12,17,7,7,23,9,12,17,7,7,23,9,12,17,7,7,23,9,12,17,7,7,23,9,12,17,7,7,23,9,12,17,7,7,23,9,12,17,7,7,23,9,12,17,7,7,23,9,12,17,7,7,23,9,12,17,7,7,23,9,12,17,7,7,23,9,12,17,7,7,23,9,12,17,7,7,23,9,12,17,7,7,23,9,12,17,7,7,23,9,12,17,7,7,23,9,12,17,7,7,23,9,12,17,7,7,23,9,12,1,7,3,23,9,12,1,1,3,23,9,12,1,1,3
