cells,sc3-00,Monocle-00,Seurat-00,Garbage1-00,Garbage2-00,Garbage3-00,sc3-05,Monocle-05,Seurat-05,Garbage1-05,Garbage2-05,Garbage3-05,sc3-10,Monocle-10,Seurat-10,Garbage1-10,Garbage2-10,Garbage3-10,sc3-15,Monocle-15,Seurat-15,Garbage1-15,Garbage2-15,Garbage3-15,sc3-20,Monocle-20,Seurat-20,Garbage1-20,Garbage2-20,Garbage3-20,sc3-25,Monocle-25,Seurat-25,Garbage1-25,Garbage2-25,Garbage3-25,sc3-30,Monocle-30,Seurat-30,Garbage1-30,Garbage2-30,Garbage3-30,sc3-35,Monocle-35,Seurat-35,Garbage1-35,Garbage2-35,Garbage3-35,sc3-40,Monocle-40,Seurat-40,Garbage1-40,Garbage2-40,Garbage3-40,sc3-45,Monocle-45,Seurat-45,Garbage1-45,Garbage2-45,Garbage3-45,sc3-50,Monocle-50,Seurat-50,Garbage1-50,Garbage2-50,Garbage3-50,sc3-55,Monocle-55,Seurat-55,Garbage1-55,Garbage2-55,Garbage3-55,sc3-60,Monocle-60,Seurat-60,Garbage1-60,Garbage2-60,Garbage3-60,sc3-65,Monocle-65,Seurat-65,Garbage1-65,Garbage2-65,Garbage3-65,sc3-70,Monocle-70,Seurat-70,Garbage1-70,Garbage2-70,Garbage3-70,sc3-75,Monocle-75,Seurat-75,Garbage1-75,Garbage2-75,Garbage3-75,sc3-80,Monocle-80,Seurat-80,Garbage1-80,Garbage2-80,Garbage3-80,sc3-85,Monocle-85,Seurat-85,Garbage1-85,Garbage2-85,Garbage3-85,sc3-90,Monocle-90,Seurat-90,Garbage1-90,Garbage2-90,Garbage3-90,sc3-95,Monocle-95,Seurat-95,Garbage1-95,Garbage2-95,Garbage3-95,sc3-100,Monocle-100,Seurat-100,Garbage1-100,Garbage2-100,Garbage3-100
HP1502401_A23,18,5,22,13,3,14,18,5,22,13,3,14,18,5,22,13,3,14,18,5,22,13,3,14,18,5,22,13,3,14,18,5,22,13,3,14,18,5,22,13,3,14,18,5,22,13,3,14,18,5,22,13,3,14,18,5,22,13,3,14,18,5,22,13,3,14,18,5,22,13,3,14,18,5,22,13,3,14,18,5,22,13,3,14,18,5,22,13,3,14,18,5,22,13,3,14,18,5,22,13,3,2,18,5,22,13,1,1,18,5,22,3,1,1,18,5,22,3,1,1,18,5,22,1,1,1
HP1502401_A24,13,10,6,22,11,10,13,10,6,22,11,10,13,10,6,22,11,10,13,10,6,22,11,10,13,10,6,22,11,10,13,10,6,22,11,10,13,10,6,22,11,10,13,10,6,22,11,10,13,10,6,22,11,10,13,10,6,22,11,10,13,10,6,22,11,10,13,10,6,22,11,10,13,10,6,22,11,10,13,10,6,22,11,10,13,10,6,22,11,10,13,10,6,22,11,10,13,10,6,22,11,10,13,10,6,22,11,10,13,10,6,22,11,10,13,10,6,22,11,10,13,10,6,1,1,10
HP1502401_A4,7,14,3,12,3,2,7,14,3,12,3,2,7,14,3,12,3,2,7,14,3,12,3,2,7,14,3,12,3,2,7,14,3,12,3,2,7,14,3,12,3,2,7,14,3,12,3,2,7,14,3,12,3,2,7,14,3,12,3,2,7,14,3,12,3,2,7,14,3,12,3,2,7,14,3,12,3,2,7,14,3,12,3,2,7,14,3,12,3,2,7,14,3,12,3,2,7,14,3,12,3,2,7,14,3,12,1,1,7,14,3,12,1,1,7,14,3,12,1,1,7,14,3,12,1,1
HP1502401_A6,16,2,20,15,21,3,16,2,20,15,21,3,16,2,20,15,21,3,16,2,20,15,21,3,16,2,20,15,21,3,16,2,20,15,21,3,16,2,20,15,21,3,16,2,20,15,21,3,16,2,20,15,21,3,16,2,20,15,21,3,16,2,20,15,21,3,16,2,20,15,21,3,16,2,20,15,21,3,16,2,20,15,21,3,16,2,20,15,21,3,16,2,20,15,21,3,16,2,20,15,21,3,16,2,20,15,21,3,16,2,20,3,21,3,16,2,20,3,21,3,16,2,20,1,21,1
HP1502401_A7,16,2,19,13,19,2,16,2,19,13,19,2,16,2,19,13,19,2,16,2,19,13,19,2,16,2,19,13,19,2,16,2,19,13,19,2,16,2,19,13,19,2,16,2,19,13,19,2,16,2,19,13,19,2,16,2,19,13,19,2,16,2,19,13,19,2,16,2,19,13,19,2,16,2,19,13,19,2,16,2,19,13,19,2,16,2,19,13,19,2,16,2,19,13,19,2,16,2,19,13,19,2,16,2,19,13,19,1,16,2,19,3,19,1,16,2,19,3,19,1,16,2,19,1,19,1
HP1502401_B1,16,2,20,22,1,8,16,2,20,22,1,8,16,2,20,22,1,8,16,2,20,22,1,8,16,2,20,22,1,8,16,2,20,22,1,8,16,2,20,22,1,8,16,2,20,22,1,8,16,2,20,22,1,8,16,2,20,22,1,8,16,2,20,22,1,8,16,2,20,22,1,8,16,2,20,22,1,8,16,2,20,22,1,8,16,2,20,22,1,8,16,2,20,22,1,8,16,2,20,22,1,8,16,2,20,22,1,8,16,2,20,22,1,8,16,2,20,22,1,8,16,2,20,1,1,8
HP1502401_B10,7,22,27,21,6,10,7,22,27,21,6,10,7,22,27,21,6,10,7,22,27,21,6,10,7,22,27,21,6,10,7,22,27,21,6,10,7,22,27,21,6,10,7,22,27,21,6,10,7,22,27,21,6,10,7,22,27,21,6,10,7,22,27,21,6,10,7,22,27,21,6,10,7,22,27,21,6,10,7,22,27,21,6,10,7,22,27,21,6,10,7,22,27,21,6,10,7,22,27,21,6,10,7,22,27,21,6,10,7,22,27,21,6,10,7,22,27,21,6,10,7,22,27,21,6,10
HP1502401_B11,9,6,13,6,25,7,9,6,13,6,25,7,9,6,13,6,25,7,9,6,13,6,25,7,9,6,13,6,25,7,9,6,13,6,25,7,9,6,13,6,25,7,9,6,13,6,25,7,9,6,13,6,25,7,9,6,13,6,25,7,9,6,13,6,25,7,9,3,13,6,25,7,9,3,13,6,25,7,9,3,13,6,25,7,9,3,13,6,25,7,9,3,13,6,25,7,9,3,13,6,25,2,9,3,13,6,1,1,9,3,13,3,1,1,9,3,13,3,1,1,9,3,13,1,1,1
HP1502401_B14,16,2,20,2,16,10,16,2,20,2,16,10,16,2,20,2,16,10,16,2,20,2,16,10,16,2,20,2,16,10,16,2,20,2,16,10,16,2,20,2,16,10,16,2,20,2,16,10,16,2,20,2,16,10,16,2,20,2,16,10,16,2,20,2,16,10,16,2,20,2,16,10,16,2,20,2,16,10,16,2,20,2,16,10,16,2,20,2,16,10,16,2,20,2,16,10,16,2,20,2,16,10,16,2,20,2,16,10,16,2,20,2,16,10,16,2,20,2,16,10,16,2,20,1,16,10
HP1502401_B15,9,6,13,17,24,9,9,6,13,17,24,9,9,6,13,17,24,9,9,6,13,17,24,9,9,6,13,17,24,9,9,6,13,17,24,9,9,6,13,17,24,9,9,6,13,17,24,9,9,6,13,17,24,9,9,6,13,17,24,9,9,6,13,17,24,9,9,3,13,17,24,9,9,3,13,17,24,9,9,3,13,17,24,9,9,3,13,17,24,9,9,3,13,17,24,9,9,3,13,17,24,2,9,3,13,17,24,1,9,3,13,17,24,1,9,3,13,17,24,1,9,3,13,17,24,1
HP1502401_B16,7,5,3,24,22,2,7,5,3,24,22,2,7,5,3,24,22,2,7,5,3,24,22,2,7,5,3,24,22,2,7,5,3,24,22,2,7,5,3,24,22,2,7,5,3,24,22,2,7,5,3,24,22,2,7,5,3,24,22,2,7,5,3,24,22,2,7,5,3,24,22,2,7,5,3,24,22,2,7,5,3,24,22,2,7,5,3,24,22,2,7,5,3,24,22,2,7,5,3,24,22,2,7,5,3,24,1,1,7,5,3,3,1,1,7,5,3,3,1,1,7,5,3,1,1,1
HP1502401_B17,12,8,18,18,10,2,12,8,18,18,10,2,12,8,18,18,10,2,12,8,18,18,10,2,12,8,18,18,10,2,12,8,18,18,10,2,12,8,18,18,10,2,12,8,18,18,10,2,12,8,18,18,10,2,12,8,18,18,10,2,12,8,18,18,10,2,12,8,18,18,10,2,12,8,18,18,10,2,12,8,18,18,10,2,12,8,4,18,10,2,11,8,4,18,10,2,11,8,4,18,10,2,11,8,4,18,10,1,11,8,4,18,10,1,11,8,4,3,10,1,3,8,4,1,10,1
HP1502401_B18,9,3,13,3,10,21,9,3,13,3,10,21,9,3,13,3,10,21,9,3,13,3,10,21,9,3,13,3,10,21,9,3,13,3,10,21,9,3,13,3,10,21,9,3,13,3,10,21,9,3,13,3,10,21,9,3,13,3,10,21,9,3,13,3,10,21,9,3,13,3,10,21,9,3,13,3,10,21,9,3,13,3,10,21,9,3,13,3,10,21,9,3,13,3,10,21,9,3,13,3,10,21,9,3,13,3,10,21,9,3,13,3,10,21,9,3,13,3,10,21,9,3,13,1,10,21
HP1502401_B20,7,22,3,9,5,2,7,22,3,9,5,2,7,22,3,9,5,2,7,22,3,9,5,2,7,22,3,9,5,2,7,22,3,9,5,2,7,22,3,9,5,2,7,22,3,9,5,2,7,22,3,9,5,2,7,22,3,9,5,2,7,22,3,9,5,2,7,22,3,9,5,2,7,22,3,9,5,2,7,22,3,9,5,2,7,22,3,9,5,2,7,22,3,9,5,2,7,22,3,9,5,2,7,22,3,9,5,1,7,22,3,9,5,1,7,22,3,9,5,1,7,22,3,9,5,1
HP1502401_B21,16,2,20,10,22,6,16,2,20,10,22,6,16,2,20,10,22,6,16,2,20,10,22,6,16,2,20,10,22,6,16,2,20,10,22,6,16,2,20,10,22,6,16,2,20,10,22,6,16,2,20,10,22,6,16,2,20,10,22,6,16,2,20,10,22,6,16,2,20,10,22,6,16,2,20,10,22,6,16,2,20,10,22,6,16,2,20,10,22,6,16,2,20,10,22,6,16,2,20,10,22,6,16,2,20,10,1,6,16,2,20,10,1,6,16,2,20,3,1,6,16,2,20,1,1,6
HP1502401_B22,18,2,22,12,14,14,18,2,22,12,14,14,18,2,22,12,14,14,18,2,22,12,14,14,18,2,22,12,14,14,18,2,22,12,14,14,18,2,22,12,14,14,18,2,22,12,14,14,18,2,22,12,14,14,18,2,22,12,14,14,18,2,22,12,14,14,18,2,22,12,14,14,18,2,22,12,14,14,18,2,22,12,14,14,18,2,22,12,14,14,18,2,22,12,14,14,18,2,22,12,14,2,18,2,22,12,14,1,18,2,22,12,14,1,18,2,22,12,14,1,18,2,22,12,14,1
HP1502401_B23,16,2,20,25,3,14,16,2,20,25,3,14,16,2,20,25,3,14,16,2,20,25,3,14,16,2,20,25,3,14,16,2,20,25,3,14,16,2,20,25,3,14,16,2,20,25,3,14,16,2,20,25,3,14,16,2,20,25,3,14,16,2,20,25,3,14,16,2,20,25,3,14,16,2,20,25,3,14,16,2,20,25,3,14,16,2,20,25,3,14,16,2,20,25,3,14,16,2,20,25,3,2,16,2,20,25,1,1,16,2,20,3,1,1,16,2,20,3,1,1,16,2,20,1,1,1
HP1502401_B24,16,2,20,17,8,10,16,2,20,17,8,10,16,2,20,17,8,10,16,2,20,17,8,10,16,2,20,17,8,10,16,2,20,17,8,10,16,2,20,17,8,10,16,2,20,17,8,10,16,2,20,17,8,10,16,2,20,17,8,10,16,2,20,17,8,10,16,2,20,17,8,10,16,2,20,17,8,10,16,2,20,17,8,10,16,2,20,17,8,10,16,2,20,17,8,10,16,2,20,17,8,10,16,2,20,17,1,10,16,2,20,17,1,10,16,2,20,17,1,10,16,2,20,17,1,10
HP1502401_B5,7,16,3,12,24,12,7,16,3,12,24,12,7,16,3,12,24,12,7,16,3,12,24,12,7,16,3,12,24,12,7,16,3,12,24,12,7,16,3,12,24,12,7,16,3,12,24,12,7,16,3,12,24,12,7,16,3,12,24,12,7,16,3,12,24,12,7,16,3,12,24,12,7,16,3,12,24,12,7,16,3,12,24,12,7,16,3,12,24,12,7,16,3,12,24,12,7,16,3,12,24,12,7,16,3,12,24,12,7,16,3,12,24,12,7,16,3,12,24,12,7,16,3,12,24,12
HP1502401_B7,16,2,20,11,11,4,16,2,20,11,11,4,16,2,20,11,11,4,16,2,20,11,11,4,16,2,20,11,11,4,16,2,20,11,11,4,16,2,20,11,11,4,16,2,20,11,11,4,16,2,20,11,11,4,16,2,20,11,11,4,16,2,20,11,11,4,16,2,20,11,11,4,16,2,20,11,11,4,16,2,20,11,11,4,16,2,20,11,11,4,16,2,20,11,11,4,16,2,20,11,11,4,16,2,20,11,11,4,16,2,20,11,11,4,16,2,20,11,11,4,16,2,20,11,1,1
HP1502401_B8,13,10,6,7,11,15,13,10,6,7,11,15,13,10,6,7,11,15,13,10,6,7,11,15,13,10,6,7,11,15,13,10,6,7,11,15,13,10,6,7,11,15,13,10,6,7,11,15,13,10,6,7,11,15,13,10,6,7,11,15,13,10,6,7,11,15,13,10,6,7,11,15,13,10,6,7,11,15,13,10,6,7,11,15,13,10,6,7,11,15,13,10,6,7,11,15,13,10,6,7,11,15,13,10,6,7,11,15,13,10,6,3,11,1,13,10,6,3,11,1,13,10,6,1,1,1
HP1502401_C1,12,8,18,16,1,25,12,8,18,16,1,25,12,8,18,16,1,25,12,8,18,16,1,25,12,8,18,16,1,25,12,8,18,16,1,25,12,8,18,16,1,25,12,8,18,16,1,25,12,8,18,16,1,25,12,8,18,16,1,25,12,8,18,16,1,25,12,8,18,16,1,25,12,8,18,16,1,25,12,8,18,16,1,25,12,8,4,16,1,25,11,8,4,16,1,25,11,8,4,16,1,25,11,8,4,16,1,25,11,8,4,16,1,25,11,8,4,16,1,1,3,8,4,16,1,1
HP1502401_C10,16,2,20,16,5,12,16,2,20,16,5,12,16,2,20,16,5,12,16,2,20,16,5,12,16,2,20,16,5,12,16,2,20,16,5,12,16,2,20,16,5,12,16,2,20,16,5,12,16,2,20,16,5,12,16,2,20,16,5,12,16,2,20,16,5,12,16,2,20,16,5,12,16,2,20,16,5,12,16,2,20,16,5,12,16,2,20,16,5,12,16,2,20,16,5,12,16,2,20,16,5,12,16,2,20,16,5,12,16,2,20,16,5,12,16,2,20,16,5,12,16,2,20,16,5,12
HP1502401_C12,2,1,26,2,8,14,2,1,26,2,8,14,2,1,26,2,8,14,2,1,26,2,8,14,2,1,26,2,8,14,2,1,26,2,8,14,2,1,26,2,8,14,2,1,26,2,8,14,2,1,26,2,8,14,2,1,26,2,8,14,2,1,26,2,8,14,2,1,26,2,8,14,2,1,26,2,8,14,2,1,26,2,8,14,2,1,26,2,8,14,2,1,26,2,8,14,2,1,26,2,8,2,2,1,26,2,1,1,2,1,26,2,1,1,2,1,26,2,1,1,2,1,26,1,1,1
HP1502401_C14,7,5,3,23,24,3,7,5,3,23,24,3,7,5,3,23,24,3,7,5,3,23,24,3,7,5,3,23,24,3,7,5,3,23,24,3,7,5,3,23,24,3,7,5,3,23,24,3,7,5,3,23,24,3,7,5,3,23,24,3,7,5,3,23,24,3,7,5,3,23,24,3,7,5,3,23,24,3,7,5,3,23,24,3,7,5,3,23,24,3,7,5,3,23,24,3,7,5,3,23,24,3,7,5,3,23,24,3,7,5,3,23,24,3,7,5,3,23,24,3,7,5,3,1,24,1
HP1502401_C16,7,16,3,21,4,19,7,16,3,21,4,19,7,16,3,21,4,19,7,16,3,21,4,19,7,16,3,21,4,19,7,16,3,21,4,19,7,16,3,21,4,19,7,16,3,21,4,19,7,16,3,21,4,19,7,16,3,21,4,19,7,16,3,21,4,19,7,16,3,21,4,19,7,16,3,21,4,19,7,16,3,21,4,19,7,16,3,21,4,19,7,16,3,21,4,19,7,16,3,21,4,19,7,16,3,21,4,1,7,16,3,21,4,1,7,16,3,21,4,1,7,16,3,21,1,1
HP1502401_C18,16,2,20,24,6,8,16,2,20,24,6,8,16,2,20,24,6,8,16,2,20,24,6,8,16,2,20,24,6,8,16,2,20,24,6,8,16,2,20,24,6,8,16,2,20,24,6,8,16,2,20,24,6,8,16,2,20,24,6,8,16,2,20,24,6,8,16,2,20,24,6,8,16,2,20,24,6,8,16,2,20,24,6,8,16,2,20,24,6,8,16,2,20,24,6,8,16,2,20,24,6,8,16,2,20,24,6,8,16,2,20,3,6,8,16,2,20,3,6,8,16,2,20,1,6,8
HP1502401_C2,18,5,22,8,15,23,18,5,22,8,15,23,18,5,22,8,15,23,18,5,22,8,15,23,18,5,22,8,15,23,18,5,22,8,15,23,18,5,22,8,15,23,18,5,22,8,15,23,18,5,22,8,15,23,18,5,22,8,15,23,18,5,22,8,15,23,18,5,22,8,15,23,18,5,22,8,15,23,18,5,22,8,15,23,18,5,22,8,15,23,18,5,22,8,15,23,18,5,22,8,15,23,18,5,22,8,1,23,18,5,22,8,1,23,18,5,22,3,1,23,18,5,22,1,1,1
HP1502401_C20,13,10,6,18,4,20,13,10,6,18,4,20,13,10,6,18,4,20,13,10,6,18,4,20,13,10,6,18,4,20,13,10,6,18,4,20,13,10,6,18,4,20,13,10,6,18,4,20,13,10,6,18,4,20,13,10,6,18,4,20,13,10,6,18,4,20,13,10,6,18,4,20,13,10,6,18,4,20,13,10,6,18,4,20,13,10,6,18,4,20,13,10,6,18,4,20,13,10,6,18,4,20,13,10,6,18,4,20,13,10,6,18,4,20,13,10,6,3,4,1,13,10,6,1,1,1
HP1502401_C21,16,2,20,5,2,21,16,2,20,5,2,21,16,2,20,5,2,21,16,2,20,5,2,21,16,2,20,5,2,21,16,2,20,5,2,21,16,2,20,5,2,21,16,2,20,5,2,21,16,2,20,5,2,21,16,2,20,5,2,21,16,2,20,5,2,21,16,2,20,5,2,21,16,2,20,5,2,21,16,2,20,5,2,21,16,2,20,5,2,21,16,2,20,5,2,21,16,2,20,5,2,21,16,2,20,5,1,21,16,2,20,5,1,21,16,2,20,5,1,21,16,2,20,1,1,21
HP1502401_C22,18,5,22,18,24,12,18,5,22,18,24,12,18,5,22,18,24,12,18,5,22,18,24,12,18,5,22,18,24,12,18,5,22,18,24,12,18,5,22,18,24,12,18,5,22,18,24,12,18,5,22,18,24,12,18,5,22,18,24,12,18,5,22,18,24,12,18,5,22,18,24,12,18,5,22,18,24,12,18,5,22,18,24,12,18,5,22,18,24,12,18,5,22,18,24,12,18,5,22,18,24,12,18,5,22,18,24,12,18,5,22,18,24,12,18,5,22,3,24,12,18,5,22,1,24,12
HP1502401_C4,7,23,3,14,14,2,7,23,3,14,14,2,7,23,3,14,14,2,7,23,3,14,14,2,7,23,3,14,14,2,7,23,3,14,14,2,7,23,3,14,14,2,7,23,3,14,14,2,7,23,3,14,14,2,7,23,3,14,14,2,7,23,3,14,14,2,7,23,3,14,14,2,7,23,3,14,14,2,7,23,3,14,14,2,7,23,3,14,14,2,7,23,3,14,14,2,7,23,3,14,14,2,7,23,3,14,14,1,7,23,3,14,14,1,7,23,3,14,14,1,7,23,3,14,14,1
HP1502401_C5,13,10,6,6,3,24,13,10,6,6,3,24,13,10,6,6,3,24,13,10,6,6,3,24,13,10,6,6,3,24,13,10,6,6,3,24,13,10,6,6,3,24,13,10,6,6,3,24,13,10,6,6,3,24,13,10,6,6,3,24,13,10,6,6,3,24,13,10,6,6,3,24,13,10,6,6,3,24,13,10,6,6,3,24,13,10,6,6,3,24,13,10,6,6,3,24,13,10,6,6,3,24,13,10,6,6,1,24,13,10,6,3,1,24,13,10,6,3,1,24,13,10,6,1,1,1
HP1502401_C6,16,2,20,7,20,8,16,2,20,7,20,8,16,2,20,7,20,8,16,2,20,7,20,8,16,2,20,7,20,8,16,2,20,7,20,8,16,2,20,7,20,8,16,2,20,7,20,8,16,2,20,7,20,8,16,2,20,7,20,8,16,2,20,7,20,8,16,2,20,7,20,8,16,2,20,7,20,8,16,2,20,7,20,8,16,2,20,7,20,8,16,2,20,7,20,8,16,2,20,7,20,8,16,2,20,7,20,8,16,2,20,3,20,8,16,2,20,3,20,8,16,2,20,1,1,8
HP1502401_C7,16,2,20,18,13,3,16,2,20,18,13,3,16,2,20,18,13,3,16,2,20,18,13,3,16,2,20,18,13,3,16,2,20,18,13,3,16,2,20,18,13,3,16,2,20,18,13,3,16,2,20,18,13,3,16,2,20,18,13,3,16,2,20,18,13,3,16,2,20,18,13,3,16,2,20,18,13,3,16,2,20,18,13,3,16,2,20,18,13,3,16,2,20,18,13,3,16,2,20,18,13,3,16,2,20,18,13,3,16,2,20,18,13,3,16,2,20,3,1,3,16,2,20,1,1,1
HP1502401_C8,13,10,6,4,1,22,13,10,6,4,1,22,13,10,6,4,1,22,13,10,6,4,1,22,13,10,6,4,1,22,13,10,6,4,1,22,13,10,6,4,1,22,13,10,6,4,1,22,13,10,6,4,1,22,13,10,6,4,1,22,13,10,6,4,1,22,13,10,6,4,1,22,13,10,6,4,1,22,13,10,6,4,1,22,13,10,6,4,1,22,13,10,6,4,1,22,13,10,6,4,1,22,13,10,6,4,1,22,13,10,6,4,1,22,13,10,6,4,1,22,13,10,6,4,1,22
