"","0.3,30","0.3,50","0.3,100","0.4,30","0.4,50","0.4,100","0.5,30","0.5,50","0.5,100","0.6,30","0.6,50","0.6,100","0.7,30","0.7,50","0.7,100","0.8,30","0.8,50","0.8,100","0.9,30","0.9,50","0.9,100","1,30","1,50","1,100","1.1,30","1.1,50","1.1,100","1.2,30","1.2,50","1.2,100","1.3,30","1.3,50","1.3,100","1.4,30","1.4,50","1.4,100","1.5,30","1.5,50","1.5,100","1.6,30","1.6,50","1.6,100","1.7,30","1.7,50","1.7,100","1.8,30","1.8,50","1.8,100","1.9,30","1.9,50","1.9,100","2,30","2,50","2,100","2.1,30","2.1,50","2.1,100","2.2,30","2.2,50","2.2,100","2.3,30","2.3,50","2.3,100","2.4,30","2.4,50","2.4,100","2.5,30","2.5,50","2.5,100","cells"
"human1_lib1.final_cell_0014",7,6,7,7,7,8,7,7,11,7,7,11,6,6,11,6,6,12,6,5,12,5,6,12,5,6,13,5,5,13,5,6,13,5,6,13,5,6,13,5,5,15,5,5,16,5,5,16,6,6,16,5,6,16,5,6,16,5,6,16,5,6,16,5,6,16,5,5,16,"human1_lib1.final_cell_0014"
"human1_lib1.final_cell_0015",5,1,1,5,6,1,15,6,2,15,6,2,16,16,2,16,17,8,16,17,8,17,17,8,17,17,12,18,17,12,19,17,12,19,17,12,19,19,12,19,19,14,19,19,9,19,19,9,19,19,9,19,19,9,19,19,10,20,19,10,20,19,10,21,19,10,21,21,11,"human1_lib1.final_cell_0015"
"human1_lib1.final_cell_0016",8,7,8,8,8,9,8,8,12,9,8,12,8,8,12,8,8,13,8,8,13,9,8,13,9,8,16,13,8,16,12,8,16,12,8,16,12,13,16,12,13,8,12,13,8,12,13,8,12,13,8,12,13,8,12,13,9,12,13,9,12,13,9,13,13,9,13,20,10,"human1_lib1.final_cell_0016"
"human1_lib1.final_cell_0017",5,1,1,5,6,1,6,6,7,5,6,7,4,4,7,4,3,8,4,3,8,3,3,8,3,3,11,3,3,11,3,3,11,3,3,11,3,3,11,3,3,13,3,3,15,3,3,15,3,3,15,3,3,15,3,3,13,2,3,13,2,3,13,1,3,13,1,2,2,"human1_lib1.final_cell_0017"
"human1_lib1.final_cell_0018",3,4,5,3,3,5,11,4,9,12,4,9,13,3,9,13,2,10,13,2,10,14,14,10,14,14,10,14,14,10,13,14,10,13,18,10,13,20,10,13,20,12,13,20,13,13,20,5,13,20,5,17,20,5,17,20,6,18,20,6,18,20,6,19,20,6,19,22,7,"human1_lib1.final_cell_0018"
"human1_lib1.final_cell_0019",4,5,6,4,5,7,3,5,10,2,5,10,11,11,10,11,11,11,11,11,11,11,11,11,10,11,14,11,11,14,8,12,14,8,12,15,10,10,15,10,10,17,10,10,19,8,10,21,8,10,21,8,10,21,10,10,3,10,10,3,10,10,3,11,9,3,11,9,3,"human1_lib1.final_cell_0019"
"human1_lib1.final_cell_0020",5,1,1,5,6,1,6,6,7,5,6,7,4,4,7,4,3,8,4,3,8,3,3,8,3,3,11,3,3,11,3,3,11,3,3,11,3,3,11,3,3,13,3,3,15,3,3,15,3,3,15,3,3,15,3,3,13,2,3,13,2,3,13,1,3,13,1,2,2,"human1_lib1.final_cell_0020"
"human1_lib1.final_cell_0021",5,1,1,5,6,1,6,6,7,5,6,7,4,4,7,4,3,8,4,3,8,3,3,8,3,3,11,3,3,11,3,3,11,3,3,11,3,3,11,3,3,13,3,3,15,3,3,15,3,3,15,3,3,15,3,3,13,2,3,13,2,3,13,1,3,13,1,2,2,"human1_lib1.final_cell_0021"
"human1_lib1.final_cell_0022",1,3,2,13,2,2,14,1,1,8,14,1,7,7,1,7,7,1,7,7,1,7,7,1,7,7,1,7,7,1,17,7,1,17,7,1,17,17,2,17,17,9,17,17,10,17,17,10,17,17,10,16,17,10,16,17,21,17,17,21,17,17,21,18,16,21,18,17,22,"human1_lib1.final_cell_0022"
"human1_lib1.final_cell_0023",4,5,6,4,5,7,3,5,10,2,5,10,10,9,10,10,10,11,10,10,11,10,9,11,11,10,14,8,9,14,9,10,14,9,10,15,8,7,15,7,7,17,8,7,19,9,7,19,9,7,19,9,7,19,8,8,18,8,7,18,8,7,18,9,7,18,9,7,20,"human1_lib1.final_cell_0023"
"human1_lib1.final_cell_0024",5,1,1,5,6,1,6,6,7,5,6,7,4,4,7,4,3,8,4,3,8,3,3,8,3,3,11,3,3,11,3,3,11,3,3,11,3,3,11,3,3,13,3,3,15,3,3,15,3,3,15,3,3,15,3,3,13,2,3,13,2,3,13,1,3,13,1,2,2,"human1_lib1.final_cell_0024"
"human1_lib1.final_cell_0025",7,6,7,7,7,8,7,7,11,7,7,11,6,6,11,6,6,12,6,5,12,5,6,12,5,6,13,5,5,13,5,6,13,5,6,13,5,6,13,5,5,15,5,5,16,5,5,16,6,6,16,5,6,16,5,6,16,5,6,16,5,6,16,5,6,16,5,5,16,"human1_lib1.final_cell_0025"
"human1_lib1.final_cell_0026",1,3,4,13,2,6,14,1,8,8,14,8,7,7,8,7,7,9,7,7,9,7,7,9,7,7,2,7,7,2,17,7,2,17,7,2,17,17,2,17,17,2,17,17,2,17,17,2,17,17,2,16,17,2,16,17,21,17,17,21,17,17,21,18,16,21,18,17,22,"human1_lib1.final_cell_0026"
"human1_lib1.final_cell_0027",5,1,1,5,6,1,6,6,7,5,6,7,4,4,7,4,3,8,4,3,8,3,3,8,3,3,11,3,3,11,3,3,11,3,3,11,3,3,11,3,3,13,3,3,15,3,3,15,3,3,15,3,3,15,3,3,13,2,3,13,2,3,13,1,3,13,1,2,2,"human1_lib1.final_cell_0027"
"human1_lib1.final_cell_0028",3,4,5,3,3,5,5,4,9,4,4,9,3,3,9,13,2,10,13,2,10,14,2,10,14,2,10,14,2,10,13,2,10,13,2,10,13,2,10,13,2,12,13,2,13,13,2,13,13,2,13,17,2,13,17,2,2,14,2,2,14,2,2,15,2,2,15,13,18,"human1_lib1.final_cell_0028"
"human1_lib1.final_cell_0029",3,4,5,3,3,5,11,4,9,12,4,9,13,3,9,13,2,10,13,2,10,14,14,10,14,14,10,14,14,10,13,14,10,13,18,10,13,20,10,13,20,12,13,20,13,13,20,5,13,20,5,17,20,5,17,20,6,18,20,6,18,20,6,19,20,6,19,22,7,"human1_lib1.final_cell_0029"
"human1_lib1.final_cell_0030",5,1,1,5,6,1,6,6,7,5,6,7,4,4,7,4,3,8,4,3,8,3,3,8,3,3,11,3,3,11,3,3,11,3,3,11,3,3,11,3,3,13,3,3,15,3,3,15,3,3,15,3,3,15,3,3,13,2,3,13,2,3,13,1,3,13,1,2,2,"human1_lib1.final_cell_0030"
"human1_lib1.final_cell_0031",7,6,7,7,7,8,7,7,11,7,7,11,6,6,11,6,6,12,6,5,12,5,6,12,5,6,13,5,5,13,5,6,13,5,6,13,5,6,13,5,5,15,5,5,16,5,5,16,6,6,16,5,6,16,5,6,16,5,6,16,5,6,16,5,6,16,5,5,16,"human1_lib1.final_cell_0031"
"human1_lib1.final_cell_0032",7,6,7,7,7,8,7,7,11,7,7,11,6,6,11,6,6,12,6,5,12,5,6,12,5,6,13,5,5,13,5,6,13,5,6,13,5,6,13,5,5,15,5,5,16,5,5,16,6,6,16,5,6,16,5,6,16,5,6,16,5,6,16,5,6,16,5,5,16,"human1_lib1.final_cell_0032"
"human1_lib1.final_cell_0033",7,6,7,7,7,8,7,7,11,7,7,11,6,6,11,6,6,12,6,5,12,5,6,12,5,6,13,5,5,13,5,6,13,5,6,13,5,6,13,5,5,15,5,5,16,5,5,16,6,6,16,5,6,16,5,6,16,5,6,16,5,6,16,5,6,16,5,5,16,"human1_lib1.final_cell_0033"
"human1_lib1.final_cell_0034",7,6,7,7,7,8,7,7,11,7,7,11,6,6,11,6,6,12,6,5,12,5,6,12,5,6,13,5,5,13,5,6,13,5,6,13,5,6,13,5,5,15,5,5,16,5,5,16,6,6,16,5,6,16,5,6,16,5,6,16,5,6,16,5,6,16,5,5,16,"human1_lib1.final_cell_0034"
"human1_lib1.final_cell_0035",5,1,1,5,6,1,6,6,7,5,6,7,4,4,7,4,3,8,4,3,8,3,3,8,3,3,11,3,3,11,3,3,11,3,3,11,3,3,11,3,3,13,3,3,15,3,3,15,3,3,15,3,3,15,3,3,13,2,3,13,2,3,13,1,3,13,1,2,2,"human1_lib1.final_cell_0035"
"human1_lib1.final_cell_0036",3,4,5,3,3,5,11,4,9,12,4,9,13,3,9,13,2,10,13,2,10,14,14,10,14,14,10,14,14,10,13,14,10,13,18,10,13,20,10,13,20,12,13,20,13,13,20,5,13,20,5,17,20,5,17,20,6,18,20,6,18,20,6,19,20,6,19,22,7,"human1_lib1.final_cell_0036"
"human1_lib1.final_cell_0037",5,1,1,5,6,1,6,6,7,5,6,7,4,4,7,4,3,8,4,3,8,3,3,8,3,3,11,3,3,11,3,3,11,3,3,11,3,3,11,3,3,13,3,3,15,3,3,15,3,3,15,3,3,15,3,3,13,2,3,13,2,3,13,1,3,13,1,2,2,"human1_lib1.final_cell_0037"
"human1_lib1.final_cell_0038",5,1,1,5,6,1,6,6,7,5,6,7,4,4,7,4,3,8,4,3,8,3,3,8,3,3,11,3,3,11,3,3,11,3,3,11,3,3,11,3,3,13,3,3,15,3,3,15,3,3,15,3,3,15,3,3,13,2,3,13,2,3,13,1,3,13,1,2,2,"human1_lib1.final_cell_0038"
"human1_lib1.final_cell_0039",5,1,1,5,6,1,15,6,2,15,6,2,16,16,2,16,17,2,16,17,2,17,17,2,17,17,12,18,17,12,19,17,12,19,17,12,19,19,12,19,19,14,19,19,9,19,19,9,19,19,9,19,19,9,19,19,10,20,19,10,20,19,10,21,19,10,21,21,11,"human1_lib1.final_cell_0039"
"human1_lib1.final_cell_0040",7,6,7,7,7,8,7,7,11,7,7,11,6,6,11,6,6,12,6,5,12,5,6,12,5,6,13,5,5,13,5,6,13,5,6,13,5,6,13,5,5,15,5,5,16,5,5,16,6,6,16,5,6,16,5,6,16,5,6,16,5,6,16,5,6,16,5,5,16,"human1_lib1.final_cell_0040"
"human1_lib1.final_cell_0041",8,7,8,8,8,9,8,8,12,9,8,12,8,8,12,8,8,13,8,8,13,9,8,13,9,8,16,13,8,16,12,8,16,12,8,16,12,13,16,12,13,8,12,13,8,12,13,8,12,13,8,12,13,8,12,13,9,12,13,9,12,13,9,13,13,9,13,20,10,"human1_lib1.final_cell_0041"
"human1_lib1.final_cell_0042",5,1,1,5,6,1,6,6,7,5,6,7,4,4,7,4,3,8,4,3,8,3,3,8,3,3,11,3,3,11,3,3,11,3,3,11,3,3,11,3,3,13,3,3,15,3,3,15,3,3,15,3,3,15,3,3,13,2,3,13,2,3,13,1,3,13,1,2,2,"human1_lib1.final_cell_0042"
"human1_lib1.final_cell_0043",7,6,7,7,7,8,7,7,11,7,7,11,6,6,11,6,6,12,6,5,12,5,6,12,5,6,13,5,5,13,5,6,13,5,6,13,5,6,13,5,5,15,5,5,16,5,5,16,6,6,16,5,6,16,5,6,16,5,6,16,5,6,16,5,6,16,5,5,16,"human1_lib1.final_cell_0043"
"human1_lib1.final_cell_0044",8,7,8,8,8,9,8,8,12,9,8,12,8,8,12,8,8,13,8,8,13,9,8,13,9,8,16,13,8,16,12,8,16,12,8,16,12,13,16,12,13,8,12,13,8,12,13,8,12,13,8,12,13,8,12,13,9,12,13,9,12,13,9,13,13,9,13,20,10,"human1_lib1.final_cell_0044"
"human1_lib1.final_cell_0045",8,7,8,8,8,9,8,8,12,9,8,12,8,8,12,8,8,13,8,8,13,9,8,13,9,8,16,13,8,16,12,8,16,12,8,16,12,13,16,12,13,4,12,13,4,12,13,4,12,13,4,12,13,4,12,13,5,12,13,5,12,13,5,13,13,5,13,19,6,"human1_lib1.final_cell_0045"
"human1_lib1.final_cell_0046",8,7,8,8,8,9,8,8,12,9,8,12,8,8,12,8,8,13,8,8,13,9,8,13,9,8,16,13,8,16,12,8,16,12,8,16,12,13,16,12,13,8,12,13,8,12,13,8,12,13,8,12,13,8,12,13,9,12,13,9,12,13,9,13,13,9,13,20,10,"human1_lib1.final_cell_0046"
"human1_lib1.final_cell_0047",3,4,5,3,3,5,11,4,9,12,4,9,13,3,9,13,2,10,13,2,10,14,14,10,14,14,10,14,14,10,13,14,10,13,18,10,13,20,10,13,20,12,13,20,13,13,20,5,13,20,5,17,20,5,17,20,6,18,20,6,18,20,6,19,20,6,19,22,7,"human1_lib1.final_cell_0047"
"human1_lib1.final_cell_0048",8,7,8,8,8,9,8,8,12,9,8,12,8,8,12,8,8,13,8,8,13,9,8,13,9,8,16,13,8,16,12,8,16,12,8,16,12,13,16,12,13,8,12,13,8,12,13,8,12,13,8,12,13,8,12,13,9,12,13,9,12,13,9,13,13,9,13,20,10,"human1_lib1.final_cell_0048"
"human1_lib1.final_cell_0049",7,6,7,7,7,8,7,7,11,7,7,11,6,6,11,6,6,12,6,5,12,5,6,12,5,6,13,5,5,13,5,6,13,5,6,13,5,6,13,5,5,15,5,5,16,5,5,16,6,6,16,5,6,16,5,6,16,5,6,16,5,6,16,5,6,16,5,5,16,"human1_lib1.final_cell_0049"
"human1_lib1.final_cell_0050",5,1,1,5,6,1,6,6,7,5,6,7,4,4,7,4,3,8,4,3,8,3,3,8,3,3,11,3,3,11,3,3,11,3,3,11,3,3,11,3,3,13,3,3,15,3,3,15,3,3,15,3,3,15,3,3,13,2,3,13,2,3,13,1,3,13,1,2,2,"human1_lib1.final_cell_0050"
"human1_lib1.final_cell_0051",7,6,7,7,7,8,7,7,11,7,7,11,6,6,11,6,6,12,6,5,12,5,6,12,5,6,13,5,5,13,5,6,13,5,6,13,5,6,13,5,5,15,5,5,16,5,5,16,6,6,16,5,6,16,5,6,16,5,6,16,5,6,16,5,6,16,5,5,16,"human1_lib1.final_cell_0051"
"human1_lib1.final_cell_0052",5,1,1,5,6,1,6,6,7,5,6,7,4,4,7,4,3,8,4,3,8,3,3,8,3,3,11,3,3,11,3,3,11,3,3,11,3,3,11,3,3,13,3,3,15,3,3,15,3,3,15,3,3,15,3,3,13,2,3,13,2,3,13,1,3,13,1,2,2,"human1_lib1.final_cell_0052"
"human1_lib1.final_cell_0053",3,4,5,3,3,5,11,4,9,12,4,9,13,3,9,13,2,10,13,2,10,14,14,10,14,14,10,14,14,10,13,14,10,13,18,10,13,20,10,13,20,12,13,20,13,13,20,5,13,20,5,17,20,5,17,20,6,18,20,6,18,20,6,19,20,6,19,22,7,"human1_lib1.final_cell_0053"
"human1_lib1.final_cell_0054",5,1,1,5,6,1,6,6,7,5,6,7,4,4,7,4,3,8,4,3,8,3,3,8,3,3,11,3,3,11,3,3,11,3,3,11,3,3,11,3,3,13,3,3,15,3,3,15,3,3,15,3,3,15,3,3,13,2,3,13,2,3,13,1,3,13,1,2,2,"human1_lib1.final_cell_0054"
"human1_lib1.final_cell_0055",5,1,1,5,6,1,6,6,7,5,6,7,4,4,7,4,3,8,4,3,8,3,3,8,3,3,11,3,3,11,3,3,11,3,3,11,3,3,11,3,3,13,3,3,15,3,3,15,3,3,15,3,3,15,3,3,13,2,3,13,2,3,13,1,3,13,1,2,2,"human1_lib1.final_cell_0055"
"human1_lib1.final_cell_0056",8,7,8,8,8,9,8,8,12,9,8,12,8,8,12,8,8,13,8,8,13,9,8,13,9,8,16,13,8,16,12,8,16,12,8,16,12,13,16,12,13,8,12,13,8,12,13,8,12,13,8,12,13,8,12,13,9,12,13,9,12,13,9,13,13,9,13,20,10,"human1_lib1.final_cell_0056"
"human1_lib1.final_cell_0057",5,1,1,5,6,1,6,6,7,5,6,7,4,4,7,4,3,8,4,3,8,3,3,8,3,3,11,3,3,11,3,3,11,3,3,11,3,3,11,3,3,13,3,3,15,3,3,15,3,3,15,3,3,15,3,3,13,2,3,13,2,3,13,1,3,13,1,2,2,"human1_lib1.final_cell_0057"
"human1_lib1.final_cell_0058",5,1,1,5,6,1,6,6,7,5,6,7,4,4,7,4,3,8,4,3,8,3,3,8,3,3,11,3,3,11,3,3,11,3,3,11,3,3,11,3,3,13,3,3,15,3,3,15,3,3,15,3,3,15,3,3,13,2,3,13,2,3,13,1,3,13,1,2,2,"human1_lib1.final_cell_0058"
"human1_lib1.final_cell_0059",5,1,1,5,6,1,6,6,7,5,6,7,4,4,7,4,3,8,4,3,8,3,3,8,3,3,11,3,3,11,3,3,11,3,3,11,3,3,11,3,3,13,3,3,15,3,3,15,3,3,15,3,3,15,3,3,13,2,3,13,2,3,13,1,3,13,1,2,2,"human1_lib1.final_cell_0059"
"human1_lib1.final_cell_0060",5,1,1,5,6,1,15,6,2,15,6,2,16,16,2,16,17,6,16,17,6,17,17,6,17,17,12,18,17,12,19,17,12,19,17,12,19,19,12,19,19,14,19,19,9,19,19,9,19,19,9,19,19,9,19,19,10,20,19,10,20,19,10,21,19,10,21,21,11,"human1_lib1.final_cell_0060"
"human1_lib1.final_cell_0061",4,5,6,4,5,7,3,5,10,2,5,10,10,9,10,10,10,11,10,10,11,10,9,11,11,10,3,8,9,3,9,10,3,9,10,3,8,7,3,7,7,19,8,7,21,9,7,19,9,7,19,9,7,19,8,8,18,8,7,18,8,7,18,9,7,18,9,7,20,"human1_lib1.final_cell_0061"
"human1_lib1.final_cell_0062",1,3,4,13,2,6,14,1,8,8,14,8,7,7,8,7,7,9,7,7,9,7,7,9,7,7,2,7,7,2,17,7,2,17,7,2,17,17,2,17,17,9,17,17,10,17,17,10,17,17,10,16,17,10,16,17,21,17,17,21,17,17,21,18,16,21,18,17,22,"human1_lib1.final_cell_0062"
"human1_lib1.final_cell_0063",5,1,1,5,6,1,15,6,2,15,6,2,16,16,2,16,17,6,16,17,6,17,17,6,17,17,12,18,17,12,19,17,12,19,17,12,19,19,12,19,19,14,19,19,9,19,19,9,19,19,9,19,19,9,19,19,10,20,19,10,20,19,10,21,19,10,21,21,11,"human1_lib1.final_cell_0063"
"human1_lib1.final_cell_0064",4,5,6,4,5,7,3,5,10,2,5,10,10,9,10,10,10,11,10,10,11,10,9,11,11,10,3,8,9,3,9,10,3,9,10,3,8,7,3,7,7,19,8,7,21,9,7,19,9,7,19,9,7,19,8,8,18,8,7,18,8,7,18,9,7,18,9,7,20,"human1_lib1.final_cell_0064"
"human1_lib1.final_cell_0065",1,1,1,13,6,1,14,6,7,8,6,7,7,4,7,7,3,8,7,3,8,7,3,8,7,3,11,7,3,11,17,3,11,17,3,11,17,3,11,17,3,13,17,3,15,17,3,15,17,3,15,16,3,15,16,3,13,17,3,13,17,3,13,18,3,13,18,2,2,"human1_lib1.final_cell_0065"
"human1_lib1.final_cell_0066",3,4,5,3,3,5,11,4,9,12,4,9,13,3,9,13,2,10,13,2,10,14,14,10,14,14,10,14,14,10,13,14,10,13,18,10,13,20,10,13,20,12,13,20,13,13,20,5,13,20,5,17,20,5,17,20,6,18,20,6,18,20,6,19,20,6,19,22,7,"human1_lib1.final_cell_0066"
"human1_lib1.final_cell_0067",1,3,2,13,2,2,14,1,1,8,14,1,7,7,1,7,7,1,7,7,1,7,7,1,7,7,1,7,7,1,17,7,1,17,7,1,17,17,2,17,17,9,17,17,10,17,17,10,17,17,10,16,17,10,16,17,21,17,17,21,17,17,21,18,16,21,18,17,22,"human1_lib1.final_cell_0067"
"human1_lib1.final_cell_0068",5,1,1,5,6,1,6,6,7,5,6,7,4,4,7,4,3,8,4,3,8,3,3,8,3,3,11,3,3,11,3,3,11,3,3,11,3,3,11,3,3,13,3,3,15,3,3,15,3,3,15,3,3,15,3,3,13,2,3,13,2,3,13,1,3,13,1,2,2,"human1_lib1.final_cell_0068"
"human1_lib1.final_cell_0069",7,6,7,7,7,8,7,7,11,7,7,11,6,6,11,6,6,12,6,5,12,5,6,12,5,6,13,5,5,13,5,6,13,5,6,13,5,6,13,5,5,15,5,5,16,5,5,16,6,6,16,5,6,16,5,6,16,5,6,16,5,6,16,5,6,16,5,5,16,"human1_lib1.final_cell_0069"
"human1_lib1.final_cell_0070",1,3,4,13,2,6,14,1,8,8,14,8,7,7,8,7,7,9,7,7,9,7,7,9,7,7,2,7,7,2,17,7,2,17,7,2,17,17,2,17,17,9,17,17,10,17,17,10,17,17,10,16,17,10,16,17,21,17,17,21,17,17,21,18,16,21,18,17,22,"human1_lib1.final_cell_0070"
"human1_lib1.final_cell_0071",5,1,1,5,6,1,15,6,2,15,6,2,16,16,2,16,17,2,16,17,2,17,17,2,17,17,12,18,17,12,19,17,12,19,17,12,19,19,12,19,19,14,19,19,9,19,19,9,19,19,9,19,19,9,19,19,10,20,19,10,20,19,10,21,19,10,21,21,11,"human1_lib1.final_cell_0071"
"human1_lib1.final_cell_0072",5,1,1,5,6,1,15,6,2,15,6,2,16,16,2,16,17,6,16,17,6,17,17,6,17,17,12,18,17,12,19,17,12,19,17,12,19,19,12,19,19,14,19,19,9,19,19,9,19,19,9,19,19,9,19,19,10,20,19,10,20,19,10,21,19,10,21,21,11,"human1_lib1.final_cell_0072"
"human1_lib1.final_cell_0073",5,1,1,5,6,1,6,6,2,5,6,2,4,4,2,4,3,2,4,3,2,3,3,2,3,3,11,3,3,11,3,3,11,3,3,11,3,3,11,3,3,13,3,3,15,3,3,15,3,3,15,3,3,15,3,3,13,2,3,13,2,3,13,1,3,13,1,2,2,"human1_lib1.final_cell_0073"
"human1_lib1.final_cell_0074",7,6,7,7,7,8,7,7,11,7,7,11,6,6,11,6,6,12,6,5,12,5,6,12,5,6,13,5,5,13,5,6,13,5,6,13,5,6,13,5,5,15,5,5,16,5,5,16,6,6,16,5,6,16,5,6,16,5,6,16,5,6,16,5,6,16,5,5,16,"human1_lib1.final_cell_0074"
"human1_lib1.final_cell_0075",5,1,1,5,6,1,6,6,7,5,6,7,4,4,7,4,3,8,4,3,8,3,3,8,3,3,11,3,3,11,3,3,11,3,3,11,3,3,11,3,3,13,3,3,15,3,3,15,3,3,15,3,3,15,3,3,13,2,3,13,2,3,13,1,3,13,1,2,2,"human1_lib1.final_cell_0075"
"human1_lib1.final_cell_0076",5,1,1,5,6,1,6,6,7,5,6,7,4,4,7,4,3,8,4,3,8,3,3,8,3,3,11,3,3,11,3,3,11,3,3,11,3,3,11,3,3,13,3,3,15,3,3,15,3,3,15,3,3,15,3,3,13,2,3,13,2,3,13,1,3,13,1,2,2,"human1_lib1.final_cell_0076"
"human1_lib1.final_cell_0077",7,6,7,7,7,8,7,7,11,7,7,11,6,6,11,6,6,12,6,5,12,5,6,12,5,6,13,5,5,13,5,6,13,5,6,13,5,6,13,5,5,15,5,5,16,5,5,16,6,6,16,5,6,16,5,6,16,5,6,16,5,6,16,5,6,16,5,5,16,"human1_lib1.final_cell_0077"
