"52",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0052"
"53",7,6,6,6,9,8,6,10,10,15,8,14,10,7,14,8,13,17,28,22,30,23,22,22,33,9,24,34,18,"human1_lib1.final_cell_0053"
"54",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0054"
"55",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0055"
"56",9,10,9,13,14,15,12,15,18,18,18,19,13,15,23,17,21,21,23,23,22,25,25,23,23,29,21,16,19,"human1_lib1.final_cell_0056"
"57",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0057"
"58",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0058"
"59",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0059"
"60",1,2,2,5,6,7,2,8,8,16,17,16,11,16,22,15,19,19,21,21,21,26,24,26,22,34,28,17,28,"human1_lib1.final_cell_0060"
"61",10,7,7,10,12,11,8,16,13,12,19,20,16,10,17,11,24,15,17,16,18,18,18,20,16,22,19,13,17,"human1_lib1.final_cell_0061"
"62",6,3,4,1,1,3,15,2,4,5,4,3,5,3,5,4,6,6,3,4,3,4,16,5,3,25,14,14,12,"human1_lib1.final_cell_0062"
"63",1,2,2,5,6,7,2,8,8,16,17,16,11,16,22,15,19,19,21,21,21,26,24,26,22,34,28,17,28,"human1_lib1.final_cell_0063"
"64",10,7,7,10,12,11,8,16,13,12,19,20,16,10,17,11,24,15,17,16,18,19,27,20,16,23,19,13,17,"human1_lib1.final_cell_0064"
"65",1,2,1,5,8,7,3,6,8,8,13,15,19,13,12,25,23,22,25,21,25,27,28,28,26,33,29,23,24,"human1_lib1.final_cell_0065"
"66",7,6,6,6,9,8,6,10,10,15,8,14,10,7,14,8,13,16,28,29,30,23,22,22,33,9,24,34,18,"human1_lib1.final_cell_0066"
"67",5,5,3,3,4,1,13,4,1,1,1,1,2,2,2,2,1,1,6,2,7,7,15,18,9,24,14,14,13,"human1_lib1.final_cell_0067"
"68",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0068"
"69",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0069"
"70",5,5,3,3,4,1,13,4,1,1,1,1,2,2,2,2,1,1,6,2,7,7,15,18,9,24,14,14,13,"human1_lib1.final_cell_0070"
"71",1,2,2,5,6,7,2,8,8,16,17,16,11,16,22,15,19,19,21,21,21,26,24,26,22,34,28,17,28,"human1_lib1.final_cell_0071"
"72",1,2,2,5,6,7,2,8,8,16,17,16,11,16,22,15,19,19,21,21,21,26,24,26,22,34,28,17,28,"human1_lib1.final_cell_0072"
"73",1,2,2,5,6,7,2,8,8,16,17,16,11,16,22,15,19,19,21,21,21,26,24,26,22,34,18,17,28,"human1_lib1.final_cell_0073"
"74",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0074"
"75",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0075"
"76",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0076"
"77",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0077"
"78",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0078"
"79",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0079"
"80",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0080"
"81",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0081"
"82",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0082"
"83",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0083"
"84",7,6,6,6,9,8,6,10,10,15,8,14,10,7,14,8,13,16,28,29,30,23,22,22,33,9,24,34,18,"human1_lib1.final_cell_0084"
"85",9,10,9,13,14,15,12,15,18,18,18,19,13,15,23,17,21,21,23,23,22,25,25,23,23,29,21,16,19,"human1_lib1.final_cell_0085"
"86",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0086"
"87",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0087"
"88",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0088"
"89",1,2,2,5,6,7,2,8,8,16,17,16,11,16,22,15,19,19,21,21,21,26,24,26,22,34,28,17,28,"human1_lib1.final_cell_0089"
"90",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0090"
"91",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0091"
"92",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0092"
"93",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0093"
"94",1,2,2,5,8,7,3,5,8,8,13,5,20,22,12,22,9,27,8,9,10,10,6,6,5,5,4,6,38,"human1_lib1.final_cell_0094"
"95",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0095"
"96",1,2,2,5,6,7,2,8,8,16,17,16,11,16,22,15,19,19,21,21,21,26,24,26,22,34,28,17,28,"human1_lib1.final_cell_0096"
"97",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0097"
"98",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0098"
"99",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0099"
"100",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0100"
"101",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0101"
"102",5,5,3,3,4,1,13,4,1,1,1,1,2,2,2,2,1,1,6,2,7,7,15,18,9,24,14,14,13,"human1_lib1.final_cell_0102"
"103",6,3,4,1,1,3,15,2,4,5,4,2,5,3,5,4,6,6,3,4,3,4,16,5,3,4,14,14,12,"human1_lib1.final_cell_0103"
"104",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0104"
"105",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0105"
"106",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0106"
"107",1,2,2,5,6,7,2,8,8,16,17,16,11,16,22,15,19,19,21,21,21,26,24,26,22,34,28,17,28,"human1_lib1.final_cell_0107"
"108",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0108"
"109",7,6,6,6,9,8,6,10,10,15,8,14,10,7,14,8,13,17,28,29,30,23,22,22,33,9,24,34,18,"human1_lib1.final_cell_0109"
"110",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0110"
"111",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0111"
"112",1,2,2,5,8,7,2,8,9,16,17,16,11,16,22,15,19,19,21,21,21,26,24,26,22,34,28,17,28,"human1_lib1.final_cell_0112"
"113",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0113"
"114",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0114"
"115",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0115"
"116",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0116"
"117",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0117"
"118",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0118"
"119",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0119"
"120",1,2,2,5,8,7,3,5,9,8,13,7,20,19,12,19,8,25,8,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0120"
"121",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0121"
"122",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0122"
"123",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0123"
"124",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0124"
"125",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0125"
"126",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0126"
"127",8,9,11,11,5,9,7,11,12,11,3,12,9,2,3,14,3,24,6,27,27,22,15,16,9,24,14,14,13,"human1_lib1.final_cell_0127"
"128",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0128"
"129",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0129"
"130",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0130"
"131",6,3,4,1,1,3,15,2,4,5,4,2,3,3,4,4,4,4,1,6,1,1,3,2,1,1,3,2,3,"human1_lib1.final_cell_0131"
"132",5,5,3,3,4,1,13,4,1,1,1,1,2,2,2,2,1,1,6,2,7,7,15,18,9,24,14,14,13,"human1_lib1.final_cell_0132"
"133",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0133"
"134",7,6,6,6,9,8,6,10,10,15,8,14,10,7,14,8,13,16,28,29,30,23,22,22,33,9,24,34,18,"human1_lib1.final_cell_0134"
"135",5,5,3,3,4,1,13,4,1,1,1,1,2,2,2,2,1,1,6,2,7,7,15,18,9,24,14,14,13,"human1_lib1.final_cell_0135"
"136",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0136"
"137",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0137"
"138",6,3,4,1,1,3,15,2,4,5,4,3,5,3,5,4,6,6,3,6,3,2,16,5,3,4,14,14,12,"human1_lib1.final_cell_0138"
"139",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0139"
"140",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0140"
"141",1,2,2,5,6,7,2,8,8,16,17,16,11,16,22,15,19,19,21,21,21,26,24,26,22,34,28,17,28,"human1_lib1.final_cell_0141"
"142",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0142"
"143",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0143"
"144",1,2,2,5,8,6,3,5,8,8,13,7,20,19,12,22,9,27,8,8,10,10,6,7,5,5,4,6,37,"human1_lib1.final_cell_0144"
"145",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0145"
"146",9,9,9,8,11,9,7,11,12,11,15,13,7,9,21,14,15,24,25,27,25,27,28,24,26,33,29,23,24,"human1_lib1.final_cell_0146"
"147",1,2,2,5,8,7,3,5,9,8,13,7,20,19,12,19,8,25,8,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0147"
"148",10,7,7,10,12,12,9,17,14,13,20,21,15,11,16,10,26,13,16,15,17,17,14,15,15,19,12,10,11,"human1_lib1.final_cell_0148"
"149",10,7,7,10,12,12,9,17,14,13,20,21,15,11,16,10,26,13,16,15,17,17,14,15,15,19,12,10,11,"human1_lib1.final_cell_0149"
"150",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0150"
"151",1,2,2,5,6,7,2,8,8,16,17,16,11,16,22,15,19,19,21,21,21,26,24,26,22,34,28,17,28,"human1_lib1.final_cell_0151"
"152",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0152"
"153",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0153"
"154",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0154"
"155",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0155"
"156",9,10,9,13,14,15,12,15,18,18,18,19,13,15,23,17,21,21,23,23,22,25,25,23,23,29,21,16,19,"human1_lib1.final_cell_0156"
"157",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0157"
"158",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0158"
"159",5,5,3,3,4,1,13,4,1,1,1,1,2,2,2,2,1,1,6,2,7,7,15,18,9,24,14,14,13,"human1_lib1.final_cell_0159"
"160",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0160"
"161",6,3,4,1,1,3,15,2,4,6,4,3,5,3,5,4,6,6,3,4,3,4,16,5,3,25,14,14,12,"human1_lib1.final_cell_0161"
"162",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0162"
"163",8,11,12,13,10,14,11,13,17,17,16,17,12,12,18,12,25,18,18,18,19,20,17,19,18,21,13,12,16,"human1_lib1.final_cell_0163"
"164",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0164"
"165",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0165"
"166",1,2,2,5,6,7,2,8,8,16,17,16,11,16,22,15,19,19,21,21,21,26,24,26,22,34,28,17,28,"human1_lib1.final_cell_0166"
"167",1,2,2,5,6,7,2,8,8,16,17,16,11,16,22,15,19,19,21,21,21,26,24,26,22,34,28,17,28,"human1_lib1.final_cell_0167"
"168",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0168"
"169",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0169"
"170",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0170"
"171",7,6,6,6,9,8,6,10,10,15,8,14,10,7,14,8,13,16,28,29,30,23,22,22,33,9,24,34,18,"human1_lib1.final_cell_0171"
"172",1,2,2,5,6,7,2,8,8,16,17,16,11,16,22,15,19,19,21,21,21,26,24,26,22,34,28,17,28,"human1_lib1.final_cell_0172"
"173",7,6,6,6,9,8,6,10,10,15,8,14,10,7,14,8,13,16,28,29,30,23,22,22,33,9,24,34,18,"human1_lib1.final_cell_0173"
"174",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0174"
"175",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0175"
"176",1,2,2,5,8,6,3,5,9,8,13,7,20,19,11,19,8,25,7,7,9,8,6,6,4,5,4,5,38,"human1_lib1.final_cell_0176"
"177",7,6,6,6,9,8,6,10,10,15,8,14,10,7,14,8,13,16,28,29,30,23,22,22,33,9,24,34,18,"human1_lib1.final_cell_0177"
"178",8,9,11,8,11,9,7,11,12,11,14,13,7,8,15,6,16,23,26,26,28,30,31,31,31,11,34,31,5,"human1_lib1.final_cell_0178"
