"","k_2","k_3","k_4","k_5","k_6","k_7","k_8","k_9","k_10","k_15","k_20","k_25","k_30","k_35","k_40","k_45","k_50","k_55","k_60","k_65","k_70","k_75","k_80","k_85","k_90","k_95","k_100","cells"
"121",115,5,1,2,3,3,1,1,2,4,1,3,3,4,3,1,1,1,2,1,2,1,2,2,1,2,2,"human1_lib1.final_cell_0121"
"122",34,6,3,2,5,12,19,12,1,4,2,1,5,3,10,1,12,12,8,7,8,9,6,6,5,7,6,"human1_lib1.final_cell_0122"
"123",366,90,54,48,40,39,12,8,6,15,18,4,11,20,7,16,16,7,9,4,1,5,11,3,11,10,11,"human1_lib1.final_cell_0123"
"124",50,3,4,23,51,1,4,2,3,2,2,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib1.final_cell_0124"
"125",29,8,1,1,3,3,1,1,2,1,1,3,3,4,3,1,1,1,2,1,2,1,2,2,1,2,2,"human1_lib1.final_cell_0125"
"126",28,3,4,23,51,1,4,2,3,2,2,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib1.final_cell_0126"
"127",323,83,55,17,41,40,40,18,10,29,21,4,11,20,7,16,16,7,9,4,1,5,11,3,11,10,11,"human1_lib1.final_cell_0127"
"128",189,43,4,23,51,1,4,2,3,2,2,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib1.final_cell_0128"
"129",323,83,55,17,41,40,40,18,10,29,21,4,11,20,7,16,16,7,9,4,1,5,11,3,11,10,11,"human1_lib1.final_cell_0129"
"130",427,3,5,5,1,10,4,2,3,2,2,6,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib1.final_cell_0130"
"131",1,103,71,60,47,13,48,37,12,21,29,23,24,13,21,11,18,20,19,11,12,13,13,12,12,11,12,"human1_lib1.final_cell_0131"
"132",197,56,40,36,33,24,29,17,32,25,13,22,16,13,17,11,10,13,13,11,9,11,7,8,7,6,5,"human1_lib1.final_cell_0132"
"133",29,8,1,1,3,3,1,1,2,1,1,3,3,4,3,1,1,1,2,1,2,1,2,2,1,2,2,"human1_lib1.final_cell_0133"
"134",107,2,68,57,21,22,10,36,11,18,30,28,15,9,11,8,2,3,11,14,6,8,16,9,8,5,8,"human1_lib1.final_cell_0134"
"135",263,49,53,66,23,16,28,27,12,24,13,22,16,13,21,11,10,20,19,11,12,13,13,12,12,11,12,"human1_lib1.final_cell_0135"
"136",32,8,23,1,7,4,1,1,3,2,2,6,3,4,3,1,5,1,2,1,2,1,2,2,1,2,2,"human1_lib1.final_cell_0136"
"137",50,3,4,23,51,1,4,2,3,2,2,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib1.final_cell_0137"
"138",420,109,71,60,52,13,48,37,37,5,29,23,6,7,21,20,18,20,19,15,12,13,13,12,12,11,12,"human1_lib1.final_cell_0138"
"139",29,4,2,1,5,3,1,1,2,4,1,1,5,4,3,1,5,1,2,1,2,6,1,2,1,1,2,"human1_lib1.final_cell_0139"
"140",201,80,47,13,44,26,14,10,24,15,18,4,11,20,7,16,16,7,9,4,1,5,11,3,11,10,11,"human1_lib1.final_cell_0140"
"141",26,112,16,15,2,11,11,15,1,4,2,2,1,1,1,1,12,1,2,1,2,1,2,2,1,2,4,"human1_lib1.final_cell_0141"
"142",427,105,13,59,9,4,39,3,5,7,12,6,9,5,5,4,6,6,4,5,4,2,4,5,3,3,3,"human1_lib1.final_cell_0142"
"143",29,8,1,1,3,3,1,1,2,1,1,3,3,4,3,1,1,1,2,1,2,1,2,2,1,2,2,"human1_lib1.final_cell_0143"
"144",49,110,67,59,44,37,12,8,6,15,18,4,9,20,7,16,16,7,9,4,1,5,11,5,3,3,11,"human1_lib1.final_cell_0144"
"145",32,8,23,1,7,3,1,1,2,1,1,3,3,4,3,1,1,1,2,1,2,1,2,2,1,2,2,"human1_lib1.final_cell_0145"
"146",361,88,72,53,40,44,35,45,6,32,21,4,11,20,7,16,16,7,9,4,1,5,11,3,11,10,11,"human1_lib1.final_cell_0146"
"147",250,6,3,2,36,12,19,12,1,4,2,1,1,1,1,1,12,1,2,1,2,1,2,2,1,2,4,"human1_lib1.final_cell_0147"
"148",237,87,59,51,45,41,36,20,23,6,22,26,25,19,19,18,17,17,17,16,14,15,14,13,13,13,13,"human1_lib1.final_cell_0148"
"149",237,87,59,51,45,41,36,20,23,6,22,26,25,19,19,18,17,17,17,16,14,15,14,13,13,13,13,"human1_lib1.final_cell_0149"
"150",189,43,3,23,5,1,4,2,3,2,2,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib1.final_cell_0150"
"151",178,67,24,25,36,12,19,22,28,22,11,13,14,10,10,9,12,12,8,7,8,9,6,6,5,7,6,"human1_lib1.final_cell_0151"
"152",17,3,4,23,51,1,4,2,3,2,2,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib1.final_cell_0152"
"153",3,4,2,1,5,3,1,1,2,4,1,1,5,4,3,1,5,1,2,1,2,6,1,2,1,1,2,"human1_lib1.final_cell_0153"
"154",401,100,67,61,44,37,14,10,24,15,18,4,11,20,7,16,16,7,9,4,1,5,11,3,11,10,11,"human1_lib1.final_cell_0154"
"155",189,43,4,23,51,1,4,2,3,2,2,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib1.final_cell_0155"
"156",322,113,12,43,50,46,38,40,39,27,27,20,18,14,15,17,19,18,18,18,13,14,12,11,10,9,10,"human1_lib1.final_cell_0156"
"157",24,9,1,3,3,3,1,1,2,1,1,3,3,4,3,1,1,1,2,1,2,1,2,2,1,2,2,"human1_lib1.final_cell_0157"
"158",178,67,24,25,36,27,19,22,28,22,11,13,14,10,10,9,12,12,8,7,8,9,6,6,5,7,6,"human1_lib1.final_cell_0158"
"159",313,49,53,66,47,13,48,37,12,21,13,23,24,13,21,11,10,20,19,11,12,13,13,12,12,11,12,"human1_lib1.final_cell_0159"
"160",115,5,1,2,3,3,1,1,2,1,1,3,3,4,3,1,1,1,2,1,2,1,2,2,1,2,2,"human1_lib1.final_cell_0160"
"161",263,49,53,66,47,16,48,37,12,21,13,23,24,13,21,11,10,20,19,11,12,13,13,12,12,11,12,"human1_lib1.final_cell_0161"
"162",4,9,1,3,3,3,1,1,2,1,1,3,3,4,3,1,1,1,2,1,2,1,2,2,1,2,2,"human1_lib1.final_cell_0162"
"163",347,76,18,13,42,26,14,26,24,2,3,8,5,3,2,21,5,2,3,2,5,6,1,1,2,1,6,"human1_lib1.final_cell_0163"
"164",17,3,4,23,51,1,4,2,3,2,2,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib1.final_cell_0164"
"165",298,70,47,38,39,17,32,35,33,16,14,8,13,17,14,15,11,12,12,9,1,5,11,6,5,7,11,"human1_lib1.final_cell_0165"
"166",327,67,24,25,36,27,19,22,28,22,11,13,14,10,10,9,12,12,8,7,8,9,6,6,5,7,6,"human1_lib1.final_cell_0166"
"167",178,6,3,2,36,12,19,12,1,4,11,13,1,10,10,9,12,12,8,7,8,9,6,6,5,7,6,"human1_lib1.final_cell_0167"
"168",32,8,1,1,3,3,1,1,2,1,1,3,3,4,3,1,1,1,2,1,2,6,1,2,1,1,2,"human1_lib1.final_cell_0168"
"169",115,5,1,2,3,3,1,1,2,4,1,3,3,4,3,1,1,1,2,1,2,1,2,2,1,2,2,"human1_lib1.final_cell_0169"
"170",250,6,3,2,5,12,19,12,1,4,2,1,1,1,1,1,12,1,2,1,2,1,2,2,1,2,2,"human1_lib1.final_cell_0170"
"171",153,50,22,20,14,19,24,21,15,18,30,28,15,9,11,8,2,3,11,14,6,8,16,9,8,5,8,"human1_lib1.final_cell_0171"
"172",417,112,16,15,2,11,11,15,1,4,2,2,1,1,1,1,12,1,2,1,2,1,2,2,1,2,4,"human1_lib1.final_cell_0172"
"173",134,41,22,22,21,22,10,36,11,18,30,28,15,9,11,8,2,3,11,14,6,8,16,9,8,5,8,"human1_lib1.final_cell_0173"
"174",115,5,1,3,3,3,1,1,2,1,1,3,3,4,3,1,1,1,2,1,2,1,2,2,1,2,2,"human1_lib1.final_cell_0174"
"175",189,43,3,23,5,1,4,1,3,2,2,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib1.final_cell_0175"
"176",24,9,1,3,3,3,1,1,2,1,1,3,3,4,3,1,1,1,2,1,2,1,2,2,1,2,2,"human1_lib1.final_cell_0176"
"177",134,41,22,22,21,22,10,36,11,18,30,28,15,9,11,8,2,3,11,14,6,8,16,9,8,5,8,"human1_lib1.final_cell_0177"
"178",71,110,67,59,44,37,12,10,6,15,18,4,11,20,7,16,16,7,9,4,1,5,11,3,11,10,11,"human1_lib1.final_cell_0178"
"179",189,43,4,23,51,1,4,2,3,2,2,1,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib1.final_cell_0179"
"180",201,80,47,13,44,26,14,10,24,15,18,4,11,20,7,16,16,7,9,4,1,5,11,3,11,10,11,"human1_lib1.final_cell_0180"
"181",32,8,23,1,7,4,1,1,3,1,2,6,3,4,3,1,5,1,2,1,2,1,2,2,1,2,2,"human1_lib1.final_cell_0181"
"182",134,41,22,22,21,22,10,36,11,18,30,28,15,9,11,8,2,3,11,14,6,8,16,9,8,5,8,"human1_lib1.final_cell_0182"
"183",113,81,42,12,34,16,26,17,12,25,13,23,24,13,13,11,10,14,15,11,9,13,13,8,7,6,12,"human1_lib1.final_cell_0183"
"184",24,9,1,3,3,3,1,1,2,1,1,3,3,4,3,1,1,1,2,1,2,1,2,2,1,2,2,"human1_lib1.final_cell_0184"
"185",313,49,53,66,47,43,48,37,12,21,13,23,24,13,21,11,10,20,19,11,12,13,13,12,12,11,12,"human1_lib1.final_cell_0185"
"186",427,3,5,5,1,10,4,2,3,2,2,6,5,3,2,21,5,2,3,2,5,6,1,1,2,1,2,"human1_lib1.final_cell_0186"
