"","0.3,30","0.3,50","0.3,100","0.4,30","0.4,50","0.4,100","0.5,30","0.5,50","0.5,100","0.6,30","0.6,50","0.6,100","0.7,30","0.7,50","0.7,100","0.8,30","0.8,50","0.8,100","0.9,30","0.9,50","0.9,100","1,30","1,50","1,100","1.1,30","1.1,50","1.1,100","1.2,30","1.2,50","1.2,100","1.3,30","1.3,50","1.3,100","1.4,30","1.4,50","1.4,100","1.5,30","1.5,50","1.5,100","1.6,30","1.6,50","1.6,100","1.7,30","1.7,50","1.7,100","1.8,30","1.8,50","1.8,100","1.9,30","1.9,50","1.9,100","2,30","2,50","2,100","2.1,30","2.1,50","2.1,100","2.2,30","2.2,50","2.2,100","2.3,30","2.3,50","2.3,100","2.4,30","2.4,50","2.4,100","2.5,30","2.5,50","2.5,100","cells"
"AZ_A8",15,11,6,16,12,7,17,15,7,17,17,6,19,18,11,19,15,12,19,19,12,21,19,13,21,19,13,21,19,13,21,19,13,21,19,19,21,21,19,21,21,20,21,21,20,21,21,20,21,21,20,21,21,20,22,21,19,21,21,19,22,21,19,22,22,19,21,22,19,"AZ_A8"
"AZ_A9",7,4,2,8,3,5,11,3,5,12,13,10,13,14,10,15,13,7,14,13,7,14,13,7,14,13,12,14,13,12,14,13,12,14,13,6,14,13,12,15,13,6,15,13,6,15,13,5,13,11,6,13,13,12,17,13,12,17,13,12,17,13,12,17,11,12,17,11,12,"AZ_A9"
"AZ_B1",1,4,1,1,3,6,1,3,6,1,13,5,1,8,4,2,13,3,2,13,3,6,13,2,6,13,6,6,13,6,6,13,6,6,13,12,6,13,6,6,13,12,6,13,12,6,13,12,6,11,12,6,13,11,17,13,10,17,13,10,17,13,10,17,11,10,17,11,10,"AZ_B1"
"AZ_B10",7,4,2,8,3,5,11,3,5,12,13,10,13,14,10,15,13,7,14,13,7,14,13,7,14,13,12,14,13,12,14,13,12,14,13,6,14,13,12,15,13,6,15,13,6,15,13,5,13,11,6,13,13,12,17,13,12,17,13,12,17,13,12,17,11,12,17,11,12,"AZ_B10"
"AZ_B11",1,1,1,1,1,1,1,2,1,1,2,1,1,8,1,2,9,1,2,8,2,6,7,5,6,7,4,6,7,4,6,8,4,6,7,4,6,8,4,6,7,4,6,7,4,6,7,6,6,8,5,6,6,5,6,6,5,6,6,5,6,6,5,6,7,5,6,5,5,"AZ_B11"
"AZ_B12",1,6,1,1,5,6,1,5,6,1,11,5,11,12,4,11,11,3,11,11,3,11,11,2,11,11,6,11,11,6,10,11,6,9,11,12,9,11,6,9,11,12,9,10,12,9,10,12,9,10,12,9,10,11,9,10,10,9,10,10,9,10,10,9,10,10,9,9,10,"AZ_B12"
"AZ_B2",3,5,5,3,4,4,3,4,4,11,3,4,3,2,5,13,2,4,13,19,4,13,19,3,13,19,2,13,19,2,13,19,2,13,19,2,13,25,2,13,24,2,13,25,2,13,25,2,27,25,20,27,25,20,28,26,19,28,26,19,29,26,19,29,27,19,30,27,19,"AZ_B2"
"AZ_B3",1,6,1,1,5,6,1,5,6,1,11,5,11,12,4,11,11,3,11,11,3,11,11,2,11,11,6,11,11,6,10,11,6,9,11,12,9,11,6,9,11,12,9,10,12,9,10,12,9,10,12,9,10,11,9,10,10,9,10,10,9,10,10,9,10,10,9,9,10,"AZ_B3"
"AZ_B4",8,4,2,9,3,10,7,3,10,7,8,11,7,9,12,7,8,13,6,7,13,5,6,14,5,6,14,5,6,14,5,7,14,5,6,13,5,6,13,5,6,13,5,12,13,5,12,13,5,13,13,5,12,13,5,12,13,5,12,13,5,12,13,5,12,13,5,12,13,"AZ_B4"
"AZ_B5",1,4,1,1,3,6,5,3,6,5,8,5,5,9,4,5,8,3,5,7,3,4,6,2,4,6,6,4,6,6,4,7,6,4,6,12,4,6,6,4,6,12,4,12,12,4,12,12,4,11,12,4,12,11,4,12,10,4,12,10,4,12,10,4,11,10,4,12,10,"AZ_B5"
"AZ_B6",3,5,5,3,4,4,3,4,4,11,3,4,3,2,5,13,2,4,13,19,4,13,19,3,13,19,2,13,19,2,13,19,2,13,19,2,13,25,2,13,24,2,13,25,2,13,25,2,27,25,20,27,25,20,28,26,19,28,26,19,29,26,19,29,27,19,30,27,19,"AZ_B6"
"AZ_B7",8,4,2,9,3,5,7,3,5,7,8,10,7,9,10,7,8,7,6,7,7,5,6,7,5,6,12,5,6,12,5,7,12,5,6,6,5,6,12,5,6,6,5,13,6,5,13,5,5,11,6,5,13,12,5,13,12,5,13,12,5,13,12,5,11,12,5,11,12,"AZ_B7"
"AZ_B8",6,7,7,7,8,8,6,8,8,6,6,8,6,6,7,6,6,9,7,5,9,7,8,9,7,8,8,7,8,8,11,4,8,10,8,8,10,7,8,10,8,8,10,6,8,10,6,8,10,6,8,10,4,7,10,5,7,10,5,7,10,5,7,10,21,7,10,21,7,"AZ_B8"
"AZ_B9",3,5,5,3,4,4,3,4,4,11,3,4,3,2,5,13,2,4,13,19,4,13,19,3,13,19,2,13,19,2,13,19,2,13,19,2,13,25,2,13,24,2,13,25,2,13,25,2,27,25,20,27,25,20,28,26,19,28,26,19,29,26,19,29,27,19,30,27,19,"AZ_B9"
"AZ_C1",3,5,1,3,4,6,3,4,6,11,3,5,3,2,4,13,2,3,13,19,3,13,19,2,13,19,6,13,19,6,13,19,6,13,19,12,13,25,6,13,24,12,13,25,12,13,25,12,27,25,12,27,25,11,28,26,10,28,26,10,29,26,10,29,27,10,30,27,10,"AZ_C1"
"AZ_C10",15,11,6,16,12,7,17,15,7,17,17,6,19,18,11,19,15,12,19,19,12,21,19,13,21,19,13,21,19,13,21,19,13,21,19,19,21,21,19,21,21,20,21,21,20,21,21,20,21,21,20,21,21,20,22,21,19,21,21,19,22,21,19,22,22,19,21,22,19,"AZ_C10"
"AZ_C11",1,4,2,1,3,10,1,3,10,1,8,11,1,8,12,2,8,13,2,7,13,6,6,14,6,6,14,6,6,14,6,7,14,6,6,13,6,6,13,6,6,13,6,12,13,6,12,13,6,13,13,6,12,13,5,12,13,5,12,13,5,12,13,5,12,13,5,12,13,"AZ_C11"
"AZ_C12",8,4,2,9,3,6,7,3,6,7,8,5,7,9,4,7,8,7,6,7,7,5,6,7,5,6,6,5,6,6,5,7,6,5,6,6,5,6,6,5,6,6,5,12,6,5,12,5,5,11,6,5,12,12,5,12,12,5,12,12,5,12,12,5,11,12,5,12,12,"AZ_C12"
"AZ_C2",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"AZ_C2"
"AZ_C3",4,3,4,4,6,3,4,6,3,4,4,3,4,3,3,4,3,5,4,3,5,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"AZ_C3"
"AZ_C4",7,9,6,8,10,7,16,10,7,16,9,6,18,10,8,18,15,10,18,20,10,20,20,10,20,20,9,19,20,9,19,20,9,19,20,9,19,19,9,19,19,9,19,19,9,19,19,9,19,19,9,19,19,8,19,19,8,19,19,8,19,19,8,19,19,8,19,19,8,"AZ_C4"
"AZ_C5",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"AZ_C5"
"AZ_C6",3,5,5,3,4,4,3,4,4,11,3,4,3,2,5,13,2,4,13,19,4,13,19,3,13,19,2,13,19,2,13,19,2,13,19,2,13,25,2,13,24,2,13,25,2,13,25,2,27,25,20,27,25,20,28,26,19,28,26,19,29,26,19,29,27,19,30,27,19,"AZ_C6"
"AZ_C7",8,4,2,9,3,5,7,3,5,7,8,10,7,9,10,7,8,7,6,7,7,5,6,7,5,6,12,5,6,12,5,7,12,5,6,6,5,6,12,5,6,6,5,12,6,5,12,5,5,11,6,5,12,12,5,12,12,5,12,12,5,12,12,5,11,12,5,12,12,"AZ_C7"
"AZ_C8",3,5,5,3,4,4,3,4,4,11,3,4,3,2,5,13,2,4,13,2,4,13,2,3,13,2,2,13,2,2,13,2,2,13,2,2,13,2,2,13,2,2,13,2,2,13,2,2,27,2,2,27,2,2,28,2,2,28,2,2,29,2,2,29,2,2,30,2,2,"AZ_C8"
"AZ_C9",10,3,4,11,9,3,9,9,3,9,7,3,9,7,3,9,7,5,9,6,5,9,4,4,9,4,3,9,4,3,8,5,3,8,4,3,8,4,3,8,4,3,8,4,3,8,4,3,8,4,3,8,8,3,8,8,3,8,8,3,8,8,3,8,6,3,8,7,3,"AZ_C9"
"AZ_D1",8,4,2,9,3,6,7,3,6,7,8,5,7,9,4,7,8,7,6,7,7,5,6,7,5,6,6,5,6,6,5,7,6,5,6,6,5,6,6,5,6,6,5,12,6,5,12,5,5,11,6,5,12,12,5,12,12,5,12,12,5,12,12,5,11,12,5,12,12,"AZ_D1"
"AZ_D10",8,4,2,9,3,10,7,3,10,7,8,11,7,9,12,7,8,13,6,7,13,5,6,14,5,6,14,5,6,14,5,7,14,5,6,13,5,6,13,5,6,13,5,12,13,5,12,13,5,13,13,5,12,13,5,12,13,5,12,13,5,12,13,5,12,13,5,12,13,"AZ_D10"
"AZ_D11",8,4,2,9,3,6,7,3,6,7,8,5,7,9,4,7,8,13,6,7,13,5,6,14,5,6,6,5,6,6,5,7,6,5,6,13,5,6,6,5,6,13,5,12,13,5,12,13,5,13,13,5,12,13,5,12,13,5,12,13,5,12,13,5,12,13,5,12,13,"AZ_D11"
"AZ_D12",5,8,2,6,7,5,10,7,5,10,5,7,10,4,6,10,4,6,10,10,6,10,10,6,10,10,5,10,10,5,9,10,5,23,10,5,23,10,5,23,10,5,23,9,5,23,9,4,24,9,4,24,9,4,25,9,4,25,9,4,25,9,4,25,8,4,25,8,4,"AZ_D12"
"AZ_D2",15,11,10,16,12,12,17,15,12,17,17,13,19,18,14,19,15,15,19,19,16,21,19,16,21,19,17,21,19,17,21,19,17,21,19,17,21,21,17,21,21,18,21,21,18,21,21,18,21,21,18,21,21,18,22,21,18,21,21,18,22,21,18,22,22,18,21,22,18,"AZ_D2"
"AZ_D3",3,5,5,3,4,4,3,4,4,11,3,4,3,2,5,13,2,4,13,19,4,13,19,3,13,19,2,13,19,2,13,19,2,13,19,2,13,25,2,13,24,2,13,25,2,13,25,2,27,25,20,27,25,20,28,26,19,28,26,19,29,26,19,29,27,19,30,27,19,"AZ_D3"
"AZ_D4",3,5,5,3,4,4,3,4,4,11,3,4,3,2,5,13,2,4,13,19,4,13,19,3,13,19,2,13,19,2,13,19,2,13,19,2,13,25,2,13,24,2,13,25,2,13,25,2,27,25,20,27,25,20,28,26,19,28,26,19,29,26,19,29,27,19,30,27,19,"AZ_D4"
"AZ_D5",7,4,2,8,3,5,11,3,5,12,13,10,13,14,10,15,13,7,14,13,7,14,13,7,14,13,12,14,13,12,14,13,12,14,13,6,14,13,12,15,13,6,15,22,6,15,22,5,13,22,6,13,22,21,21,22,21,22,22,21,21,22,21,21,23,21,22,23,21,"AZ_D5"
"AZ_D6",3,5,5,3,4,4,3,4,4,11,3,4,3,2,5,13,2,4,13,19,4,13,19,3,13,19,2,13,19,2,13,19,2,13,19,2,13,25,2,13,24,2,13,25,2,13,25,2,27,25,20,27,25,20,28,26,19,28,26,19,29,26,19,29,27,19,30,27,19,"AZ_D6"
"AZ_D7",3,5,5,3,4,4,3,4,4,11,3,4,3,2,5,13,2,4,13,19,4,13,19,3,13,19,2,13,19,2,13,19,2,13,19,2,13,25,2,13,24,2,13,25,2,13,25,2,27,25,20,27,25,20,28,26,19,28,26,19,29,26,19,29,27,19,30,27,19,"AZ_D7"
"AZ_D8",5,8,2,6,7,5,10,7,5,10,5,7,10,4,6,10,4,6,10,10,6,10,10,6,10,10,5,10,10,5,9,10,5,12,10,5,12,10,5,12,10,5,12,9,5,12,9,4,11,9,4,11,9,4,11,9,4,11,9,4,11,9,4,11,8,4,11,8,4,"AZ_D8"
"AZ_D9",3,5,5,3,4,4,3,4,4,11,3,4,3,2,5,13,2,4,13,19,4,13,19,3,13,19,2,13,19,2,13,19,2,13,19,2,13,25,2,13,24,2,13,25,2,13,25,2,27,25,20,27,25,20,28,26,19,28,26,19,29,26,19,29,27,19,30,27,19,"AZ_D9"
"AZ_E1",7,9,6,8,10,7,16,10,7,16,9,6,18,10,8,18,15,10,18,20,10,20,20,10,20,20,9,19,20,9,19,20,9,19,20,9,19,19,9,19,19,9,19,19,9,19,19,9,19,19,9,19,19,8,19,19,8,19,19,8,19,19,8,19,19,8,19,19,8,"AZ_E1"
"AZ_E10",3,5,2,3,4,6,3,4,6,11,3,5,3,2,4,13,2,7,13,19,7,13,19,7,13,19,6,13,19,6,13,19,6,13,19,6,13,25,6,13,24,6,13,25,6,13,25,5,27,25,6,27,25,12,28,26,12,28,26,12,29,26,12,29,27,12,30,27,12,"AZ_E10"
"AZ_E11",8,4,2,9,3,10,7,3,10,7,8,11,7,9,12,7,8,13,6,7,13,5,6,14,5,6,14,5,6,14,5,7,14,5,6,13,5,6,13,5,6,13,5,12,13,5,12,13,5,13,13,5,12,13,5,12,13,5,12,13,5,12,13,5,12,13,5,12,13,"AZ_E11"
"AZ_E12",3,5,5,3,4,4,3,4,4,11,3,4,3,2,5,13,2,4,13,19,4,13,19,3,13,19,2,13,19,2,13,19,2,13,19,2,13,25,2,13,24,2,13,25,2,13,25,2,27,25,2,27,25,20,28,26,19,28,26,19,29,26,19,29,27,19,30,27,19,"AZ_E12"
"AZ_E2",3,5,5,3,4,4,3,4,4,11,3,4,3,2,5,13,2,4,13,19,4,13,19,3,13,19,2,13,19,2,13,19,2,13,19,2,13,25,2,13,24,2,13,25,2,13,25,2,27,25,20,27,25,20,28,26,19,28,26,19,29,26,19,29,27,19,30,27,19,"AZ_E2"
"AZ_E3",1,7,1,5,15,6,5,17,6,5,19,5,5,5,4,5,5,7,22,4,15,23,23,7,23,23,6,23,23,6,23,24,6,25,23,6,24,23,6,24,23,6,24,24,6,25,24,5,25,24,6,26,24,12,27,24,22,26,24,22,27,24,22,27,25,22,26,25,22,"AZ_E3"
"AZ_E4",3,5,5,3,4,4,3,4,4,3,3,4,3,2,5,3,2,4,3,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"AZ_E4"
"AZ_E5",3,5,5,3,4,4,3,4,4,11,3,4,3,2,5,13,2,4,13,19,4,13,19,3,13,19,2,13,19,2,13,19,2,13,19,2,13,25,2,13,24,2,13,25,2,13,25,2,27,25,20,27,25,20,28,26,19,28,26,19,29,26,19,29,27,19,30,27,19,"AZ_E5"
"AZ_E6",8,4,2,9,3,5,7,3,5,7,8,10,7,9,10,7,8,7,6,7,7,5,6,7,5,6,14,5,6,14,5,7,14,5,6,6,5,6,13,5,6,6,5,12,6,5,12,5,5,11,6,5,12,12,5,12,12,5,12,12,5,12,12,5,11,12,5,12,12,"AZ_E6"
"AZ_E7",7,9,6,8,10,7,16,10,7,16,9,6,18,10,8,18,15,10,18,20,10,20,20,10,20,20,9,19,20,9,19,20,9,19,20,9,19,19,9,19,19,9,19,19,9,19,19,9,19,19,9,19,19,8,19,19,8,19,19,8,19,19,8,19,19,8,19,19,8,"AZ_E7"
"AZ_E8",3,5,5,3,4,4,3,4,4,11,3,4,3,2,5,13,2,4,13,19,4,13,19,3,13,19,2,13,19,2,13,19,2,13,19,2,13,25,2,13,24,2,13,25,2,13,25,2,27,25,20,27,25,20,28,26,19,28,26,19,29,26,19,29,27,19,30,27,19,"AZ_E8"
"AZ_E9",3,5,8,3,4,9,3,4,9,11,3,9,3,2,9,13,2,11,13,19,11,13,19,11,13,19,11,13,19,10,13,19,11,13,19,10,13,25,10,13,24,11,13,25,11,13,25,11,27,25,11,27,25,10,28,26,9,28,26,9,29,26,9,29,27,9,30,27,9,"AZ_E9"
"AZ_F1",7,9,6,8,10,7,16,10,7,16,9,6,18,10,8,18,15,10,18,20,10,20,20,10,20,20,9,19,20,9,19,20,9,19,20,9,19,19,9,19,19,9,19,19,9,19,19,9,19,19,9,19,19,8,19,19,8,19,19,8,19,19,8,19,19,8,19,19,8,"AZ_F1"
"AZ_F10",8,4,2,9,3,6,7,3,6,7,8,5,7,9,4,7,8,7,6,7,7,5,6,7,5,6,6,5,6,6,5,7,6,5,6,6,5,6,6,5,6,6,5,12,6,5,12,5,5,11,6,5,12,12,5,12,12,5,12,12,5,12,12,5,11,12,5,12,12,"AZ_F10"
"AZ_F11",8,4,2,9,3,10,7,3,10,7,8,11,7,9,12,7,8,13,6,7,13,5,6,14,5,6,14,5,6,14,5,7,14,5,6,13,5,6,13,5,6,13,5,12,13,5,12,13,5,13,13,5,12,13,5,12,13,5,12,13,5,12,13,5,12,13,5,11,13,"AZ_F11"
"AZ_F12",8,4,2,9,3,5,7,3,5,7,8,10,7,9,10,7,8,7,6,7,7,5,6,7,5,6,12,5,6,12,5,7,12,5,6,6,5,6,12,5,6,6,5,12,6,5,12,5,5,11,6,5,12,12,5,12,12,5,12,12,5,12,12,5,11,12,5,12,12,"AZ_F12"
"AZ_F2",15,11,6,16,12,7,17,15,7,17,17,6,19,18,11,19,15,12,19,19,12,21,19,13,21,19,13,21,19,13,21,19,13,21,19,19,21,21,19,21,21,20,21,21,20,21,21,20,21,21,20,21,21,20,22,21,19,21,21,19,22,21,19,22,22,19,21,22,19,"AZ_F2"
"AZ_F3",8,4,2,9,3,6,7,3,6,7,8,5,7,9,4,7,8,7,6,7,7,5,6,7,5,6,6,5,6,6,5,7,6,5,6,6,5,6,6,5,6,6,5,12,6,5,12,5,5,11,6,5,12,12,5,12,12,5,12,12,5,12,12,5,11,12,5,12,12,"AZ_F3"
"AZ_F4",3,5,5,3,4,4,3,4,4,11,3,4,3,2,5,13,2,4,13,19,4,13,19,3,13,19,2,13,19,2,13,19,2,13,19,2,13,25,2,13,24,2,13,25,2,13,25,2,27,25,2,27,25,2,28,26,2,28,26,2,29,26,2,29,27,2,30,27,2,"AZ_F4"
"AZ_F5",16,11,9,17,12,11,18,16,11,18,18,12,20,19,13,20,20,14,20,21,15,18,21,17,18,21,18,20,21,18,20,21,18,20,21,18,20,20,18,20,20,19,20,20,19,20,20,19,20,20,19,20,20,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,"AZ_F5"
"AZ_F6",6,7,7,5,8,8,5,8,8,5,6,8,5,6,7,5,6,9,5,5,9,4,8,9,4,8,8,4,8,8,11,4,8,10,8,8,10,7,8,10,8,8,10,6,8,10,6,8,10,6,8,10,4,7,10,5,7,10,5,7,10,5,7,10,21,7,10,21,7,"AZ_F6"
"AZ_F7",1,1,1,1,1,1,1,2,1,1,2,1,1,8,1,2,9,1,2,8,2,6,7,5,6,7,4,6,7,4,6,8,4,6,7,4,6,8,4,6,7,4,6,7,4,6,7,6,6,8,5,6,6,5,6,6,5,6,6,5,6,6,5,6,7,5,6,5,5,"AZ_F7"
"AZ_F8",3,5,5,3,4,4,3,4,4,11,3,4,3,2,5,13,2,4,13,19,4,13,19,3,13,19,2,13,19,2,13,19,2,13,19,2,13,25,2,13,24,2,13,25,2,13,25,2,27,25,20,27,25,20,28,26,19,28,26,19,29,26,19,29,27,19,30,27,19,"AZ_F8"
"AZ_F9",4,3,4,4,6,3,4,6,3,4,4,3,4,3,3,4,3,5,4,3,5,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"AZ_F9"
"AZ_G1",3,5,5,3,4,4,3,4,4,11,3,4,3,2,5,13,2,4,13,19,4,13,19,3,13,19,2,13,19,2,13,19,2,13,19,2,13,25,2,13,24,2,13,25,2,13,25,2,27,25,20,27,25,20,28,26,19,28,26,19,29,26,19,29,27,19,30,27,19,"AZ_G1"
"AZ_G10",3,5,5,3,4,4,3,4,4,11,3,4,3,2,5,13,2,4,13,19,4,13,19,3,13,19,2,13,19,2,13,19,2,13,19,2,13,25,2,13,24,2,13,25,2,13,25,2,27,25,20,27,25,20,28,26,19,28,26,19,29,26,19,29,27,19,30,27,19,"AZ_G10"
"AZ_G11",8,4,2,9,3,10,7,3,10,7,8,11,7,9,12,7,8,13,6,7,13,5,6,14,5,6,14,5,6,14,5,7,14,5,6,13,5,6,13,5,6,13,5,12,13,5,12,13,5,13,13,5,12,13,5,12,13,5,12,13,5,12,13,5,12,13,5,12,13,"AZ_G11"
"AZ_G12",8,4,2,9,3,10,7,3,10,7,8,11,7,9,12,7,8,13,6,7,13,5,6,14,5,6,14,5,6,14,5,7,14,5,6,13,5,6,13,5,6,13,5,12,13,5,12,13,5,13,13,5,12,13,5,12,13,5,12,13,5,12,13,5,12,13,5,12,13,"AZ_G12"
"AZ_G2",15,11,6,16,12,7,17,15,7,17,17,6,19,18,11,19,15,12,19,19,12,21,19,13,21,19,13,21,19,13,21,19,13,21,19,19,21,21,19,21,21,20,21,21,20,21,21,20,21,21,20,21,21,20,22,21,19,21,21,19,22,21,19,22,22,19,21,22,19,"AZ_G2"
"AZ_G3",3,5,5,3,4,4,3,4,4,11,3,4,3,2,11,13,2,12,13,19,12,13,19,13,13,19,13,13,19,13,13,19,13,13,19,2,13,25,2,13,24,2,13,25,2,13,25,2,27,25,20,27,25,20,28,26,19,28,26,19,29,26,19,29,27,19,30,27,19,"AZ_G3"
"AZ_G4",3,5,5,3,4,4,3,4,4,11,3,4,3,2,5,13,2,4,13,19,4,13,19,3,13,19,2,13,19,2,13,19,2,13,19,2,13,25,2,13,24,2,13,25,2,13,25,2,27,25,20,27,25,20,28,26,19,28,26,19,29,26,19,29,27,19,30,27,19,"AZ_G4"
"AZ_G5",5,8,2,6,7,5,10,7,5,10,5,7,10,4,6,10,4,6,10,10,6,10,10,6,10,10,5,10,10,5,9,10,5,23,10,5,23,10,5,23,10,5,23,9,5,23,9,4,24,9,4,24,9,4,25,9,4,25,9,4,25,9,4,25,8,4,25,8,4,"AZ_G5"
"AZ_G6",1,6,1,1,5,6,1,5,6,1,11,5,11,12,4,11,11,3,11,11,3,11,11,2,11,11,6,11,11,6,10,11,6,9,11,12,9,11,6,9,11,12,9,10,12,9,10,12,9,10,12,9,10,11,9,10,10,9,10,10,9,10,10,9,10,10,9,9,10,"AZ_G6"
"AZ_G7",8,4,2,9,3,6,7,3,6,7,8,5,7,9,4,7,8,7,6,7,7,5,6,7,5,6,6,5,6,6,5,7,6,5,6,6,5,6,6,5,6,6,5,12,6,5,12,5,5,11,6,5,12,12,5,12,12,5,12,12,5,12,12,5,11,12,5,12,12,"AZ_G7"
"AZ_G8",8,4,2,9,3,6,7,3,6,7,8,5,7,9,4,7,8,7,6,7,7,5,6,7,5,6,6,5,6,6,5,7,6,5,6,6,5,6,6,5,6,6,5,12,6,5,12,5,5,11,6,5,12,12,5,12,12,5,12,12,5,12,12,5,11,12,5,12,12,"AZ_G8"
"AZ_G9",8,4,2,9,3,10,7,3,10,7,8,11,7,9,12,7,8,13,6,7,13,5,6,14,5,6,14,5,6,14,5,7,14,5,6,13,5,6,13,5,6,13,5,12,13,5,12,13,5,11,13,5,12,13,5,12,13,5,12,13,5,12,13,5,11,13,5,12,13,"AZ_G9"
"AZ_H1",8,4,2,9,3,6,7,3,6,7,8,5,7,9,4,7,8,7,6,7,7,5,6,7,5,6,6,5,6,6,5,7,6,5,6,6,5,6,6,5,6,6,5,12,6,5,12,5,5,11,6,5,12,12,5,12,12,5,12,12,5,12,12,5,11,12,5,12,12,"AZ_H1"
