cells,sc3-00,Monocle-00,Seurat-00,sc3-05,Monocle-05,Seurat-05,sc3-10,Monocle-10,Seurat-10,sc3-15,Monocle-15,Seurat-15,sc3-20,Monocle-20,Seurat-20,sc3-25,Monocle-25,Seurat-25,sc3-30,Monocle-30,Seurat-30,sc3-35,Monocle-35,Seurat-35,sc3-40,Monocle-40,Seurat-40,sc3-45,Monocle-45,Seurat-45,sc3-50,Monocle-50,Seurat-50,sc3-55,Monocle-55,Seurat-55,sc3-60,Monocle-60,Seurat-60,sc3-65,Monocle-65,Seurat-65,sc3-70,Monocle-70,Seurat-70,sc3-75,Monocle-75,Seurat-75,sc3-80,Monocle-80,Seurat-80,sc3-85,Monocle-85,Seurat-85,sc3-90,Monocle-90,Seurat-90,sc3-95,Monocle-95,Seurat-95,sc3-100,Monocle-100,Seurat-100
HP1502401_B8,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7
HP1502401_C1,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,11,8,12,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,3,8,8
HP1502401_C10,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,14,4,11,14,4,11,14,4,11
HP1502401_C12,2,7,2,2,7,2,2,7,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2
HP1502401_C14,7,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1502401_C16,7,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1,6,10,1
HP1502401_C18,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,14,4,11,14,4,11,14,4,11
HP1502401_C2,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,6
HP1502401_C20,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7
HP1502401_C21,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,14,4,11,14,4,11,14,4,11
HP1502401_C22,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,6
HP1502401_C4,7,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1
HP1502401_C5,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7
HP1502401_C6,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,14,4,11,14,4,11,14,4,11
HP1502401_C7,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,14,4,11,14,4,11,14,4,11
HP1502401_C8,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7
HP1502401_D10,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,11,8,12,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,3,8,8
HP1502401_D12,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7
HP1502401_D13,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,14,4,11,14,4,11,14,4,11
HP1502401_D16,7,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1,6,9,1
HP1502401_D17,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7
HP1502401_D18,2,7,2,2,7,2,2,7,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2
HP1502401_D2,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,11,8,12,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,3,8,8
HP1502401_D20,7,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1502401_D22,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,14,4,11,14,4,11,14,4,11
HP1502401_D23,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,6
HP1502401_D24,7,3,10,6,3,10,6,3,10,6,3,10,6,3,10,6,3,10,6,3,10,6,3,10,6,3,10,6,3,10,6,3,10,6,3,10,6,3,10,6,3,10,6,3,10,6,3,10,6,3,10,6,3,10,6,3,10,6,3,10,6,3,10
HP1502401_D3,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,14,4,11,14,4,11,14,4,11
HP1502401_D4,2,7,2,2,7,2,2,7,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,2,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2,1,6,2
HP1502401_D5,7,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1502401_D6,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,14,4,11,14,4,11,14,4,11
HP1502401_D7,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,14,4,11,14,4,11,14,4,11
HP1502401_D8,18,11,1,18,11,1,18,6,1,18,6,1,18,6,1,18,6,1,18,6,1,18,6,1,18,6,1,18,6,1,18,6,1,18,6,1,18,6,1,18,6,1,18,6,1,18,6,1,18,6,1,18,6,1,18,6,1,18,6,1,18,6,1
HP1502401_E10,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,14,4,11,14,4,11,14,4,11
HP1502401_E11,7,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1502401_E14,7,2,14,6,2,14,6,2,14,6,2,14,6,2,14,6,2,14,6,2,14,6,2,14,6,2,14,6,2,14,6,2,14,6,2,14,6,2,14,6,2,14,6,2,14,6,2,14,6,2,14,6,2,14,6,2,14,6,2,14,6,2,6
HP1502401_E16,7,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1502401_E17,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,14,4,11,14,4,11,14,4,11
HP1502401_E18,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,14,18,12,6
HP1502401_E19,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,14,4,11,14,4,11,14,4,11
HP1502401_E2,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,11,8,12,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,3,8,8
HP1502401_E20,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,11,8,12,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,3,8,8
HP1502401_E21,7,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1502401_E22,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,14,4,11,14,4,11,14,4,11
HP1502401_E23,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,11,8,12,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,3,8,8
HP1502401_E24,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,11,8,12,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,3,8,8
HP1502401_E3,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7
HP1502401_E5,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6
HP1502401_E6,7,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1
HP1502401_E7,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6
HP1502401_E9,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7
HP1502401_F10,7,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1502401_F11,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7,13,13,7
HP1502401_F12,7,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1502401_F13,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,12,8,12,11,8,12,11,8,8,11,8,8,11,8,8,11,8,8,11,8,8,3,8,8
HP1502401_F15,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6
HP1502401_F16,16,4,7,16,4,7,16,4,7,16,4,7,16,4,7,16,4,7,16,4,7,16,4,7,16,4,7,16,4,7,16,4,7,16,4,7,16,4,7,16,4,7,16,4,7,16,4,7,16,4,7,16,4,7,14,4,7,14,4,7,14,4,7
HP1502401_F17,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6
HP1502401_F18,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6,9,2,6
HP1502401_F19,7,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1502401_F20,7,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1502401_F21,16,4,13,16,4,13,16,4,13,16,4,13,16,4,13,16,4,13,16,4,13,16,4,13,16,4,13,16,4,13,16,4,13,16,4,13,16,4,13,16,4,13,16,4,13,16,4,13,16,4,13,16,4,13,14,4,11,14,4,11,14,4,11
HP1502401_F22,16,4,17,16,4,17,16,4,17,16,4,17,16,4,17,16,4,17,16,4,17,16,4,17,16,4,17,16,4,17,16,4,17,16,4,17,16,4,17,16,4,17,16,4,17,16,4,17,16,4,17,16,4,11,14,4,11,14,4,11,14,4,11
HP1502401_F23,7,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1
HP1502401_F24,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,14,4,11,14,4,11,14,4,11
HP1502401_F4,7,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1,6,12,1
HP1502401_F9,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,16,4,11,14,4,11,14,4,11,14,4,11
