cells,sc3-00,Monocle-00,Seurat-00,sc3-05,Monocle-05,Seurat-05,sc3-10,Monocle-10,Seurat-10,sc3-15,Monocle-15,Seurat-15,sc3-20,Monocle-20,Seurat-20,sc3-25,Monocle-25,Seurat-25,sc3-30,Monocle-30,Seurat-30,sc3-35,Monocle-35,Seurat-35,sc3-40,Monocle-40,Seurat-40,sc3-45,Monocle-45,Seurat-45,sc3-50,Monocle-50,Seurat-50,sc3-55,Monocle-55,Seurat-55,sc3-60,Monocle-60,Seurat-60,sc3-65,Monocle-65,Seurat-65,sc3-70,Monocle-70,Seurat-70,sc3-75,Monocle-75,Seurat-75,sc3-80,Monocle-80,Seurat-80,sc3-85,Monocle-85,Seurat-85,sc3-90,Monocle-90,Seurat-90,sc3-95,Monocle-95,Seurat-95,sc3-100,Monocle-100,Seurat-100
human1_lib1.final_cell_0021,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3
human1_lib1.final_cell_0022,6,17,16,6,17,16,6,17,16,6,17,16,6,17,16,6,17,16,6,17,16,6,17,16,6,17,16,6,17,16,6,17,16,6,17,16,6,17,16,6,17,16,6,17,16,6,17,16,6,17,16,4,17,16,4,17,1,4,17,1,3,17,1
human1_lib1.final_cell_0023,7,23,8,7,23,8,7,23,8,7,23,8,7,23,8,7,23,8,7,23,8,7,23,8,7,23,8,7,23,8,7,23,8,7,23,8,7,23,8,7,23,8,7,23,8,7,23,8,7,23,8,7,23,8,7,23,8,7,23,8,7,23,8
human1_lib1.final_cell_0024,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3
human1_lib1.final_cell_0025,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,20,3,5
human1_lib1.final_cell_0026,3,19,16,3,19,16,3,19,16,3,19,16,3,19,16,3,19,16,3,19,16,3,19,16,3,19,16,3,19,16,3,19,16,3,19,16,3,19,16,3,19,16,3,19,16,3,19,16,3,19,16,3,17,16,3,17,1,3,17,1,3,17,1
human1_lib1.final_cell_0027,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3
human1_lib1.final_cell_0028,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2
human1_lib1.final_cell_0029,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2
human1_lib1.final_cell_0030,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3
human1_lib1.final_cell_0031,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,20,3,5
human1_lib1.final_cell_0032,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,20,3,5
human1_lib1.final_cell_0033,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,20,3,5
human1_lib1.final_cell_0034,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,20,3,5
human1_lib1.final_cell_0035,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,2,3,7,2,3,7,2,3,7,2,3
human1_lib1.final_cell_0036,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2
human1_lib1.final_cell_0037,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3
human1_lib1.final_cell_0038,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3
human1_lib1.final_cell_0039,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19
human1_lib1.final_cell_0040,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,20,3,5
human1_lib1.final_cell_0041,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12
human1_lib1.final_cell_0042,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3
human1_lib1.final_cell_0043,26,29,5,26,29,5,26,29,5,26,29,5,26,29,5,26,29,5,26,29,5,26,29,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,20,3,5
human1_lib1.final_cell_0044,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12
human1_lib1.final_cell_0045,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12
human1_lib1.final_cell_0046,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12
human1_lib1.final_cell_0047,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2
human1_lib1.final_cell_0048,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12
human1_lib1.final_cell_0049,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,20,3,5
human1_lib1.final_cell_0050,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3
human1_lib1.final_cell_0051,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,20,3,5
human1_lib1.final_cell_0052,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3
human1_lib1.final_cell_0053,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2
human1_lib1.final_cell_0054,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,2,3,7,2,3,7,2,3,7,2,3
human1_lib1.final_cell_0055,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3
human1_lib1.final_cell_0056,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12
human1_lib1.final_cell_0057,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,2,3,7,2,3,7,2,3,7,2,3
human1_lib1.final_cell_0058,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3
human1_lib1.final_cell_0059,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3
human1_lib1.final_cell_0060,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19
human1_lib1.final_cell_0061,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8,17,30,8
human1_lib1.final_cell_0062,3,25,16,3,25,16,3,25,16,3,25,16,3,25,16,3,25,16,3,25,16,3,25,16,3,25,16,3,25,16,3,25,16,3,25,16,3,6,16,3,6,16,3,6,16,3,6,16,3,6,16,3,6,16,3,6,1,3,6,1,3,6,1
human1_lib1.final_cell_0063,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19
human1_lib1.final_cell_0064,17,23,8,17,23,8,17,23,8,17,23,8,17,23,8,17,23,8,17,23,8,17,23,8,17,23,8,17,23,8,17,23,8,17,23,8,17,23,8,17,23,8,17,23,8,17,23,8,17,23,8,17,23,8,17,23,8,17,23,8,17,23,8
human1_lib1.final_cell_0065,25,8,16,25,8,16,25,8,16,25,8,16,25,8,16,25,8,16,25,8,16,25,8,16,25,8,16,25,8,16,25,8,16,25,8,16,25,8,16,25,8,16,25,8,16,25,8,16,25,8,16,25,8,16,25,8,1,25,8,1,25,8,1
human1_lib1.final_cell_0066,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2
human1_lib1.final_cell_0067,6,17,16,6,17,16,6,17,16,6,17,16,6,17,16,6,17,16,6,17,16,6,17,16,6,17,16,6,17,16,6,17,16,6,17,16,6,17,16,6,17,16,6,17,16,6,17,16,6,17,16,4,17,16,4,17,1,4,17,1,3,17,1
human1_lib1.final_cell_0068,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3
human1_lib1.final_cell_0069,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,20,3,5
human1_lib1.final_cell_0070,6,26,16,6,19,16,6,19,16,6,19,16,6,19,16,6,19,16,6,19,16,6,19,16,6,19,16,6,19,16,6,19,16,6,19,16,6,19,16,6,19,16,6,19,16,6,19,16,6,19,16,4,17,16,4,17,1,4,17,1,3,17,1
human1_lib1.final_cell_0071,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19
human1_lib1.final_cell_0072,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19,21,1,19
human1_lib1.final_cell_0073,21,13,3,21,13,3,21,13,3,21,13,3,21,13,3,21,13,3,21,13,3,21,13,3,21,13,3,21,13,3,21,13,3,21,13,3,21,13,3,21,13,3,21,13,3,21,13,3,21,13,3,21,13,3,21,13,3,21,13,3,21,13,3
human1_lib1.final_cell_0074,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,20,3,5
human1_lib1.final_cell_0075,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3
human1_lib1.final_cell_0076,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3,7,5,3
human1_lib1.final_cell_0077,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,20,3,5
human1_lib1.final_cell_0078,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3
human1_lib1.final_cell_0079,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3
human1_lib1.final_cell_0080,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3,7,18,3
human1_lib1.final_cell_0081,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,2,3,7,2,3,7,2,3,7,2,3
human1_lib1.final_cell_0082,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3
human1_lib1.final_cell_0083,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,2,3,7,2,3,7,2,3,7,2,3
human1_lib1.final_cell_0084,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,28,15,17,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2,27,15,2
human1_lib1.final_cell_0085,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12,23,9,12
human1_lib1.final_cell_0086,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,20,3,5
human1_lib1.final_cell_0087,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,26,3,5,20,3,5
human1_lib1.final_cell_0088,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3
human1_lib1.final_cell_0089,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19,21,13,19
human1_lib1.final_cell_0090,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3
human1_lib1.final_cell_0091,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3,7,13,3
human1_lib1.final_cell_0092,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3
human1_lib1.final_cell_0093,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3,7,2,3
